q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000006,0.000021,0.000010
1.000000,0.000018,0.000061,0.000030
1.000000,0.000035,0.000118,0.000059
1.000000,0.000056,0.000190,0.000094
1.000000,0.000081,0.000276,0.000137
1.000000,0.000110,0.000374,0.000186
1.000000,0.000142,0.000483,0.000240
1.000000,0.000176,0.000602,0.000299
1.000000,0.000214,0.000730,0.000362
1.000000,0.000253,0.000866,0.000430
0.999999,0.000295,0.001008,0.000500
0.999999,0.000339,0.001157,0.000574
0.999999,0.000384,0.001312,0.000651
0.999999,0.000430,0.001471,0.000730
0.999998,0.000478,0.001635,0.000811
0.999998,0.000527,0.001802,0.000894
0.999997,0.000577,0.001973,0.000979
0.999997,0.000627,0.002147,0.001065
0.999996,0.000679,0.002324,0.001152
0.999996,0.000731,0.002502,0.001241
0.999995,0.000783,0.002683,0.001330
0.999995,0.000836,0.002865,0.001420
0.999994,0.000889,0.003049,0.001511
0.999993,0.000943,0.003234,0.001602
0.999992,0.000996,0.003419,0.001694
0.999991,0.001050,0.003606,0.001786
0.999990,0.001105,0.003793,0.001879
0.999989,0.001159,0.003980,0.001971
0.999988,0.001213,0.004168,0.002064
0.999987,0.001267,0.004356,0.002157
0.999986,0.001321,0.004544,0.002249
0.999985,0.001376,0.004732,0.002342
0.999984,0.001430,0.004920,0.002435
0.999983,0.001484,0.005108,0.002527
0.999981,0.001538,0.005295,0.002620
0.999980,0.001592,0.005482,0.002712
0.999979,0.001645,0.005669,0.002804
0.999977,0.001699,0.005855,0.002895
0.999976,0.001752,0.006040,0.002987
0.999974,0.001805,0.006226,0.003078
0.999973,0.001858,0.006410,0.003169
0.999971,0.001910,0.006594,0.003259
0.999969,0.001963,0.006778,0.003349
0.999968,0.002015,0.006960,0.003439
0.999966,0.002067,0.007142,0.003529
0.999964,0.002119,0.007323,0.003618
0.999963,0.002170,0.007504,0.003706
0.999961,0.002222,0.007684,0.003795
0.999959,0.002273,0.007863,0.003883
0.999957,0.002323,0.008041,0.003970
0.999955,0.002374,0.008218,0.004057
0.999953,0.002424,0.008395,0.004144
0.999951,0.002474,0.008571,0.004230
0.999949,0.002524,0.008746,0.004316
0.999947,0.002573,0.008920,0.004401
0.999945,0.002622,0.009094,0.004486
0.999943,0.002671,0.009266,0.004571
0.999941,0.002720,0.009438,0.004655
0.999939,0.002768,0.009609,0.004739
0.999937,0.002816,0.009779,0.004822
0.999934,0.002864,0.009948,0.004905
0.999932,0.002912,0.010117,0.004987
0.999930,0.002959,0.010284,0.005069
0.999928,0.003006,0.010451,0.005151
0.999925,0.003053,0.010617,0.005232
0.999923,0.003099,0.010782,0.005313
0.999921,0.003146,0.010946,0.005393
0.999918,0.003192,0.011110,0.005473
0.999916,0.003237,0.011272,0.005552
0.999913,0.003283,0.011434,0.005631
