ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.070595,0.240715,0.119560
0.134086,0.457241,0.227098
0.191139,0.651892,0.323756
0.242361,0.826761,0.410569
0.288302,0.983741,0.488473
0.329462,1.124543,0.558317
0.366295,1.250716,0.620870
0.399213,1.363661,0.676828
0.428588,1.464645,0.726822
0.454759,1.554813,0.771422
0.478033,1.635203,0.811145
0.498686,1.706751,0.846459
0.516972,1.770307,0.877786
0.533118,1.826638,0.905510
0.547330,1.876438,0.929978
0.559796,1.920334,0.951503
0.570683,1.958896,0.970369
0.580146,1.992637,0.986833
0.588323,2.022023,1.001127
0.595339,2.047472,1.013463
0.601307,2.069368,1.024029
0.606331,2.088053,1.032998
0.610502,2.103839,1.040526
0.613906,2.117007,1.046753
0.616617,2.127814,1.051807
0.618704,2.136489,1.055804
0.620230,2.143241,1.058846
0.621250,2.148258,1.061029
0.621815,2.151712,1.062438
0.621971,2.153757,1.063150
0.621760,2.154532,1.063234
0.621219,2.154165,1.062754
0.620382,2.152768,1.061767
0.619279,2.150446,1.060323
0.617938,2.147293,1.058471
0.616384,2.143392,1.056252
0.614640,2.138820,1.053703
0.612726,2.133647,1.050861
0.610661,2.127935,1.047755
0.608461,2.121741,1.044413
0.606141,2.115115,1.040862
0.603715,2.108105,1.037125
0.601194,2.100752,1.033221
0.598592,2.093094,1.029171
0.595916,2.085164,1.024990
0.593176,2.076995,1.020694
0.590381,2.068614,1.016298
0.587537,2.060046,1.011813
0.584652,2.051314,1.007251
0.581731,2.042439,1.002622
0.578780,2.033440,0.997935
0.575803,2.024332,0.993199
0.572805,2.015133,0.988421
0.569791,2.005854,0.983608
0.566762,1.996509,0.978766
0.563723,1.987109,0.973900
0.560677,1.977664,0.969016
0.557626,1.968183,0.964118
0.554573,1.958674,0.959210
0.551518,1.949145,0.954296
0.548466,1.939603,0.949378
0.545416,1.930053,0.944461
0.542372,1.920501,0.939546
0.539333,1.910952,0.934636
0.536301,1.901410,0.929732
0.533278,1.891880,0.924838
0.530264,1.882364,0.919955
0.527260,1.872866,0.915084
0.524267,1.863389,0.910226
0.521285,1.853935,0.905383
0.518316,1.844507,0.900556
0.515359,1.835107,0.895746
0.512416,1.825736,0.890954
0.509486,1.816397,0.886180
0.506570,1.807090,0.881425
0.503669,1.797818,0.876691
0.500782,1.788580,0.871976
0.497909,1.779379,0.867283
0.495052,1.770215,0.862611
0.492210,1.761089,0.857960
0.489384,1.752001,0.853331
0.486572,1.742953,0.848725
0.483777,1.733945,0.844141
0.480997,1.724976,0.839579
0.478232,1.716049,0.835040
0.475483,1.707162,0.830525
0.472751,1.698317,0.826032
0.470033,1.689513,0.821562
0.467332,1.680750,0.817115
0.464646,1.672030,0.812692
0.461977,1.663351,0.808291
0.459322,1.654715,0.803914
0.456684,1.646120,0.799560
0.454061,1.637568,0.795229
0.451454,1.629057,0.790922
0.448862,1.620589,0.786637
0.446286,1.612163,0.782376
0.443726,1.603779,0.778137
0.441180,1.595437,0.773922
0.438650,1.587136,0.769729
0.436136,1.578878,0.765560
0.433636,1.570661,0.761413
0.431151,1.562485,0.757288
0.428682,1.554351,0.753186
0.426227,1.546258,0.749107
0.423788,1.538207,0.745050
0.421363,1.530196,0.741015
0.418952,1.522227,0.737003
0.416557,1.514298,0.733012
0.414176,1.506409,0.729044
0.411809,1.498561,0.725097
0.409457,1.490753,0.721172
0.407119,1.482986,0.717269
0.404795,1.475258,0.713387
0.402485,1.467570,0.709527
0.400189,1.459921,0.705688
0.397907,1.452312,0.701870
0.395639,1.444742,0.698073
0.393385,1.437211,0.694298
0.391144,1.429718,0.690543
0.388917,1.422265,0.686809
0.386703,1.414849,0.683095
0.384503,1.407473,0.679402
0.382316,1.400134,0.675730
0.380142,1.392833,0.672077
0.377982,1.385570,0.668445
0.375834,1.378344,0.664833
0.373700,1.371156,0.661241
0.371578,1.364005,0.657669
0.369469,1.356890,0.654117
0.367373,1.349813,0.650584
0.365289,1.342772,0.647071
0.363218,1.335768,0.643577
0.361160,1.328800,0.640102
0.359114,1.321868,0.636647
0.357080,1.314972,0.633211
0.355058,1.308112,0.629793
0.353049,1.301287,0.626395
0.351051,1.294498,0.623015
0.349066,1.287743,0.619654
0.347092,1.281024,0.616312
0.345131,1.274340,0.612988
0.343181,1.267690,0.609682
0.341243,1.261075,0.606395
0.339316,1.254494,0.603125
0.337401,1.247947,0.599874
0.335497,1.241434,0.596641
0.333605,1.234955,0.593425
0.331724,1.228509,0.590227
0.329854,1.222097,0.587047
0.327996,1.215718,0.583884
0.326148,1.209372,0.580739
0.324312,1.203060,0.577611
0.322486,1.196779,0.574500
0.320672,1.190532,0.571407
0.318868,1.184317,0.568330
0.317075,1.178134,0.565271
0.315292,1.171983,0.562228
0.313520,1.165865,0.559202
0.311759,1.159777,0.556192
0.310008,1.153722,0.553199
0.308268,1.147698,0.550223
0.306538,1.141705,0.547263
0.304818,1.135744,0.544319
0.303108,1.129813,0.541391
0.301408,1.123913,0.538480
0.299719,1.118044,0.535584
0.298039,1.112205,0.532704
0.296370,1.106397,0.529841
0.294710,1.100619,0.526992
0.293060,1.094870,0.524160
0.291420,1.089152,0.521343
0.289789,1.083463,0.518541
0.288168,1.077804,0.515755
0.286557,1.072175,0.512984
0.284955,1.066574,0.510229
0.283363,1.061003,0.507488
0.281780,1.055461,0.504763
0.280206,1.049947,0.502052
0.278641,1.044462,0.499356
0.277086,1.039006,0.496675
0.275540,1.033578,0.494009
0.274003,1.028178,0.491357
0.272475,1.022806,0.488720
0.270956,1.017462,0.486097
