ref_pos_x (m),ref_pos_y (m),ref_pos_z (m)
6378137.000000,0.000000,0.000000
6378137.000000,0.000000,0.000000
6378137.000100,0.000100,-0.000100
6378137.000300,0.000300,-0.000300
6378137.000600,0.000600,-0.000600
6378137.001000,0.000982,-0.001000
6378137.001499,0.001437,-0.001500
6378137.002099,0.001957,-0.002101
6378137.002798,0.002536,-0.002801
6378137.003596,0.003169,-0.003602
6378137.004494,0.003850,-0.004503
6378137.005492,0.004574,-0.005504
6378137.006589,0.005338,-0.006606
6378137.007751,0.006136,-0.007808
6378137.008958,0.006966,-0.009111
6378137.010205,0.007825,-0.010514
6378137.011489,0.008710,-0.012017
6378137.012805,0.009618,-0.013621
6378137.014150,0.010548,-0.015325
6378137.015521,0.011496,-0.017130
6378137.016915,0.012462,-0.019035
6378137.018329,0.013443,-0.021041
6378137.019762,0.014439,-0.023147
6378137.021211,0.015447,-0.025354
6378137.022674,0.016467,-0.027661
6378137.024150,0.017497,-0.030068
6378137.025637,0.018538,-0.032577
6378137.027134,0.019587,-0.035185
6378137.028640,0.020644,-0.037895
6378137.030153,0.021708,-0.040704
6378137.031672,0.022779,-0.043614
6378137.033197,0.023856,-0.046625
6378137.034726,0.024938,-0.049736
6378137.036259,0.026026,-0.052948
6378137.037795,0.027119,-0.056260
6378137.039334,0.028216,-0.059673
6378137.040875,0.029317,-0.063186
6378137.042418,0.030421,-0.066800
6378137.043961,0.031530,-0.070514
6378137.045505,0.032641,-0.074329
6378137.047049,0.033756,-0.078244
6378137.048592,0.034873,-0.082259
6378137.050135,0.035994,-0.086375
6378137.051678,0.037116,-0.090592
6378137.053219,0.038242,-0.094909
6378137.054758,0.039369,-0.099326
6378137.056296,0.040499,-0.103844
6378137.057832,0.041631,-0.108462
6378137.059366,0.042765,-0.113181
6378137.060898,0.043901,-0.118000
6378137.062427,0.045039,-0.122920
6378137.063953,0.046179,-0.127940
6378137.065477,0.047321,-0.133061
6378137.066998,0.048464,-0.138281
6378137.068516,0.049609,-0.143603
6378137.070030,0.050756,-0.149024
6378137.071541,0.051905,-0.154547
6378137.073049,0.053055,-0.160169
6378137.074553,0.054207,-0.165892
6378137.076054,0.055360,-0.171715
6378137.077551,0.056516,-0.177639
