ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378137.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6378137.133544,0.104047,-0.496853,0.128712,0.122334,-1.003578
6378137.226608,0.236474,-1.995386,0.054173,0.143072,-1.968705
6378137.266801,0.383232,-3.964139,0.028208,0.149866,-1.968743
6378137.286729,0.535187,-5.932817,0.012834,0.153728,-1.968605
6378137.294666,0.690119,-7.901352,0.003741,0.155957,-1.968468
6378137.295511,0.846776,-9.869768,-0.001635,0.157255,-1.968368
6378137.292164,1.004441,-11.838100,-0.004813,0.158016,-1.968302
6378137.286340,1.162697,-13.806380,-0.006690,0.158463,-1.968260
6378137.279052,1.321302,-15.774626,-0.007800,0.158726,-1.968235
6378137.270899,1.480111,-17.742853,-0.008455,0.158881,-1.968220
6378137.262236,1.639042,-19.711068,-0.008842,0.158973,-1.968211
6378137.253270,1.798044,-21.679276,-0.009071,0.159027,-1.968205
6378137.244126,1.957088,-23.647479,-0.009206,0.159059,-1.968202
6378137.195183,2.241911,-25.552230,-0.122427,0.492068,-1.786698
6378136.987583,2.920338,-27.190359,-0.292624,0.849946,-1.478032
6378136.624547,3.905712,-28.503046,-0.424426,1.109436,-1.144128
6378136.164990,5.115110,-29.490848,-0.481271,1.303491,-0.837205
6378135.690069,6.500907,-30.205645,-0.455164,1.467136,-0.606443
6378135.276987,8.045636,-30.744094,-0.360639,1.623665,-0.491027
6378134.981987,9.745818,-31.234636,-0.222941,1.776908,-0.514370
6378134.836376,11.591879,-31.819648,-0.064509,1.911328,-0.680277
6378134.855116,13.551921,-32.634901,0.105948,1.999429,-0.971498
6378135.053595,15.565517,-33.788869,0.298378,2.013860,-1.350901
6378135.088768,17.743400,-35.526207,-0.421131,2.290800,-2.025979
6378134.299972,20.073478,-37.594676,-0.918172,2.324854,-2.109566
6378133.390313,22.373506,-39.734811,-0.901928,2.278572,-2.166308
6378132.494204,24.637072,-41.919150,-0.890969,2.250652,-2.199771
6378131.606953,26.878748,-44.129551,-0.884009,2.233967,-2.219498
6378130.725241,29.107375,-46.355318,-0.879726,2.224046,-2.231133
6378129.846907,31.328254,-48.590150,-0.877135,2.218163,-2.237999
6378128.970606,33.544541,-50.830333,-0.875584,2.214680,-2.242052
6378128.095520,35.758112,-53.073674,-0.874660,2.212620,-2.244446
6378127.221155,37.970076,-55.318882,-0.874111,2.211402,-2.245860
6378126.347219,40.181090,-57.565191,-0.873786,2.210682,-2.246695
6378125.473537,42.391543,-59.812152,-0.873594,2.210257,-2.247188
6378124.600004,44.601664,-62.059497,-0.873480,2.210005,-2.247479
6378123.726560,46.811589,-64.307069,-0.873413,2.209857,-2.247652
6378122.853169,49.021398,-66.554775,-0.873373,2.209769,-2.247753
6378121.982762,51.208350,-68.845336,-0.857675,2.111369,-2.429922
6378121.166588,53.207589,-71.467175,-0.757603,1.883075,-2.813734
6378120.500232,54.979325,-74.457353,-0.555423,1.662750,-3.162281
6378120.088114,56.551186,-77.769167,-0.249067,1.490898,-3.452769
6378120.028654,57.992668,-81.334053,0.146905,1.409711,-3.664380
6378120.397155,59.413447,-85.063989,0.600815,1.456098,-3.779209
6378121.229677,60.954592,-88.854867,1.066374,1.654732,-3.783166
6378122.510840,62.773392,-92.590682,1.487985,2.012432,-3.666692
6378124.168041,65.023667,-96.148322,1.808126,2.514942,-3.425242
6378126.073637,67.834380,-99.402718,1.975713,3.126868,-3.059520
6378127.851980,71.232591,-102.281627,1.379512,3.477923,-2.849449
6378129.120397,74.681261,-105.424037,1.134005,3.433927,-3.464083
6378130.089051,78.123302,-109.233525,0.831156,3.459846,-4.106060
6378130.987142,81.608773,-113.303435,0.955533,3.506785,-4.038627
6378131.982410,85.129568,-117.320135,1.029334,3.532573,-3.997810
6378133.035275,88.670024,-121.304794,1.073029,3.547129,-3.973357
6378134.122223,92.221671,-125.270314,1.098873,3.555491,-3.958794
6378135.229324,95.779783,-129.224454,1.114150,3.560348,-3.950149
6378136.348337,99.341663,-133.171846,1.123178,3.563188,-3.945028
6378137.474389,102.905750,-137.115242,1.128513,3.564856,-3.941998
6378138.604601,106.471136,-141.056274,1.131666,3.565838,-3.940205
6378139.737269,110.037285,-144.995909,1.133528,3.566417,-3.939146
6378140.871390,113.603886,-148.934718,1.134628,3.566758,-3.938520
6378142.006369,117.170753,-152.873038,1.135278,3.566960,-3.938150
6378143.141854,120.737777,-156.811071,1.135662,3.567079,-3.937931
6378144.224725,124.377370,-160.742007,0.955503,3.805891,-3.913943
6378145.004200,128.374011,-164.631491,0.585113,4.186599,-3.861985
