ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378145.370084,132.734841,-168.461535,0.127805,4.531018,-3.794913
6378145.237007,137.415019,-172.217022,-0.412766,4.821900,-3.712720
6378144.524841,142.352617,-175.882838,-1.029722,5.042416,-3.615427
6378143.161924,147.469324,-179.443907,-1.712992,5.176729,-3.503085
6378141.088187,152.671724,-182.885215,-2.449473,5.210587,-3.375773
6378138.258051,157.853171,-186.191846,-3.223307,5.131885,-3.233602
6378134.643014,162.896187,-189.349007,-4.016251,4.931179,-3.076710
6378130.233807,167.675354,-192.342057,-4.808148,4.602124,-2.905266
6378125.000321,172.172315,-195.404391,-5.592552,4.372210,-3.414420
6378119.138863,176.323802,-199.174007,-6.132775,3.927779,-4.134407
6378112.915342,180.182219,-203.376327,-6.257255,3.837170,-4.182525
6378106.638127,184.007472,-207.539784,-6.294221,3.815082,-4.147115
6378100.332274,187.815575,-211.675616,-6.315784,3.802140,-4.126165
6378094.009674,191.613615,-215.795110,-6.328426,3.794532,-4.113779
6378087.677241,195.405732,-219.904946,-6.335862,3.790051,-4.106458
6378081.339018,199.194359,-224.009074,-6.340243,3.787408,-4.102132
6378074.997383,202.980927,-228.109830,-6.342827,3.785849,-4.099576
6378068.653735,206.766279,-232.208593,-6.344352,3.784928,-4.098066
6378062.308897,210.550914,-236.306178,-6.345253,3.784384,-4.097174
6378055.963358,214.335125,-240.403068,-6.345785,3.784063,-4.096647
6378049.617404,218.119086,-244.499547,-6.346099,3.783873,-4.096335
6378043.247408,221.901246,-248.560732,-6.555459,3.766215,-3.784448
6378036.235405,225.550153,-251.560217,-7.437839,3.473072,-2.169520
6378028.482143,228.756511,-252.882120,-8.015254,2.895394,-0.447168
6378020.337324,231.292440,-252.466408,-8.208814,2.153308,1.291498
6378012.199880,233.064294,-250.339314,-7.998157,1.392257,2.960900
6378004.458584,234.127067,-246.610505,-7.425074,0.759837,4.480842
6377997.430223,234.673731,-241.464690,-6.591007,0.379903,5.782493
6377991.305666,234.999424,-235.147640,-5.643757,0.328960,6.813467
6377986.113996,235.445018,-227.947754,-4.754954,0.619278,7.541603
6377981.712456,236.328624,-220.174607,-4.091598,1.192231,7.957156
6377977.854892,237.841308,-212.108383,-3.462576,1.644022,8.292864
6377974.906362,239.172269,-203.375018,-2.467416,0.988206,9.151771
6377972.819698,239.842947,-193.890805,-1.805458,0.495972,9.675437
6377971.151480,240.335099,-184.190857,-1.550525,0.488341,9.719935
6377969.682285,240.820223,-174.458236,-1.399495,0.482180,9.743134
6377968.330911,241.300167,-164.708236,-1.310145,0.477962,9.755758
6377967.049219,241.776690,-154.948641,-1.257319,0.475268,9.762838
6377965.808716,242.251068,-145.183612,-1.226099,0.473606,9.766889
6377964.592554,242.724133,-135.415456,-1.207650,0.472599,9.769236
6377963.390776,243.196407,-125.645480,-1.196749,0.471996,9.770607
6377962.197496,243.668210,-115.874440,-1.190309,0.471636,9.771411
6377961.009237,244.139732,-106.102775,-1.186504,0.471423,9.771884
6377959.823944,244.611086,-96.330741,-1.184256,0.471297,9.772163
6377958.640403,245.082343,-86.558489,-1.182928,0.471222,9.772327
6377957.457898,245.553541,-76.786110,-1.182143,0.471178,9.772424
6377956.487393,246.055207,-66.987347,-0.446822,0.582702,9.853973
6377956.677954,246.764803,-57.116092,0.838222,0.855656,9.859248
6377958.140939,247.795800,-47.326732,2.092757,1.225983,9.688520
6377960.831353,249.243500,-37.794449,3.287725,1.688872,9.343989
6377964.675705,251.196541,-28.690647,4.395243,2.235776,8.831029
6377969.573461,253.733240,-20.179822,5.389242,2.854618,8.158092
6377975.399206,256.918226,-12.416557,6.246168,3.530128,7.336555
6377982.005480,260.799457,-5.542687,6.945616,4.244288,6.380520
6377989.226201,265.405726,0.315300,7.470868,4.976864,5.306564
6377996.880583,270.744747,5.048596,7.809334,5.706020,4.133435
