ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.286479,0.137871,0.133134
0.572952,0.261899,0.252876
0.859412,0.373423,0.360485
1.145854,0.473654,0.457106
1.432276,0.563685,0.543774
1.718677,0.644504,0.621427
2.005056,0.717004,0.690916
2.264278,0.781991,0.753012
2.496414,0.840191,0.808414
2.704054,0.892256,0.857762
2.889545,0.938778,0.901633
3.055007,0.980289,0.940550
3.202362,1.017269,0.974990
3.333347,1.050153,1.005381
3.449533,1.079334,1.032115
3.552342,1.105167,1.055544
3.643062,1.127973,1.075987
3.722855,1.148041,1.093736
3.792777,1.165633,1.109051
3.853778,1.180988,1.122169
3.906722,1.194318,1.133307
3.952388,1.205819,1.142656
3.991481,1.215665,1.150394
4.024640,1.224017,1.156679
4.052442,1.231016,1.161655
4.075409,1.236794,1.165452
4.094014,1.241468,1.168188
4.108685,1.245144,1.169968
4.119807,1.247919,1.170888
4.127730,1.249881,1.171036
4.132771,1.251107,1.170491
4.135216,1.251671,1.169322
4.135324,1.251636,1.167595
4.133328,1.251061,1.165367
4.129441,1.249999,1.162691
4.123853,1.248498,1.159613
4.116738,1.246602,1.156177
4.108253,1.244349,1.152422
4.098539,1.241777,1.148382
4.087724,1.238916,1.144088
4.075924,1.235796,1.139570
4.063244,1.232444,1.134852
4.049777,1.228884,1.129959
4.035611,1.225136,1.124911
4.020822,1.221222,1.119727
4.005480,1.217158,1.114424
3.989649,1.212960,1.109018
3.973385,1.208644,1.103522
3.956740,1.204222,1.097949
3.939761,1.199707,1.092310
3.922490,1.195109,1.086615
3.904965,1.190438,1.080874
3.887220,1.185703,1.075096
3.869287,1.180911,1.069286
3.851193,1.176071,1.063453
3.832964,1.171188,1.057601
3.814622,1.166270,1.051738
3.796189,1.161320,1.045866
3.777683,1.156344,1.039992
3.759120,1.151346,1.034118
3.740516,1.146330,1.028249
3.721884,1.141301,1.022387
3.703237,1.136260,1.016535
3.684585,1.131212,1.010697
3.665940,1.126158,1.004873
3.647308,1.121102,0.999067
3.628700,1.116045,0.993280
3.610121,1.110989,0.987514
3.591579,1.105937,0.981769
3.573078,1.100889,0.976048
3.554625,1.095848,0.970351
3.536224,1.090814,0.964680
3.517879,1.085788,0.959036
3.499594,1.080773,0.953418
3.481373,1.075768,0.947828
3.463217,1.070775,0.942267
3.445130,1.065794,0.936734
3.427115,1.060826,0.931231
3.409172,1.055872,0.925758
3.391305,1.050933,0.920315
3.373514,1.046008,0.914902
3.355801,1.041098,0.909519
3.338167,1.036204,0.904167
3.320613,1.031327,0.898846
3.303141,1.026465,0.893556
3.285750,1.021621,0.888297
3.268442,1.016793,0.883069
3.251217,1.011983,0.877872
3.234076,1.007190,0.872706
3.217019,1.002414,0.867571
3.200045,0.997656,0.862467
3.183156,0.992917,0.857394
3.166352,0.988195,0.852352
3.149632,0.983491,0.847340
3.132997,0.978806,0.842360
3.116446,0.974139,0.837409
3.099980,0.969490,0.832490
3.083599,0.964860,0.827600
3.067301,0.960248,0.822741
3.051088,0.955654,0.817912
3.034959,0.951080,0.813112
3.018914,0.946524,0.808343
3.002953,0.941986,0.803603
2.987074,0.937467,0.798892
2.971279,0.932967,0.794211
2.955566,0.928485,0.789559
2.939936,0.924021,0.784936
2.924388,0.919577,0.780341
2.908922,0.915151,0.775776
2.893537,0.910743,0.771238
2.878233,0.906354,0.766729
2.863010,0.901984,0.762248
2.847868,0.897632,0.757795
2.832805,0.893298,0.753370
2.817823,0.888983,0.748972
2.802919,0.884686,0.744602
2.788095,0.880408,0.740259
2.773349,0.876147,0.735943
2.758681,0.871906,0.731654
2.744091,0.867682,0.727392
2.729579,0.863476,0.723156
2.715143,0.859289,0.718946
2.700784,0.855120,0.714763
2.686502,0.850969,0.710606
2.672295,0.846836,0.706474
2.658164,0.842720,0.702369
2.644108,0.838623,0.698288
2.630126,0.834544,0.694233
2.616219,0.830482,0.690204
2.602386,0.826438,0.686199
2.588626,0.822412,0.682219
2.574940,0.818404,0.678264
2.561326,0.814413,0.674333
2.547785,0.810440,0.670427
2.534316,0.806484,0.666544
2.520918,0.802545,0.662686
2.507592,0.798625,0.658852
2.494336,0.794721,0.655041
2.481151,0.790835,0.651254
2.468036,0.786966,0.647490
2.454991,0.783114,0.643750
2.442015,0.779279,0.640033
2.429109,0.775462,0.636338
2.416271,0.771661,0.632666
2.403501,0.767878,0.629017
2.390799,0.764111,0.625391
2.378164,0.760361,0.621786
2.365597,0.756628,0.618204
2.353097,0.752912,0.614644
2.340663,0.749212,0.611106
2.328295,0.745529,0.607589
2.315993,0.741863,0.604094
2.303757,0.738213,0.600620
2.291585,0.734580,0.597168
2.279478,0.730963,0.593737
2.267436,0.727362,0.590327
2.255457,0.723778,0.586938
2.243542,0.720210,0.583569
2.231691,0.716658,0.580221
2.219902,0.713123,0.576894
2.208176,0.709603,0.573587
2.196513,0.706100,0.570300
2.184911,0.702612,0.567033
2.173371,0.699140,0.563786
2.161893,0.695684,0.560559
2.150475,0.692244,0.557351
2.139118,0.688820,0.554163
2.127821,0.685411,0.550994
2.116585,0.682018,0.547845
2.105408,0.678641,0.544715
2.094290,0.675279,0.541604
2.083232,0.671933,0.538511
2.072232,0.668602,0.535438
2.061290,0.665286,0.532383
2.050407,0.661985,0.529346
2.039581,0.658700,0.526328
2.028813,0.655430,0.523329
2.018103,0.652175,0.520347
2.007449,0.648935,0.517384
1.996851,0.645710,0.514438
1.986310,0.642500,0.511510
1.975825,0.639305,0.508600
1.965395,0.636125,0.505707
1.955021,0.632960,0.502832
1.944702,0.629809,0.499974
1.934437,0.626673,0.497134
1.924227,0.623552,0.494310
1.914071,0.620445,0.491504
1.903970,0.617352,0.488714
1.893921,0.614274,0.485942
1.883926,0.611211,0.483185
1.873984,0.608162,0.480446
1.864095,0.605127,0.477723
1.854258,0.602106,0.475016
1.844474,0.599099,0.472325
1.834741,0.596107,0.469651
1.825060,0.593128,0.466993
1.815430,0.590164,0.464350
1.805852,0.587213,0.461724
1.796324,0.584277,0.459113
1.786846,0.581354,0.456517
1.777419,0.578445,0.453938
1.768042,0.575550,0.451373
1.758715,0.572668,0.448824
1.749437,0.569800,0.446290
1.740208,0.566946,0.443772
1.731028,0.564105,0.441268
1.721897,0.561277,0.438779
1.712814,0.558463,0.436305
1.703779,0.555662,0.433846
1.694793,0.552875,0.431401
1.685854,0.550100,0.428971
1.676962,0.547339,0.426556
1.668117,0.544591,0.424154
1.659319,0.541856,0.421767
1.650568,0.539134,0.419395
1.641863,0.536425,0.417036
1.633205,0.533729,0.414691
1.624592,0.531046,0.412360
1.616025,0.528376,0.410043
1.607503,0.525718,0.407740
1.599026,0.523073,0.405450
1.590594,0.520441,0.403174
1.582207,0.517821,0.400911
1.573865,0.515214,0.398662
1.565566,0.512619,0.396426
1.557311,0.510037,0.394203
1.549101,0.507467,0.391994
1.540933,0.504909,0.389797
1.532809,0.502364,0.387613
1.524728,0.499831,0.385442
1.516690,0.497310,0.383284
1.508694,0.494801,0.381139
1.500740,0.492305,0.379006
1.492829,0.489820,0.376886
1.484960,0.487347,0.374779
1.477132,0.484886,0.372683
1.469345,0.482437,0.370600
1.461600,0.480000,0.368530
1.453896,0.477575,0.366471
1.446233,0.475161,0.364425
1.438610,0.472759,0.362390
1.431027,0.470369,0.360367
1.423485,0.467990,0.358357
1.415983,0.465623,0.356358
1.408520,0.463267,0.354371
1.401097,0.460922,0.352395
1.393713,0.458589,0.350431
1.386368,0.456267,0.348478
1.379062,0.453957,0.346537
1.371794,0.451658,0.344607
1.364565,0.449370,0.342689
1.357375,0.447093,0.340781
1.350222,0.444827,0.338885
1.343107,0.442572,0.337000
1.336030,0.440328,0.335126
1.328990,0.438095,0.333262
1.321987,0.435873,0.331410
1.315022,0.433661,0.329568
1.308093,0.431461,0.327738
1.301201,0.429271,0.325917
1.294346,0.427092,0.324108
1.287526,0.424923,0.322308
1.280743,0.422765,0.320520
1.273996,0.420618,0.318741
1.267284,0.418481,0.316973
1.260607,0.416355,0.315216
1.253967,0.414239,0.313468
1.247361,0.412133,0.311731
1.240790,0.410038,0.310003
1.234254,0.407953,0.308286
1.227752,0.405878,0.306578
1.221285,0.403813,0.304881
1.214851,0.401759,0.303193
1.208452,0.399714,0.301515
1.202087,0.397680,0.299847
1.195755,0.395656,0.298188
1.189457,0.393641,0.296539
1.183192,0.391637,0.294900
1.176961,0.389642,0.293270
1.170762,0.387657,0.291649
1.164596,0.385682,0.290038
1.158462,0.383716,0.288436
1.152361,0.381761,0.286843
1.146292,0.379815,0.285259
1.140255,0.377878,0.283685
1.134250,0.375951,0.282119
1.128277,0.374034,0.280563
1.122336,0.372126,0.279015
1.116425,0.370227,0.277477
1.110546,0.368338,0.275947
1.104698,0.366458,0.274426
1.098881,0.364588,0.272914
1.093095,0.362726,0.271410
1.087339,0.360874,0.269915
1.081614,0.359031,0.268429
1.075918,0.357198,0.266951
1.070253,0.355373,0.265481
1.064618,0.353557,0.264020
1.059013,0.351750,0.262568
1.053437,0.349953,0.261123
1.047891,0.348164,0.259687
1.042374,0.346384,0.258260
1.036886,0.344613,0.256840
1.031427,0.342851,0.255428
1.025997,0.341097,0.254025
1.020595,0.339352,0.252629
1.015222,0.337616,0.251242
1.009878,0.335888,0.249862
1.004561,0.334169,0.248491
0.999273,0.332459,0.247127
0.994013,0.330757,0.245771
0.988780,0.329064,0.244422
0.983575,0.327379,0.243081
0.978398,0.325702,0.241748
0.973247,0.324034,0.240423
0.968124,0.322374,0.239105
0.963028,0.320722,0.237794
0.957959,0.319079,0.236491
0.952917,0.317443,0.235196
0.947901,0.315816,0.233908
0.942912,0.314197,0.232627
0.937949,0.312586,0.231353
0.933013,0.310984,0.230087
0.928102,0.309389,0.228827
0.923217,0.307802,0.227575
0.918358,0.306223,0.226330
0.913525,0.304652,0.225092
0.908717,0.303089,0.223861
0.903935,0.301533,0.222637
0.899177,0.299986,0.221420
0.894445,0.298446,0.220210
0.889738,0.296914,0.219007
0.885056,0.295389,0.217810
0.880398,0.293873,0.216621
0.875765,0.292363,0.215438
0.871157,0.290862,0.214261
0.866572,0.289368,0.213092
0.862012,0.287881,0.211929
0.857476,0.286402,0.210772
0.852964,0.284930,0.209622
0.848476,0.283466,0.208479
0.844011,0.282009,0.207342
0.839570,0.280559,0.206211
0.835152,0.279117,0.205087
0.830758,0.277682,0.203969
0.826387,0.276254,0.202857
0.822038,0.274833,0.201752
0.817713,0.273419,0.200653
0.813411,0.272013,0.199560
0.809131,0.270613,0.198473
0.804874,0.269221,0.197392
0.800639,0.267836,0.196318
0.796427,0.266457,0.195249
0.792237,0.265086,0.194187
0.788069,0.263721,0.193130
0.783923,0.262364,0.192079
0.779798,0.261013,0.191035
0.775696,0.259669,0.189996
0.771615,0.258331,0.188963
0.767556,0.257001,0.187935
0.763518,0.255677,0.186914
0.759501,0.254360,0.185898
0.755506,0.253050,0.184888
0.751531,0.251746,0.183883
0.747578,0.250448,0.182885
0.743645,0.249158,0.181891
0.739733,0.247874,0.180904
0.735842,0.246596,0.179922
0.731971,0.245325,0.178945
0.728121,0.244060,0.177974
0.724291,0.242801,0.177008
0.720481,0.241549,0.176047
0.716691,0.240304,0.175092
0.712922,0.239064,0.174143
0.709172,0.237831,0.173198
0.705441,0.236604,0.172259
0.701731,0.235383,0.171325
0.698040,0.234169,0.170397
0.694369,0.232960,0.169473
0.690716,0.231758,0.168555
0.687083,0.230562,0.167642
0.683470,0.229372,0.166734
0.679875,0.228188,0.165831
0.676299,0.227010,0.164933
0.672742,0.225838,0.164039
0.669204,0.224672,0.163151
0.665685,0.223511,0.162268
0.662184,0.222357,0.161390
0.658701,0.221209,0.160517
0.655237,0.220066,0.159648
0.651791,0.218929,0.158785
0.648363,0.217798,0.157926
0.644953,0.216673,0.157072
0.641562,0.215553,0.156222
0.638188,0.214439,0.155378
0.634831,0.213331,0.154538
0.631493,0.212228,0.153703
0.628172,0.211131,0.152872
0.624869,0.210040,0.152046
0.621583,0.208954,0.151225
0.618314,0.207873,0.150408
0.615063,0.206799,0.149595
0.611828,0.205729,0.148787
0.608611,0.204665,0.147984
0.605411,0.203607,0.147185
0.602227,0.202553,0.146391
0.599061,0.201506,0.145600
0.595911,0.200463,0.144815
0.592777,0.199426,0.144033
0.589660,0.198394,0.143256
0.586560,0.197367,0.142483
0.583476,0.196346,0.141715
0.580408,0.195330,0.140951
0.577356,0.194319,0.140191
0.574320,0.193313,0.139435
0.571301,0.192312,0.138683
0.568297,0.191317,0.137936
0.565309,0.190326,0.137192
0.562337,0.189341,0.136453
