gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378137.006831,-13.374018,-4.355604,0.041405,0.046627,0.000254
6378146.425972,-3.369376,-3.727472,0.192864,0.097449,-1.038610
6378141.238297,-2.808592,-5.378291,0.095583,0.354645,-1.866664
6378148.006788,-9.922628,-1.050981,0.177400,0.349625,-1.874357
6378136.237699,-1.164558,-11.210125,0.102017,0.353443,-1.828271
6378133.160560,1.537798,-8.432612,0.027895,0.418256,-1.776892
6378138.216168,16.339514,-0.816051,-0.095625,0.352427,-1.758402
6378145.127417,0.297079,-17.016630,-0.088849,0.363806,-1.852192
6378139.422912,-3.014176,-0.184580,0.121313,0.428736,-1.884430
6378137.030372,10.048648,-20.672579,0.086094,0.379586,-1.873104
6378142.193425,6.236143,-16.751553,0.056450,0.384016,-1.840011
6378144.900727,3.236782,-12.707671,0.000654,0.390180,-1.829958
6378142.168794,7.758406,-21.535831,0.066966,0.448852,-1.751501
6378143.088514,6.454088,-12.606937,-0.007568,0.408165,-1.797803
6378139.365251,4.895490,-37.689666,0.038907,0.381228,-1.722990
6378138.428003,13.323540,-26.321166,0.062341,0.484369,-1.718099
6378126.490829,2.806976,-22.092326,0.028073,0.455603,-1.709444
6378147.294078,7.742015,-28.627028,0.025700,0.588140,-1.651246
6378142.108232,8.246389,-29.256398,0.035095,0.669905,-1.624084
6378137.000283,3.901382,-22.666520,-0.029432,0.756865,-1.586460
6378130.607450,10.076796,-37.110130,-0.055405,0.737154,-1.729914
6378144.711690,13.836367,-38.620801,-0.107696,0.818554,-1.697141
6378135.748938,16.103328,-25.835810,-0.155153,0.948024,-1.798054
6378135.927767,7.526566,-37.090891,-0.168892,1.015811,-1.715602
6378137.791145,4.442435,-36.971510,-0.228552,0.949611,-1.920984
6378138.061623,19.712330,-33.823244,-0.765691,1.043753,-2.732172
6378138.455753,11.007729,-45.083114,-1.402281,0.734488,-3.102600
6378138.010564,18.440749,-49.604561,-1.588635,0.676712,-3.240145
6378135.686698,12.806417,-56.786753,-1.520413,0.513442,-3.228478
6378130.487389,21.120346,-50.085353,-1.668393,0.573803,-3.071950
6378138.028983,15.859059,-47.869061,-1.708150,0.638340,-3.096794
6378133.043539,15.997054,-56.999885,-1.644880,0.618734,-3.018194
6378130.479091,23.408441,-65.762139,-1.565353,0.605428,-3.080018
6378129.608967,17.236259,-76.505380,-1.581521,0.652924,-3.113022
6378120.212368,20.378572,-78.252016,-1.595388,0.569488,-3.064877
6378110.734353,18.927480,-67.288145,-1.630517,0.602281,-3.112964
6378120.860378,23.293578,-83.267585,-1.630141,0.535993,-3.193686
6378119.553109,19.688262,-84.391767,-1.646001,0.662641,-3.129434
6378116.665311,17.912025,-78.981840,-1.547045,0.568153,-3.075522
6378110.586875,17.506031,-94.440794,-1.674371,0.539119,-3.061638
6378110.375402,27.979459,-99.315855,-1.836472,0.407729,-2.931569
6378110.243715,20.667397,-88.385768,-2.028827,0.105770,-2.714817
6378102.798705,23.900256,-96.862376,-2.134924,-0.309367,-2.504590
6378107.765975,28.923817,-106.675160,-2.086454,-0.630874,-2.564702
6378102.209498,31.429395,-106.288404,-2.004913,-0.838452,-2.390399
6378103.074198,11.328597,-100.746795,-1.786260,-1.077898,-2.622948
6378093.944642,10.658915,-99.036683,-1.408094,-1.266215,-2.565963
6378094.761223,20.723620,-104.168669,-1.005351,-1.427535,-2.823567
6378099.632914,12.166668,-97.210649,-0.650834,-1.432489,-2.881338
6378097.234384,12.803075,-129.836639,-0.298807,-1.493894,-2.947538
6378102.669001,18.209168,-109.907876,-0.509612,-2.309172,-2.519155
6378095.547727,11.504362,-117.287361,-0.677254,-3.310600,-2.348073
6378097.457644,-2.242864,-127.287069,-0.916884,-3.420667,-2.336252
6378096.818232,5.102873,-128.532058,-0.743391,-3.422465,-2.396376
6378093.003997,6.754020,-127.765742,-0.823505,-3.525332,-2.448580
6378091.433137,-0.424058,-133.636912,-0.903012,-3.491713,-2.358323
6378093.493111,-9.815765,-131.018253,-0.865236,-3.384401,-2.374459
6378088.461573,-21.138320,-127.553880,-0.842145,-3.391981,-2.464797
