ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
1.000000,1.000000,-10.780325
1.000145,0.999655,-10.780271
1.000426,0.998959,-10.780156
1.000832,0.997905,-10.779973
1.001355,0.996489,-10.779717
1.001985,0.816758,-10.779385
1.002736,0.652893,-10.779032
1.003604,0.584299,-10.778708
0.844887,0.521931,-10.778397
0.564733,0.465137,-10.778082
0.509972,0.413333,-10.777743
0.460882,0.366043,-10.777417
0.416897,0.322812,-10.777104
0.377508,0.283233,-10.776805
0.342256,0.246939,-10.776522
0.310728,0.213600,-10.776254
0.282552,0.182920,-10.776000
0.257393,0.154633,-10.775760
0.234950,0.128500,-10.775533
0.214950,0.104306,-10.775318
0.197149,0.081858,-10.775113
0.181327,0.060983,-10.774918
0.167286,0.041524,-10.774731
0.154847,0.023341,-10.774551
0.143849,0.006308,-10.774378
0.134148,-0.009688,-10.774209
0.125614,-0.024749,-10.774046
0.118129,-0.038966,-10.773886
0.111588,-0.052422,-10.773728
0.105895,-0.065191,-10.773573
0.100966,-0.077338,-10.773419
0.096722,-0.088925,-10.773266
0.093095,-0.100004,-10.773113
0.090023,-0.110624,-10.772959
0.087448,-0.120829,-10.772805
0.085321,-0.130657,-10.772650
0.083596,-0.140143,-10.772494
0.082232,-0.149319,-10.772336
0.081192,-0.158214,-10.772176
0.080443,-0.166852,-10.772014
0.079955,-0.175257,-10.771849
0.079700,-0.183450,-10.771681
0.079656,-0.191449,-10.771511
0.079800,-0.199270,-10.771338
0.080112,-0.206929,-10.771162
0.080575,-0.214440,-10.770983
0.081172,-0.221814,-10.770801
0.081890,-0.229062,-10.770615
0.082716,-0.236194,-10.770426
0.083638,-0.243219,-10.770234
0.084646,-0.250145,-10.770038
0.085729,-0.256979,-10.769839
0.086881,-0.263727,-10.769637
0.088093,-0.270396,-10.769431
0.089358,-0.276991,-10.769222
0.090670,-0.283516,-10.769010
0.092025,-0.289975,-10.768794
0.093415,-0.296373,-10.768575
0.094839,-0.302713,-10.768353
0.096290,-0.308998,-10.768128
0.097766,-0.315230,-10.767899
0.099263,-0.321413,-10.767667
0.100779,-0.327549,-10.767432
0.102310,-0.333639,-10.767194
0.103855,-0.339686,-10.766952
0.105412,-0.345691,-10.766708
0.106977,-0.351656,-10.766461
0.108550,-0.357583,-10.766211
0.110130,-0.363471,-10.765958
0.111714,-0.369324,-10.765702
0.113302,-0.375141,-10.765444
0.114892,-0.380923,-10.765182
0.116483,-0.386673,-10.764918
0.118076,-0.392389,-10.764652
0.119667,-0.398074,-10.764383
0.121258,-0.403727,-10.764111
0.122847,-0.409349,-10.763837
0.124434,-0.414942,-10.763560
0.126018,-0.420504,-10.763281
0.127599,-0.426038,-10.763000
0.129176,-0.431542,-10.762716
0.130749,-0.437019,-10.762430
0.132318,-0.442467,-10.762142
0.133883,-0.447888,-10.761852
0.135442,-0.453281,-10.761560
0.136996,-0.458647,-10.761266
0.138546,-0.463987,-10.760970
0.140089,-0.469300,-10.760671
0.141627,-0.474587,-10.760371
0.143160,-0.479848,-10.760069
0.144686,-0.485083,-10.759766
0.146206,-0.490293,-10.759460
0.147721,-0.495477,-10.759153
0.149229,-0.500637,-10.758844
0.150731,-0.505771,-10.758533
0.152226,-0.510880,-10.758221
0.153716,-0.515965,-10.757908
0.155199,-0.521025,-10.757592
0.156675,-0.526061,-10.757276
0.158145,-0.531073,-10.756958
0.159609,-0.536061,-10.756638
0.161066,-0.541025,-10.756317
0.162517,-0.545965,-10.755995
0.163961,-0.550881,-10.755672
0.165399,-0.555775,-10.755347
0.166830,-0.560644,-10.755021
0.168255,-0.565491,-10.754694
0.169673,-0.570314,-10.754366
0.171085,-0.575115,-10.754037
0.172490,-0.579892,-10.753706
0.173889,-0.584647,-10.753375
0.175282,-0.589380,-10.753043
0.176668,-0.594089,-10.752710
0.178047,-0.598777,-10.752375
0.179421,-0.603442,-10.752040
0.180787,-0.608085,-10.751704
0.182148,-0.612706,-10.751368
0.183502,-0.617305,-10.751030
0.184850,-0.621882,-10.750692
0.186192,-0.626437,-10.750353
0.187527,-0.630971,-10.750013
0.188857,-0.635483,-10.749673
0.190180,-0.639974,-10.749332
0.191497,-0.644443,-10.748990
0.192807,-0.648892,-10.748648
0.194112,-0.653319,-10.748305
0.195411,-0.657725,-10.747962
0.196703,-0.662110,-10.747618
0.197989,-0.666474,-10.747274
0.199270,-0.670818,-10.746929
0.200544,-0.675141,-10.746584
0.201813,-0.679444,-10.746238
0.203075,-0.683726,-10.745893
0.204332,-0.687987,-10.745546
0.205582,-0.692229,-10.745200
0.206827,-0.696450,-10.744853
0.208066,-0.700652,-10.744506
0.209300,-0.704833,-10.744158
0.210527,-0.708995,-10.743811
0.211749,-0.713136,-10.743463
0.212965,-0.717259,-10.743115
0.214175,-0.721361,-10.742767
0.215380,-0.725444,-10.742419
0.216579,-0.729508,-10.742070
0.217772,-0.733552,-10.741722
0.218960,-0.737577,-10.741373
0.220142,-0.741583,-10.741024
0.221319,-0.745570,-10.740676
0.222490,-0.749538,-10.740327
0.223656,-0.753488,-10.739978
0.224816,-0.757418,-10.739630
0.225971,-0.761330,-10.739281
0.227121,-0.765223,-10.738933
0.228265,-0.769098,-10.738584
0.229403,-0.772954,-10.738236
0.230537,-0.776792,-10.737888
0.231665,-0.780611,-10.737540
0.232788,-0.784413,-10.737192
0.233905,-0.788196,-10.736844
0.235017,-0.791962,-10.736496
0.236125,-0.795710,-10.736149
0.237226,-0.799439,-10.735802
0.238323,-0.803151,-10.735455
0.239415,-0.806846,-10.735108
0.240501,-0.810522,-10.734762
0.241583,-0.814182,-10.734416
0.242659,-0.817824,-10.734070
0.243731,-0.821448,-10.733724
0.244797,-0.825056,-10.733379
0.245858,-0.828646,-10.733034
0.246915,-0.832219,-10.732690
0.247966,-0.835775,-10.732345
0.249013,-0.839314,-10.732002
0.250054,-0.842837,-10.731658
0.251091,-0.846342,-10.731315
0.252123,-0.849831,-10.730973
0.253150,-0.853304,-10.730630
0.254173,-0.856760,-10.730289
0.255190,-0.860199,-10.729947
0.256203,-0.863622,-10.729607
0.257211,-0.867029,-10.729266
0.258214,-0.870419,-10.728927
0.259213,-0.873794,-10.728587
0.260207,-0.877152,-10.728248
0.261196,-0.880494,-10.069560
0.262253,-0.884043,-9.727572
0.263341,-0.887688,-9.727235
0.264424,-0.891314,-9.726898
0.265502,-0.894921,-9.726562
0.266573,-0.898509,-9.726227
0.267639,-0.902077,-9.725892
0.268700,-0.905627,-9.725557
0.269755,-0.909158,-9.725223
0.270805,-0.912670,-9.724890
0.271849,-0.916164,-9.724558
0.272887,-0.919639,-9.724226
0.273921,-0.923096,-9.723894
0.274948,-0.926535,-9.723564
0.275971,-0.929955,-9.723234
0.276988,-0.933357,-9.722904
0.278000,-0.936742,-9.722576
0.279007,-0.940108,-9.722248
0.280008,-0.943456,-9.721920
0.281004,-0.946787,-9.721593
0.281995,-0.950100,-9.721268
0.282981,-0.953396,-9.720942
0.283962,-0.956674,-9.720618
0.284937,-0.959935,-9.720294
0.285908,-0.963179,-9.719971
0.286873,-0.966405,-9.719648
0.287834,-0.969614,-9.719327
