ref_pos_x (m),ref_pos_y (m),ref_pos_z (m)
6378137.000000,0.000000,0.000000
6378137.000000,0.000000,0.000000
6378137.000100,0.000100,-0.000100
6378137.000300,0.000300,-0.000300
6378137.000600,0.000600,-0.000600
6378137.001000,0.001000,-0.001000
6378137.001499,0.001501,-0.001500
6378137.002099,0.002084,-0.002099
6378137.002798,0.002734,-0.002799
6378137.003597,0.003443,-0.003598
6378137.004480,0.004207,-0.004497
6378137.005418,0.005020,-0.005496
6378137.006406,0.005877,-0.006594
6378137.007439,0.006775,-0.007792
6378137.008512,0.007709,-0.009090
6378137.009621,0.008676,-0.010487
6378137.010762,0.009672,-0.011984
6378137.011933,0.010697,-0.013580
6378137.013129,0.011746,-0.015276
6378137.014349,0.012818,-0.017071
6378137.015589,0.013912,-0.018965
6378137.016848,0.015024,-0.020959
6378137.018123,0.016154,-0.023053
6378137.019413,0.017301,-0.025246
6378137.020717,0.018462,-0.027538
6378137.022032,0.019638,-0.029929
6378137.023357,0.020827,-0.032420
6378137.024692,0.022028,-0.035011
6378137.026034,0.023240,-0.037700
6378137.027384,0.024464,-0.040489
6378137.028739,0.025698,-0.043378
6378137.030100,0.026941,-0.046365
6378137.031466,0.028194,-0.049452
6378137.032836,0.029456,-0.052639
6378137.034209,0.030727,-0.055924
6378137.035585,0.032006,-0.059309
6378137.036963,0.033293,-0.062794
6378137.038344,0.034589,-0.066377
6378137.039726,0.035892,-0.070060
6378137.041109,0.037202,-0.073843
6378137.042493,0.038520,-0.077724
6378137.043877,0.039845,-0.081705
6378137.045262,0.041178,-0.085785
6378137.046646,0.042518,-0.089964
6378137.048031,0.043865,-0.094243
6378137.049414,0.045220,-0.098621
6378137.050798,0.046581,-0.103098
6378137.052180,0.047950,-0.107675
6378137.053562,0.049326,-0.112351
6378137.054942,0.050710,-0.117126
6378137.056321,0.052100,-0.122000
6378137.057699,0.053498,-0.126974
6378137.059075,0.054904,-0.132047
6378137.060449,0.056316,-0.137219
6378137.061822,0.057736,-0.142490
6378137.063193,0.059164,-0.147861
6378137.064562,0.060600,-0.153331
6378137.065929,0.062043,-0.158900
6378137.067293,0.063494,-0.164569
6378137.068656,0.064952,-0.170336
6378137.070016,0.066419,-0.176203
