gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
0.215144,0.127966,0.222550
0.548058,0.235200,0.282551
0.866759,0.361262,0.338123
1.196608,0.429107,0.400087
1.474977,0.498712,0.499810
1.723522,0.601564,0.609071
1.964834,0.719080,0.654047
2.251066,0.790966,0.707026
2.484172,0.950938,0.836992
2.707896,0.904800,0.829196
2.888676,0.949972,0.960349
3.085239,1.003793,0.982520
3.241753,1.091949,0.994340
3.390344,1.041954,1.027355
3.411863,1.029263,1.011302
3.535176,1.112989,1.060902
3.667823,1.149977,1.101146
3.803486,1.195959,1.038312
3.752924,1.172222,1.100752
3.893463,1.162805,1.093192
3.905041,1.214443,1.112971
3.981966,1.242843,1.110328
4.009931,1.336170,1.157537
4.033995,1.262834,1.187025
4.106631,1.215832,1.131072
4.125532,1.288565,1.175932
4.144262,1.227520,1.131711
4.127086,1.202476,1.138367
4.122889,1.293947,1.106323
4.142609,1.223985,1.183326
4.075556,1.245708,1.197185
4.111993,1.279186,1.110145
4.041348,1.260256,1.111602
4.123625,1.248081,1.137217
4.136559,1.288676,1.233228
4.093647,1.272284,1.151812
4.077190,1.202831,1.211017
4.140404,1.237377,1.203638
4.114103,1.223528,1.133439
4.093080,1.187286,1.168838
4.009921,1.171713,1.164851
4.057208,1.192379,1.085799
4.016946,1.235973,1.158995
4.085332,1.167079,1.147528
4.058837,1.274065,1.066299
4.020107,1.232604,1.106844
3.998024,1.244983,1.108870
4.055178,1.153139,1.076659
3.891022,1.208515,1.077815
3.969892,1.180709,1.070289
3.955503,1.281902,1.103088
3.930003,1.216855,1.062713
3.893658,1.125815,1.106937
3.899272,1.222349,1.089238
3.818692,1.157781,1.154148
3.817593,1.215547,1.012468
3.873704,1.137905,1.034597
3.845248,1.141755,1.124182
3.753510,1.133782,1.056464
3.743735,1.155110,1.039189
3.669082,1.064457,0.945918
3.647043,1.137329,0.980384
3.788999,1.130408,0.931043
3.703559,1.115731,1.039151
3.593160,1.106220,0.925966
3.693494,1.151822,0.941150
3.738825,1.146223,1.002667
3.670039,1.137820,1.009888
3.662636,1.082556,0.885627
3.605502,1.095578,1.014317
3.557658,1.084576,0.994681
3.547473,1.102656,0.947398
3.490475,1.105148,0.966895
3.466021,1.132894,1.057376
3.513732,1.109682,0.955822
3.450096,1.029800,0.968808
3.432936,1.132688,0.913536
3.414347,1.090976,0.956198
3.408960,1.008878,0.924161
3.358979,0.979427,0.931338
3.342376,1.047760,0.966440
3.416090,1.047337,0.869081
3.334988,1.000542,0.911600
3.293988,0.993893,0.947036
3.312882,0.976088,0.948281
3.317646,1.011681,0.878215
3.235887,1.095744,0.926135
3.334337,0.992156,0.927472
3.281515,1.016168,0.886827
3.250610,1.019208,0.936503
3.269519,0.979981,0.859308
3.122498,1.010899,0.813786
3.150617,0.981812,0.862302
3.117211,0.971710,0.797554
3.126126,0.993352,0.868348
3.109092,0.895257,0.881392
3.100843,0.945370,0.835418
3.055121,0.914438,0.934245
3.050571,1.046803,0.814235
3.063737,0.968554,0.788398
2.982151,0.998775,0.880844
2.963622,0.946302,0.774930
2.952901,0.923913,0.765683
2.923737,0.925724,0.747085
3.019404,0.888922,0.752389
2.970896,0.972961,0.777426
2.917557,0.993670,0.866956
2.956471,0.919908,0.870506
2.892243,0.935347,0.714000
2.928754,0.970122,0.809918
2.882845,0.892839,0.750096
2.858816,0.936629,0.774902
2.880389,0.876039,0.788571
2.771998,0.867305,0.788793
2.899856,0.902998,0.764972
2.750595,0.865296,0.716955
2.748271,0.860883,0.778292
2.821928,0.877666,0.688167
2.756294,0.835186,0.747698
2.762957,0.901606,0.669703
2.730641,0.861295,0.745496
2.690537,0.869419,0.757162
2.672633,0.831151,0.746486
2.663637,0.904890,0.706514
2.646727,0.914528,0.729578
2.630677,0.814367,0.679041
2.663178,0.843303,0.673733
2.701550,0.786087,0.653793
2.567683,0.896809,0.665551
2.570678,0.824758,0.682817
2.575724,0.808545,0.635056
2.543804,0.851578,0.568893
2.487858,0.806195,0.728047
2.595103,0.748363,0.768541
2.515971,0.812383,0.656462
2.538382,0.812434,0.706105
2.587672,0.823188,0.595323
2.493752,0.736050,0.651362
2.458909,0.750131,0.576288
2.446646,0.781243,0.584615
2.472211,0.768015,0.601133
2.440120,0.787856,0.608880
2.416856,0.792667,0.589770
2.416719,0.756960,0.647889
2.451037,0.777779,0.588136
2.357539,0.772842,0.578861
2.469633,0.753891,0.622428
2.392131,0.801625,0.574419
2.387450,0.707457,0.650948
2.359975,0.850797,0.601079
2.306884,0.759913,0.632351
2.329386,0.741458,0.530698
2.277108,0.719975,0.623540
2.286379,0.771540,0.678406
2.284393,0.627983,0.628297
2.266494,0.659563,0.584745
2.212115,0.688926,0.651865
2.220355,0.734090,0.519046
2.229240,0.732482,0.585851
2.280060,0.842883,0.554612
2.259448,0.642567,0.592998
2.189646,0.718662,0.558104
2.117894,0.675956,0.572814
2.087212,0.634239,0.604076
2.159556,0.694070,0.550913
2.158250,0.711681,0.638436
2.178664,0.721708,0.527090
2.131918,0.638998,0.479119
2.094333,0.669815,0.542097
2.124443,0.701215,0.588862
2.079228,0.636437,0.469479
2.067971,0.691391,0.480645
2.070292,0.676415,0.532491
2.098091,0.677687,0.490341
2.078391,0.700337,0.512989
2.057885,0.686414,0.488436
2.112773,0.680052,0.527947
2.052062,0.702589,0.468253
2.021892,0.539122,0.586870
2.012897,0.601595,0.541576
1.988289,0.644877,0.581551
1.959940,0.639200,0.557881
1.963381,0.659665,0.423687
1.925145,0.675760,0.542702
1.949758,0.565864,0.431693
1.890274,0.625511,0.574666
1.909912,0.571600,0.449462
1.921450,0.616278,0.520188
1.863107,0.693715,0.446902
1.908111,0.546600,0.447961
1.783731,0.618812,0.474372
1.857486,0.681954,0.535217
1.825635,0.530586,0.461716
1.833350,0.580197,0.429742
1.846039,0.639464,0.437569
1.810823,0.625836,0.401947
1.823243,0.584365,0.470656
1.810876,0.563400,0.450372
1.838427,0.559350,0.539410
1.718235,0.569523,0.480320
1.778295,0.598801,0.484138
1.773541,0.590346,0.441113
1.803737,0.561839,0.476669
1.819865,0.563296,0.395239
1.732438,0.623742,0.508094
1.778475,0.578874,0.497067
1.727049,0.536029,0.390730
1.708959,0.575896,0.506335
1.787529,0.595262,0.482566
1.772511,0.562024,0.383242
1.639705,0.541618,0.380204
1.726877,0.450279,0.440374
1.675257,0.506283,0.475452
1.657665,0.582787,0.487218
1.674915,0.560411,0.424137
1.646036,0.602993,0.442425
1.625932,0.516721,0.373702
1.574577,0.573550,0.380120
1.610245,0.537400,0.504402
1.628141,0.518998,0.425409
1.645202,0.503052,0.404185
