ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.001331,0.001379,0.002865
0.003860,0.003998,0.008594
0.007466,0.007731,0.017189
0.012038,0.012466,0.028648
0.017479,0.018101,0.042972
0.023698,0.024541,0.060161
0.030614,0.031704,0.080214
0.038156,0.039513,0.102861
0.046255,0.047900,0.127831
0.054852,0.056804,0.154879
0.063894,0.066167,0.183783
0.073331,0.075940,0.214344
0.083119,0.086076,0.246380
0.093218,0.096534,0.279729
0.103591,0.107277,0.314242
0.114207,0.118271,0.349785
0.125036,0.129485,0.386238
0.136050,0.140891,0.423492
0.147227,0.152465,0.461447
0.158543,0.164184,0.500015
0.169980,0.176028,0.539115
0.181520,0.187978,0.578674
0.193146,0.200018,0.618627
0.204844,0.212132,0.658914
0.216602,0.224308,0.699482
0.228406,0.236533,0.740283
0.240248,0.248796,0.781272
0.252116,0.261086,0.822410
0.264003,0.273396,0.863662
0.275901,0.285717,0.904996
0.287802,0.298042,0.946383
0.299701,0.310364,0.987797
0.311591,0.322677,1.029215
0.323467,0.334976,1.070615
0.335326,0.347257,1.111979
0.347162,0.359514,1.153289
0.358973,0.371745,1.194531
0.370754,0.383946,1.235690
0.382504,0.396113,1.276754
0.394218,0.408244,1.317712
0.405895,0.420337,1.358554
0.417533,0.432389,1.399272
0.429130,0.444398,1.439858
0.440683,0.456363,1.480303
0.452193,0.468282,1.520603
0.463656,0.480153,1.560752
0.475073,0.491976,1.600744
0.486442,0.503750,1.640575
0.497762,0.515473,1.680242
0.509033,0.527144,1.719741
0.520253,0.538764,1.759069
0.531423,0.550331,1.798224
0.542541,0.561845,1.837203
0.553608,0.573305,1.876004
0.564622,0.584711,1.914627
0.575584,0.596063,1.953068
0.586493,0.607361,1.991328
0.597350,0.618603,2.029405
0.608153,0.629791,2.067298
0.618904,0.640924,2.105008
0.629601,0.652002,2.142532
0.640245,0.663025,2.179872
0.650836,0.673993,2.217027
0.661374,0.684905,2.253997
0.671859,0.695763,2.290782
0.682290,0.706566,2.327382
0.692669,0.717313,2.363797
0.702994,0.728007,2.400027
0.713268,0.738645,2.436073
0.723488,0.749229,2.471936
0.733656,0.759759,2.507615
0.743772,0.770235,2.543111
0.753835,0.780656,2.578426
0.763847,0.791024,2.613558
0.773807,0.801338,2.648509
0.783715,0.811599,2.683280
0.793572,0.821807,2.717871
0.803378,0.831962,2.752283
0.813133,0.842064,2.786516
0.822837,0.852113,2.820572
0.832491,0.862111,2.854450
0.842094,0.872056,2.888153
0.851648,0.881949,2.921680
0.861151,0.891791,2.955032
0.870605,0.901581,2.988211
0.880010,0.911320,3.021216
0.889366,0.921009,3.054050
0.898672,0.930646,3.086711
0.907930,0.940234,3.119202
0.917140,0.949771,3.151524
0.926301,0.959258,3.183676
0.935414,0.968696,3.215660
0.944480,0.978084,3.247477
0.953498,0.987423,3.279127
0.962469,0.996714,3.310612
0.971393,1.005955,3.341932
0.980271,1.015148,3.373087
0.989101,1.024293,3.404080
0.997886,1.033390,3.434910
1.006624,1.042439,3.465578
1.015317,1.051441,3.496086
1.023964,1.060396,3.526434
1.032566,1.069304,3.556622
1.041122,1.078165,3.586653
1.049634,1.086979,3.616526
1.058101,1.095748,3.646242
1.066524,1.104470,3.675802
1.074902,1.113147,3.705208
1.083237,1.121778,3.734459
1.091527,1.130363,3.763557
1.099775,1.138904,3.792502
1.107979,1.147400,3.821295
1.116140,1.155851,3.849937
1.124258,1.164258,3.878429
1.132333,1.172621,3.906771
1.140367,1.180940,3.934965
1.148358,1.189215,3.963010
1.156307,1.197447,3.990909
