q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000024,0.000025,0.000004
1.000000,0.000068,0.000075,0.000012
1.000000,0.000132,0.000150,0.000022
1.000000,0.000213,0.000250,0.000036
1.000000,0.000309,0.000375,0.000052
1.000000,0.000418,0.000522,0.000071
1.000000,0.000540,0.000690,0.000092
0.999999,0.000674,0.000875,0.000114
0.999999,0.000817,0.001076,0.000138
0.999999,0.000968,0.001292,0.000164
0.999998,0.001128,0.001520,0.000190
0.999998,0.001294,0.001760,0.000218
0.999997,0.001467,0.002011,0.000247
0.999996,0.001645,0.002270,0.000277
0.999995,0.001828,0.002537,0.000307
0.999994,0.002015,0.002811,0.000338
0.999993,0.002206,0.003092,0.000369
0.999991,0.002401,0.003378,0.000401
0.999990,0.002598,0.003669,0.000433
0.999988,0.002797,0.003963,0.000466
0.999986,0.002999,0.004262,0.000498
0.999984,0.003202,0.004564,0.000531
0.999982,0.003407,0.004868,0.000564
0.999980,0.003613,0.005174,0.000597
0.999977,0.003821,0.005482,0.000631
0.999975,0.004029,0.005792,0.000664
0.999972,0.004237,0.006103,0.000697
0.999969,0.004446,0.006415,0.000730
0.999966,0.004656,0.006728,0.000763
0.999963,0.004865,0.007041,0.000796
0.999960,0.005075,0.007354,0.000828
0.999956,0.005284,0.007667,0.000861
0.999953,0.005494,0.007981,0.000893
0.999949,0.005703,0.008294,0.000926
0.999945,0.005911,0.008606,0.000958
0.999941,0.006120,0.008919,0.000990
0.999937,0.006328,0.009230,0.001021
0.999933,0.006535,0.009541,0.001053
0.999928,0.006742,0.009851,0.001084
0.999924,0.006948,0.010161,0.001115
0.999919,0.007153,0.010469,0.001146
0.999914,0.007358,0.010776,0.001176
0.999909,0.007562,0.011083,0.001207
0.999904,0.007765,0.011388,0.001237
0.999899,0.007967,0.011692,0.001267
0.999894,0.008169,0.011995,0.001296
0.999888,0.008369,0.012297,0.001326
0.999883,0.008569,0.012597,0.001355
0.999877,0.008768,0.012897,0.001384
0.999872,0.008966,0.013195,0.001412
0.999866,0.009163,0.013491,0.001441
0.999860,0.009360,0.013787,0.001469
0.999854,0.009555,0.014081,0.001497
0.999848,0.009749,0.014374,0.001525
0.999842,0.009943,0.014665,0.001552
0.999836,0.010135,0.014955,0.001579
0.999829,0.010327,0.015244,0.001606
0.999823,0.010517,0.015531,0.001633
0.999816,0.010707,0.015817,0.001659
0.999810,0.010896,0.016101,0.001686
0.999803,0.011083,0.016384,0.001712
0.999796,0.011270,0.016666,0.001737
0.999789,0.011456,0.016947,0.001763
0.999782,0.011641,0.017225,0.001788
0.999775,0.011825,0.017503,0.001813
0.999768,0.012008,0.017779,0.001838
0.999761,0.012190,0.018054,0.001863
0.999754,0.012371,0.018327,0.001887
0.999746,0.012551,0.018599,0.001911
0.999739,0.012730,0.018870,0.001935
0.999732,0.012908,0.019139,0.001959
0.999724,0.013086,0.019407,0.001982
0.999716,0.013262,0.019673,0.002005
0.999709,0.013437,0.019938,0.002028
0.999701,0.013612,0.020202,0.002051
0.999693,0.013785,0.020465,0.002074
0.999686,0.013958,0.020726,0.002096
0.999678,0.014130,0.020985,0.002119
0.999670,0.014301,0.021244,0.002141
0.999662,0.014471,0.021501,0.002162
0.999654,0.014640,0.021756,0.002184
0.999646,0.014808,0.022011,0.002205
0.999637,0.014975,0.022264,0.002227
0.999629,0.015142,0.022515,0.002248
0.999621,0.015307,0.022766,0.002268
0.999613,0.015472,0.023015,0.002289
0.999604,0.015635,0.023263,0.002309
0.999596,0.015798,0.023509,0.002330
0.999588,0.015960,0.023755,0.002350
0.999579,0.016121,0.023999,0.002370
0.999571,0.016281,0.024241,0.002389
0.999562,0.016441,0.024483,0.002409
0.999554,0.016599,0.024723,0.002428
0.999545,0.016757,0.024962,0.002447
0.999536,0.016914,0.025200,0.002466
0.999528,0.017070,0.025436,0.002485
0.999519,0.017225,0.025671,0.002504
0.999510,0.017380,0.025905,0.002522
0.999501,0.017533,0.026138,0.002540
0.999493,0.017686,0.026369,0.002559
0.999484,0.017838,0.026600,0.002577
0.999475,0.017989,0.026829,0.002594
0.999466,0.018139,0.027057,0.002612
0.999457,0.018289,0.027284,0.002629
0.999448,0.018437,0.027509,0.002647
0.999439,0.018585,0.027734,0.002664
0.999430,0.018732,0.027957,0.002681
0.999421,0.018878,0.028179,0.002698
0.999412,0.019024,0.028400,0.002714
0.999403,0.019169,0.028619,0.002731
0.999394,0.019313,0.028838,0.002747
0.999385,0.019456,0.029055,0.002763
0.999375,0.019598,0.029272,0.002780
0.999366,0.019740,0.029487,0.002795
0.999357,0.019881,0.029701,0.002811
0.999348,0.020021,0.029914,0.002827
0.999339,0.020161,0.030126,0.002842
0.999330,0.020299,0.030336,0.002858
0.999320,0.020437,0.030546,0.002873
0.999311,0.020574,0.030755,0.002888
0.999302,0.020711,0.030962,0.002903
0.999292,0.020847,0.031168,0.002918
0.999283,0.020982,0.031374,0.002933
0.999274,0.021116,0.031578,0.002947
0.999265,0.021249,0.031781,0.002961
0.999255,0.021382,0.031983,0.002976
0.999246,0.021514,0.032184,0.002990
0.999237,0.021646,0.032384,0.003004
0.999227,0.021777,0.032583,0.003018
