ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378136.343391,46.772273,-72.783840,-0.138141,2.703430,-2.945629
6378136.205141,49.475646,-75.729516,-0.138345,2.703324,-2.945717
6378136.066731,52.178936,-78.675260,-0.138465,2.703261,-2.945769
6378135.928228,54.882177,-81.621046,-0.138536,2.703224,-2.945799
6378135.635987,57.467182,-84.648032,-0.515263,2.392255,-3.148746
6378134.927863,59.627197,-87.915943,-0.882167,1.908159,-3.385394
6378133.923564,61.264825,-91.407851,-1.102428,1.352689,-3.595854
6378132.779309,62.327392,-95.095751,-1.158278,0.764692,-3.776495
6378131.664128,62.803816,-98.948137,-1.042273,0.188123,-3.923957
6378130.748724,62.728340,-102.930289,-0.758825,-0.330811,-4.035182
6378130.193193,62.181180,-107.004592,-0.324894,-0.746969,-4.107445
6378130.134526,61.285718,-111.130883,0.230266,-1.019788,-4.138382
6378130.674854,60.202213,-115.266824,0.866379,-1.116708,-4.126017
6378131.871458,59.118238,-119.368303,1.534381,-1.016231,-4.068781
6378133.024553,58.278877,-123.501568,0.676592,-0.864136,-4.308995
6378133.320292,57.270695,-128.077973,-0.092696,-1.160001,-4.849224
6378132.945097,56.002380,-133.126760,-0.470688,-1.287445,-5.119165
6378132.472374,54.733653,-138.250398,-0.474511,-1.252703,-5.127425
6378131.996582,53.491994,-143.380386,-0.476904,-1.232203,-5.132168
6378131.518894,52.266310,-148.514041,-0.478365,-1.220102,-5.134923
6378131.040057,51.050058,-153.649833,-0.479244,-1.212956,-5.136533
6378130.560531,49.839376,-158.786876,-0.479769,-1.208735,-5.137479
6378130.080594,48.631984,-163.924655,-0.480081,-1.206242,-5.138036
6378129.600413,47.426535,-169.062868,-0.480266,-1.204769,-5.138364
6378129.120087,46.222234,-174.201337,-0.480376,-1.203899,-5.138558
6378128.639677,45.018611,-179.339956,-0.480441,-1.203386,-5.138672
6378128.159215,43.815389,-184.478665,-0.480479,-1.203082,-5.138740
6378127.754638,42.597038,-189.619865,-0.092335,-1.274667,-5.147772
6378128.176279,41.294934,-194.745092,0.948332,-1.286407,-5.079730
6378129.632574,40.110298,-199.736021,1.964065,-1.037135,-4.877846
6378132.061951,39.300528,-204.459381,2.881567,-0.537750,-4.543832
6378135.331686,39.101742,-208.785256,3.632370,0.180072,-4.082719
6378139.245113,39.708731,-212.590382,4.158115,1.065580,-3.502791
6378143.554445,41.257386,-215.761334,4.415875,2.052248,-2.815446
6378147.978401,43.811176,-218.197540,4.382380,3.062546,-2.034974
6378152.223360,47.352978,-219.814032,4.056764,4.013819,-1.178272
6378156.006407,51.783148,-220.543887,3.461536,4.824804,-0.264485
6378159.215269,57.000842,-220.455903,3.270343,5.637872,0.133960
6378162.658669,62.743776,-220.653054,3.634249,5.849119,-0.548653
6378166.408668,68.682252,-221.443717,3.726098,6.002787,-0.848593
6378170.074751,74.723635,-222.278808,3.614493,6.074118,-0.823346
6378173.653456,80.819979,-223.093854,3.547991,6.115265,-0.807875
6378177.180192,86.948171,-223.896714,3.508510,6.139223,-0.798543
6378180.676106,93.094958,-224.692255,3.485119,6.153253,-0.792962
6378184.153771,99.252656,-225.483430,3.471277,6.161499,-0.789642
6378187.620639,105.416771,-226.272012,3.463092,6.166355,-0.787672
6378191.081125,111.584669,-227.059056,3.458253,6.169219,-0.786506
6378194.537838,117.754798,-227.845191,3.455394,6.170909,-0.785816
6378197.992322,123.926244,-228.630787,3.453704,6.171906,-0.785408
6378201.445489,130.098468,-229.416065,3.452706,6.172496,-0.785167
6378204.897878,136.271151,-230.201154,3.452116,6.172844,-0.785024
6378208.335129,142.453351,-230.980093,3.262489,6.290492,-0.707329
6378210.844867,149.107187,-231.392957,1.696713,6.961124,-0.104554
6378211.697509,156.223658,-231.189808,-0.021282,7.196978,0.518993
6378210.815870,163.344032,-230.358643,-1.750127,6.962775,1.150331
6378208.254171,170.000035,-228.895374,-3.358490,6.268391,1.781916
6378204.195842,175.751640,-226.803636,-4.721126,5.160627,2.405850
6378198.942215,180.222931,-224.095096,-5.729327,3.720554,3.013994
6378192.891198,183.133831,-220.789627,-6.300337,2.057890,3.598083
6378186.507412,184.324866,-216.915384,-6.384884,0.302775,4.149851
6378180.286023,183.772678,-212.508732,-5.972108,-1.404420,4.661156
6378174.691820,181.600163,-207.627881,-5.315040,-2.832098,5.010576
6378169.185226,178.714864,-202.532869,-5.763411,-2.888329,5.171719
6378163.148383,175.836337,-197.303514,-6.128661,-2.906528,5.306046
6378157.113360,172.874774,-191.921590,-5.954082,-3.008517,5.446123
6378151.215911,169.834076,-186.432054,-5.848691,-3.068194,5.526437
6378145.401125,166.746990,-180.880471,-5.785660,-3.103241,5.573020
6378139.635651,163.632632,-175.292773,-5.748157,-3.123871,5.600235
6378133.899472,160.502208,-169.683928,-5.725909,-3.136033,5.616207
6378128.180658,157.362309,-164.062657,-5.712734,-3.143208,5.625605
6378122.472122,154.216819,-158.434068,-5.704939,-3.147444,5.631144
6378116.769665,151.068028,-152.801164,-5.700330,-3.149945,5.634412
6378111.070802,147.917286,-147.165713,-5.697606,-3.151423,5.636340
6378105.374063,144.765394,-141.528759,-5.695996,-3.152295,5.637480
6378099.678579,141.612820,-135.890917,-5.695045,-3.152811,5.638152
6378093.983837,138.459846,-130.252551,-5.694483,-3.153115,5.638550
6378088.548997,135.075391,-124.493726,-4.751676,-3.950699,6.048234
6378084.757521,130.540508,-118.173609,-2.751833,-5.056181,6.543064
6378083.115721,125.133127,-111.526389,-0.477472,-5.678901,6.692027
6378083.812046,119.363689,-104.914495,1.894687,-5.771088,6.465898
6378086.852479,113.766063,-98.716929,4.179149,-5.334451,5.861195
6378092.060394,108.847918,-93.303238,6.199197,-4.419627,4.900445
6378099.093709,105.044291,-89.008207,7.803449,-3.120255,3.630438
6378107.477232,102.679521,-86.109249,8.879370,-1.562313,2.118571
6378116.646400,101.941638,-84.808303,9.362297,0.109909,0.447552
6378125.997407,102.871743,-85.219651,9.239062,1.749455,-1.291072
