q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000015,0.000007,0.000011
1.000000,0.000044,0.000020,0.000031
1.000000,0.000085,0.000039,0.000059
1.000000,0.000138,0.000063,0.000095
1.000000,0.000200,0.000091,0.000139
1.000000,0.000271,0.000123,0.000188
1.000000,0.000350,0.000160,0.000243
1.000000,0.000437,0.000199,0.000302
1.000000,0.000529,0.000241,0.000367
1.000000,0.000628,0.000286,0.000435
1.000000,0.000731,0.000333,0.000506
0.999999,0.000839,0.000382,0.000581
0.999999,0.000951,0.000434,0.000659
0.999999,0.001067,0.000486,0.000739
0.999999,0.001185,0.000541,0.000821
0.999999,0.001307,0.000596,0.000905
0.999998,0.001430,0.000653,0.000990
0.999998,0.001556,0.000710,0.001078
0.999998,0.001684,0.000769,0.001166
0.999997,0.001814,0.000828,0.001256
0.999997,0.001944,0.000888,0.001346
0.999996,0.002076,0.000949,0.001437
0.999996,0.002209,0.001009,0.001529
0.999995,0.002343,0.001071,0.001622
0.999995,0.002477,0.001133,0.001715
0.999994,0.002612,0.001194,0.001808
0.999994,0.002747,0.001257,0.001901
0.999993,0.002883,0.001319,0.001995
0.999992,0.003019,0.001381,0.002089
0.999992,0.003155,0.001444,0.002183
0.999991,0.003291,0.001507,0.002277
0.999990,0.003426,0.001569,0.002371
0.999989,0.003562,0.001632,0.002465
0.999988,0.003698,0.001694,0.002558
0.999988,0.003833,0.001757,0.002652
0.999987,0.003968,0.001819,0.002745
0.999986,0.004103,0.001882,0.002838
0.999985,0.004238,0.001944,0.002931
0.999984,0.004372,0.002006,0.003024
0.999983,0.004506,0.002068,0.003116
0.999982,0.004639,0.002129,0.003208
0.999981,0.004772,0.002191,0.003300
0.999980,0.004904,0.002252,0.003391
0.999979,0.005036,0.002313,0.003482
0.999977,0.005167,0.002374,0.003573
0.999976,0.005298,0.002435,0.003663
0.999975,0.005428,0.002495,0.003753
0.999974,0.005558,0.002555,0.003843
0.999973,0.005687,0.002615,0.003932
0.999971,0.005815,0.002675,0.004020
0.999970,0.005943,0.002734,0.004109
0.999969,0.006071,0.002794,0.004196
0.999968,0.006197,0.002853,0.004284
0.999966,0.006324,0.002911,0.004371
0.999965,0.006449,0.002970,0.004458
0.999963,0.006574,0.003028,0.004544
0.999962,0.006698,0.003086,0.004629
0.999961,0.006822,0.003144,0.004715
0.999959,0.006945,0.003201,0.004800
0.999958,0.007068,0.003258,0.004884
0.999956,0.007190,0.003315,0.004968
0.999955,0.007311,0.003372,0.005052
0.999953,0.007431,0.003428,0.005135
0.999952,0.007551,0.003485,0.005217
0.999950,0.007671,0.003540,0.005300
0.999949,0.007790,0.003596,0.005382
0.999947,0.007908,0.003651,0.005463
0.999946,0.008025,0.003706,0.005544
0.999944,0.008142,0.003761,0.005625
0.999942,0.008259,0.003816,0.005705
0.999941,0.008375,0.003870,0.005784
0.999939,0.008490,0.003924,0.005864
0.999937,0.008604,0.003978,0.005943
0.999936,0.008718,0.004032,0.006021
0.999934,0.008832,0.004085,0.006099
0.999932,0.008944,0.004138,0.006177
0.999931,0.009056,0.004191,0.006254
0.999929,0.009168,0.004243,0.006331
0.999927,0.009279,0.004295,0.006407
