ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
27.652757,0.000000,-16.617507
27.652987,-0.001090,-16.617124
27.653425,-0.003161,-16.616395
27.654049,-0.006113,-16.615356
27.654840,-0.009857,-16.614037
27.655781,-0.014311,-16.612468
27.656856,-0.019402,-16.610672
27.658052,-0.025064,-16.608674
27.659355,-0.031235,-16.606493
27.660754,-0.037863,-16.604150
27.662238,-0.044898,-16.601660
27.663798,-0.052295,-16.599038
27.665425,-0.060014,-16.596300
27.667112,-0.068019,-16.593457
27.668851,-0.076277,-16.590520
27.670637,-0.084758,-16.587501
27.672463,-0.093436,-16.584407
27.674325,-0.102286,-16.581248
27.676217,-0.111287,-16.578031
27.678136,-0.120418,-16.574763
27.680078,-0.129662,-16.571450
27.682040,-0.139003,-16.568098
27.684017,-0.148425,-16.564712
27.686008,-0.157917,-16.561296
27.688010,-0.167465,-16.557855
27.690021,-0.177060,-16.554392
27.692038,-0.186692,-16.550911
27.694061,-0.196352,-16.547416
27.696086,-0.206032,-16.543907
27.698114,-0.215725,-16.540389
27.700141,-0.225425,-16.536864
27.702168,-0.235126,-16.533333
27.704193,-0.244823,-16.529799
27.706215,-0.254511,-16.526263
27.708234,-0.264186,-16.522726
27.710248,-0.273845,-16.519191
27.712257,-0.283483,-16.515658
27.714260,-0.293099,-16.512129
27.716257,-0.302689,-16.508604
27.718247,-0.312251,-16.505084
27.720229,-0.321783,-16.501571
27.722204,-0.331282,-16.498065
27.724171,-0.340748,-16.494566
27.726130,-0.350178,-16.491076
27.728080,-0.359572,-16.487595
27.730022,-0.368928,-16.484123
27.731954,-0.378245,-16.480661
27.733877,-0.387522,-16.477209
27.735791,-0.396758,-16.473767
27.737695,-0.405953,-16.470337
27.739590,-0.415106,-16.466917
27.741474,-0.424216,-16.463509
27.743350,-0.433283,-16.460113
27.745215,-0.442307,-16.456729
27.747070,-0.451288,-16.453356
27.748916,-0.460224,-16.449996
27.750751,-0.469116,-16.446648
27.752577,-0.477964,-16.443313
27.754392,-0.486768,-16.439990
27.756198,-0.495526,-16.436680
27.757993,-0.504240,-16.433383
27.759778,-0.512910,-16.430098
27.761554,-0.521535,-16.426827
27.763319,-0.530115,-16.423568
27.765075,-0.538650,-16.420323
27.766820,-0.547141,-16.417090
27.768556,-0.555587,-16.413871
27.770281,-0.563990,-16.410664
27.771997,-0.572347,-16.407471
27.773703,-0.580661,-16.404291
27.775399,-0.588930,-16.401124
27.777086,-0.597156,-16.397970
27.778763,-0.605338,-16.394829
27.780430,-0.613477,-16.391702
27.782087,-0.621571,-16.388587
27.783735,-0.629623,-16.385486
27.785374,-0.637632,-16.382398
27.787003,-0.645598,-16.379322
27.788622,-0.653521,-16.376260
27.790232,-0.661401,-16.373211
27.791833,-0.669240,-16.370175
27.793425,-0.677036,-16.367152
27.795007,-0.684790,-16.364142
27.796581,-0.692503,-16.361145
27.798145,-0.700174,-16.358160
27.799700,-0.707804,-16.355189
27.801246,-0.715393,-16.352231
27.802783,-0.722940,-16.349285
27.804311,-0.730448,-16.346352
27.805831,-0.737914,-16.343432
27.807341,-0.745341,-16.340524
27.808843,-0.752727,-16.337630
27.810337,-0.760074,-16.334748
27.811821,-0.767381,-16.331878
27.813297,-0.774648,-16.329021
27.814764,-0.781876,-16.326177
27.816223,-0.789066,-16.323345
27.817674,-0.796216,-16.320526
27.819116,-0.803328,-16.317719
27.820550,-0.810402,-16.314925
27.821975,-0.817437,-16.312142
27.823393,-0.824434,-16.309373
27.824802,-0.831394,-16.306615
27.826203,-0.838316,-16.303870
27.827596,-0.845201,-16.301137
27.828981,-0.852049,-16.298416
27.830358,-0.858859,-16.295707
27.831726,-0.865633,-16.293011
27.833088,-0.872370,-16.290326
27.834441,-0.879071,-16.287653
27.835786,-0.885736,-16.284993
27.837124,-0.892365,-16.282344
27.838454,-0.898958,-16.279707
27.839776,-0.905516,-16.277082
27.841091,-0.912038,-16.274469
27.842398,-0.918525,-16.271867
27.843698,-0.924977,-16.269278
27.844990,-0.931395,-16.266700
27.846275,-0.937777,-16.264133
27.847553,-0.944126,-16.261579
27.848823,-0.950440,-16.259035
27.850086,-0.956720,-16.256504
27.851342,-0.962966,-16.253984
27.852590,-0.969179,-16.251475
27.853831,-0.975358,-16.248978
27.855066,-0.981503,-16.246492
27.856293,-0.987616,-16.244017
27.857513,-0.993696,-16.241553
27.858726,-0.999743,-16.239101
27.859932,-1.005757,-16.236660
27.861132,-1.011740,-16.234230
27.862324,-1.017690,-16.231812
27.863510,-1.023607,-16.229404
27.864689,-1.029493,-16.227008
27.865861,-1.035348,-16.224622
