ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.002294,0.003534,-0.010000
0.004357,0.006715,-0.020000
0.006213,0.009581,-0.029999
0.007882,0.012164,-0.039998
0.009381,0.014492,-0.049996
0.010728,0.016592,-0.059994
0.011937,0.018488,-0.069991
0.013021,0.020201,-0.079988
0.013993,0.021750,-0.089984
0.014864,0.023152,-0.099980
0.015643,0.024422,-0.109975
0.016340,0.025574,-0.119970
0.016961,0.026622,-0.129964
0.017516,0.027575,-0.139959
0.018008,0.028444,-0.149953
0.018446,0.029238,-0.159946
0.018834,0.029964,-0.169940
0.019176,0.030632,-0.179933
0.019477,0.031246,-0.189926
0.019741,0.031813,-0.199919
0.019971,0.032338,-0.209912
0.020171,0.032826,-0.219904
0.020343,0.033281,-0.229897
0.020489,0.033707,-0.239889
0.020612,0.034107,-0.249882
0.020715,0.034484,-0.259874
0.020798,0.034842,-0.269866
0.020864,0.035183,-0.279858
0.020914,0.035509,-0.289850
0.020949,0.035821,-0.299842
0.020971,0.036123,-0.309834
0.020981,0.036415,-0.319826
0.020980,0.036698,-0.329818
0.020968,0.036975,-0.339810
0.020946,0.037246,-0.349801
0.020916,0.037513,-0.359793
0.020878,0.037775,-0.369785
0.020832,0.038035,-0.379776
0.020778,0.038293,-0.389768
0.020719,0.038549,-0.399759
0.020653,0.038805,-0.409750
0.020582,0.039060,-0.419742
0.020505,0.039315,-0.429733
0.020423,0.039571,-0.439724
0.020337,0.039828,-0.449715
0.020245,0.040086,-0.459707
0.020150,0.040345,-0.469698
0.020051,0.040607,-0.479689
0.019948,0.040870,-0.489680
0.019841,0.041136,-0.499670
0.019731,0.041404,-0.509661
0.019617,0.041675,-0.519652
0.019501,0.041949,-0.529643
0.019381,0.042226,-0.539633
0.019258,0.042505,-0.549624
0.019132,0.042788,-0.559614
0.019004,0.043074,-0.569605
0.018873,0.043363,-0.579595
0.018739,0.043655,-0.589585
0.018603,0.043951,-0.599575
0.018464,0.044250,-0.609565
0.018323,0.044553,-0.619555
0.018180,0.044859,-0.629545
0.018034,0.045168,-0.639535
0.017887,0.045481,-0.649525
0.017736,0.045797,-0.659514
0.017584,0.046117,-0.669504
0.017430,0.046441,-0.679493
0.017274,0.046768,-0.689483
0.017115,0.047098,-0.699472
0.016955,0.047432,-0.709461
0.016792,0.047769,-0.719450
0.016628,0.048110,-0.729439
0.016462,0.048455,-0.739428
0.016293,0.048802,-0.749417
0.016123,0.049154,-0.759406
0.015951,0.049508,-0.769395
0.015778,0.049866,-0.779383
0.015602,0.050228,-0.789372
0.015425,0.050592,-0.799360
0.015246,0.050960,-0.809348
0.015065,0.051332,-0.819336
0.014882,0.051706,-0.829324
0.014698,0.052084,-0.839312
0.014512,0.052465,-0.849300
0.014324,0.052850,-0.859288
0.014135,0.053237,-0.869276
0.013944,0.053628,-0.879263
0.013752,0.054022,-0.889251
0.013557,0.054419,-0.899238
0.013362,0.054819,-0.909225
0.013164,0.055222,-0.919213
0.012965,0.055628,-0.929200
0.012765,0.056038,-0.939187
0.012563,0.056450,-0.949173
0.012359,0.056865,-0.959160
0.012154,0.057283,-0.969147
0.011947,0.057704,-0.979133
0.011739,0.058128,-0.989120
0.011530,0.058555,-0.999106
0.011319,0.058985,-1.009092
0.011106,0.059417,-1.019078
0.010892,0.059852,-1.029064
0.010677,0.060290,-1.039050
0.010460,0.060731,-1.049036
0.010242,0.061174,-1.059022
0.010023,0.061621,-1.069008
0.009802,0.062069,-1.078993
0.009579,0.062521,-1.088978
0.009356,0.062975,-1.098964
0.009131,0.063432,-1.108949
0.008904,0.063891,-1.118934
0.008677,0.064353,-1.128919
0.008448,0.064817,-1.138904
0.008217,0.065284,-1.148889
0.007986,0.065753,-1.158873
0.007753,0.066225,-1.168858
0.007519,0.066699,-1.178842
0.007283,0.067176,-1.188827
0.007047,0.067655,-1.198811
0.006809,0.068137,-1.208795
0.006570,0.068620,-1.218779
0.006330,0.069106,-1.228763
0.006088,0.069595,-1.238747
0.005845,0.070086,-1.248731
0.005601,0.070579,-1.258714
0.005356,0.071074,-1.268698
0.005110,0.071571,-1.278681
0.004863,0.072071,-1.288665
0.004614,0.072572,-1.298648
0.004365,0.073076,-1.308631
0.004114,0.073583,-1.318614
0.003862,0.074091,-1.328597
0.003609,0.074601,-1.338580
0.003355,0.075113,-1.348563
0.003100,0.075628,-1.358545
0.002843,0.076144,-1.368528
0.002586,0.076663,-1.378510
0.002328,0.077183,-1.388493
0.002068,0.077706,-1.398475
0.001808,0.078230,-1.408457
0.001546,0.078757,-1.418439
0.001284,0.079285,-1.428421
0.001020,0.079815,-1.438403
0.000755,0.080347,-1.448385
0.000490,0.080881,-1.458366
0.000223,0.081417,-1.468348
-0.000044,0.081955,-1.478330
-0.000313,0.082494,-1.488311
-0.000582,0.083035,-1.498292
-0.000853,0.083578,-1.508273
-0.001124,0.084123,-1.518254
-0.001396,0.084670,-1.528236
-0.001669,0.085218,-1.538216
-0.001944,0.085768,-1.548197
-0.002219,0.086320,-1.558178
-0.002494,0.086873,-1.568159
-0.002771,0.087428,-1.578139
-0.003049,0.087985,-1.588120
-0.003328,0.088543,-1.598100
-0.003607,0.089103,-1.608080
-0.003887,0.089664,-1.618061
-0.004169,0.090227,-1.628041
-0.004451,0.090792,-1.638021
-0.004733,0.091358,-1.648001
-0.005017,0.091926,-1.657980
-0.005302,0.092495,-1.667960
-0.005587,0.093066,-1.677940
-0.005873,0.093638,-1.687919
-0.006160,0.094212,-1.697899
-0.006448,0.094787,-1.707878
-0.006736,0.095363,-1.717858
-0.007025,0.095941,-1.727837
-0.007315,0.096521,-1.737816
-0.007606,0.097102,-1.747795
-0.007898,0.097684,-1.757774
-0.008190,0.098267,-1.767753
-0.008483,0.098852,-1.777732
-0.008777,0.099438,-1.787711
-0.009071,0.100026,-1.797689
-0.009366,0.100615,-1.807668
-0.009662,0.101205,-1.817647
-0.009959,0.101797,-1.827625
-0.010256,0.102389,-1.837603
-0.010554,0.102983,-1.847582
-0.010853,0.103579,-1.857560
-0.011152,0.104175,-1.867538
-0.011452,0.104773,-1.877516
-0.011753,0.105372,-1.887494
-0.012054,0.105972,-1.897472
-0.012356,0.106573,-1.907450
-0.012659,0.107176,-1.917427
-0.012962,0.107779,-1.927405
-0.013224,0.108297,-1.935054
-0.013346,0.108528,-1.935040
-0.013467,0.108757,-1.935026
-0.013588,0.108985,-1.935013
-0.013708,0.109213,-1.934999
-0.013827,0.109438,-1.934985
-0.013946,0.109663,-1.934972
-0.014064,0.109887,-1.934958
-0.014182,0.110109,-1.934945
-0.014299,0.110330,-1.934931
-0.014416,0.110550,-1.934918
-0.014532,0.110769,-1.934904
-0.014647,0.110986,-1.934891
-0.014762,0.111203,-1.934878
-0.014876,0.111418,-1.934865
-0.014990,0.111632,-1.934851
-0.015103,0.111845,-1.934838
-0.015215,0.112057,-1.934825
-0.015327,0.112268,-1.934812
-0.015439,0.112477,-1.934799
-0.015550,0.112686,-1.934786
-0.015660,0.112893,-1.934773
-0.015770,0.113099,-1.934760
-0.015879,0.113304,-1.934747
-0.015988,0.113508,-1.934734
-0.016096,0.113711,-1.934721
-0.016203,0.113913,-1.934709
-0.016311,0.114114,-1.934696
-0.016417,0.114314,-1.934683
-0.016523,0.114513,-1.934670
-0.016628,0.114710,-1.934658
-0.016733,0.114907,-1.934645
-0.016838,0.115102,-1.934633
-0.016942,0.115297,-1.934620
-0.017045,0.115490,-1.934608
-0.017148,0.115683,-1.934595
-0.017250,0.115874,-1.934583
-0.017352,0.116064,-1.934571
-0.017453,0.116254,-1.934558
-0.017554,0.116442,-1.934546
-0.017655,0.116629,-1.934534
-0.017754,0.116816,-1.934522
-0.017854,0.117001,-1.934510
-0.017952,0.117185,-1.934498
-0.018051,0.117369,-1.934486
-0.018149,0.117551,-1.934474
-0.018246,0.117733,-1.934462
-0.018343,0.117913,-1.934450
-0.018439,0.118093,-1.934438
-0.018535,0.118271,-1.934426
-0.018630,0.118449,-1.934414
-0.018725,0.118625,-1.934403
-0.018820,0.118801,-1.934391
-0.018914,0.118976,-1.934379
-0.019007,0.119150,-1.934368
-0.019100,0.119323,-1.934356
-0.019193,0.119495,-1.934344
-0.019285,0.119666,-1.934333
-0.019376,0.119836,-1.934322
-0.019468,0.120005,-1.934310
-0.019558,0.120174,-1.934299
-0.019648,0.120341,-1.934287
-0.019738,0.120508,-1.934276
-0.019828,0.120673,-1.934265
-0.019916,0.120838,-1.934254
-0.020005,0.121002,-1.934243
-0.020093,0.121165,-1.934231
-0.020180,0.121327,-1.934220
-0.020268,0.121489,-1.934209
-0.020354,0.121649,-1.934198
-0.020440,0.121809,-1.934187
-0.020526,0.121968,-1.934176
-0.020612,0.122126,-1.934166
-0.020697,0.122283,-1.934155
-0.020781,0.122439,-1.934144
-0.020865,0.122594,-1.934133
-0.020949,0.122749,-1.934122
-0.021032,0.122903,-1.934112
-0.021115,0.123056,-1.934101
-0.021197,0.123208,-1.934091
-0.021279,0.123359,-1.934080
-0.021361,0.123510,-1.934070
-0.021442,0.123660,-1.934059
-0.021523,0.123809,-1.934049
-0.021603,0.123957,-1.934038
-0.021683,0.124104,-1.934028
-0.021762,0.124251,-1.934018
-0.021841,0.124397,-1.934007
-0.021920,0.124542,-1.933997
-0.021998,0.124686,-1.933987
-0.022076,0.124829,-1.933977
-0.022154,0.124972,-1.933967
-0.022231,0.125114,-1.933957
-0.022308,0.125255,-1.933947
-0.022384,0.125396,-1.933937
-0.022460,0.125536,-1.933927
-0.022536,0.125675,-1.933917
-0.022611,0.125813,-1.933907
-0.022686,0.125950,-1.933897
-0.022760,0.126087,-1.933887
-0.022834,0.126223,-1.933878
-0.022908,0.126359,-1.933868
-0.022981,0.126493,-1.933858
-0.023054,0.126627,-1.933848
-0.023127,0.126760,-1.933839
-0.023199,0.126893,-1.933829
-0.023271,0.127025,-1.933820
-0.023342,0.127156,-1.933810
-0.023413,0.127286,-1.933801
-0.023484,0.127416,-1.933792
-0.023554,0.127545,-1.933782
-0.023624,0.127673,-1.933773
-0.023694,0.127801,-1.933764
-0.023763,0.127928,-1.933754
-0.023832,0.128054,-1.933745
-0.023901,0.128180,-1.933736
-0.023969,0.128305,-1.933727
-0.024037,0.128429,-1.933718
-0.024104,0.128553,-1.933709
-0.024172,0.128676,-1.933700
-0.024239,0.128798,-1.933691
-0.024305,0.128920,-1.933682
-0.024371,0.129041,-1.933673
-0.024437,0.129161,-1.933664
-0.024503,0.129281,-1.933655
-0.024568,0.129400,-1.933646
-0.024633,0.129519,-1.933638
-0.024697,0.129636,-1.933629
-0.024761,0.129754,-1.933620
-0.024825,0.129870,-1.933611
-0.024889,0.129986,-1.933603
-0.024952,0.130102,-1.933594
-0.025015,0.130217,-1.933586
-0.025077,0.130331,-1.933577
-0.025140,0.130444,-1.933569
-0.025202,0.130557,-1.933560
-0.025263,0.130670,-1.933552
-0.025325,0.130781,-1.933544
-0.025385,0.130893,-1.933535
-0.025446,0.131003,-1.933527
-0.025507,0.131113,-1.933519
-0.025567,0.131223,-1.933511
-0.025626,0.131332,-1.933502
-0.025686,0.131440,-1.933494
-0.025745,0.131547,-1.933486
-0.025804,0.131655,-1.933478
-0.025862,0.131761,-1.933470
-0.025921,0.131867,-1.933462
-0.025978,0.131973,-1.933454
-0.026036,0.132078,-1.933446
-0.026093,0.132182,-1.933438
-0.026151,0.132286,-1.933430
-0.026207,0.132389,-1.933422
-0.026264,0.132492,-1.933415
-0.026320,0.132594,-1.933407
-0.026376,0.132695,-1.933399
-0.026431,0.132796,-1.933391
-0.026487,0.132897,-1.933384
-0.026542,0.132997,-1.933376
-0.026597,0.133096,-1.933369
-0.026651,0.133195,-1.933361
-0.026705,0.133294,-1.933353
-0.026759,0.133391,-1.933346
-0.026813,0.133489,-1.933338
-0.026866,0.133586,-1.933331
-0.026919,0.133682,-1.933324
-0.026972,0.133778,-1.933316
-0.027025,0.133873,-1.933309
-0.027077,0.133968,-1.933302
-0.027129,0.134062,-1.933294
-0.027181,0.134156,-1.933287
-0.027232,0.134250,-1.933280
-0.027283,0.134342,-1.933273
-0.027334,0.134435,-1.933266
-0.027385,0.134527,-1.933259
-0.027435,0.134618,-1.933251
-0.027486,0.134709,-1.933244
-0.027536,0.134799,-1.933237
-0.027585,0.134889,-1.933230
-0.027635,0.134979,-1.933223
-0.027684,0.135068,-1.933217
-0.027733,0.135156,-1.933210
-0.027781,0.135244,-1.933203
-0.027830,0.135332,-1.933196
-0.027878,0.135419,-1.933189
-0.027926,0.135505,-1.933182
-0.027973,0.135592,-1.933176
-0.028021,0.135677,-1.933169
-0.028068,0.135763,-1.933162
-0.028115,0.135847,-1.933156
-0.028162,0.135932,-1.933149
-0.028208,0.136016,-1.933142
-0.028254,0.136099,-1.933136
-0.028300,0.136182,-1.933129
-0.028346,0.136265,-1.933123
-0.028391,0.136347,-1.933116
-0.028437,0.136429,-1.933110
-0.028482,0.136510,-1.933104
-0.028526,0.136591,-1.933097
-0.028571,0.136672,-1.933091
-0.028615,0.136752,-1.933085
-0.028659,0.136831,-1.933078
-0.028703,0.136910,-1.933072
-0.028747,0.136989,-1.933066
-0.028790,0.137068,-1.933060
-0.028834,0.137145,-1.933053
-0.028877,0.137223,-1.933047
-0.028919,0.137300,-1.933041
-0.028962,0.137377,-1.933035
-0.029004,0.137453,-1.933029
-0.029046,0.137529,-1.933023
-0.029088,0.137605,-1.933017
-0.029130,0.137680,-1.933011
-0.029171,0.137754,-1.933005
-0.029212,0.137829,-1.932999
-0.029254,0.137903,-1.932993
-0.029294,0.137976,-1.932987
-0.029335,0.138049,-1.932982
-0.029375,0.138122,-1.932976
-0.029416,0.138194,-1.932970
-0.029455,0.138266,-1.932964
-0.029495,0.138338,-1.932958
-0.029535,0.138409,-1.932953
-0.029574,0.138480,-1.932947
-0.029613,0.138550,-1.932941
-0.029652,0.138621,-1.932936
-0.029691,0.138690,-1.932930
-0.029730,0.138760,-1.932925
-0.029768,0.138829,-1.932919
-0.029806,0.138897,-1.932914
-0.029844,0.138966,-1.932908
-0.029882,0.139034,-1.932903
-0.029919,0.139101,-1.932897
-0.029957,0.139168,-1.932892
-0.029994,0.139235,-1.932886
-0.030031,0.139302,-1.932881
-0.030068,0.139368,-1.932876
-0.030104,0.139434,-1.932870
-0.030141,0.139499,-1.932865
-0.030177,0.139564,-1.932860
-0.030213,0.139629,-1.932855
-0.030249,0.139693,-1.932849
-0.030285,0.139757,-1.932844
-0.030320,0.139821,-1.932839
-0.030355,0.139885,-1.932834
-0.030391,0.139948,-1.932829
-0.030425,0.140010,-1.932824
-0.030460,0.140073,-1.932819
-0.030495,0.140135,-1.932814
-0.030529,0.140197,-1.932809
-0.030563,0.140258,-1.932804
-0.030597,0.140319,-1.932799
-0.030631,0.140380,-1.932794
-0.030665,0.140440,-1.932789
-0.030699,0.140500,-1.932784
