ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.174613,0.079467,0.120959
0.331674,0.150955,0.229756
0.472857,0.215235,0.327549
0.599674,0.273001,0.415384
0.713497,0.324881,0.494210
0.815567,0.371443,0.564886
0.907007,0.413196,0.628189
0.988833,0.450603,0.684824
1.061965,0.484082,0.735429
1.127235,0.514010,0.780580
1.185397,0.540726,0.820800
1.237132,0.564539,0.856562
1.283057,0.585728,0.888293
1.323731,0.604544,0.916382
1.359657,0.621215,0.941178
1.391294,0.635946,0.962999
1.419055,0.648923,0.982131
1.443313,0.660315,0.998834
1.464407,0.670275,1.013343
1.482643,0.678939,1.025871
1.498298,0.686432,1.036610
1.511622,0.692868,1.045734
1.522843,0.698347,1.053399
1.532164,0.702963,1.059749
1.539773,0.706799,1.064912
1.545836,0.709930,1.069005
1.550505,0.712425,1.072133
1.553918,0.714345,1.074391
1.556198,0.715747,1.075865
1.557459,0.716682,1.076634
1.557801,0.717194,1.076767
1.557316,0.717326,1.076329
1.556088,0.717115,1.075377
1.554192,0.716595,1.073963
1.551695,0.715797,1.072135
1.548660,0.714748,1.069935
1.545141,0.713474,1.067402
1.541189,0.711998,1.064570
1.536850,0.710340,1.061471
1.532164,0.708519,1.058133
1.527168,0.706552,1.054583
1.521897,0.704454,1.050843
1.516381,0.702238,1.046935
1.510646,0.699918,1.042877
1.504718,0.697505,1.038686
1.498620,0.695008,1.034379
1.492371,0.692438,1.029969
1.485990,0.689802,1.025469
1.479493,0.687109,1.020891
1.472896,0.684364,1.016243
1.466211,0.681575,1.011537
1.459451,0.678746,1.006781
1.452627,0.675883,1.001981
1.445749,0.672991,0.997145
1.438826,0.670073,0.992279
1.431866,0.667134,0.987389
1.424876,0.664177,0.982480
1.417863,0.661204,0.977556
1.410833,0.658219,0.972621
1.403790,0.655224,0.967679
1.396741,0.652222,0.962734
1.389689,0.649213,0.957788
1.382638,0.646201,0.952843
1.375592,0.643187,0.947904
1.368553,0.640173,0.942970
1.361525,0.637159,0.938046
1.354511,0.634147,0.933131
1.347511,0.631138,0.928229
1.340530,0.628133,0.923339
1.333567,0.625134,0.918465
1.326626,0.622140,0.913605
