ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.001210,0.000795,0.001746
0.003507,0.002304,0.005063
0.006783,0.004456,0.009792
0.010937,0.007186,0.015789
0.015880,0.010433,0.022924
0.021531,0.014145,0.031081
0.027815,0.018274,0.040153
0.034666,0.022775,0.050043
0.042025,0.027609,0.060666
0.049836,0.032741,0.071942
0.058051,0.038138,0.083800
0.066624,0.043771,0.096177
0.075517,0.049613,0.109015
0.084693,0.055641,0.122260
0.094118,0.061833,0.135866
0.103763,0.068170,0.149789
0.113601,0.074633,0.163991
0.123608,0.081208,0.178438
0.133762,0.087879,0.193096
0.144044,0.094634,0.207938
0.154435,0.101461,0.222938
0.164919,0.108349,0.238073
0.175482,0.115288,0.253322
0.186110,0.122271,0.268665
0.196793,0.129289,0.284085
0.207518,0.136335,0.299568
0.218276,0.143403,0.315098
0.229059,0.150487,0.330665
0.239859,0.157583,0.346255
0.250669,0.164684,0.361859
0.261481,0.171788,0.377468
0.272292,0.178890,0.393074
0.283095,0.185988,0.408668
0.293885,0.193077,0.424245
0.304659,0.200155,0.439799
0.315413,0.207220,0.455323
0.326144,0.214270,0.470813
0.336848,0.221302,0.486265
0.347522,0.228315,0.501675
0.358165,0.235307,0.517039
0.368775,0.242278,0.532354
0.379348,0.249224,0.547618
0.389884,0.256146,0.562827
0.400381,0.263043,0.577981
0.410838,0.269912,0.593076
0.421253,0.276755,0.608111
0.431626,0.283570,0.623085
0.441955,0.290356,0.637996
0.452240,0.297113,0.652843
0.462480,0.303840,0.667625
0.472674,0.310538,0.682341
0.482822,0.317205,0.696991
0.492924,0.323841,0.711573
0.502978,0.330447,0.726087
0.512985,0.337021,0.740533
0.522945,0.343564,0.754911
0.532856,0.350076,0.769219
0.542720,0.356556,0.783458
0.552536,0.363005,0.797627
0.562303,0.369422,0.811727
0.572022,0.375807,0.825757
0.581692,0.382160,0.839717
0.591315,0.388482,0.853608
0.600889,0.394772,0.867429
0.610415,0.401030,0.881180
0.619892,0.407257,0.894861
0.629322,0.413452,0.908473
0.638703,0.419615,0.922016
0.648037,0.425747,0.935490
