gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
0.100620,0.053377,0.136751
0.285582,0.074731,0.277386
0.441663,0.229068,0.332780
0.642184,0.211850,0.461091
0.766321,0.352836,0.517108
0.848628,0.274713,0.564187
0.887981,0.438328,0.586968
0.988249,0.434194,0.639053
0.994170,0.438732,0.732170
1.117394,0.538228,0.771688
1.203692,0.525699,0.836631
1.313727,0.541118,0.817883
1.312656,0.643418,0.902579
1.308082,0.588236,0.941237
1.398453,0.634242,1.022439
1.390856,0.684161,0.992664
1.456025,0.639834,1.028320
1.425119,0.677893,1.015571
1.442657,0.636557,0.969376
1.496199,0.722851,0.980013
1.525352,0.723254,1.087773
1.534389,0.764391,1.062126
1.535426,0.648808,1.008078
1.610490,0.738784,1.013400
1.596019,0.741909,1.104899
1.571920,0.803849,1.042881
1.507908,0.715131,1.065827
1.601988,0.676508,1.099998
1.562958,0.763582,1.071757
1.514433,0.715604,1.063435
1.517660,0.735464,1.117548
1.638574,0.732245,1.064455
1.555738,0.778502,1.120717
1.608829,0.736402,1.131394
1.467828,0.738796,1.058019
1.579172,0.689905,1.141189
1.611670,0.718460,1.093407
1.591428,0.682422,1.078523
1.557984,0.759751,1.074593
1.544991,0.671099,1.073205
1.531990,0.705745,1.121966
1.528914,0.656904,1.024827
1.539629,0.718462,1.008422
1.508594,0.658807,1.035137
1.489220,0.710824,0.978466
1.546700,0.687706,0.991681
1.514446,0.787343,1.008100
1.529237,0.615662,1.006388
1.443622,0.655256,0.999282
1.542712,0.675678,0.981699
1.448711,0.620622,1.015918
1.491779,0.671545,1.033319
1.475714,0.645292,1.030014
1.431788,0.650110,1.018321
1.467062,0.667360,0.988518
1.458167,0.684575,0.975816
1.399458,0.602364,1.041346
1.471628,0.678632,0.954950
1.459076,0.664141,1.045192
1.411794,0.683860,0.968335
1.442787,0.637399,0.985066
1.411957,0.648415,1.008615
1.397834,0.670506,0.961468
1.310763,0.611657,1.001954
1.373996,0.593860,0.901905
1.382662,0.648871,0.918952
1.393376,0.621971,0.930969
1.381045,0.629072,0.843817
1.343450,0.631026,1.003427
1.363108,0.614321,0.922690
1.324098,0.564802,0.997020
1.292464,0.541352,0.882031
1.336500,0.520526,0.849208
1.286355,0.622919,0.881677
1.243160,0.613569,0.937826
1.294735,0.571718,0.870951
1.302947,0.587257,0.822826
1.234435,0.580880,0.888205
1.405430,0.589361,0.854205
1.275977,0.518587,0.790588
1.211927,0.640874,0.898356
1.208413,0.641717,0.874204
1.226209,0.566519,0.840839
1.170701,0.607822,0.832279
1.167720,0.570686,0.819583
1.278121,0.556504,0.850575
1.226859,0.535464,0.800160
1.241585,0.528678,0.969177
1.241389,0.561299,0.900089
1.145734,0.543751,0.827267
1.228580,0.645140,0.826319
1.145131,0.629919,0.799052
1.112250,0.503571,0.776933
1.146161,0.485821,0.821994
1.212476,0.576445,0.771194
1.137208,0.565761,0.758806
1.161069,0.545855,0.849729
1.173760,0.535086,0.776954
1.175557,0.536259,0.655719
1.104446,0.566340,0.794793
1.141162,0.582911,0.788565
1.070002,0.564480,0.824310
1.130213,0.557811,0.781231
1.103472,0.546799,0.790303
1.138844,0.510148,0.768285
1.092039,0.506408,0.739135
1.076445,0.426231,0.736945
1.118740,0.529335,0.746407
1.123196,0.489906,0.774135
1.086193,0.493484,0.741157
1.062105,0.527929,0.681472
0.971576,0.509045,0.686814
1.016236,0.483684,0.790958
1.028219,0.393122,0.687407
1.091519,0.493847,0.617223
1.031120,0.502938,0.705280
1.005310,0.545521,0.701063
0.926913,0.483251,0.686275
1.019300,0.484428,0.706587
1.015157,0.440755,0.691793
0.945894,0.462287,0.709278
1.006397,0.444971,0.683677
1.067480,0.495216,0.721764
0.987180,0.418800,0.751479
1.008316,0.450552,0.674760
1.066030,0.546561,0.678509
0.937611,0.482205,0.603550
0.957477,0.482825,0.715513
0.979080,0.466838,0.720608
0.962407,0.483599,0.637667
0.959980,0.450965,0.711755
0.967314,0.404833,0.671057
1.011393,0.411057,0.599111
0.963875,0.518440,0.649097
0.985639,0.438696,0.667481
0.956434,0.485082,0.676577
0.939173,0.344286,0.620141
0.956027,0.475151,0.610377
0.925485,0.415352,0.731513
0.899733,0.448248,0.724096
0.872129,0.435913,0.671191
0.906661,0.431352,0.617183
0.950371,0.366432,0.568723
0.862487,0.371812,0.640032
0.960903,0.426906,0.588131
0.848386,0.406650,0.610478
0.934580,0.408296,0.583899
0.867497,0.383503,0.617039
0.890411,0.351622,0.589593
0.865874,0.397765,0.584381
0.847538,0.464902,0.569438
0.922252,0.480066,0.580951
0.955332,0.421929,0.557735
0.906169,0.382612,0.579505
0.940538,0.364093,0.604603
0.815412,0.378186,0.581721
0.825725,0.372248,0.552895
0.816403,0.462837,0.532907
0.828296,0.465032,0.539170
0.763256,0.474738,0.598573
0.823453,0.435740,0.556810
0.840884,0.329602,0.567880
0.782151,0.291200,0.492162
0.832923,0.375765,0.537818
0.797176,0.354840,0.600487
0.808616,0.369308,0.551911
0.774958,0.457502,0.649149
0.846453,0.400737,0.499959
0.818441,0.438032,0.584281
0.786866,0.389798,0.426900
0.759711,0.382949,0.548694
0.779625,0.415650,0.442844
0.792517,0.437380,0.521020
0.679551,0.392788,0.538271
0.734744,0.325049,0.481270
0.780366,0.373053,0.506731
0.807693,0.401456,0.524711
0.677119,0.284245,0.528236
0.729292,0.361822,0.488939
0.678368,0.367912,0.471570
0.776549,0.356457,0.492510
0.686178,0.483949,0.544703
0.660211,0.390975,0.524532
0.722577,0.348157,0.460436
0.708543,0.365193,0.553149
0.682718,0.359242,0.406855
0.684321,0.221101,0.544126
0.689715,0.376758,0.459144
0.668277,0.357759,0.448700
0.705673,0.323539,0.457570
0.779820,0.307539,0.453076
0.701565,0.345982,0.453562
0.668097,0.384915,0.491934
0.775128,0.396836,0.445215
0.679851,0.350696,0.469377
0.788787,0.342636,0.486121
0.695401,0.310816,0.408145
0.634360,0.345332,0.436236
0.623819,0.330009,0.498540
0.655155,0.336432,0.502919
0.700745,0.383253,0.476414
0.649883,0.298771,0.475036
0.682067,0.248286,0.452653
0.582836,0.295847,0.487305
0.640167,0.382844,0.452770
0.669934,0.300236,0.393959
0.619465,0.267965,0.410949
0.610072,0.329852,0.444443
0.645331,0.255145,0.502902
0.701706,0.327355,0.411876
0.676720,0.288938,0.437016
0.575490,0.292701,0.404074
0.646369,0.229271,0.389055
0.673443,0.280074,0.372403
0.618279,0.291383,0.376889
0.584891,0.316000,0.425752
0.605280,0.307753,0.415928
0.597373,0.324443,0.415660
0.564914,0.270023,0.376875
0.661295,0.282171,0.359882
0.614275,0.254510,0.420447
0.647125,0.285806,0.465145
0.606544,0.310472,0.406717
0.584292,0.349674,0.474477
0.591015,0.293293,0.428760
0.593478,0.293769,0.389798
0.546979,0.246865,0.435403
0.590974,0.280199,0.453436
0.482331,0.241705,0.349276
0.560754,0.245234,0.356332
0.534056,0.262616,0.381318
0.588558,0.302279,0.373912
0.503485,0.256312,0.401932
0.571061,0.313272,0.436407
0.525498,0.276616,0.375369
0.570027,0.330060,0.353418
0.507202,0.168240,0.391958
0.583731,0.393869,0.357351
0.498428,0.313228,0.375694
0.519296,0.253428,0.379110
0.504288,0.324560,0.428875
0.460945,0.217492,0.434723
0.529953,0.196298,0.410797
0.532714,0.207734,0.338916
0.544099,0.272123,0.354880
0.500332,0.323906,0.370185
0.528016,0.189932,0.413055
0.523620,0.242503,0.348470
0.579215,0.299053,0.419650
0.539728,0.173126,0.291145
0.529685,0.316782,0.414374
0.470039,0.173252,0.402570
0.478114,0.306060,0.283053
0.483403,0.324288,0.447673
0.427886,0.182440,0.251382
0.473823,0.314493,0.309167
0.511280,0.246968,0.435095
0.516184,0.238899,0.265586
0.464907,0.242511,0.313747
0.535772,0.161319,0.299654
0.505729,0.224253,0.351817
0.538196,0.172597,0.343364
0.525445,0.237233,0.366506
0.435063,0.308084,0.240101
0.501642,0.294706,0.335159
0.483815,0.153481,0.334168
0.387237,0.245449,0.337133
0.598897,0.131074,0.343666
0.437464,0.213748,0.337125
0.477088,0.224490,0.318839
0.502378,0.219032,0.323896
0.470716,0.303085,0.286924
0.425453,0.234703,0.291797
0.494699,0.211550,0.287480
0.497337,0.220106,0.327545
0.393818,0.320681,0.236101
0.464497,0.206796,0.242278
0.427011,0.202787,0.336623
0.464591,0.262519,0.285132
0.453021,0.258581,0.282167
0.482312,0.230030,0.256827
0.428582,0.214292,0.271857
0.366653,0.119477,0.236698
0.458545,0.182652,0.222451
0.464304,0.232761,0.278047
0.412209,0.137140,0.253300
0.459354,0.284351,0.298349
0.411096,0.232436,0.300296
0.463274,0.157136,0.302368
0.452104,0.177552,0.271457
0.430384,0.222651,0.280542
0.404208,0.162032,0.234806
0.449426,0.162089,0.359579
0.334588,0.222778,0.307560
0.404816,0.225153,0.307352
0.417982,0.225949,0.236494
0.408433,0.206103,0.282671
0.493470,0.163589,0.306725
0.365253,0.185717,0.364941
0.415237,0.196386,0.202662
0.384603,0.229590,0.342857
0.397122,0.207518,0.268146
0.406614,0.151883,0.293917
0.379297,0.198882,0.273495
0.360214,0.177655,0.244196
0.332385,0.160237,0.252208
0.325703,0.215511,0.289091
0.451497,0.247396,0.251555
0.449626,0.137639,0.247490
0.336393,0.128260,0.202097
0.396091,0.168015,0.305543
0.363416,0.193978,0.268530
0.382006,0.123307,0.242504
0.383751,0.228657,0.245413
0.312769,0.166616,0.297678
0.392640,0.176007,0.243509
0.374485,0.200015,0.141909
0.372735,0.230676,0.281744
0.294218,0.206118,0.246820
0.308803,0.195657,0.216869
0.346248,0.187227,0.242698
0.334001,0.181236,0.253725
0.348987,0.207065,0.258969
0.383338,0.243218,0.266332
0.314701,0.250764,0.190217
0.374587,0.131630,0.241841
0.299528,0.128616,0.245476
0.323593,0.147566,0.176529
0.332582,0.194856,0.137360
0.336198,0.124785,0.209647
0.299922,0.154739,0.155464
0.357330,0.138381,0.225548
0.410343,0.157273,0.192896
0.263111,0.182052,0.304785
0.363724,0.119233,0.173416
0.350170,0.150667,0.363979
0.286603,0.190852,0.208721
0.295136,0.162267,0.281499
0.315287,0.137149,0.192846
0.351701,0.223045,0.221469
0.368906,0.198514,0.251580
0.375196,0.151425,0.203496
0.276443,0.194440,0.208405
0.346753,0.229994,0.280347
0.200827,0.154033,0.165558
0.224574,0.133158,0.204800
0.298380,0.191099,0.271243
0.317523,0.190287,0.188931
0.279988,0.117730,0.182545
0.324403,0.163207,0.217634
0.339569,0.188246,0.180108
0.255099,0.188265,0.314291
0.283652,0.105773,0.207744
0.223710,0.111180,0.251643
0.343793,0.156230,0.253212
0.329703,0.157494,0.204884
0.332320,0.181034,0.195511
0.289903,0.162132,0.235687
0.364358,0.152980,0.169287
0.312039,0.114502,0.249641
0.269211,0.156334,0.203777
0.292050,0.225532,0.143057
0.289397,0.125929,0.175011
0.224820,0.118049,0.176400
0.321134,0.136761,0.166296
0.252167,0.177129,0.121200
0.223795,0.071753,0.169238
0.314310,0.108121,0.234189
0.309605,0.077761,0.234622
0.312855,0.149743,0.203554
0.233972,0.198503,0.208739
0.258626,0.102463,0.205044
0.254966,0.127101,0.287377
0.264896,0.005875,0.110784
0.238259,0.150544,0.196227
0.304440,0.106747,0.203709
0.267913,0.184617,0.160042
0.220320,0.125306,0.190603
0.254908,0.186806,0.269758
0.249756,0.092674,0.187949
0.338778,0.126894,0.161070
0.237075,0.194931,0.158497
0.211865,0.148738,0.193172
0.295078,0.143573,0.119919
0.267309,0.112457,0.157129
0.229143,0.118364,0.210390
0.277523,0.134880,0.254201
0.216153,0.087501,0.156395
0.178057,0.146722,0.200531
0.319156,0.161264,0.118907
0.223929,0.060829,0.132203
0.255641,0.079300,0.237825
0.248019,0.140525,0.200075
0.312466,0.149958,0.225899
0.246563,0.165691,0.126190
0.204974,0.055749,0.162236
0.254534,0.091420,0.130751
0.228116,0.039592,0.184953
0.255762,0.148990,0.181939
0.204778,0.143241,0.208737
0.209765,0.169695,0.270005
0.289400,0.036112,0.179957
0.201966,0.115492,0.135145
0.193680,0.118629,0.101626
0.169895,0.066975,0.189769
0.255210,0.023754,0.111283
0.146199,0.157576,0.161494
0.192481,0.135977,0.078544
0.174129,0.163773,0.203511
0.148879,0.068561,0.212870
0.278559,0.110236,0.193465
0.192864,0.093594,0.110557
0.158850,0.069187,0.168184
0.238377,0.099266,0.160019
0.180984,0.140266,0.187644
0.146750,0.054276,0.176006
0.315038,0.137129,0.112429
0.088364,0.050879,0.116733
0.346939,0.169394,0.197890
0.254368,0.081481,0.121676
0.219680,0.086361,0.044276
0.203937,0.091600,0.125481
0.168829,0.144831,0.110814
0.119967,0.122446,0.141507
0.211471,0.198776,0.105169
0.210249,0.042226,0.144491
0.187312,0.118339,0.161149
0.236650,0.148853,0.119326
0.182978,0.164536,0.095485
0.142244,0.167914,0.114696
0.238630,0.166788,0.037586
0.148713,0.099147,0.121624
0.134083,0.129167,0.183367
0.184632,0.078392,0.128055
0.232997,0.104055,0.219514
0.172281,0.080074,0.121766
0.154553,0.120066,0.183476
0.217072,0.120312,0.179170
0.223525,0.091484,0.091586
0.165093,0.129245,0.120961
0.128513,0.076922,0.051329
0.275257,0.087740,0.124788
0.159674,0.094562,0.135449
0.166256,0.012698,0.104680
0.218590,0.084646,0.148814
0.196959,0.051764,0.113629
0.207955,0.076772,0.109176
0.093627,0.092787,0.180505
0.079310,0.058195,0.170445
0.192630,0.071162,0.137590
0.143171,0.078102,0.110949
0.227267,0.023042,0.091404
0.187469,0.007392,0.087018
0.144587,0.073518,0.134622
0.074819,0.069266,0.140076
0.177232,0.056500,0.093410
0.194874,0.093302,0.141743
0.240232,0.118904,0.124812
0.208470,0.068882,0.127509
0.176681,0.136388,0.019561
0.166475,0.151313,0.149492
0.226609,0.155628,0.090092
0.151625,0.019336,0.087927
0.177504,0.162396,0.057603
0.129555,0.105567,0.083453
0.174075,0.191986,0.085093
0.190513,0.127915,0.093244
0.186878,0.087714,0.135929
0.153559,0.081804,0.102461
0.105752,0.116560,0.064265
0.180903,0.063630,-0.012043
0.185930,0.129802,0.061799
0.108220,0.134401,0.124533
0.210732,0.161865,0.102056
0.151140,0.103246,0.187114
0.199322,0.054356,0.037115
0.138975,0.060322,0.075113
0.212152,0.063838,0.100915
0.076439,0.087272,0.118250
0.107815,0.120962,0.124094
0.149489,0.084768,0.182542
0.225063,-0.015905,0.043461
0.170170,-0.018121,0.056445
0.155188,0.049260,0.077750
0.055972,0.038364,0.065008
0.111433,0.049256,0.140758
0.074000,0.044267,0.122180
0.193406,0.041778,0.132392
0.181480,0.033353,0.103011
0.212357,0.063022,0.108294
0.131488,0.077912,-0.000131
0.191439,0.136542,0.009364
0.133703,0.184028,0.158854
0.166529,0.008357,0.044701
0.108223,0.036437,0.087182
0.134713,0.026353,0.124974
0.217952,0.006796,0.123963
0.115927,0.095601,0.111990
0.141127,0.084598,0.135813
0.129702,0.085808,0.079205
0.167238,0.063334,0.106950
0.108571,0.052175,0.087388
0.142862,0.024920,0.034811
0.167912,0.033999,0.081254
0.163224,0.163761,0.109042
0.128688,0.024282,0.074297
0.168409,0.010135,0.059503
0.124534,0.048719,0.051626
0.113386,0.083397,0.125269
0.142496,0.028096,0.083894
0.196390,0.065343,0.049777
0.182046,0.024844,0.125746
0.174864,0.021315,0.066181
0.146987,0.001569,0.120603
0.165138,0.076518,0.041217
0.158625,0.034939,0.002700
0.138471,0.052823,0.062954
0.182596,0.121011,0.094701
0.073018,0.137018,0.053209
0.111763,0.108079,0.063505
0.095399,0.031213,0.111113
0.171739,0.003784,0.038951
0.038556,0.077716,0.060956
0.099825,0.003003,0.076676
0.161643,0.062607,-0.007218
0.136958,-0.021799,0.085162
0.145659,0.085372,0.049275
0.108843,0.040433,0.028188
0.172941,0.041917,0.075154
0.172396,0.095998,0.073884
0.218633,0.143926,0.114753
0.103994,0.053627,0.103197
0.109015,0.141820,0.092893
0.132273,0.099224,0.077387
0.069896,-0.053239,0.090646
0.128063,0.047408,0.023300
0.102650,0.084759,0.097281
0.130364,0.030940,0.093238
0.118438,0.071461,0.127149
0.131245,0.027914,0.066442
0.082893,0.051267,0.093432
0.133463,0.061960,0.081769
0.097353,0.050926,0.111853
0.091109,0.068542,0.097529
0.186571,0.003250,0.060669
0.125625,0.038914,0.027163
0.053309,0.088623,0.066772
0.086251,0.042601,0.104109
0.103490,0.015923,0.057957
0.066143,0.024667,0.084131
0.106370,0.084246,0.129861
0.148313,0.093162,0.074647
0.108816,0.050173,0.065580
0.123910,-0.004837,0.076798
0.130823,-0.009340,0.057934
0.115332,0.070245,0.077222
0.096570,0.084942,0.060770
0.067233,0.040451,-0.008012
0.057865,0.107078,0.174267
0.158735,0.078321,0.094329
0.062991,0.026465,0.041316
0.031309,0.051547,0.099205
0.069712,0.031104,0.094607
0.075578,0.040833,0.007003
0.072354,0.081317,-0.017934
0.094658,0.079532,0.126691
0.106938,0.025855,0.067365
0.129480,-0.020258,0.045940
0.121708,0.066197,0.011110
0.128073,0.121768,0.099632
0.102753,0.028685,0.106704
0.116282,0.057300,0.037907
0.081027,-0.014616,0.075092
0.116093,0.070589,0.114560
0.098165,0.060080,0.056891
0.087812,0.084668,-0.008136
0.051549,0.062912,0.056724
0.131095,-0.016177,0.110424
0.084558,0.046055,0.029259
0.100793,0.034198,0.011915
0.041807,0.146669,0.052340
0.109603,0.089226,0.081973
0.102459,0.035726,0.112542
0.073095,0.083100,0.022209
0.118007,0.014686,0.047553
0.111311,-0.036154,0.018291
0.058941,0.005157,0.079586
-0.020088,-0.000550,0.049916
0.044749,0.029585,0.086657
0.046412,0.058794,0.037162
0.064096,0.042661,0.077258
0.039364,0.034339,0.070398
0.069704,0.037165,-0.034025
0.107562,0.046834,-0.011945
