ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.229401,0.353332,-10.780325
0.206556,0.317768,-10.780311
0.186095,0.285525,-10.780286
0.167782,0.256267,-10.780255
0.151405,0.229692,-10.780218
0.136773,0.205530,-10.780179
0.123714,0.183537,-10.780139
0.112070,0.163495,-10.780098
0.101703,0.145206,-10.780058
0.092485,0.128495,-10.780019
0.084303,0.113202,-10.779981
0.077052,0.099185,-10.779944
0.070642,0.086316,-10.779909
0.064987,0.074481,-10.779876
0.060012,0.063574,-10.779844
0.055650,0.053504,-10.779813
0.051839,0.044187,-10.779784
0.048525,0.035548,-10.779756
0.045657,0.027520,-10.779729
0.043191,0.020041,-10.779703
0.041086,0.013057,-10.779677
0.039306,0.006519,-10.779653
0.037819,0.000384,-10.779629
0.036594,-0.005389,-10.779605
0.035605,-0.010834,-10.779582
0.034829,-0.015985,-10.779559
0.034243,-0.020869,-10.779536
0.033828,-0.025513,-10.779514
0.033567,-0.029939,-10.779491
0.033444,-0.034169,-10.779468
0.033445,-0.038221,-10.779445
0.033557,-0.042112,-10.779422
0.033768,-0.045857,-10.779398
0.034068,-0.049471,-10.779374
0.034448,-0.052965,-10.779350
0.034899,-0.056350,-10.779325
0.035414,-0.059636,-10.779300
0.035986,-0.062832,-10.779275
0.036608,-0.065946,-10.779249
0.037276,-0.068985,-10.779222
0.037984,-0.071956,-10.779195
0.038728,-0.074864,-10.779168
0.039503,-0.077715,-10.779140
0.040307,-0.080514,-10.779111
0.041135,-0.083264,-10.779082
0.041985,-0.085970,-10.779053
0.042854,-0.088635,-10.779022
0.043740,-0.091261,-10.778992
0.044641,-0.093853,-10.778960
0.045554,-0.096411,-10.778928
0.046479,-0.098940,-10.778896
0.047413,-0.101439,-10.778863
0.048354,-0.103913,-10.778829
0.049303,-0.106361,-10.778795
0.050257,-0.108786,-10.778760
0.051216,-0.111188,-10.778725
0.052178,-0.113570,-10.778690
0.053143,-0.115932,-10.778653
0.054111,-0.118274,-10.778616
0.055079,-0.120599,-10.778579
0.056049,-0.122907,-10.778541
0.057019,-0.125198,-10.778503
0.057988,-0.127474,-10.778464
0.058957,-0.129734,-10.778425
0.059925,-0.131979,-10.778385
0.060892,-0.134211,-10.778345
0.061857,-0.136428,-10.778305
0.062820,-0.138632,-10.778264
0.063781,-0.140824,-10.778222
0.064739,-0.143002,-10.778180
0.065695,-0.145168,-10.778138
0.066648,-0.147323,-10.778095
0.067598,-0.149465,-10.778052
0.068545,-0.151596,-10.778008
0.069489,-0.153715,-10.777964
0.070429,-0.155823,-10.777920
0.071366,-0.157921,-10.777875
0.072300,-0.160007,-10.777830
0.073230,-0.162083,-10.777784
0.074156,-0.164148,-10.777739
0.075079,-0.166202,-10.777692
0.075998,-0.168247,-10.777646
0.076913,-0.170281,-10.777599
0.077824,-0.172305,-10.777552
0.078732,-0.174320,-10.777504
0.079635,-0.176324,-10.777457
0.080535,-0.178319,-10.777409
0.081431,-0.180304,-10.777360
0.082323,-0.182279,-10.777312
0.083211,-0.184245,-10.777263
0.084095,-0.186201,-10.777214
0.084975,-0.188148,-10.777164
0.085851,-0.190086,-10.777114
0.086723,-0.192014,-10.777064
0.087591,-0.193933,-10.777014
0.088456,-0.195843,-10.776964
0.089316,-0.197744,-10.776913
0.090173,-0.199636,-10.776862
0.091025,-0.201518,-10.776811
0.091874,-0.203392,-10.776760
0.092718,-0.205257,-10.776708
0.093559,-0.207114,-10.776657
0.094396,-0.208961,-10.776605
0.095229,-0.210800,-10.776553
0.096058,-0.212630,-10.776500
