ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378069.444801,21.556354,-44.949773,-3.432995,0.305490,-0.917539
6378066.045890,21.719393,-45.977063,-3.360456,0.018312,-1.142324
6378062.730990,21.597168,-47.237943,-3.264071,-0.264788,-1.384676
6378059.525943,21.194698,-48.749301,-3.139803,-0.541577,-1.643189
6378056.460534,20.520222,-50.526514,-2.983915,-0.807822,-1.916248
6378053.567866,19.587190,-52.583252,-2.793633,-1.057340,-2.202047
6378050.883058,18.416102,-54.931283,-2.567818,-1.282252,-2.498598
6378048.441314,17.036006,-57.580307,-2.307555,-1.473427,-2.803745
6378046.275445,15.485439,-60.537786,-2.016635,-1.621119,-3.115175
6378044.367227,13.783148,-63.770215,-2.013952,-1.935057,-3.110119
6378042.259105,11.404111,-66.760136,-2.197184,-2.834557,-2.890689
6378039.975180,8.114011,-69.557302,-2.371647,-3.758789,-2.702560
6378037.563629,4.249704,-72.237603,-2.434773,-3.859203,-2.679754
6378035.113666,0.400767,-74.918259,-2.462954,-3.840113,-2.681425
6378032.641774,-3.433227,-77.600210,-2.479539,-3.828742,-2.682401
6378030.156967,-7.258334,-80.282919,-2.489316,-3.821991,-2.682973
6378027.664545,-11.078172,-82.966074,-2.495083,-3.817991,-2.683310
6378025.167627,-14.894888,-85.649490,-2.498488,-3.815625,-2.683508
6378022.668056,-18.709759,-88.333062,-2.500499,-3.814225,-2.683625
6378020.166917,-22.523539,-91.016724,-2.501686,-3.813398,-2.683694
6378017.664853,-26.336673,-93.700440,-2.502388,-3.812909,-2.683735
6378015.162242,-30.149426,-96.384188,-2.502802,-3.812620,-2.683759
6378012.734129,-33.997974,-99.103852,-2.165255,-3.967810,-2.844530
6378010.988218,-38.097881,-102.136775,-1.294835,-4.204654,-3.228606
6378010.174885,-42.336763,-105.560245,-0.305852,-4.234189,-3.621913
6378010.388574,-46.480537,-109.372119,0.749198,-4.004058,-4.001331
6378011.660063,-50.249331,-113.546685,1.795506,-3.476752,-4.342901
6378013.935969,-53.337019,-118.034211,2.740527,-2.638992,-4.622704
6378017.065036,-55.439443,-122.761495,3.482709,-1.509339,-4.817910
6378020.794746,-56.288677,-127.633465,3.923264,-0.142401,-4.907803
6378024.780671,-55.689309,-132.535794,3.979605,1.371523,-4.874771
6378028.609340,-53.551847,-137.338451,3.598623,2.911941,-4.705197
6378032.033691,-49.929982,-141.961158,3.545788,4.141116,-4.644202
6378035.834884,-45.676951,-146.709223,4.092966,4.349936,-4.864925
6378040.107535,-41.236005,-151.655171,4.243194,4.550886,-4.960038
6378044.268953,-36.601386,-156.606553,4.090549,4.705607,-4.943877
6378048.309723,-31.847621,-161.545152,3.997853,4.794749,-4.934045
6378052.277665,-27.024891,-166.476021,3.942227,4.846602,-4.928138
6378056.202048,-22.161925,-171.402263,3.909066,4.876949,-4.924613
6378060.100512,-17.275366,-176.325748,3.889372,4.894777,-4.922518
6378063.983600,-12.374933,-181.247598,3.877702,4.905274,-4.921277
6378067.857582,-7.466325,-186.168479,3.870794,4.911463,-4.920542
6378071.726177,-2.552895,-191.088786,3.866709,4.915115,-4.920107
6378075.591585,2.363381,-196.008755,3.864295,4.917271,-4.919850
6378079.455111,7.281338,-200.928523,3.862867,4.918544,-4.919698
6378083.317524,12.200287,-205.848173,3.862024,4.919296,-4.919608
6378087.179280,17.119822,-210.767753,3.861526,4.919740,-4.919555
6378090.907487,22.217156,-215.611786,3.299895,5.633858,-4.602891
6378093.525778,28.486906,-219.837595,1.868610,6.851229,-3.811599
6378094.573462,35.759716,-223.188209,0.177659,7.620177,-2.853895
6378093.859301,43.548724,-225.507264,-1.630501,7.870394,-1.751162
6378091.345064,51.319338,-226.663099,-3.394304,7.578257,-0.531503
6378087.157299,58.538718,-226.555237,-4.948519,6.771850,0.770918
6378081.582576,64.727877,-225.119920,-6.141316,5.530811,2.116971
6378075.045798,69.510790,-222.334452,-6.850755,3.980429,3.463871
6378068.073120,72.654890,-218.220118,-6.998729,2.280402,4.766680
6378061.242900,74.098090,-212.843537,-6.560650,0.609319,5.979938
6378054.957592,74.159442,-206.369726,-6.185881,-0.005290,6.857478
6378048.745309,74.452833,-199.246088,-6.280325,0.608511,7.367064
6378042.479365,75.189270,-191.712123,-6.153892,0.709159,7.658340
6378036.422181,75.853630,-183.973423,-5.973825,0.625460,7.806772
6378030.506423,76.451673,-176.120536,-5.865846,0.574374,7.892111
6378024.675196,77.009514,-168.201670,-5.801516,0.543614,7.941685
6378018.894239,77.543243,-160.244351,-5.763328,0.525240,7.970674
6378013.143094,78.062602,-152.264502,-5.740704,0.514313,7.987695
6378007.409600,78.573426,-144.271408,-5.727316,0.507833,7.997714
6378001.686548,79.079192,-136.270512,-5.719399,0.503996,8.003620
6377995.969670,79.581966,-128.265015,-5.714719,0.501726,8.007105
6377990.256440,80.082969,-120.256802,-5.711954,0.500384,8.009162
6377984.545366,80.582926,-112.246986,-5.710320,0.499591,8.010376
6377978.835567,81.082264,-104.236224,-5.709354,0.499122,8.011094
6377973.126520,81.581237,-96.224902,-5.708784,0.498845,8.011518
6377967.459823,82.015807,-88.176013,-5.491026,0.173539,8.199944
6377962.289739,81.786307,-79.746954,-4.818182,-0.627067,8.652422
6377957.861444,80.800375,-70.897746,-4.009008,-1.334658,9.037988
6377954.302597,79.160877,-61.699417,-3.081263,-1.930246,9.348713
6377951.721896,76.987707,-52.230236,-2.055366,-2.398446,9.577826
6377950.206338,74.414418,-42.574770,-0.954209,-2.727445,9.719531
6377949.819080,71.584440,-32.822850,0.197508,-2.909387,9.769122
6377950.597975,68.646990,-23.068438,1.373998,-2.940641,9.723074
6377952.554866,65.752762,-13.408401,2.549151,-2.821928,9.579127
6377955.675650,63.049572,-3.941214,3.697317,-2.558316,9.336341
