ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378137.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6378137.016814,0.039554,-0.494643,0.011530,0.058555,-0.999106
6378137.015995,0.123009,-1.986267,-0.013946,0.109663,-1.934972
6378136.997044,0.242034,-3.920634,-0.023271,0.127025,-1.933820
6378136.970759,0.374556,-5.854044,-0.028877,0.137223,-1.933047
6378136.940083,0.515014,-7.786830,-0.032222,0.143227,-1.932559
6378136.906791,0.660148,-9.719228,-0.034210,0.146767,-1.932259
6378136.871946,0.808041,-11.651390,-0.035389,0.148856,-1.932078
6378136.836181,0.957561,-13.583409,-0.036086,0.150089,-1.931970
6378136.799873,1.108042,-15.515344,-0.036499,0.150817,-1.931905
6378136.763242,1.259090,-17.447229,-0.036743,0.151247,-1.931867
6378136.726422,1.410474,-19.379084,-0.036887,0.151501,-1.931844
6378136.689488,1.562056,-21.310921,-0.036972,0.151651,-1.931831
6378136.649494,1.716246,-23.242050,-0.075523,0.183566,-1.922672
6378136.427992,2.009982,-25.119606,-0.373443,0.400232,-1.821728
6378135.907177,2.500088,-26.869877,-0.668751,0.574758,-1.669712
6378135.100625,3.145305,-28.447533,-0.942339,0.711471,-1.478141
6378134.036291,3.912356,-29.819476,-1.182431,0.819883,-1.260448
6378132.751390,4.778236,-30.967038,-1.382426,0.910768,-1.031925
6378131.287056,5.730657,-31.887388,-1.541123,0.994501,-0.808811
6378129.683076,6.766833,-32.594000,-1.662366,1.079434,-0.607312
6378127.973236,7.890742,-33.116129,-1.754165,1.170505,-0.442604
6378126.181786,9.109164,-33.497298,-1.827360,1.268203,-0.327876
6378124.298002,10.427643,-33.813323,-2.121975,1.345989,-0.477863
6378121.655889,11.582978,-34.545834,-3.156307,0.955137,-0.757051
6378118.250765,12.419108,-35.274033,-3.458381,0.781781,-0.712743
6378114.784229,13.171763,-35.978267,-3.473345,0.727666,-0.697113
6378111.306377,13.882144,-36.670649,-3.481652,0.695563,-0.688388
6378107.822170,14.567469,-37.356347,-3.486375,0.676552,-0.683413
6378104.334323,15.237964,-38.038206,-3.489101,0.665305,-0.680536
6378100.844365,15.899688,-38.717838,-3.490689,0.658656,-0.678859
6378097.353174,16.556227,-39.396166,-3.491619,0.654725,-0.677876
6378093.861260,17.209701,-40.073730,-3.492166,0.652403,-0.677297
6378090.368920,17.861365,-40.750844,-3.492488,0.651030,-0.676957
6378086.876329,18.511958,-41.427692,-3.492678,0.650220,-0.676756
6378083.383591,19.161920,-42.104384,-3.492791,0.649741,-0.676637
6378079.890764,19.811508,-42.780983,-3.492857,0.649458,-0.676567
6378076.397886,20.460876,-43.457528,-3.492896,0.649290,-0.676526
6378072.905774,21.104455,-44.137778,-3.485160,0.594851,-0.712546
