ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378120.464456,38.253524,-75.377577,-0.868240,1.361602,-2.547679
6378119.547522,39.639028,-78.002785,-0.971944,1.409745,-2.704626
6378118.511003,41.070998,-80.785782,-1.107895,1.453205,-2.863160
6378117.322390,42.540901,-83.727819,-1.276391,1.484170,-3.022601
6378115.949556,44.032326,-86.829453,-1.476360,1.494726,-3.182234
6378114.092348,45.351725,-89.800234,-2.238998,1.026259,-2.807293
6378111.523059,46.064568,-92.600679,-2.913316,0.391036,-2.796051
6378108.350634,46.225397,-95.394640,-3.262366,0.103208,-2.790121
6378105.085950,46.350951,-98.181105,-3.266601,0.144696,-2.783314
6378101.818100,46.508853,-100.962224,-3.268898,0.169213,-2.779232
6378098.548505,46.685868,-103.740147,-3.270183,0.183699,-2.776799
6378095.277925,46.874177,-106.516169,-3.270917,0.192257,-2.775355
6378092.006778,47.069157,-109.291062,-3.271342,0.197314,-2.774499
6378088.735302,47.268080,-112.065288,-3.271590,0.200301,-2.773992
6378085.463633,47.469332,-114.839119,-3.271736,0.202066,-2.773692
6378082.191851,47.671959,-117.612716,-3.271821,0.203108,-2.773515
6378078.920003,47.875399,-120.386175,-3.271872,0.203724,-2.773411
6378075.648115,48.079320,-123.159553,-3.271902,0.204088,-2.773349
6378072.520338,48.294589,-126.155323,-2.911975,0.234881,-3.294365
6378069.890532,48.568917,-129.748444,-2.308980,0.329619,-3.888598
6378067.955243,48.992658,-133.892506,-1.528192,0.545479,-4.379175
6378066.863714,49.717050,-138.437386,-0.635081,0.941242,-4.673854
6378066.677777,50.942340,-143.147583,0.261977,1.552207,-4.696330
6378067.335081,52.883948,-147.723911,1.026031,2.370139,-4.397469
6378068.631860,55.722030,-151.835040,1.515814,3.331065,-3.763524
6378070.233040,59.544556,-155.155263,1.615270,4.315141,-2.820153
6378071.711908,64.297039,-157.403899,1.261998,5.160263,-1.631584
6378072.614917,69.752204,-158.381424,0.467979,5.687927,-0.294892
6378073.139670,75.780282,-158.732614,0.564004,6.246309,-0.719404
6378073.719010,82.192236,-159.886887,0.591668,6.556347,-1.526989
6378074.264698,88.755735,-161.399994,0.506251,6.569438,-1.501215
6378074.743687,95.329067,-162.893004,0.455622,6.576603,-1.485984
6378075.183171,101.907856,-164.374141,0.425654,6.580637,-1.476985
6378075.599279,108.489743,-165.848262,0.407931,6.582951,-1.471668
6378076.001567,115.073418,-167.318238,0.397454,6.584293,-1.468527
6378076.395686,121.658134,-168.785765,0.391262,6.585077,-1.466671
6378076.784977,128.243460,-170.251845,0.387603,6.585538,-1.465574
6378077.171416,134.829143,-171.717070,0.385441,6.585809,-1.464927
6378077.556169,141.415038,-173.181791,0.384164,6.585968,-1.464544
6378077.939926,148.001057,-174.646213,0.383409,6.586063,-1.464318
6378078.323095,154.587150,-176.110459,0.382963,6.586118,-1.464184
6378078.179667,161.235556,-177.243379,-0.878513,6.677223,-0.674366
6378076.550936,167.788574,-177.450037,-2.382896,6.345585,0.269483
6378073.476184,173.777437,-176.719437,-3.743694,5.550905,1.196359
6378069.171948,178.766931,-175.079097,-4.816716,4.357579,2.085194
6378063.986973,182.409108,-172.576811,-5.484578,2.874819,2.916629
6378058.368269,184.483197,-169.278623,-5.670537,1.245924,3.673638
6378052.815294,184.922581,-165.266230,-5.348128,-0.366666,4.342056
6378047.827112,183.825396,-160.633894,-4.545341,-1.798904,4.911011
6378043.848374,181.447122,-155.484983,-3.342713,-2.903280,5.373239
6378041.220205,178.175589,-149.928264,-1.865411,-3.565482,5.725268
6378039.557363,174.144188,-144.207086,-1.720761,-4.448706,5.688519
6378037.671799,169.314109,-138.549949,-2.080631,-5.216380,5.626743
6378035.710661,164.051003,-132.914124,-1.850675,-5.295525,5.643394
6378033.936547,158.733785,-127.266702,-1.708455,-5.335602,5.650488
6378032.273473,153.385716,-121.614518,-1.624178,-5.358678,5.653503
6378030.676153,148.019796,-115.960252,-1.574306,-5.372098,5.654874
6378029.117731,142.643463,-110.305009,-1.544815,-5.379951,5.655542
6378027.582305,137.261026,-104.649278,-1.527383,-5.384564,5.655887
6378026.060471,131.874998,-98.993291,-1.517081,-5.387280,5.656073
6378024.546669,126.486855,-93.337161,-1.510994,-5.388882,5.656177
6378023.037613,121.097464,-87.680953,-1.507397,-5.389826,5.656236
6378021.531360,115.707337,-82.024698,-1.505272,-5.390384,5.656270
6378020.026765,110.316776,-76.368417,-1.504017,-5.390714,5.656290
6378018.523148,104.925957,-70.712120,-1.503275,-5.390908,5.656302
6378017.218278,99.534646,-65.021613,-0.542584,-5.365213,5.818392
6378017.809204,94.446315,-59.040574,1.690967,-4.656650,6.123009
6378020.412504,90.474812,-52.825385,3.424613,-3.158551,6.285641
6378024.389941,88.288375,-46.515539,4.397533,-1.132761,6.312587
6378028.900915,88.251234,-40.240940,4.471009,1.081587,6.216487
6378033.034997,90.371236,-34.116209,3.647124,3.119810,6.015130
6378035.953940,94.301809,-28.236125,2.067544,4.647149,5.730237
6378037.021947,99.397760,-22.672352,-0.008625,5.409602,5.386102
6378035.904683,104.816441,-17.471576,-2.244598,5.272518,5.008163
6378032.622168,109.648971,-12.655070,-4.277351,4.241213,4.621570
