mag_x (uT),mag_y (uT),mag_z (uT)
27.665336,-0.009304,-16.619210
27.656049,0.008224,-16.625017
27.645393,-0.001834,-16.623335
27.647109,-0.012862,-16.619618
27.659817,-0.017936,-16.599898
27.654732,-0.017163,-16.588774
27.671572,-0.045807,-16.578142
27.686423,-0.044620,-16.582791
27.672146,-0.063194,-16.572691
27.694813,-0.067825,-16.535929
27.711889,-0.114101,-16.548861
27.705816,-0.107340,-16.511394
27.713461,-0.141376,-16.518081
27.712304,-0.154818,-16.508749
27.745590,-0.175408,-16.490368
27.740965,-0.186185,-16.464974
27.754720,-0.194462,-16.441099
27.764485,-0.216976,-16.426868
27.769237,-0.230766,-16.419105
27.799935,-0.254148,-16.395650
27.797696,-0.274192,-16.390788
27.790015,-0.305281,-16.376366
27.825503,-0.327117,-16.357793
27.835011,-0.355352,-16.314784
27.842234,-0.374143,-16.303333
27.844540,-0.373968,-16.266845
27.850328,-0.402078,-16.244748
27.868081,-0.421047,-16.244899
27.887100,-0.441885,-16.221445
27.877336,-0.460286,-16.212745
27.905619,-0.483990,-16.189270
27.919591,-0.506725,-16.152218
27.928506,-0.525527,-16.139914
27.953817,-0.544609,-16.106732
27.970658,-0.563014,-16.107358
27.972951,-0.595141,-16.079002
27.965299,-0.623757,-16.047383
27.968648,-0.623698,-16.041717
28.000105,-0.663403,-16.014702
28.023131,-0.676267,-15.982004
27.998447,-0.715831,-15.974781
28.038573,-0.710007,-15.966538
28.034882,-0.760224,-15.919648
28.054109,-0.766561,-15.911015
28.064292,-0.774988,-15.882416
28.065588,-0.800071,-15.882699
28.088659,-0.795202,-15.856177
28.090789,-0.823466,-15.840883
28.114779,-0.869862,-15.825720
28.107604,-0.878746,-15.799068
28.126232,-0.895128,-15.762490
28.148734,-0.912455,-15.758452
28.157182,-0.934188,-15.727068
28.157868,-0.954961,-15.705725
28.186230,-0.960398,-15.707184
28.187627,-0.991565,-15.671030
28.196052,-1.012461,-15.648448
28.202737,-1.026686,-15.635619
28.210207,-1.051906,-15.610291
28.221833,-1.069147,-15.596900
28.225922,-1.079616,-15.587728
28.223027,-1.099583,-15.569467
28.270540,-1.107200,-15.541683
28.264099,-1.129701,-15.524727
28.258222,-1.166418,-15.501469
28.280861,-1.155492,-15.489108
28.294390,-1.199970,-15.459684
28.299490,-1.181300,-15.451061
28.311570,-1.227349,-15.414723
28.285619,-1.235060,-15.380375
28.310749,-1.252684,-15.390638
28.320518,-1.288392,-15.374094
28.341220,-1.292607,-15.362296
28.351455,-1.301405,-15.354450
28.350399,-1.340467,-15.321696
28.352602,-1.334217,-15.300557
28.385764,-1.349676,-15.309891
28.403467,-1.378774,-15.259766
28.375751,-1.384928,-15.241114
28.407062,-1.415704,-15.217705
28.413957,-1.436070,-15.205953
28.427266,-1.449444,-15.190068
28.430057,-1.452424,-15.178613
28.426968,-1.476845,-15.154299
28.455774,-1.494682,-15.145601
28.473042,-1.513684,-15.129545
28.481034,-1.520631,-15.089417
28.474342,-1.536476,-15.082273
28.468169,-1.531616,-15.073204
28.479431,-1.564553,-15.048358
28.502680,-1.583894,-15.043715
28.521415,-1.591314,-15.023845
28.517632,-1.596170,-15.003059
28.522975,-1.645435,-14.990179
28.528038,-1.645765,-14.972435
28.537223,-1.652380,-14.952311
28.554770,-1.667689,-14.937017
28.541342,-1.683396,-14.924783
28.582790,-1.705880,-14.901305
28.561768,-1.718744,-14.881081
28.572329,-1.716477,-14.888241
28.584331,-1.751892,-14.857826
28.604172,-1.760276,-14.853541
28.590750,-1.765123,-14.820283
28.614402,-1.776249,-14.813005
28.612629,-1.809218,-14.776386
28.629991,-1.814664,-14.796787
28.607668,-1.850422,-14.766304
28.618338,-1.857098,-14.746940
28.635711,-1.863966,-14.730721
28.643624,-1.871649,-14.708297
28.634959,-1.894050,-14.699786
28.672714,-1.901819,-14.671043
28.686582,-1.925298,-14.675110
28.682139,-1.946927,-14.654127
28.697526,-1.939445,-14.653255
28.691627,-1.958107,-14.617952
28.692502,-1.968596,-14.600455
28.701214,-1.978753,-14.586273
28.721550,-1.987600,-14.572692
28.717624,-2.001897,-14.571080
28.729176,-1.988506,-14.556622
28.714440,-2.025783,-14.514618
28.751060,-2.029221,-14.548268
28.750957,-2.055238,-14.494759
28.744072,-2.058930,-14.498577
28.738585,-2.068243,-14.470800
