q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000025,0.000025,0.000025
1.000000,0.000075,0.000075,0.000074
1.000000,0.000147,0.000150,0.000145
1.000000,0.000239,0.000250,0.000236
1.000000,0.000350,0.000375,0.000344
1.000000,0.000476,0.000525,0.000467
0.999999,0.000617,0.000700,0.000605
0.999999,0.000771,0.000897,0.000755
0.999999,0.000937,0.001115,0.000917
0.999998,0.001112,0.001350,0.001088
0.999997,0.001297,0.001601,0.001269
0.999996,0.001490,0.001867,0.001457
0.999995,0.001690,0.002145,0.001652
0.999994,0.001896,0.002434,0.001853
0.999992,0.002108,0.002734,0.002060
0.999990,0.002325,0.003043,0.002271
0.999988,0.002546,0.003359,0.002487
0.999986,0.002771,0.003683,0.002706
0.999983,0.002999,0.004012,0.002928
0.999980,0.003229,0.004347,0.003153
0.999977,0.003463,0.004687,0.003380
0.999974,0.003698,0.005030,0.003609
0.999970,0.003934,0.005378,0.003840
0.999967,0.004172,0.005728,0.004072
0.999963,0.004411,0.006080,0.004305
0.999958,0.004651,0.006435,0.004539
0.999954,0.004892,0.006792,0.004773
0.999949,0.005132,0.007150,0.005008
0.999944,0.005373,0.007509,0.005242
0.999938,0.005615,0.007868,0.005477
0.999933,0.005856,0.008229,0.005712
0.999927,0.006096,0.008589,0.005947
0.999921,0.006337,0.008950,0.006181
0.999914,0.006577,0.009311,0.006415
0.999908,0.006816,0.009671,0.006648
0.999901,0.007055,0.010032,0.006881
0.999894,0.007293,0.010391,0.007113
0.999887,0.007531,0.010750,0.007344
0.999879,0.007767,0.011109,0.007574
0.999872,0.008003,0.011466,0.007804
0.999864,0.008238,0.011823,0.008032
0.999856,0.008472,0.012178,0.008260
0.999848,0.008705,0.012533,0.008487
0.999839,0.008937,0.012886,0.008713
0.999830,0.009167,0.013239,0.008937
0.999822,0.009397,0.013590,0.009161
0.999812,0.009626,0.013939,0.009383
0.999803,0.009853,0.014288,0.009605
0.999794,0.010080,0.014635,0.009825
0.999784,0.010305,0.014981,0.010044
0.999774,0.010529,0.015325,0.010262
0.999765,0.010752,0.015668,0.010479
0.999754,0.010973,0.016009,0.010695
0.999744,0.011194,0.016349,0.010910
0.999734,0.011413,0.016688,0.011123
0.999723,0.011631,0.017025,0.011335
0.999712,0.011848,0.017360,0.011546
0.999702,0.012064,0.017694,0.011756
0.999691,0.012279,0.018027,0.011965
0.999679,0.012492,0.018358,0.012173
0.999668,0.012704,0.018687,0.012379
0.999657,0.012915,0.019015,0.012584
0.999645,0.013125,0.019341,0.012788
0.999633,0.013333,0.019666,0.012991
0.999621,0.013541,0.019989,0.013193
0.999609,0.013747,0.020311,0.013393
0.999597,0.013952,0.020631,0.013593
0.999585,0.014156,0.020950,0.013791
0.999573,0.014358,0.021267,0.013988
0.999560,0.014560,0.021583,0.014184
0.999548,0.014760,0.021897,0.014379
0.999535,0.014959,0.022209,0.014572
0.999522,0.015157,0.022520,0.014765
0.999510,0.015354,0.022830,0.014956
0.999497,0.015549,0.023137,0.015147
0.999484,0.015744,0.023444,0.015336
0.999470,0.015937,0.023749,0.015524
0.999457,0.016130,0.024052,0.015711
0.999444,0.016321,0.024354,0.015897
0.999430,0.016511,0.024654,0.016081
0.999417,0.016700,0.024953,0.016265
0.999403,0.016888,0.025251,0.016448
0.999389,0.017074,0.025547,0.016629
0.999376,0.017260,0.025841,0.016810
0.999362,0.017444,0.026134,0.016989
0.999348,0.017628,0.026425,0.017167
0.999334,0.017810,0.026716,0.017345
0.999320,0.017992,0.027004,0.017521
0.999306,0.018172,0.027291,0.017696
0.999291,0.018351,0.027577,0.017870
0.999277,0.018529,0.027861,0.018043
0.999263,0.018706,0.028144,0.018216
0.999248,0.018883,0.028426,0.018387
0.999234,0.019058,0.028706,0.018557
0.999219,0.019232,0.028984,0.018726
0.999205,0.019405,0.029261,0.018894
0.999190,0.019577,0.029537,0.019061
0.999175,0.019748,0.029812,0.019228
0.999161,0.019918,0.030085,0.019393
0.999146,0.020087,0.030356,0.019557
0.999131,0.020255,0.030627,0.019720
0.999116,0.020422,0.030896,0.019883
0.999101,0.020588,0.031163,0.020044
0.999086,0.020753,0.031430,0.020204
0.999071,0.020917,0.031694,0.020364
0.999056,0.021080,0.031958,0.020522
0.999041,0.021243,0.032220,0.020680
0.999026,0.021404,0.032481,0.020837
0.999011,0.021564,0.032741,0.020993
0.998995,0.021724,0.032999,0.021147
0.998980,0.021882,0.033256,0.021301
0.998965,0.022040,0.033512,0.021454
0.998950,0.022197,0.033766,0.021607
0.998934,0.022352,0.034019,0.021758
0.998919,0.022507,0.034271,0.021908
0.998903,0.022661,0.034521,0.022058
0.998888,0.022814,0.034771,0.022207
0.998873,0.022967,0.035019,0.022354
0.998857,0.023118,0.035265,0.022501
0.998842,0.023268,0.035511,0.022647
0.998826,0.023418,0.035755,0.022793
0.998811,0.023567,0.035998,0.022937
0.998795,0.023715,0.036240,0.023081
0.998780,0.023862,0.036480,0.023223
0.998764,0.024008,0.036720,0.023365
0.998748,0.024153,0.036958,0.023506
0.998733,0.024297,0.037195,0.023647
0.998717,0.024441,0.037430,0.023786
0.998701,0.024584,0.037665,0.023925
0.998686,0.024726,0.037898,0.024062
0.998670,0.024867,0.038130,0.024199
0.998655,0.025007,0.038361,0.024336
0.998639,0.025147,0.038591,0.024471
0.998623,0.025286,0.038820,0.024606
0.998607,0.025424,0.039047,0.024740
0.998592,0.025561,0.039273,0.024873
0.998576,0.025697,0.039498,0.025005
0.998560,0.025833,0.039722,0.025137
0.998545,0.025967,0.039945,0.025268
0.998529,0.026101,0.040167,0.025398
0.998513,0.026235,0.040387,0.025527
0.998498,0.026367,0.040607,0.025655
0.998482,0.026499,0.040825,0.025783
0.998466,0.026630,0.041042,0.025910
0.998451,0.026760,0.041258,0.026037
0.998435,0.026889,0.041473,0.026162
0.998419,0.027018,0.041687,0.026287
0.998404,0.027146,0.041900,0.026411
0.998388,0.027273,0.042112,0.026535
0.998372,0.027400,0.042323,0.026658
0.998357,0.027526,0.042532,0.026780
0.998341,0.027651,0.042741,0.026901
0.998326,0.027775,0.042948,0.027022
0.998310,0.027899,0.043154,0.027142
0.998294,0.028022,0.043360,0.027261
0.998279,0.028144,0.043564,0.027380
0.998263,0.028266,0.043767,0.027498
