gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378135.880364,6.175759,2.534739,-0.001984,-0.009068,0.082391
6378139.763524,3.883513,4.758864,0.104576,0.132479,-1.099845
6378124.238133,-0.090284,-6.085819,-0.070984,0.245212,-1.970263
6378142.026974,2.955912,-4.367351,-0.115552,0.256726,-1.889370
6378136.113048,8.662368,6.069429,-0.212056,0.251285,-1.984168
6378146.222973,2.222869,-0.594664,-0.166498,0.274805,-1.885612
6378134.296827,0.924707,-14.091542,-0.230347,0.332931,-1.933855
6378134.245327,11.007573,-16.123091,-0.156958,0.188510,-1.844696
6378145.307627,-1.143840,-14.589669,-0.132405,0.278782,-1.962983
6378136.360351,-3.048069,-15.033819,-0.138507,0.275293,-1.899852
6378132.827260,0.046267,-19.419830,-0.090370,0.236180,-1.991371
6378142.729393,3.233980,-7.394056,-0.168810,0.215476,-1.937321
6378133.195346,-1.709996,-19.553234,-0.201322,0.297404,-1.980240
6378127.764776,1.385338,-22.495004,-0.219112,0.238526,-1.889853
6378135.447872,12.581091,-24.938148,-0.129224,0.204413,-1.880286
6378135.801984,3.146514,-29.658386,-0.205675,0.299762,-1.835221
6378131.199933,11.920957,-22.936501,-0.324421,0.479670,-1.663862
6378140.435359,1.224656,-45.700044,-0.323389,0.632384,-1.305456
6378125.052299,3.067267,-21.328897,-0.264701,0.748768,-1.104987
6378131.591646,14.211144,-26.270792,-0.194308,0.798068,-0.954045
6378133.730793,4.030827,-48.367114,0.002729,0.843875,-0.739196
6378138.863142,14.541651,-43.554764,-0.039981,0.862399,-0.690487
6378132.773707,13.140819,-33.900361,0.235192,0.855238,-0.730577
6378140.148476,3.598303,-44.589119,0.301238,0.684256,-0.782624
6378130.804508,7.248142,-37.843936,0.525580,0.539936,-0.951020
6378129.356232,5.914237,-35.544680,0.413167,0.675541,-1.221355
6378131.620954,9.269050,-36.542687,-0.382796,1.394540,-1.812444
6378141.879183,8.887229,-46.892016,-0.606980,1.387209,-1.651835
6378138.455978,12.978717,-40.853872,-0.638270,1.417398,-1.787877
6378136.683211,23.866598,-46.516239,-0.678486,1.381978,-1.659430
6378134.038984,21.965544,-46.617722,-0.723023,1.385820,-1.702422
6378131.303857,16.815790,-46.990632,-0.770518,1.319500,-1.603666
6378134.752871,15.603541,-50.250514,-0.764463,1.310564,-1.647860
6378132.309457,11.663932,-46.893447,-0.674002,1.293979,-1.699320
6378123.118020,9.486697,-54.287957,-0.739819,1.357900,-1.733003
6378130.619525,23.933820,-48.572402,-0.768684,1.300369,-1.674068
6378124.717944,28.960589,-55.633960,-0.791512,1.396490,-1.623986
6378131.484837,23.470176,-50.880704,-0.714361,1.300717,-1.689347
6378124.899615,23.802615,-59.888609,-0.698132,1.319825,-1.761956
6378120.560092,25.912189,-64.654072,-0.774909,1.370113,-1.734455
6378119.403599,22.347947,-52.192700,-0.770424,1.418401,-1.809145
6378118.848842,35.576058,-59.455945,-0.772842,1.331189,-1.745197
6378123.859753,37.205630,-60.677669,-0.816856,1.315454,-1.850724
6378126.006780,37.008262,-66.300360,-0.685734,1.212573,-2.164938
6378128.175920,35.799555,-69.674425,-0.734788,1.185432,-2.225807
6378126.186401,33.275310,-80.399226,-0.823461,1.336362,-2.418240
6378132.796609,41.934519,-75.507080,-0.921277,1.331836,-2.581536
6378118.119922,38.377626,-78.704997,-0.925511,1.462989,-2.666987
6378119.966242,38.698453,-77.217672,-1.176198,1.387230,-2.772489
6378120.399925,46.342202,-87.364985,-1.244190,1.453165,-3.039419
6378119.729557,40.289793,-84.699079,-1.421221,1.499229,-3.283188
6378120.580204,44.374051,-91.107821,-2.259997,1.032596,-2.870871
6378107.364685,39.991488,-102.234208,-2.877553,0.317352,-2.814412
6378110.005386,46.198076,-97.048074,-3.159055,0.127361,-2.718623
6378104.154122,53.047844,-90.954399,-3.293359,0.208048,-2.825241
6378103.414027,42.413547,-103.216503,-3.278432,0.117419,-2.765220
6378103.012807,56.847962,-121.093042,-3.266226,0.230868,-2.800632
6378100.540550,46.305104,-112.577112,-3.263370,0.236786,-2.719943
6378102.534198,49.426698,-105.567260,-3.337656,0.265806,-2.775508
6378083.439648,51.763903,-117.353610,-3.281512,0.155333,-2.798979
6378090.538613,45.873454,-97.860950,-3.188585,0.240166,-2.757230
6378082.693366,53.175220,-125.942681,-3.251718,0.219768,-2.726432
6378082.013335,52.146852,-119.610161,-3.275709,0.178417,-2.798765
6378079.496150,53.681899,-120.631574,-3.291316,0.200978,-2.728847
6378076.821549,52.052067,-122.572590,-2.849587,0.182983,-3.331979
6378077.547664,43.736153,-124.699979,-2.277986,0.334255,-3.847215
6378079.315741,47.709560,-124.103543,-1.536329,0.496016,-4.355400
6378063.582553,50.389722,-138.175158,-0.554238,0.841984,-4.620298
6378061.252466,52.196032,-157.480017,0.231453,1.634967,-4.622465
6378065.580781,43.792728,-169.008208,1.008655,2.391296,-4.397794
6378068.348960,58.579043,-160.641096,1.535295,3.256215,-3.874582
6378073.778562,60.872059,-147.718586,1.653190,4.344204,-2.781702
6378067.679449,61.172504,-154.595484,1.291431,5.224109,-1.676397
6378075.686055,69.876849,-161.407018,0.393942,5.588779,-0.324097
6378066.386051,77.255665,-162.985737,0.510864,6.236360,-0.722748
6378077.896707,79.719696,-162.144856,0.592903,6.591811,-1.535276
6378066.298524,78.488597,-170.221162,0.500231,6.565706,-1.550033
6378074.744984,96.079874,-155.665466,0.383639,6.695270,-1.464782
6378074.447109,100.557751,-160.202629,0.562458,6.619233,-1.489714
6378073.582143,110.158800,-171.476896,0.518288,6.571432,-1.564131
6378068.157475,114.512615,-154.602400,0.280815,6.678343,-1.569080
6378073.700012,135.467651,-170.780789,0.398815,6.578223,-1.540849
6378076.499269,131.932274,-176.475837,0.421384,6.558350,-1.476387
6378078.843507,145.617635,-169.154622,0.373676,6.523842,-1.417222
6378071.787170,145.150032,-174.562023,0.435801,6.564229,-1.392333
6378075.567497,149.776438,-178.421769,0.421647,6.609832,-1.480288
6378071.880584,160.524435,-188.678511,0.357519,6.569061,-1.459953
6378078.656992,162.138538,-181.289442,-0.896269,6.623138,-0.700000
6378077.356562,167.295274,-173.908095,-2.399431,6.365146,0.270777
6378079.082152,175.609040,-179.456386,-3.860697,5.615297,1.132403
6378073.686018,180.996676,-172.878548,-4.817139,4.333826,2.158928
6378061.593616,178.967637,-170.038435,-5.441634,2.907649,2.924831
6378062.498648,180.852334,-177.789812,-5.698327,1.208748,3.705878
6378050.630935,188.254714,-166.787295,-5.358865,-0.361526,4.291957
6378046.370816,180.257314,-154.682427,-4.521328,-1.832165,4.981246
6378051.902127,182.199865,-156.144366,-3.261542,-2.947758,5.401723
6378048.544776,180.397494,-157.998370,-1.857337,-3.601699,5.813559
6378034.672214,178.629575,-139.661035,-1.714629,-4.536916,5.668865
6378039.901425,171.440199,-133.790374,-2.113826,-5.176751,5.672138
6378027.924880,170.760567,-113.212334,-1.944840,-5.335536,5.678197
6378043.255474,166.532940,-131.125518,-1.705435,-5.253634,5.557982
6378032.052664,146.991995,-127.404849,-1.671690,-5.388823,5.653976
6378033.283763,142.742261,-121.601049,-1.552521,-5.327749,5.710026
6378041.427334,145.132859,-103.906467,-1.483896,-5.378959,5.660091
6378023.306057,136.681517,-103.352976,-1.504112,-5.382542,5.634594
6378024.056693,129.112062,-102.422905,-1.583292,-5.395054,5.577041
6378026.451959,135.639585,-85.507990,-1.518211,-5.389171,5.596711
6378027.197717,129.221559,-78.034139,-1.551174,-5.464849,5.664160
6378021.742144,114.428828,-92.995960,-1.556286,-5.358265,5.670529
6378016.228376,106.589707,-69.650617,-1.485593,-5.454333,5.659143
6378013.357002,102.615705,-72.997463,-1.502131,-5.400467,5.685608
6378024.987831,108.363137,-75.441715,-0.595202,-5.323935,5.842444
6378021.416372,88.351447,-67.436140,1.734435,-4.626392,6.247853
6378019.668089,86.255083,-63.179390,3.434038,-3.178746,6.427616
6378031.224546,84.949378,-35.361317,4.338922,-1.075285,6.406263
6378028.718553,81.050036,-27.244335,4.514842,1.093984,6.174549
6378030.669335,86.105032,-38.395545,3.603410,3.159721,6.082561
6378028.496234,85.307824,-18.595887,2.045432,4.645258,5.737902
6378037.049160,98.618519,-22.914839,0.146015,5.317934,5.419196
6378042.456856,101.711677,-13.571732,-2.263836,5.244701,4.986898
6378030.307269,105.464108,-14.912564,-4.302226,4.328785,4.702905
