ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.286479,0.286479,0.286479
0.571717,0.572986,0.563850
0.828078,0.859558,0.813127
1.058283,1.146221,1.036952
1.264801,1.432988,1.237714
1.449867,1.719866,1.417577
1.615506,2.004753,1.578504
1.763553,2.260312,1.722302
1.895680,2.489355,1.850600
2.013403,2.694422,1.964877
2.118099,2.877811,2.066472
2.211012,3.041600,2.156601
2.293275,3.187666,2.236363
2.365910,3.317707,2.306756
2.429844,3.433259,2.368684
2.485919,3.535711,2.422965
2.534894,3.626321,2.470339
2.577457,3.706223,2.511477
2.614233,3.776447,2.546986
2.645784,3.837921,2.577415
2.672621,3.891488,2.603261
2.695206,3.937909,2.624973
2.713956,3.977872,2.642958
2.729250,4.012000,2.657583
2.741428,4.040858,2.669182
2.750800,4.064954,2.678054
2.757646,4.084751,2.684471
2.762217,4.100667,2.688680
2.764743,4.113078,2.690903
2.765429,4.122328,2.691340
2.764463,4.128725,2.690174
2.762013,4.132549,2.687567
2.758232,4.134053,2.683669
2.753258,4.133468,2.678613
2.747215,4.130999,2.672521
2.740215,4.126836,2.665501
2.732361,4.121147,2.657653
2.723744,4.114087,2.649067
2.714447,4.105793,2.639822
2.704545,4.096393,2.629991
2.694106,4.086000,2.619641
2.683191,4.074716,2.608830
2.671856,4.062636,2.597612
2.660149,4.049843,2.586037
2.648117,4.036413,2.574146
2.635799,4.022416,2.561980
2.623232,4.007914,2.549575
2.610450,3.992962,2.536962
2.597482,3.977614,2.524170
2.584355,3.961913,2.511226
2.571094,3.945903,2.498153
2.557719,3.929621,2.484972
2.544252,3.913101,2.471703
2.530709,3.896375,2.458362
2.517107,3.879469,2.444965
2.503460,3.862409,2.431526
2.489781,3.845218,2.418058
2.476082,3.827916,2.404571
2.462372,3.810523,2.391077
2.448663,3.793054,2.377583
2.434961,3.775526,2.364099
2.421274,3.757951,2.350632
2.407610,3.740343,2.337187
2.393974,3.722712,2.323772
2.380372,3.705068,2.310391
2.366808,3.687421,2.297050
2.353287,3.669779,2.283751
2.339814,3.652149,2.270500
2.326390,3.634538,2.257298
2.313020,3.616951,2.244150
2.299705,3.599395,2.231058
2.286449,3.581874,2.218024
2.273254,3.564392,2.205050
2.260121,3.546953,2.192139
2.247051,3.529562,2.179290
2.234047,3.512220,2.166507
2.221110,3.494931,2.153790
2.208240,3.477697,2.141140
2.195439,3.460521,2.128558
2.182707,3.443405,2.116045
2.170044,3.426350,2.103601
2.157453,3.409358,2.091227
2.144932,3.392430,2.078923
2.132482,3.375568,2.066689
2.120103,3.358772,2.054527
2.107797,3.342044,2.042435
2.095562,3.325385,2.030415
2.083398,3.308795,2.018466
2.071307,3.292275,2.006587
2.059287,3.275825,1.994780
2.047339,3.259446,1.983044
2.035462,3.243139,1.971379
2.023657,3.226903,1.959785
2.011923,3.210738,1.948261
2.000259,3.194646,1.936807
1.988667,3.178626,1.925423
1.977145,3.162679,1.914110
1.965693,3.146804,1.902865
1.954310,3.131001,1.891690
1.942998,3.115270,1.880584
1.931754,3.099613,1.869547
1.920579,3.084027,1.858577
1.909473,3.068514,1.847676
1.898435,3.053073,1.836842
1.887464,3.037704,1.826075
1.876561,3.022407,1.815375
