ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.002865,0.002865,0.002865
0.008504,0.008594,0.008582
0.016636,0.017189,0.016864
0.027009,0.028648,0.027450
0.039393,0.042972,0.040104
0.053581,0.060161,0.054614
0.069385,0.080193,0.070785
0.086636,0.102775,0.088445
0.105180,0.127640,0.107435
0.124880,0.154547,0.127613
0.145609,0.183279,0.148850
0.167254,0.213639,0.171029
0.189712,0.245449,0.194046
0.212892,0.278548,0.217804
0.236710,0.312790,0.242218
0.261089,0.348044,0.267211
0.285962,0.384192,0.292711
0.311266,0.421125,0.318655
0.336946,0.458747,0.344986
0.362952,0.496971,0.371652
0.389237,0.535716,0.398606
0.415762,0.574912,0.425806
0.442487,0.614493,0.453214
0.469381,0.654401,0.480795
0.496413,0.694584,0.508518
0.523555,0.734995,0.536355
0.550784,0.775589,0.564281
0.578075,0.816329,0.592272
0.605411,0.857179,0.620309
0.632772,0.898109,0.648373
0.660143,0.939089,0.676447
0.687508,0.980094,0.704515
0.714855,1.021102,0.732565
0.742172,1.062091,0.760585
0.769448,1.103042,0.788562
0.796673,1.143940,0.816489
0.823840,1.184768,0.844355
0.850939,1.225515,0.872152
0.877966,1.266166,0.899875
0.904912,1.306712,0.927516
0.931774,1.347142,0.955069
0.958545,1.387449,0.982531
0.985222,1.427624,1.009895
1.011800,1.467660,1.037159
1.038277,1.507552,1.064318
1.064648,1.547293,1.091370
1.090912,1.586879,1.118311
1.117067,1.626306,1.145140
1.143109,1.665570,1.171854
1.169037,1.704667,1.198451
1.194850,1.743595,1.224930
1.220546,1.782351,1.251289
1.246124,1.820933,1.277527
1.271583,1.859339,1.303643
1.296922,1.897568,1.329636
1.322141,1.935617,1.355506
1.347239,1.973486,1.381252
1.372215,2.011175,1.406873
1.397069,2.048681,1.432369
1.421802,2.086006,1.457739
1.446412,2.123147,1.482985
1.470900,2.160106,1.508105
1.495265,2.196881,1.533099
1.519508,2.233473,1.557968
1.543629,2.269882,1.582712
1.567628,2.306108,1.607331
1.591506,2.342151,1.631824
1.615261,2.378011,1.656193
1.638896,2.413689,1.680438
1.662409,2.449185,1.704558
1.685802,2.484499,1.728555
1.709074,2.519632,1.752428
1.732227,2.554585,1.776179
1.755260,2.589358,1.799806
1.778174,2.623952,1.823312
1.800970,2.658367,1.846696
1.823647,2.692604,1.869959
1.846207,2.726664,1.893101
1.868649,2.760547,1.916123
1.890975,2.794254,1.939026
1.913185,2.827787,1.961809
1.935279,2.861144,1.984473
1.957258,2.894328,2.007020
1.979122,2.927339,2.029449
2.000872,2.960179,2.051760
2.022509,2.992846,2.073956
2.044032,3.025344,2.096035
2.065444,3.057671,2.117999
2.086743,3.089830,2.139848
2.107931,3.121820,2.161583
2.129008,3.153644,2.183204
2.149974,3.185301,2.204713
2.170831,3.216792,2.226108
2.191579,3.248118,2.247391
2.212218,3.279281,2.268563
2.232749,3.310280,2.289625
2.253173,3.341117,2.310575
2.273489,3.371792,2.331416
2.293699,3.402306,2.352148
2.313803,3.432661,2.372771
2.333801,3.462857,2.393286
2.353695,3.492894,2.413693
2.373485,3.522774,2.433994
2.393170,3.552497,2.454188
2.412753,3.582064,2.474276
2.432232,3.611476,2.494259
2.451610,3.640734,2.514136
2.470886,3.669839,2.533910
2.490060,3.698790,2.553580
2.509135,3.727590,2.573146
2.528109,3.756239,2.592610
2.546983,3.784738,2.611972
2.565759,3.813087,2.631233
2.584436,3.841287,2.650392
2.603014,3.869339,2.669450
