ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378129.266140,58.952702,-89.771198,0.441051,0.486850,-3.194130
6378129.865875,59.309045,-92.957680,0.769139,0.230801,-3.170805
6378130.814575,59.433459,-96.097083,1.138050,0.025245,-3.098916
6378132.148595,59.381367,-99.139320,1.538270,-0.120161,-2.975563
6378133.893417,59.216818,-102.031949,1.957617,-0.197978,-2.798971
6378135.823733,59.583033,-104.888648,1.788773,0.718618,-3.092712
6378137.464793,60.582901,-108.302047,1.490387,1.290976,-3.746993
6378138.861245,62.063585,-112.277423,1.384635,1.517140,-4.042047
6378140.261033,63.562853,-116.320900,1.412775,1.483962,-4.044626
6378141.682776,65.036259,-120.366235,1.429426,1.464366,-4.045917
6378143.117504,66.494390,-124.412525,1.439272,1.452790,-4.046600
6378144.559911,67.943497,-128.459328,1.445092,1.445953,-4.046974
6378146.006856,69.387274,-132.506417,1.448531,1.441914,-4.047186
6378147.456482,70.827903,-136.553669,1.450564,1.439528,-4.047307
6378148.907692,72.266671,-140.601015,1.451765,1.438118,-4.047378
6378150.359839,73.704340,-144.648415,1.452474,1.437285,-4.047419
6378151.812539,75.141360,-148.695847,1.452893,1.436793,-4.047444
6378153.265565,76.577997,-152.743299,1.453141,1.436503,-4.047458
6378154.752376,78.010030,-156.781803,1.642815,1.414145,-3.994329
6378156.669488,79.421866,-160.667846,2.194579,1.430024,-3.754238
6378159.123864,80.909602,-164.251899,2.709738,1.566232,-3.390020
6378162.058539,82.588398,-167.413234,3.148123,1.809867,-2.909362
6378165.379274,84.553522,-170.041426,3.475863,2.134190,-2.325321
6378168.962916,86.867617,-172.041689,3.669889,2.501158,-1.656075
6378172.670291,89.551414,-173.339683,3.721904,2.865788,-0.924253
6378176.362229,92.579564,-173.885533,3.640574,3.181925,-0.156030
6378179.916698,95.882632,-173.656864,3.451456,3.408702,0.619950
6378183.244637,99.355537,-172.660659,3.194458,3.516779,1.373802
6378186.353341,102.991550,-170.935502,3.022709,4.059138,1.991192
6378189.052567,107.622123,-168.905717,2.378274,5.188044,2.052463
6378191.189090,113.162813,-166.832993,1.977262,5.656255,2.114517
6378193.071996,118.837221,-164.682018,1.801845,5.689074,2.182145
6378194.817673,124.535443,-162.478435,1.697492,5.705746,2.221924
6378196.481847,130.246038,-160.243882,1.635613,5.714638,2.245362
6378198.097731,135.963346,-157.991073,1.598979,5.719555,2.259186
6378199.685041,141.684410,-155.727492,1.577312,5.722343,2.267345
6378201.255454,147.407620,-153.457552,1.564502,5.723948,2.272162
6378202.815878,153.132073,-151.183858,1.556932,5.724882,2.275007
6378204.370400,158.857250,-148.907946,1.552458,5.725429,2.276687
6378205.921435,164.582852,-146.630724,1.549815,5.725750,2.277680
6378207.470408,170.308705,-144.352728,1.548253,5.725940,2.278266
6378209.018164,176.034704,-142.074275,1.547330,5.726051,2.278613
6378210.565201,181.760791,-139.795552,1.546785,5.726117,2.278817
6378212.082451,187.485784,-137.482197,1.359995,5.716675,2.496450
6378213.118215,193.152167,-134.626645,0.693002,5.588499,3.223351
6378213.459545,198.607913,-131.045518,-0.021773,5.289626,3.942657
6378213.081263,203.672052,-126.759140,-0.738011,4.801307,4.629675
6378212.007222,208.151287,-121.811010,-1.403808,4.118219,5.262028
6378210.314692,211.854450,-116.266081,-1.964958,3.250278,5.819326
6378208.134401,214.608049,-110.208443,-2.369548,2.223028,6.283806
6378205.645971,216.271524,-103.738425,-2.572506,1.076652,6.640866
6378203.068989,216.750848,-96.969224,-2.539707,-0.136325,6.879457
6378200.650358,216.009260,-90.023216,-2.251250,-1.354455,6.992341
6378198.596739,214.012602,-83.031219,-2.014694,-2.699769,7.003939
6378196.399548,210.866642,-75.913944,-2.404274,-3.578666,7.237006
6378193.884493,206.975787,-68.599756,-2.446759,-4.065233,7.323441
6378191.541498,202.825250,-61.290603,-2.253452,-4.222588,7.296386
6378189.350528,198.554081,-54.003596,-2.137231,-4.312417,7.278794
6378187.250607,194.213608,-46.730664,-2.067888,-4.364374,7.267848
6378185.204897,189.832888,-39.466390,-2.026689,-4.394676,7.261191
6378183.191356,185.428635,-32.207349,-2.002270,-4.412440,7.257191
6378181.196871,181.010565,-24.951441,-1.987815,-4.422887,7.254806
6378179.213660,176.584362,-17.697399,-1.979266,-4.429041,7.253388
6378177.237116,172.153364,-10.444463,-1.974212,-4.432672,7.252548
6378175.264513,167.719538,-3.192184,-1.971225,-4.434814,7.252050
6378173.294238,163.284043,4.059708,-1.969460,-4.436079,7.251756
6378171.325340,158.847561,11.311371,-1.968417,-4.436826,7.251582
6378169.357254,154.410497,18.562898,-1.967801,-4.437268,7.251479
6378167.620008,149.770854,25.737187,-1.208930,-5.078110,6.988502
6378167.064351,144.262628,32.458777,0.126626,-5.895960,6.423766
6378167.880925,138.091716,38.547679,1.526109,-6.395930,5.729163
6378170.103417,131.585676,43.896413,2.928177,-6.561849,4.950463
6378173.704099,125.078348,48.444471,4.272071,-6.397461,4.135434
6378178.596635,118.890266,52.179004,5.502117,-5.925578,3.331174
6378184.643244,113.310542,55.132844,6.571820,-5.185943,2.581488
6378191.665596,108.581481,57.379994,7.447166,-4.231928,1.924483
6378199.458492,104.886958,59.028882,8.108853,-3.126369,1.390511
6378207.805173,102.345250,60.213765,8.553275,-1.936863,1.000568
