ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378137.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6378137.107310,0.164095,-0.493067,0.118255,0.199030,-0.995876
6378137.224370,0.387262,-1.969631,0.115908,0.245656,-1.829573
6378137.339518,0.641845,-3.798024,0.114475,0.262225,-1.827362
6378137.453505,0.909336,-5.624650,0.113563,0.272001,-1.825989
6378137.566768,1.184446,-7.450192,0.113002,0.277771,-1.825155
6378137.679588,1.464052,-9.275078,0.112663,0.281178,-1.824654
6378137.792142,1.746314,-11.099571,0.112460,0.283191,-1.824356
6378137.904536,2.030146,-12.923831,0.112339,0.284379,-1.824178
6378138.016836,2.314903,-14.747952,0.112267,0.285082,-1.824073
6378138.129081,2.600208,-16.571992,0.112225,0.285496,-1.824011
6378138.241292,2.885837,-18.395983,0.112199,0.285741,-1.823974
6378138.353483,3.171656,-20.219945,0.112184,0.285886,-1.823952
6378138.438909,3.497814,-22.032873,0.006124,0.446017,-1.776684
6378138.350082,4.094752,-23.743689,-0.176561,0.744186,-1.634769
6378138.109056,4.969143,-25.291778,-0.294443,0.999654,-1.456384
6378137.787617,6.076193,-26.657934,-0.335990,1.208524,-1.277100
6378137.461377,7.367902,-27.859534,-0.305307,1.368054,-1.133451
6378137.194307,8.793622,-28.948289,-0.221393,1.475531,-1.056468
6378137.025225,10.299686,-30.001814,-0.114947,1.527539,-1.065984
6378136.958529,11.828559,-31.110269,-0.023187,1.519775,-1.166609
6378136.960758,13.318130,-32.360072,0.016484,1.447516,-1.346003
6378136.963658,14.701776,-33.817154,-0.027008,1.306689,-1.575736
6378136.892217,16.082803,-35.677984,-0.204593,1.713705,-2.351750
6378136.588088,18.248826,-38.174386,-0.366734,2.524783,-2.550776
6378136.191106,20.757186,-40.736735,-0.422727,2.493981,-2.572322
6378135.750804,23.240907,-43.316000,-0.455293,2.474825,-2.585233
6378135.285237,25.709478,-45.905370,-0.474344,2.463177,-2.592921
6378134.804863,28.168893,-48.500747,-0.485531,2.456180,-2.597483
6378134.315784,30.622828,-51.099686,-0.492116,2.452006,-2.600186
6378133.821577,33.073499,-53.700733,-0.495997,2.449527,-2.601785
6378133.324346,35.522235,-56.303028,-0.498288,2.448057,-2.602731
6378132.825330,37.969823,-58.906059,-0.499640,2.447187,-2.603290
6378132.325261,40.416733,-61.509527,-0.500438,2.446672,-2.603620
6378131.824569,42.863241,-64.113252,-0.500909,2.446368,-2.603815
6378131.323509,45.309512,-66.717129,-0.501188,2.446188,-2.603930
6378130.822233,47.755643,-69.321096,-0.501353,2.446082,-2.603999
6378130.320828,50.201691,-71.925116,-0.501450,2.446019,-2.604039
6378129.835482,52.508714,-74.595531,-0.460709,2.138935,-2.748358
6378129.412493,54.477135,-77.416986,-0.377241,1.793535,-2.893018
6378129.095151,56.098631,-80.373115,-0.248178,1.446346,-3.016352
6378128.931115,57.375505,-83.439258,-0.069634,1.105928,-3.111690
6378128.971001,58.319420,-86.584300,0.160305,0.782384,-3.172815
