ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.167606,0.000384,0.080713
0.318367,0.000733,0.153315
0.453893,0.001057,0.218580
0.575639,0.001363,0.277209
0.684923,0.001655,0.329837
0.782936,0.001936,0.377036
0.870756,0.002211,0.419327
0.949359,0.002480,0.457180
1.019626,0.002745,0.491018
1.082358,0.003007,0.521226
1.138274,0.003265,0.548154
1.188030,0.003522,0.572114
1.232216,0.003776,0.593392
1.271368,0.004027,0.612245
1.305968,0.004277,0.628906
1.336456,0.004523,0.643587
1.363226,0.004767,0.656478
1.386638,0.005008,0.667751
1.407015,0.005245,0.677563
1.424651,0.005479,0.686054
1.439811,0.005710,0.693354
1.452735,0.005937,0.699576
1.463640,0.006160,0.704826
1.472723,0.006380,0.709199
1.480161,0.006595,0.712779
1.486115,0.006807,0.715645
1.490730,0.007014,0.717866
1.494139,0.007217,0.719506
1.496460,0.007416,0.720621
1.497800,0.007611,0.721265
1.498257,0.007802,0.721484
1.497920,0.007989,0.721319
1.496867,0.008172,0.720810
1.495171,0.008351,0.719992
1.492897,0.008526,0.718895
1.490104,0.008697,0.717548
1.486845,0.008864,0.715976
1.483169,0.009027,0.714204
1.479118,0.009187,0.712251
1.474733,0.009343,0.710137
1.470049,0.009496,0.707880
1.465099,0.009645,0.705494
1.459911,0.009790,0.702993
1.454511,0.009933,0.700391
1.448925,0.010072,0.697698
1.443172,0.010207,0.694926
1.437273,0.010340,0.692083
1.431246,0.010470,0.689178
1.425105,0.010596,0.686219
1.418866,0.010720,0.683212
1.412541,0.010840,0.680164
1.406143,0.010958,0.677081
1.399681,0.011073,0.673967
1.393166,0.011186,0.670827
1.386605,0.011295,0.667666
1.380008,0.011402,0.664486
1.373380,0.011507,0.661292
1.366728,0.011609,0.658087
1.360057,0.011708,0.654872
1.353374,0.011806,0.651652
1.346683,0.011900,0.648427
1.339987,0.011993,0.645200
1.333291,0.012083,0.641973
1.326597,0.012171,0.638748
1.319910,0.012257,0.635525
1.313231,0.012340,0.632307
1.306564,0.012422,0.629094
1.299910,0.012501,0.625888
1.293272,0.012579,0.622689
1.286650,0.012654,0.619498
1.280048,0.012728,0.616316
1.273465,0.012799,0.613144
1.266905,0.012869,0.609983
1.260366,0.012937,0.606832
1.253852,0.013003,0.603693
1.247362,0.013067,0.600565
1.240897,0.013129,0.597450
1.234458,0.013190,0.594347
1.228046,0.013249,0.591257
1.221661,0.013306,0.588180
1.215303,0.013361,0.585117
1.208974,0.013415,0.582067
1.202673,0.013468,0.579031
1.196401,0.013518,0.576008
1.190158,0.013567,0.573000
1.183944,0.013615,0.570005
1.177759,0.013661,0.567025
1.171604,0.013706,0.564059
1.165479,0.013749,0.561107
1.159383,0.013790,0.558170
1.153318,0.013830,0.555247
1.147282,0.013869,0.552339
1.141276,0.013907,0.549445
1.135300,0.013943,0.546565
1.129354,0.013977,0.543700
1.123438,0.014011,0.540849
1.117552,0.014043,0.538012
1.111695,0.014074,0.535190
1.105868,0.014103,0.532383
1.100072,0.014132,0.529589
1.094304,0.014159,0.526810
1.088566,0.014184,0.524046
1.082858,0.014209,0.521295
1.077179,0.014233,0.518559
1.071530,0.014255,0.515836
1.065909,0.014276,0.513128
1.060318,0.014296,0.510434
1.054755,0.014315,0.507754
1.049222,0.014333,0.505087
1.043717,0.014350,0.502435
1.038241,0.014366,0.499796
1.032793,0.014380,0.497171
1.027374,0.014394,0.494560
1.021983,0.014407,0.491962
1.016620,0.014418,0.489378
1.011284,0.014429,0.486807
1.005977,0.014439,0.484250
1.000698,0.014448,0.481706
0.995446,0.014456,0.479176
0.990221,0.014463,0.476658
0.985024,0.014469,0.474154
0.979854,0.014474,0.471663
0.974711,0.014478,0.469185
0.969595,0.014481,0.466720
0.964506,0.014484,0.464268
0.959444,0.014486,0.461829
0.954408,0.014487,0.459402
0.949398,0.014487,0.456989
0.944415,0.014486,0.454588
0.939457,0.014485,0.452199
0.934526,0.014482,0.449823
