gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378203.615246,158.731476,-149.478335,1.536043,5.720506,2.341793
6378200.858040,166.316869,-135.060504,1.524729,5.694677,2.340937
6378212.829206,163.251856,-148.363422,1.556988,5.757766,2.206624
6378208.358601,180.937212,-161.042893,1.506353,5.809466,2.312943
6378203.106196,182.565417,-135.947326,1.509890,5.683944,2.279745
6378204.286884,197.777920,-137.790480,1.373549,5.659404,2.468594
6378207.032646,190.372511,-133.476448,0.717638,5.641084,3.185516
6378210.878067,207.495233,-131.485365,-0.041110,5.283661,3.968388
6378214.982017,197.550154,-130.601349,-0.683777,4.875680,4.700460
6378206.330279,205.599663,-120.367776,-1.450453,4.145661,5.299919
6378210.063553,203.699050,-117.669758,-1.927111,3.215683,5.797123
6378209.771784,224.826323,-102.629888,-2.282921,2.294038,6.356310
6378208.525964,213.678220,-100.254502,-2.564990,1.037491,6.660850
6378204.039688,212.697420,-100.325154,-2.590893,-0.124437,6.872250
6378205.823534,213.233258,-87.271660,-2.224517,-1.351874,7.002227
6378193.837866,221.537743,-81.938061,-1.992193,-2.723762,7.055016
6378203.008139,201.359684,-87.312585,-2.510905,-3.514712,7.203421
6378201.403471,203.741741,-62.641823,-2.389314,-4.119580,7.280022
6378189.770927,204.738352,-53.394003,-2.219475,-4.208888,7.251061
6378188.282325,201.621768,-53.786667,-2.160719,-4.204113,7.244453
6378174.837761,190.283756,-44.880713,-2.078436,-4.341435,7.239162
6378178.211480,182.657736,-34.860461,-2.022953,-4.455393,7.248255
6378179.720454,184.305238,-21.407587,-1.977090,-4.392466,7.256534
6378185.551079,180.175444,-5.505991,-1.926041,-4.398624,7.251705
6378190.485053,175.579524,-30.027082,-1.970259,-4.421013,7.288693
6378176.317780,161.132785,-5.398037,-1.978784,-4.364666,7.181827
6378165.973978,178.899844,-5.640668,-1.994950,-4.425695,7.211919
6378167.782237,160.515285,4.952746,-1.946686,-4.456704,7.341808
6378168.014295,155.031432,8.679565,-1.929938,-4.497440,7.264973
6378168.821856,152.969594,13.964941,-1.966487,-4.449908,7.218408
6378169.343408,153.832126,29.841746,-1.217585,-5.105445,7.043342
6378173.765932,150.295391,37.768844,0.139486,-5.939273,6.395957
6378177.929379,145.879723,34.592562,1.634965,-6.363081,5.777012
6378169.737595,126.996438,39.011008,2.930226,-6.549241,5.061781
6378164.062650,127.378251,40.274276,4.298677,-6.389731,4.090590
6378173.934150,119.044693,53.237203,5.525715,-5.817454,3.349987
6378178.069540,119.173136,50.615307,6.535616,-5.230538,2.625611
6378178.881044,106.673982,63.264931,7.490713,-4.178993,1.875325
6378200.721454,105.484276,65.782308,8.045152,-3.072598,1.407104
6378218.602182,109.778031,51.642934,8.576268,-1.863853,1.006417
