gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378141.911420,-5.040718,-6.420195,-0.043969,0.100348,0.080582
6378138.971057,2.897872,0.887710,0.230685,0.184531,-1.024672
6378136.018801,-0.719662,11.489990,0.068197,0.243953,-1.822721
6378136.064098,3.893923,-3.175759,0.043571,0.280798,-1.874373
6378141.807645,3.882340,4.685047,0.085925,0.262872,-1.827533
6378134.391723,10.400812,-16.916628,0.172189,0.236450,-1.843112
6378151.018771,1.870146,-11.364314,0.118999,0.218046,-1.705872
6378139.660767,3.819744,-9.010637,0.091236,0.241190,-1.907529
6378139.858530,6.195909,-11.285763,0.047648,0.235038,-1.921262
6378130.602112,4.809167,-9.802836,0.177637,0.224674,-1.760995
6378139.815194,2.001040,-22.777704,0.180196,0.245666,-1.902251
6378138.562613,2.956467,-19.488862,0.170308,0.356460,-1.844466
6378138.047222,4.757951,-29.285782,0.146034,0.269420,-1.796518
6378137.983018,5.915652,-16.085953,0.088760,0.437617,-1.813428
6378140.524716,0.672595,-16.301078,-0.184468,0.798905,-1.589790
6378137.254835,2.788263,-37.348164,-0.282714,1.029609,-1.444385
6378134.736213,4.220682,-29.882104,-0.314207,1.161611,-1.236991
6378148.801863,9.310724,-27.002076,-0.295418,1.370615,-1.222626
6378135.822052,12.522481,-16.570062,-0.216263,1.534188,-0.990827
6378132.735707,15.716688,-27.084054,-0.186422,1.543532,-1.119124
6378135.838300,16.928954,-26.266465,-0.039684,1.566973,-1.150111
6378140.601216,14.383506,-25.370282,0.073937,1.489224,-1.286087
6378132.313994,13.637985,-27.836551,0.043110,1.287168,-1.495441
6378126.410050,8.715045,-24.537655,-0.171328,1.768942,-2.332912
6378133.380129,15.679302,-37.009121,-0.407429,2.555229,-2.475559
6378133.310057,29.639111,-42.397289,-0.504939,2.529441,-2.567126
6378132.947579,16.418045,-40.268862,-0.402662,2.486883,-2.536218
6378133.405521,26.876811,-52.280826,-0.504427,2.517797,-2.623459
6378133.407304,21.151001,-37.382003,-0.496350,2.439120,-2.653685
6378140.043833,34.293244,-52.757056,-0.532150,2.476298,-2.569375
6378138.554322,33.626169,-57.239194,-0.501080,2.377462,-2.609933
6378135.615209,32.608326,-62.580299,-0.480591,2.499497,-2.595456
6378126.367063,28.634235,-54.285156,-0.461621,2.506906,-2.577429
6378120.500015,41.313582,-69.190192,-0.603488,2.509963,-2.617692
6378137.172555,45.980764,-57.561276,-0.585304,2.479402,-2.602546
6378124.639542,48.789087,-77.761029,-0.441503,2.462696,-2.634674
6378122.566207,49.899979,-59.962007,-0.546276,2.476381,-2.596867
6378129.948151,51.203743,-73.697023,-0.454802,2.402141,-2.573903
6378132.699718,41.792411,-77.973194,-0.479895,2.121306,-2.728857
6378126.586289,55.897712,-71.022043,-0.359656,1.710589,-2.931596
6378120.359742,60.398142,-74.061795,-0.320537,1.493606,-3.058473
6378127.888345,56.984681,-84.029942,-0.052267,1.175295,-3.074574
6378133.473152,52.503248,-101.292279,0.096798,0.681210,-3.234400
6378119.901972,57.912487,-80.218043,0.415056,0.398066,-3.207007
6378139.819124,67.346427,-103.407929,0.742189,0.181712,-3.219976
6378139.103144,59.697311,-98.675748,1.111753,-0.015512,-3.109662
6378130.488761,61.638716,-96.140996,1.555278,-0.124030,-3.034737
6378128.931335,54.983038,-96.881291,1.899196,-0.261290,-2.818876
6378133.932561,66.680696,-94.175703,1.828430,0.768211,-3.081154
6378138.850539,60.852751,-107.928213,1.474058,1.372208,-3.797855
6378139.399299,64.929781,-113.294762,1.387148,1.550268,-4.069828
6378139.956669,58.140369,-111.049508,1.358215,1.539620,-4.008677
6378148.534029,60.546128,-116.514841,1.468803,1.402911,-4.031293
6378149.014568,75.239496,-116.824984,1.394956,1.451790,-4.066755
6378143.720529,72.096392,-127.322166,1.464931,1.427811,-4.071532
6378152.919265,66.666599,-127.531460,1.490514,1.442788,-4.005017
6378144.716923,81.928908,-141.567759,1.419069,1.491096,-3.989697
6378148.743234,64.596737,-138.354939,1.463957,1.434403,-4.076699
6378142.685102,73.671755,-138.839908,1.464838,1.434709,-4.063468
6378149.917890,92.245726,-141.685103,1.433475,1.491514,-4.045565
6378152.873106,75.379331,-144.408916,1.460885,1.338734,-4.069599
6378156.717401,81.296379,-146.444389,1.634008,1.452863,-4.028424
6378160.586499,79.336068,-159.993246,2.218676,1.445132,-3.711888
6378152.823896,84.693884,-163.722245,2.728152,1.559487,-3.417029
6378158.863862,77.089793,-175.557373,3.093332,1.863555,-2.890395
6378164.574824,81.936198,-161.216591,3.547632,2.038023,-2.332269
6378164.400957,88.767813,-170.513291,3.629707,2.546687,-1.689748
6378178.361248,88.258076,-170.446201,3.695710,2.775586,-0.978606
6378188.421218,91.813049,-168.436986,3.606311,3.242736,-0.095231
6378180.669146,92.401725,-176.880181,3.464283,3.426126,0.559058
6378184.322250,107.494752,-175.705703,3.140618,3.522437,1.398683
6378189.930846,102.587181,-179.896130,2.924183,4.057068,1.976352
6378189.028835,101.710965,-174.056045,2.298795,5.168465,2.003099
6378202.262423,111.658815,-179.732443,2.058413,5.667352,2.127999
6378202.930753,111.338020,-164.032310,1.783680,5.670051,2.196071
6378193.250204,120.302952,-160.846346,1.708120,5.727489,2.203705
6378188.237473,127.961010,-145.914792,1.579916,5.698919,2.245477
6378201.621092,134.700193,-172.583847,1.625783,5.711004,2.222213
6378197.039092,147.636307,-149.644117,1.555120,5.720613,2.374140
6378212.326979,151.149247,-154.877509,1.573797,5.750703,2.378486
6378195.761059,159.566235,-143.553539,1.567074,5.757336,2.221197
