ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
27.652757,0.000000,-16.617507
27.652758,-0.000876,-16.617506
27.652760,-0.002539,-16.617502
27.652763,-0.004910,-16.617497
27.652767,-0.007918,-16.617489
27.652771,-0.011496,-16.617480
27.652776,-0.015587,-16.617469
27.652781,-0.020136,-16.617455
27.652786,-0.025096,-16.617439
27.652792,-0.030423,-16.617421
27.652798,-0.036078,-16.617400
27.652804,-0.042024,-16.617376
27.652810,-0.048231,-16.617349
27.652816,-0.054669,-16.617320
27.652821,-0.061311,-16.617287
27.652827,-0.068134,-16.617251
27.652832,-0.075116,-16.617213
27.652837,-0.082238,-16.617170
27.652842,-0.089483,-16.617125
27.652846,-0.096833,-16.617076
27.652850,-0.104276,-16.617025
27.652854,-0.111799,-16.616969
27.652857,-0.119388,-16.616911
27.652860,-0.127035,-16.616849
27.652863,-0.134729,-16.616785
27.652865,-0.142462,-16.616717
27.652867,-0.150225,-16.616645
27.652868,-0.158013,-16.616571
27.652869,-0.165819,-16.616493
27.652869,-0.173637,-16.616413
27.652869,-0.181462,-16.616329
27.652869,-0.189289,-16.616243
27.652868,-0.197114,-16.616153
27.652867,-0.204934,-16.616061
27.652865,-0.212745,-16.615965
27.652863,-0.220544,-16.615867
27.652860,-0.228329,-16.615767
27.652857,-0.236096,-16.615663
27.652854,-0.243844,-16.615557
27.652850,-0.251571,-16.615448
27.652846,-0.259275,-16.615337
27.652841,-0.266955,-16.615223
27.652836,-0.274608,-16.615107
27.652830,-0.282235,-16.614988
27.652824,-0.289833,-16.614867
27.652818,-0.297402,-16.614744
27.652811,-0.304941,-16.614618
27.652804,-0.312449,-16.614491
27.652797,-0.319925,-16.614361
27.652789,-0.327369,-16.614229
27.652781,-0.334781,-16.614095
27.652772,-0.342160,-16.613958
27.652764,-0.349505,-16.613820
27.652754,-0.356816,-16.613680
27.652745,-0.364094,-16.613538
27.652735,-0.371337,-16.613394
27.652725,-0.378545,-16.613248
27.652714,-0.385719,-16.613101
27.652703,-0.392858,-16.612952
27.652692,-0.399962,-16.612801
27.652681,-0.407031,-16.612648
27.652669,-0.414065,-16.612494
27.652657,-0.421064,-16.612338
27.652645,-0.428028,-16.612180
27.652632,-0.434957,-16.612021
27.652619,-0.441851,-16.611861
27.652606,-0.448711,-16.611699
27.652593,-0.455535,-16.611536
27.652579,-0.462324,-16.611371
27.652565,-0.469079,-16.611205
27.652551,-0.475799,-16.611037
27.652537,-0.482485,-16.610868
27.652522,-0.489136,-16.610698
27.652507,-0.495753,-16.610527
27.652492,-0.502335,-16.610354
27.652476,-0.508884,-16.610181
27.652461,-0.515398,-16.610006
27.652445,-0.521879,-16.609830
27.652429,-0.528326,-16.609653
27.652413,-0.534740,-16.609474
27.652396,-0.541120,-16.609295
27.652379,-0.547467,-16.609115
27.652363,-0.553781,-16.608934
27.652346,-0.560061,-16.608752
27.652328,-0.566309,-16.608568
27.652311,-0.572525,-16.608384
27.652293,-0.578708,-16.608199
27.652275,-0.584858,-16.608014
27.652257,-0.590977,-16.607827
27.652239,-0.597063,-16.607640
27.652221,-0.603117,-16.607451
27.652202,-0.609140,-16.607262
27.652184,-0.615131,-16.607072
27.652165,-0.621091,-16.606882
27.652146,-0.627019,-16.606691
27.652127,-0.632916,-16.606499
27.652108,-0.638783,-16.606306
27.652088,-0.644618,-16.606113
27.652069,-0.650423,-16.605919
27.652049,-0.656198,-16.605725
27.652029,-0.661942,-16.605530
27.652009,-0.667656,-16.605334
27.651989,-0.673340,-16.605138
27.651969,-0.678994,-16.604942
27.651949,-0.684618,-16.604745
27.651928,-0.690213,-16.604547
27.651908,-0.695779,-16.604349
27.651887,-0.701315,-16.604150
27.651866,-0.706822,-16.603952
27.651845,-0.712300,-16.603752
27.651824,-0.717750,-16.603552
27.651803,-0.723170,-16.603352
27.651782,-0.728563,-16.603152
27.651761,-0.733927,-16.602951
27.651739,-0.739262,-16.602750
27.651718,-0.744570,-16.602549
27.651696,-0.749850,-16.602347
27.651675,-0.755102,-16.602145
27.651653,-0.760326,-16.601943
27.651631,-0.765523,-16.601740
27.651609,-0.770693,-16.601537
27.651587,-0.775835,-16.601334
27.651565,-0.780950,-16.601131
27.651543,-0.786039,-16.600928
27.651521,-0.791101,-16.600724
27.651499,-0.796136,-16.600521
27.651477,-0.801144,-16.600317
27.651454,-0.806127,-16.600113
27.651432,-0.811083,-16.599909
27.651409,-0.816013,-16.599705
27.651387,-0.820917,-16.599500
27.651364,-0.825795,-16.599296
27.651342,-0.830648,-16.599091
27.651319,-0.835475,-16.598887
27.651296,-0.840277,-16.598682
27.651274,-0.845053,-16.598478
27.651251,-0.849805,-16.598273
27.651228,-0.854531,-16.598069
27.651205,-0.859233,-16.597864
27.651182,-0.863910,-16.597660
27.651159,-0.868562,-16.597455
27.651136,-0.873190,-16.597250
27.651113,-0.877793,-16.597046
27.651090,-0.882372,-16.596842
27.651067,-0.886928,-16.596637
27.651044,-0.891459,-16.596433
27.651021,-0.895966,-16.596229
27.650998,-0.900450,-16.596025
27.650974,-0.904910,-16.595821
27.650951,-0.909347,-16.595617
27.650928,-0.913760,-16.595413
27.650905,-0.918150,-16.595210
27.650881,-0.922517,-16.595006
27.650858,-0.926861,-16.594803
27.650835,-0.931182,-16.594600
27.650812,-0.935481,-16.594397
27.650788,-0.939757,-16.594194
27.650765,-0.944010,-16.593991
27.650742,-0.948241,-16.593789
27.650718,-0.952450,-16.593587
27.650695,-0.956636,-16.593385
27.650672,-0.960801,-16.593183
27.650648,-0.964944,-16.592982
27.650625,-0.969065,-16.592780
27.650602,-0.973164,-16.592579
27.650578,-0.977242,-16.592378
27.650555,-0.981298,-16.592178
27.650532,-0.985333,-16.591978
27.650508,-0.989346,-16.591778
27.650485,-0.993339,-16.591578
27.650462,-0.997311,-16.591378
27.650439,-1.001261,-16.591179
27.650415,-1.005191,-16.590980
27.650392,-1.009101,-16.590782
27.650369,-1.012989,-16.590584
27.650346,-1.016858,-16.590386
27.650322,-1.020706,-16.590188
27.650299,-1.024533,-16.589991
27.650276,-1.028341,-16.589794
27.650253,-1.032128,-16.589597
27.650230,-1.035896,-16.589401
27.650207,-1.039644,-16.589205
27.650184,-1.043372,-16.589009
27.650160,-1.047081,-16.588814
27.650137,-1.050770,-16.588619
27.650114,-1.054439,-16.588425
27.650091,-1.058089,-16.588231
27.650068,-1.061721,-16.588037
27.650045,-1.065333,-16.587844
27.650023,-1.068926,-16.587651
27.650000,-1.072500,-16.587458
27.649977,-1.076055,-16.587266
27.649954,-1.079592,-16.587074
27.649931,-1.083110,-16.586883
27.649908,-1.086609,-16.586692
27.649886,-1.090091,-16.586502
27.649863,-1.093553,-16.586312
27.649840,-1.096998,-16.586122
27.649818,-1.100425,-16.585933
27.649795,-1.103833,-16.585744
27.649772,-1.107224,-16.585555
27.649750,-1.110596,-16.585368
27.649727,-1.113951,-16.585180
27.649705,-1.117289,-16.584993
27.649683,-1.120609,-16.584806
27.649660,-1.123911,-16.584620
27.649638,-1.127196,-16.584434
27.649616,-1.130464,-16.584249
27.649593,-1.133714,-16.584064
27.649571,-1.136948,-16.583880
27.649549,-1.140164,-16.583696
27.649527,-1.143364,-16.583513
27.649505,-1.146547,-16.583330
27.649483,-1.149713,-16.583147
27.649461,-1.152862,-16.582966
27.649439,-1.155995,-16.582784
27.649417,-1.159111,-16.582603
27.649395,-1.162211,-16.582423
27.649373,-1.165295,-16.582242
27.649351,-1.168362,-16.582063
27.649330,-1.171413,-16.581884
27.649308,-1.174449,-16.581705
27.649286,-1.177468,-16.581527
27.649265,-1.180471,-16.581350
27.649243,-1.183459,-16.581173
27.649222,-1.186431,-16.580996
27.649200,-1.189387,-16.580820
27.649179,-1.192328,-16.580644
27.649158,-1.195253,-16.580469
27.649136,-1.198163,-16.580295
27.649115,-1.201058,-16.580121
27.649094,-1.203937,-16.579947
27.649073,-1.206802,-16.579774
27.649052,-1.209651,-16.579602
27.649031,-1.212485,-16.579430
27.649010,-1.215304,-16.579258
27.648989,-1.218109,-16.579087
27.648968,-1.220899,-16.578917
27.648947,-1.223674,-16.578747
27.648926,-1.226434,-16.578578
27.648906,-1.229180,-16.578409
27.648885,-1.231912,-16.578240
27.648865,-1.234629,-16.578073
27.648844,-1.237332,-16.577905
27.648824,-1.240021,-16.577739
27.648803,-1.242695,-16.577572
27.648783,-1.245356,-16.577407
27.648762,-1.248002,-16.577242
27.648742,-1.250635,-16.577077
27.648722,-1.253254,-16.576913
27.648702,-1.255859,-16.576749
27.648682,-1.258450,-16.576586
27.648662,-1.261028,-16.576424
27.648642,-1.263592,-16.576262
27.648622,-1.266142,-16.576100
27.648602,-1.268680,-16.575939
27.648582,-1.271204,-16.575779
27.648563,-1.273714,-16.575619
27.648543,-1.276212,-16.575460
27.648523,-1.278696,-16.575301
27.648504,-1.281167,-16.575143
27.648484,-1.283625,-16.574985
27.648465,-1.286071,-16.574828
27.648445,-1.288503,-16.574672
27.648426,-1.290923,-16.574515
27.648407,-1.293330,-16.574360
