mag_x (uT),mag_y (uT),mag_z (uT)
27.644113,0.010628,-16.609239
27.650015,-0.007360,-16.615545
27.650153,-0.009668,-16.597200
27.647156,0.003776,-16.606201
27.672803,-0.012129,-16.614891
27.677920,-0.016505,-16.585180
27.678497,-0.017371,-16.577861
27.671770,-0.034576,-16.567200
27.685334,-0.028698,-16.570975
27.697443,-0.061420,-16.558273
27.692104,-0.074544,-16.553722
27.702124,-0.062924,-16.544475
27.720342,-0.108751,-16.514326
27.728891,-0.087648,-16.502010
27.747070,-0.137912,-16.484190
27.743002,-0.141347,-16.464539
27.768359,-0.135122,-16.435889
27.782776,-0.168892,-16.405356
27.784611,-0.175464,-16.396168
27.778526,-0.214868,-16.361859
27.832665,-0.214929,-16.353314
27.820345,-0.237999,-16.321213
27.836223,-0.239889,-16.294308
27.846697,-0.253299,-16.275475
27.849124,-0.276838,-16.253899
27.867821,-0.294147,-16.248372
27.869427,-0.312863,-16.209079
27.881547,-0.316551,-16.177354
27.905026,-0.345273,-16.162578
27.930737,-0.356012,-16.146245
27.960972,-0.358251,-16.134007
27.955595,-0.390249,-16.091327
27.978330,-0.421609,-16.069301
27.989154,-0.409603,-16.044592
28.002182,-0.437181,-16.027456
28.011820,-0.447428,-16.001448
28.026888,-0.466583,-15.970165
28.036619,-0.488725,-15.951206
28.064627,-0.514679,-15.938777
28.041224,-0.523136,-15.902322
28.082054,-0.533005,-15.865019
28.108032,-0.532657,-15.867958
28.108137,-0.572485,-15.841935
28.121017,-0.591389,-15.820331
28.123516,-0.621274,-15.790158
28.143288,-0.604733,-15.757483
28.154493,-0.633996,-15.728381
28.148437,-0.639170,-15.718456
28.183339,-0.669995,-15.674548
28.188050,-0.681301,-15.663230
28.195656,-0.702709,-15.649978
28.217147,-0.725455,-15.619756
28.227927,-0.742623,-15.597485
28.240238,-0.743141,-15.586834
28.258108,-0.749169,-15.554755
28.270488,-0.769403,-15.526010
28.290593,-0.790798,-15.504341
28.292608,-0.793288,-15.482029
28.295910,-0.810832,-15.453354
28.306187,-0.831732,-15.429195
28.325438,-0.848854,-15.414527
28.340094,-0.861258,-15.393874
28.371109,-0.888263,-15.367769
28.361689,-0.907544,-15.338502
28.383168,-0.920865,-15.327048
28.382111,-0.924183,-15.313518
28.402246,-0.927678,-15.289407
28.405382,-0.960825,-15.250276
28.430834,-0.984153,-15.243146
28.422926,-0.990280,-15.216490
28.435117,-1.018365,-15.209989
28.481438,-1.010400,-15.181894
28.466646,-1.026274,-15.156018
28.471370,-1.040400,-15.122185
