ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
27.652757,0.000000,-16.617507
27.653588,-0.001383,-16.616125
27.655249,-0.004148,-16.613359
27.657740,-0.008296,-16.609211
27.661059,-0.013827,-16.603679
27.665204,-0.020652,-16.596763
27.670175,-0.028638,-16.588463
27.675969,-0.037665,-16.578777
27.682582,-0.047624,-16.567706
27.690014,-0.058417,-16.555247
27.698262,-0.069956,-16.541400
27.707243,-0.082160,-16.526296
27.716876,-0.094956,-16.510066
27.727087,-0.108279,-16.492830
27.737808,-0.122070,-16.474696
27.748980,-0.136274,-16.455760
27.760548,-0.150844,-16.436111
27.772462,-0.165735,-16.415828
27.784678,-0.180908,-16.394983
27.797155,-0.196327,-16.373641
27.809858,-0.211960,-16.351862
27.822753,-0.227777,-16.329698
27.835811,-0.243752,-16.307198
27.849006,-0.259862,-16.284404
27.862314,-0.276085,-16.261357
27.875713,-0.292401,-16.238092
27.889184,-0.308793,-16.214641
27.902709,-0.325245,-16.191033
27.916274,-0.341743,-16.167294
27.929863,-0.358274,-16.143448
27.943464,-0.374827,-16.119517
27.957067,-0.391390,-16.095519
27.970661,-0.407955,-16.071473
27.984236,-0.424513,-16.047393
27.997785,-0.441057,-16.023295
28.011302,-0.457579,-15.999191
28.024778,-0.474074,-15.975093
28.038209,-0.490536,-15.951010
28.051589,-0.506960,-15.926954
28.064914,-0.523341,-15.902931
28.078180,-0.539676,-15.878950
28.091384,-0.555961,-15.855017
28.104522,-0.572193,-15.831139
28.117591,-0.588369,-15.807321
28.130590,-0.604487,-15.783568
28.143515,-0.620544,-15.759885
28.156366,-0.636538,-15.736276
28.169141,-0.652468,-15.712743
28.181838,-0.668332,-15.689291
28.194456,-0.684129,-15.665922
28.206995,-0.699857,-15.642639
28.219453,-0.715515,-15.619444
28.231830,-0.731103,-15.596339
28.244125,-0.746620,-15.573325
28.256339,-0.762065,-15.550405
28.268470,-0.777438,-15.527579
28.280518,-0.792737,-15.504849
28.292485,-0.807964,-15.482216
28.304368,-0.823116,-15.459681
28.316169,-0.838195,-15.437245
28.327887,-0.853200,-15.414907
28.339524,-0.868131,-15.392669
28.351078,-0.882987,-15.370532
28.362550,-0.897770,-15.348494
28.373941,-0.912477,-15.326558
28.385250,-0.927111,-15.304723
28.396479,-0.941671,-15.282989
28.407627,-0.956156,-15.261356
28.418695,-0.970568,-15.239825
28.429684,-0.984906,-15.218395
28.440593,-0.999171,-15.197066
28.451424,-1.013362,-15.175839
28.462177,-1.027480,-15.154712
28.472851,-1.041525,-15.133687
28.483449,-1.055497,-15.112762
28.493969,-1.069397,-15.091938
28.504414,-1.083225,-15.071215
28.514783,-1.096980,-15.050592
28.525076,-1.110665,-15.030068
28.535295,-1.124278,-15.009644
28.545440,-1.137820,-14.989320
28.555512,-1.151291,-14.969095
28.565510,-1.164692,-14.948968
28.575436,-1.178023,-14.928940
28.585290,-1.191284,-14.909010
28.595072,-1.204475,-14.889177
28.604784,-1.217598,-14.869442
28.614425,-1.230651,-14.849805
28.623996,-1.243637,-14.830263
28.633499,-1.256554,-14.810818
28.642932,-1.269403,-14.791469
28.652297,-1.282185,-14.772216
28.661595,-1.294899,-14.753058
28.670826,-1.307547,-14.733994
28.679990,-1.320129,-14.715025
28.689087,-1.332644,-14.696150
28.698120,-1.345093,-14.677369
28.707087,-1.357477,-14.658681
28.715990,-1.369796,-14.640086
28.724828,-1.382049,-14.621583
28.733604,-1.394239,-14.603172
28.742316,-1.406364,-14.584853
28.750965,-1.418425,-14.566625
28.759553,-1.430423,-14.548488
28.768079,-1.442358,-14.530442
28.776544,-1.454230,-14.512485
28.784949,-1.466039,-14.494618
28.793293,-1.477786,-14.476841
28.801578,-1.489471,-14.459152
28.809804,-1.501095,-14.441552
28.817971,-1.512657,-14.424040
28.826080,-1.524159,-14.406616
28.834131,-1.535599,-14.389279
28.842125,-1.546980,-14.372028
28.850062,-1.558301,-14.354865
28.857943,-1.569561,-14.337787
28.865767,-1.580763,-14.320795
28.873537,-1.591906,-14.303889
28.881251,-1.602989,-14.287067
28.888911,-1.614015,-14.270330
28.896516,-1.624982,-14.253677
28.904068,-1.635891,-14.237108
28.911566,-1.646743,-14.220622
28.919012,-1.657538,-14.204219
28.926405,-1.668276,-14.187899
28.933746,-1.678957,-14.171661
28.941035,-1.689582,-14.155505
28.948273,-1.700151,-14.139430
28.955460,-1.710664,-14.123437
28.962597,-1.721121,-14.107524
28.969684,-1.731524,-14.091691
28.976721,-1.741872,-14.075939
28.983709,-1.752165,-14.060266
28.990647,-1.762404,-14.044672
28.997538,-1.772589,-14.029157
29.004380,-1.782720,-14.013720
29.011175,-1.792798,-13.998362
29.017922,-1.802822,-13.983081
29.024622,-1.812794,-13.967878
29.031276,-1.822713,-13.952751
29.037883,-1.832580,-13.937701
29.044444,-1.842395,-13.922728
29.050960,-1.852158,-13.907830
29.057431,-1.861870,-13.893008
29.063857,-1.871530,-13.878261
29.070238,-1.881140,-13.863589
29.076575,-1.890699,-13.848991
29.082868,-1.900207,-13.834468
29.089118,-1.909666,-13.820018
29.095325,-1.919074,-13.805641
29.101489,-1.928433,-13.791338
29.107610,-1.937742,-13.777107
29.113690,-1.947003,-13.762949
29.119727,-1.956214,-13.748863
29.125723,-1.965377,-13.734848
29.131678,-1.974492,-13.720905
29.137592,-1.983558,-13.707032
29.143466,-1.992577,-13.693231
29.149299,-2.001549,-13.679499
29.155092,-2.010473,-13.665838
29.160846,-2.019349,-13.652246
29.166560,-2.028179,-13.638723
29.172236,-2.036963,-13.625269
29.177872,-2.045700,-13.611884
29.183471,-2.054391,-13.598567
29.189031,-2.063037,-13.585318
29.194553,-2.071636,-13.572137
29.200038,-2.080191,-13.559023
29.205485,-2.088700,-13.545976
29.210896,-2.097165,-13.532995
29.216270,-2.105584,-13.520081
29.221607,-2.113960,-13.507233
29.226909,-2.122291,-13.494451
29.232174,-2.130578,-13.481734
29.237404,-2.138822,-13.469081
29.242599,-2.147022,-13.456494
29.247758,-2.155179,-13.443971
29.252883,-2.163293,-13.431512
29.257973,-2.171364,-13.419117
29.263029,-2.179393,-13.406785
29.268051,-2.187379,-13.394516
29.273039,-2.195323,-13.382310
29.277994,-2.203225,-13.370167
29.282916,-2.211086,-13.358086
29.287804,-2.218905,-13.346067
29.292660,-2.226683,-13.334109
29.297483,-2.234420,-13.322213
29.302274,-2.242116,-13.310378
29.307033,-2.249772,-13.298603
29.311760,-2.257387,-13.286889
29.316456,-2.264962,-13.275235
29.321120,-2.272497,-13.263641
29.325754,-2.279993,-13.252106
29.330356,-2.287449,-13.240630
29.334928,-2.294865,-13.229213
29.339470,-2.302243,-13.217855
29.343981,-2.309581,-13.206556
29.348463,-2.316881,-13.195314
29.352914,-2.324143,-13.184130
29.357337,-2.331366,-13.173004
29.361730,-2.338551,-13.161935
29.366094,-2.345698,-13.150922
29.370429,-2.352808,-13.139966
29.374735,-2.359880,-13.129067
29.379013,-2.366915,-13.118224
29.383263,-2.373912,-13.107436
29.387485,-2.380873,-13.096704
29.391679,-2.387797,-13.086027
29.395846,-2.394685,-13.075406
29.399985,-2.401536,-13.064839
29.404097,-2.408352,-13.054326
29.408182,-2.415131,-13.043867
29.412241,-2.421874,-13.033462
29.416272,-2.428582,-13.023111
29.420278,-2.435255,-13.012813
29.424257,-2.441893,-13.002569
29.428210,-2.448495,-12.992377
29.432137,-2.455063,-12.982237
29.436039,-2.461596,-12.972150
29.439915,-2.468095,-12.962115
29.443766,-2.474559,-12.952132
29.447592,-2.480989,-12.942200
29.451393,-2.487386,-12.932319
29.455169,-2.493749,-12.922489
