ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.009720,0.007083,-0.010000
0.018465,0.013460,-0.020003
0.026330,0.019203,-0.030008
0.033399,0.024375,-0.040017
0.039750,0.029035,-0.050030
0.045452,0.033235,-0.060048
0.050567,0.037021,-0.070071
0.055152,0.040435,-0.080100
0.059255,0.043514,-0.090134
0.062924,0.046292,-0.100174
0.066198,0.048800,-0.110219
0.069115,0.051063,-0.120270
0.071708,0.053107,-0.130325
0.074008,0.054953,-0.140385
0.076041,0.056622,-0.150448
0.077833,0.058130,-0.160515
0.079405,0.059494,-0.170585
0.080778,0.060728,-0.180657
0.081968,0.061845,-0.190732
0.082994,0.062857,-0.200809
0.083869,0.063773,-0.210887
0.084606,0.064603,-0.220966
0.085218,0.065356,-0.231047
0.085716,0.066039,-0.241128
0.086108,0.066659,-0.251210
0.086404,0.067223,-0.261292
0.086612,0.067735,-0.271374
0.086739,0.068200,-0.281456
0.086791,0.068624,-0.291538
0.086774,0.069010,-0.301619
0.086694,0.069362,-0.311701
0.086555,0.069682,-0.321781
0.086361,0.069975,-0.331861
0.086117,0.070243,-0.341941
0.085825,0.070487,-0.352019
0.085490,0.070710,-0.362097
0.085113,0.070915,-0.372173
0.084698,0.071102,-0.382249
0.084247,0.071274,-0.392324
0.083762,0.071432,-0.402398
0.083245,0.071576,-0.412470
0.082698,0.071709,-0.422542
0.082122,0.071831,-0.432612
0.081519,0.071943,-0.442681
0.080889,0.072046,-0.452749
0.080236,0.072140,-0.462816
0.079558,0.072227,-0.472882
0.078858,0.072307,-0.482946
0.078136,0.072380,-0.493009
0.077394,0.072447,-0.503070
0.076631,0.072509,-0.513131
0.075849,0.072566,-0.523190
0.075048,0.072617,-0.533248
0.074229,0.072664,-0.543304
0.073392,0.072707,-0.553359
0.072538,0.072746,-0.563413
0.071667,0.072781,-0.573465
0.070780,0.072813,-0.583516
0.069877,0.072841,-0.593566
0.068959,0.072866,-0.603614
0.068026,0.072888,-0.613661
0.067077,0.072907,-0.623707
0.066114,0.072923,-0.633751
0.065137,0.072937,-0.643794
0.064146,0.072948,-0.653835
0.063141,0.072956,-0.663875
0.062123,0.072962,-0.673914
0.061091,0.072966,-0.683951
0.060046,0.072967,-0.693986
0.058988,0.072966,-0.704021
0.057917,0.072963,-0.714054
0.056834,0.072958,-0.724085
0.055738,0.072950,-0.734115
0.054630,0.072941,-0.744144
0.053511,0.072929,-0.754171
0.052379,0.072916,-0.764197
0.051235,0.072900,-0.774221
0.050080,0.072883,-0.784244
0.048913,0.072864,-0.794266
0.047735,0.072842,-0.804286
0.046545,0.072819,-0.814305
0.045345,0.072794,-0.824322
0.044133,0.072767,-0.834338
0.042911,0.072738,-0.844352
0.041677,0.072707,-0.854365
0.040434,0.072675,-0.864377
0.039179,0.072640,-0.874387
0.037914,0.072604,-0.884395
0.036639,0.072566,-0.894403
0.035353,0.072526,-0.904409
0.034058,0.072485,-0.914413
0.032752,0.072441,-0.924416
0.031436,0.072396,-0.934417
0.030111,0.072349,-0.944418
0.028776,0.072300,-0.954416
0.027431,0.072250,-0.964413
0.026076,0.072197,-0.974409
0.024712,0.072143,-0.984404
0.023339,0.072087,-0.994397
0.021957,0.072030,-1.004388
0.020565,0.071970,-1.014378
0.019164,0.071909,-1.024367
0.017754,0.071846,-1.034355
0.016335,0.071782,-1.044340
0.014907,0.071715,-1.054325
0.013471,0.071647,-1.064308
0.012026,0.071578,-1.074290
0.010572,0.071506,-1.084270
0.009109,0.071433,-1.094249
0.007639,0.071358,-1.104227
0.006159,0.071281,-1.114203
0.004672,0.071203,-1.124178
0.003176,0.071123,-1.134151
0.001672,0.071041,-1.144123
0.000161,0.070957,-1.154094
-0.001359,0.070872,-1.164063
-0.002887,0.070785,-1.174031
-0.004423,0.070697,-1.183997
-0.005966,0.070606,-1.193962
-0.007517,0.070514,-1.203926
-0.009076,0.070421,-1.213889
-0.010642,0.070325,-1.223850
-0.012215,0.070229,-1.233809
-0.013796,0.070130,-1.243768
-0.015385,0.070030,-1.253725
-0.016980,0.069928,-1.263681
-0.018583,0.069824,-1.273635
-0.020193,0.069719,-1.283588
-0.021810,0.069613,-1.293540
-0.023434,0.069504,-1.303490
-0.025065,0.069394,-1.313439
-0.026703,0.069283,-1.323387
-0.028347,0.069169,-1.333334
-0.029998,0.069055,-1.343279
-0.031656,0.068938,-1.353223
-0.033320,0.068820,-1.363166
-0.034991,0.068701,-1.373107
-0.036669,0.068579,-1.383047
-0.038352,0.068457,-1.392986
-0.040043,0.068333,-1.402923
-0.041739,0.068207,-1.412860
-0.043442,0.068079,-1.422795
-0.045150,0.067950,-1.432729
-0.046865,0.067820,-1.442661
-0.048586,0.067688,-1.452592
-0.050313,0.067555,-1.462522
-0.052045,0.067420,-1.472451
-0.053784,0.067283,-1.482379
-0.055528,0.067145,-1.492305
-0.057278,0.067005,-1.502230
-0.059034,0.066865,-1.512154
-0.060795,0.066722,-1.522077
-0.062562,0.066578,-1.531999
-0.064335,0.066433,-1.541919
-0.066113,0.066286,-1.551838
-0.067896,0.066137,-1.561756
-0.069684,0.065988,-1.571673
-0.071478,0.065836,-1.581589
-0.073277,0.065684,-1.591503
-0.075082,0.065530,-1.601417
-0.076891,0.065374,-1.611329
-0.078706,0.065217,-1.621240
-0.080525,0.065059,-1.631150
-0.082350,0.064899,-1.641059
-0.084179,0.064738,-1.650966
-0.086013,0.064576,-1.660873
-0.087852,0.064412,-1.670778
-0.089696,0.064247,-1.680683
-0.091545,0.064080,-1.690586
-0.093398,0.063912,-1.700488
-0.095256,0.063743,-1.710389
-0.097118,0.063573,-1.720289
-0.098985,0.063401,-1.730188
-0.100856,0.063228,-1.740085
-0.102732,0.063053,-1.749982
-0.104612,0.062877,-1.759878
-0.106497,0.062700,-1.769772
-0.108386,0.062522,-1.779666
-0.110279,0.062342,-1.789558
-0.112176,0.062161,-1.799450
-0.114077,0.061979,-1.809340
-0.115983,0.061795,-1.819230
-0.117892,0.061610,-1.829118
-0.119806,0.061424,-1.839005
-0.121724,0.061237,-1.848892
-0.123645,0.061049,-1.858777
-0.125571,0.060859,-1.868661
-0.127500,0.060668,-1.878545
-0.129433,0.060476,-1.888427
-0.131370,0.060283,-1.898308
-0.133310,0.060088,-1.908189
-0.135254,0.059893,-1.918068
-0.137202,0.059696,-1.927947
-0.139154,0.059498,-1.937824
-0.141109,0.059299,-1.947701
-0.143067,0.059098,-1.957577
-0.144263,0.058961,-1.961082
-0.145028,0.058860,-1.961029
-0.145789,0.058759,-1.960975
-0.146546,0.058658,-1.960922
-0.147299,0.058557,-1.960868
-0.148048,0.058457,-1.960815
-0.148792,0.058356,-1.960762
-0.149533,0.058256,-1.960708
-0.150270,0.058156,-1.960655
-0.151003,0.058056,-1.960602
-0.151732,0.057956,-1.960548
-0.152457,0.057856,-1.960495
-0.153179,0.057757,-1.960442
-0.153896,0.057657,-1.960388
-0.154610,0.057558,-1.960335
-0.155320,0.057459,-1.960282
-0.156026,0.057360,-1.960229
-0.156728,0.057262,-1.960176
-0.157427,0.057163,-1.960122
-0.158122,0.057065,-1.960069
-0.158813,0.056967,-1.960016
-0.159500,0.056869,-1.959963
-0.160184,0.056771,-1.959910
-0.160864,0.056674,-1.959858
-0.161541,0.056577,-1.959805
-0.162214,0.056480,-1.959752
-0.162883,0.056383,-1.959699
-0.163549,0.056286,-1.959647
-0.164211,0.056190,-1.959594
-0.164870,0.056093,-1.959541
-0.165525,0.055997,-1.959489
-0.166176,0.055902,-1.959436
-0.166825,0.055806,-1.959384
