accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
0.716916,0.942945,-10.777368
0.651035,0.848491,-10.793114
0.581961,0.769173,-10.776524
0.525262,0.689629,-10.785006
0.468370,0.619745,-10.777446
0.420424,0.552748,-10.778766
0.386864,0.494495,-10.774274
0.350885,0.454892,-10.780010
0.318363,0.398163,-10.784148
0.284597,0.361005,-10.775610
0.257696,0.324842,-10.784459
0.235244,0.294059,-10.782566
0.217421,0.266514,-10.780000
0.194069,0.234417,-10.774445
0.174177,0.202789,-10.777534
0.169415,0.176563,-10.777398
0.143139,0.173763,-10.771877
0.136760,0.148691,-10.775130
0.128989,0.124184,-10.774594
0.119511,0.107291,-10.778390
0.110514,0.086478,-10.780452
0.101399,0.080950,-10.777392
0.092248,0.076793,-10.786116
0.093954,0.063367,-10.783388
0.085950,0.048087,-10.784303
0.084745,0.039915,-10.786090
0.082472,0.028144,-10.779853
0.086389,0.021614,-10.784383
0.080990,0.008443,-10.775123
0.078736,0.012268,-10.774521
0.082208,0.007585,-10.780338
0.066935,-0.000115,-10.782514
0.082954,0.004685,-10.784694
0.068838,-0.016773,-10.775463
0.064332,-0.014541,-10.790428
0.068272,-0.019374,-10.781076
0.070023,-0.020981,-10.779067
0.079616,-0.017705,-10.785041
0.078401,-0.033555,-10.781276
0.083117,-0.038638,-10.778994
0.069310,-0.036113,-10.782213
0.084828,-0.041778,-10.777532
0.071449,-0.042340,-10.773768
0.071319,-0.052640,-10.772242
0.084893,-0.052248,-10.781065
0.087021,-0.050868,-10.778774
0.088497,-0.052288,-10.789129
0.084346,-0.059630,-10.772544
0.091813,-0.066834,-10.773193
0.087245,-0.068612,-10.783899
0.096222,-0.066744,-10.778468
0.102393,-0.063909,-10.783718
0.089359,-0.076254,-10.775469
0.096988,-0.074629,-10.782204
0.100263,-0.073188,-10.776457
0.104252,-0.066189,-10.773190
0.107971,-0.073934,-10.764122
0.106182,-0.070117,-10.788578
0.111948,-0.085066,-10.790265
0.112476,-0.084403,-10.775496
0.107079,-0.093044,-10.786047
0.123263,-0.088969,-10.779806
0.116245,-0.085498,-10.775267
0.116939,-0.093924,-10.778805
0.119444,-0.098294,-10.778812
0.120094,-0.096205,-10.786285
0.127890,-0.089049,-10.784167
0.120363,-0.099308,-10.790097
0.124120,-0.108783,-10.785564
0.127187,-0.107589,-10.780353
0.122689,-0.100964,-10.787892
0.124336,-0.109288,-10.776863
0.135893,-0.107500,-10.772382
0.134252,-0.106360,-10.773078
0.135475,-0.109968,-10.787008
0.145416,-0.109584,-10.773350
0.144167,-0.110289,-10.777884
0.136739,-0.116724,-10.771509
0.151383,-0.116309,-10.778431
0.147082,-0.122408,-10.783745
0.144282,-0.116372,-10.783393
0.148873,-0.117390,-10.781273
0.156778,-0.118376,-10.776360
0.150211,-0.125205,-10.772975
0.159510,-0.128949,-10.780136
0.159635,-0.121694,-10.776035
0.157856,-0.128925,-10.780751
0.165363,-0.124366,-10.772135
0.160857,-0.136402,-10.782346
0.171215,-0.127363,-10.776689
0.175606,-0.124832,-10.775817
0.164936,-0.127351,-10.777986
0.176932,-0.140165,-10.770645
0.171113,-0.142979,-10.781193
0.165443,-0.132774,-10.778675
0.179511,-0.138097,-10.775296
0.171646,-0.139264,-10.778976
0.178896,-0.144213,-10.777324
0.186781,-0.139328,-10.776562
0.182958,-0.145752,-10.770444
0.191101,-0.149413,-10.777871
0.194039,-0.152480,-10.774300
0.188095,-0.148747,-10.778060
0.188438,-0.147137,-10.777233
0.191995,-0.152613,-10.774231
0.195171,-0.155888,-10.767743
0.204551,-0.154485,-10.777752
0.195190,-0.155567,-10.781594
0.201831,-0.160974,-10.781469
0.202299,-0.163480,-10.779838
0.208617,-0.152496,-10.769534
0.197835,-0.154461,-10.778408
0.206311,-0.160838,-10.768258
0.202197,-0.162500,-10.773687
0.202969,-0.163952,-10.768761
0.202404,-0.162694,-10.779469
0.215149,-0.172870,-10.779181
0.213840,-0.162112,-10.777023
0.214071,-0.171492,-10.783696
0.225200,-0.176421,-10.777967
0.209617,-0.169287,-10.787710
0.212020,-0.167381,-10.777291
0.220902,-0.172570,-10.760907
0.212811,-0.184752,-10.766692
0.221161,-0.169321,-10.772524
0.235425,-0.182058,-10.775323
0.219771,-0.187473,-10.782276
0.231760,-0.192271,-10.779771
0.228479,-0.183128,-10.773061
0.227286,-0.183869,-10.775160
0.227734,-0.188810,-10.776158
0.234239,-0.187160,-10.775135
0.227983,-0.183357,-10.771060
0.230644,-0.191041,-10.779275
0.245704,-0.191578,-10.771774
0.237002,-0.191735,-10.770277
0.238594,-0.189547,-10.777743
0.239671,-0.192468,-10.771901
0.238512,-0.195016,-10.777277
0.245530,-0.197440,-10.774563
0.248614,-0.196857,-10.774580
0.234079,-0.196460,-10.776611
0.255547,-0.201402,-10.774134
0.253730,-0.199173,-10.764404
0.252484,-0.199759,-10.772785
0.253493,-0.207257,-10.778134
0.252757,-0.203943,-10.766958
0.257088,-0.206638,-10.781175
0.257751,-0.192347,-10.770986
0.250127,-0.210910,-10.776504
0.259159,-0.206780,-10.773962
0.259364,-0.199666,-10.777105
0.273063,-0.203178,-10.770261
0.258091,-0.217654,-10.775062
0.267557,-0.209966,-10.772485
0.271252,-0.211663,-10.775969
0.260186,-0.222138,-10.776207
0.278951,-0.215152,-10.773284
0.274116,-0.209549,-10.770908
0.276317,-0.230311,-10.778809
0.277450,-0.213728,-10.768321
0.273749,-0.209113,-10.777798
0.284914,-0.224375,-10.782095
0.280896,-0.212574,-10.764538
0.278908,-0.226586,-10.773658
0.277690,-0.225517,-10.775477
0.287779,-0.225841,-10.764466
0.277521,-0.227081,-10.773798
0.289169,-0.228041,-10.780264
0.281107,-0.220140,-10.778067
0.271788,-0.231557,-10.769380
0.286533,-0.231298,-10.774389
0.286200,-0.223214,-10.776593
0.286930,-0.223791,-10.778109
0.288467,-0.244348,-10.771622
0.291560,-0.233627,-10.780745
0.301890,-0.228701,-10.773535
0.295178,-0.236674,-10.777678
0.297852,-0.239317,-10.769484
0.292999,-0.233395,-10.773932
0.303428,-0.243841,-10.780889
0.296284,-0.243521,-10.765817
0.303334,-0.237307,-10.767102
0.296926,-0.242437,-10.772735
0.299132,-0.235725,-10.772939
0.298115,-0.231165,-10.767207
0.303093,-0.238763,-10.771820
0.309486,-0.242630,-10.772834
0.303022,-0.249101,-10.783430
0.313488,-0.250168,-10.776534
0.313907,-0.246385,-10.759585
0.313176,-0.247645,-9.985127
0.308270,-0.249580,-9.777594
0.316932,-0.252408,-9.769640
0.316532,-0.256279,-9.782297
0.314666,-0.261446,-9.764375
0.316872,-0.247309,-9.774167
0.319655,-0.250554,-9.776707
0.321927,-0.256619,-9.763923
0.315124,-0.251242,-9.775131
0.324663,-0.259411,-9.768108
0.319698,-0.267535,-9.780231
0.326170,-0.250802,-9.766558
0.335370,-0.265155,-9.770062
0.327995,-0.259294,-9.764826
0.323233,-0.263094,-9.772965
0.330425,-0.256835,-9.768283
0.328064,-0.264955,-9.773158
0.330539,-0.275608,-9.769111
0.338752,-0.269044,-9.757302
0.325497,-0.264374,-9.773350
0.326745,-0.269908,-9.780164
0.331061,-0.264527,-9.769227
0.333362,-0.273634,-9.763376
0.345903,-0.268186,-9.766802
0.325911,-0.270718,-9.767879
0.340160,-0.280144,-9.768686
0.332969,-0.272721,-9.764002
0.348337,-0.267660,-9.768402
0.344182,-0.274002,-9.769915
0.341479,-0.270574,-9.768853
0.342349,-0.277834,-9.772188
0.344076,-0.274267,-9.781830
0.350319,-0.283508,-9.766277
0.352083,-0.287700,-9.775372
0.354047,-0.274487,-9.774589
0.344853,-0.285863,-9.766690
0.346844,-0.283262,-9.773137
0.342300,-0.280371,-9.778471
0.358568,-0.274829,-9.767421
0.352806,-0.283966,-9.771972
0.345700,-0.284446,-9.766722
0.360988,-0.284138,-9.774321
0.369443,-0.273633,-9.767629
0.351990,-0.285720,-9.766623
0.363578,-0.286814,-9.768547
0.353122,-0.285288,-9.765987
0.363384,-0.284731,-9.774373
0.357649,-0.294553,-9.771428
0.364413,-0.295816,-9.763918
0.358202,-0.295408,-9.764165
0.357863,-0.294798,-9.767843
0.367385,-0.296655,-9.770605
0.366631,-0.288081,-9.766707
0.366425,-0.292549,-9.762384
0.372186,-0.295302,-9.769018
0.366438,-0.293977,-9.762421
0.379056,-0.302245,-9.764641
0.372165,-0.303087,-9.764070
0.372724,-0.284286,-9.767790
0.360885,-0.297985,-9.774325
0.369939,-0.288582,-9.767389
0.370835,-0.291883,-9.770301
0.373015,-0.303944,-9.769077
0.379688,-0.304400,-9.768962
0.373192,-0.304385,-9.768804
0.381408,-0.306891,-9.765706
0.374874,-0.299560,-9.773432
0.372632,-0.304007,-9.764497
0.371975,-0.301345,-9.771534
0.380186,-0.300551,-9.764146
0.379078,-0.302983,-9.775302
0.373332,-0.305128,-9.770548
0.383902,-0.308348,-9.766488
0.380076,-0.301749,-9.766263
0.388208,-0.298858,-9.772963
0.384775,-0.306287,-9.767660
0.389097,-0.310265,-9.767267
0.393226,-0.315036,-9.764252
0.393444,-0.306817,-9.769685
0.392485,-0.309334,-9.759067
0.388297,-0.306785,-9.764613
0.393656,-0.306190,-9.765636
0.398373,-0.307069,-9.774475
0.395877,-0.304532,-9.768237
