ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
2.996189,1.584339,1.254660
3.012172,1.592786,1.261349
3.028071,1.601188,1.268003
3.043886,1.609547,1.274622
3.059618,1.617861,1.281207
3.075268,1.626132,1.287756
3.090836,1.634359,1.294272
3.106322,1.642544,1.300753
3.121726,1.650685,1.307200
3.137050,1.658783,1.313614
3.152293,1.666839,1.319993
3.167457,1.674853,1.326339
3.182540,1.682825,1.332652
3.197545,1.690755,1.338932
3.212471,1.698643,1.345179
3.227318,1.706490,1.351393
3.242088,1.714295,1.357574
3.256780,1.722060,1.363723
3.271394,1.729784,1.369840
3.285933,1.737467,1.375924
3.300394,1.745110,1.381977
3.314780,1.752713,1.387998
3.329091,1.760276,1.393987
3.343326,1.767799,1.399945
3.357486,1.775283,1.405871
3.371573,1.782727,1.411767
3.385585,1.790133,1.417631
3.399524,1.797499,1.423465
3.413389,1.804827,1.429268
3.427182,1.812117,1.435040
3.440902,1.819368,1.440783
3.454551,1.826581,1.446495
3.468127,1.833756,1.452177
3.481633,1.840894,1.457829
3.495067,1.847994,1.463452
3.508431,1.855056,1.469045
3.521725,1.862082,1.474609
3.534949,1.869071,1.480143
3.548104,1.876023,1.485649
3.561189,1.882939,1.491125
3.574206,1.889818,1.496573
3.587155,1.896661,1.501992
3.600035,1.903469,1.507383
3.612848,1.910240,1.512746
3.625594,1.916976,1.518080
3.638273,1.923677,1.523387
3.650885,1.930343,1.528665
3.663431,1.936973,1.533916
3.675911,1.943569,1.539139
3.688326,1.950130,1.544335
3.700676,1.956657,1.549504
3.712960,1.963149,1.554645
3.725181,1.969607,1.559759
3.737337,1.976032,1.564847
3.749429,1.982423,1.569908
3.761458,1.988780,1.574942
3.773423,1.995103,1.579950
3.785326,2.001394,1.584932
3.797167,2.007652,1.589887
3.808945,2.013876,1.594817
3.820661,2.020068,1.599720
3.832316,2.026228,1.604598
3.843910,2.032355,1.609450
3.855442,2.038450,1.614277
3.866915,2.044513,1.619078
3.878327,2.050544,1.623854
3.889679,2.056544,1.628606
3.900971,2.062512,1.633332
3.912205,2.068449,1.638033
3.923379,2.074354,1.642710
3.934495,2.080229,1.647362
3.945552,2.086073,1.651990
3.956551,2.091886,1.656593
3.967493,2.097668,1.661172
3.978377,2.103420,1.665728
3.989204,2.109142,1.670259
3.999974,2.114834,1.674767
4.010688,2.120496,1.679250
4.021345,2.126129,1.683711
4.031946,2.131732,1.688148
4.042492,2.137305,1.692561
4.052983,2.142849,1.696952
4.063418,2.148364,1.701319
4.073798,2.153850,1.705664
4.084124,2.159307,1.709985
4.094396,2.164736,1.714284
4.104614,2.170136,1.718561
4.114779,2.175508,1.722815
4.124889,2.180852,1.727047
4.134947,2.186167,1.731256
4.144952,2.191455,1.735443
4.154905,2.196715,1.739609
4.164805,2.201947,1.743752
4.174654,2.207152,1.747874
4.184450,2.212329,1.751974
4.194196,2.217479,1.756053
4.203890,2.222603,1.760110
4.213533,2.227699,1.764146
4.223125,2.232769,1.768160
4.232667,2.237812,1.772154
4.242160,2.242828,1.776127
4.251602,2.247818,1.780079
4.260995,2.252782,1.784010
4.270338,2.257720,1.787920
4.279632,2.262632,1.791810
4.288878,2.267519,1.795679
4.298075,2.272379,1.799529
4.307224,2.277214,1.803358
4.316325,2.282024,1.807166
4.325377,2.286808,1.810955
4.334383,2.291568,1.814724
4.343341,2.296302,1.818473
4.352252,2.301012,1.822203
4.361117,2.305696,1.825913
4.369934,2.310357,1.829603
4.378706,2.314992,1.833274
4.387432,2.319604,1.836926
4.396111,2.324191,1.840559
4.404745,2.328754,1.844173
4.413334,2.333293,1.847767
4.421878,2.337808,1.851343
4.430377,2.342300,1.854900
4.438831,2.346768,1.858438
4.447241,2.351213,1.861958
4.455607,2.355634,1.865459
4.463929,2.360032,1.868942
4.472207,2.364407,1.872407
4.480441,2.368759,1.875853
4.488633,2.373088,1.879281
4.496781,2.377395,1.882692
4.504887,2.381678,1.886084
4.512950,2.385940,1.889459
4.520971,2.390179,1.892816
4.528950,2.394395,1.896155
4.536887,2.398590,1.899477
4.544782,2.402762,1.902781
4.552635,2.406913,1.906068
4.560448,2.411042,1.909338
4.568219,2.415149,1.912590
4.575950,2.419235,1.915826
4.583640,2.423299,1.919044
4.591290,2.427342,1.922246
4.598900,2.431364,1.925430
4.606469,2.435364,1.928598
4.613999,2.439344,1.931750
4.621490,2.443302,1.934885
4.628941,2.447240,1.938003
4.636353,2.451157,1.941105
4.643726,2.455054,1.944191
4.651060,2.458930,1.947261
4.658356,2.462786,1.950314
4.665613,2.466621,1.953352
4.672833,2.470437,1.956373
4.680014,2.474232,1.959379
4.687158,2.478008,1.962369
4.694265,2.481763,1.965343
4.701334,2.485499,1.968301
4.708366,2.489216,1.971244
4.715361,2.492913,1.974172
4.722319,2.496590,1.977084
4.729241,2.500248,1.979981
4.736126,2.503887,1.982863
4.742975,2.507507,1.985729
4.749789,2.511108,1.988581
4.756566,2.514690,1.991417
4.763308,2.518253,1.994239
4.770015,2.521797,1.997046
4.776686,2.525323,1.999838
4.783323,2.528830,2.002616
4.789924,2.532319,2.005379
4.796491,2.535790,2.008127
4.803024,2.539242,2.010861
4.809522,2.542676,2.013581
4.815986,2.546092,2.016286
4.822416,2.549491,2.018977
4.828812,2.552871,2.021654
4.835175,2.556234,2.024317
4.841504,2.559579,2.026966
4.847800,2.562906,2.029601
4.854064,2.566216,2.032222
4.860294,2.569509,2.034830
4.866491,2.572784,2.037424
4.872656,2.576043,2.040004
4.878789,2.579284,2.042570
4.884889,2.582508,2.045124
4.890958,2.585715,2.047663
4.896994,2.588905,2.050190
4.902999,2.592079,2.052703
4.908972,2.595235,2.055203
4.914914,2.598376,2.057690
4.920825,2.601500,2.060163
4.926705,2.604607,2.062624
4.932554,2.607698,2.065072
4.938372,2.610773,2.067507
4.944160,2.613832,2.069930
4.949917,2.616874,2.072339
4.955644,2.619901,2.074736
4.961341,2.622912,2.077120
4.967008,2.625907,2.079492
4.972645,2.628886,2.081851
4.978253,2.631850,2.084198
4.983831,2.634798,2.086533
4.989380,2.637731,2.088855
4.994900,2.640648,2.091166
5.000391,2.643550,2.093464
5.005853,2.646437,2.095750
5.011287,2.649308,2.098024
5.016692,2.652165,2.100286
5.022068,2.655006,2.102536
5.027417,2.657833,2.104774
5.032737,2.660644,2.107001
5.038029,2.663441,2.109216
5.043294,2.666223,2.111419
5.048530,2.668991,2.113611
5.053740,2.671744,2.115791
5.058922,2.674483,2.117960
5.064077,2.677207,2.120117
5.069205,2.679917,2.122264
5.074305,2.682613,2.124398
5.079380,2.685295,2.126522
5.084427,2.687962,2.128635
5.089448,2.690616,2.130736
5.094443,2.693255,2.132826
5.099411,2.695881,2.134906
5.104353,2.698493,2.136974
5.109270,2.701091,2.139032
5.114160,2.703676,2.141079
5.119025,2.706247,2.143115
5.123864,2.708805,2.145140
5.128678,2.711349,2.147155
5.133467,2.713880,2.149159
5.138231,2.716397,2.151153
5.142969,2.718901,2.153136
5.147683,2.721393,2.155108
5.152372,2.723871,2.157071
5.157036,2.726336,2.159023
5.161676,2.728788,2.160965
5.166291,2.731227,2.162897
5.170882,2.733654,2.164818
5.175450,2.736067,2.166730
5.179993,2.738468,2.168631
5.184512,2.740857,2.170522
5.189008,2.743233,2.172404
5.193480,2.745596,2.174276
5.197928,2.747947,2.176137
5.202353,2.750286,2.177989
5.206755,2.752612,2.179832
5.211134,2.754926,2.181664
5.215490,2.757228,2.183487
5.219823,2.759518,2.185301
5.224133,2.761796,2.187105
5.228421,2.764062,2.188899
5.232686,2.766316,2.190684
5.236929,2.768559,2.192460
5.241149,2.770789,2.194226
5.245347,2.773008,2.195983
5.249524,2.775215,2.197731
5.253678,2.777410,2.199470
5.257810,2.779594,2.201199
5.261921,2.781767,2.202920
5.266010,2.783928,2.204631
5.270078,2.786078,2.206334
5.274125,2.788217,2.208027
5.278150,2.790344,2.209712
5.282154,2.792460,2.211388
5.286137,2.794565,2.213055
5.290099,2.796659,2.214713
5.294040,2.798742,2.216362
5.297961,2.800814,2.218003
5.301861,2.802875,2.219636
5.305741,2.804925,2.221259
5.309600,2.806965,2.222874
5.313439,2.808994,2.224481
5.317258,2.811012,2.226079
5.321056,2.813020,2.227669
5.324835,2.815017,2.229251
5.328594,2.817003,2.230824
5.332333,2.818980,2.232389
5.336053,2.820945,2.233946
5.339753,2.822901,2.235494
5.343434,2.824846,2.237035
5.347095,2.826781,2.238567
5.350737,2.828706,2.240091
5.354360,2.830621,2.241608
5.357964,2.832525,2.243116
5.361549,2.834420,2.244617
5.365116,2.836305,2.246109
5.368663,2.838180,2.247594
5.372192,2.840045,2.249071
5.375703,2.841900,2.250540
5.379195,2.843745,2.252001
5.382668,2.845581,2.253455
5.386124,2.847407,2.254901
5.389561,2.849224,2.256340
5.392980,2.851031,2.257771
5.396381,2.852829,2.259194
5.399765,2.854617,2.260610
5.403130,2.856395,2.262019
5.406478,2.858165,2.263420
5.409809,2.859925,2.264814
5.413122,2.861676,2.266201
5.416417,2.863417,2.267580
5.419696,2.865150,2.268952
5.422957,2.866873,2.270317
5.426201,2.868588,2.271674
5.429427,2.870293,2.273025
5.432637,2.871990,2.274368
5.435830,2.873677,2.275705
5.439007,2.875356,2.277034
5.442166,2.877026,2.278357
5.445310,2.878687,2.279672
5.448436,2.880339,2.280981
5.451546,2.881983,2.282282
5.454640,2.883618,2.283577
5.457718,2.885245,2.284865
5.460779,2.886863,2.286146
5.463825,2.888472,2.287421
5.466854,2.890073,2.288689
5.469867,2.891666,2.289950
5.472865,2.893250,2.291205
5.475847,2.894826,2.292453
5.478813,2.896393,2.293694
5.481764,2.897953,2.294929
5.484699,2.899504,2.296157
5.487619,2.901047,2.297379
5.490524,2.902582,2.298595
5.493413,2.904109,2.299804
5.496287,2.905628,2.301007
5.499146,2.907139,2.302204
5.501990,2.908642,2.303394
5.504819,2.910137,2.304578
5.507633,2.911625,2.305756
5.510433,2.913104,2.306927
5.513217,2.914576,2.308093
5.515987,2.916040,2.309252
5.518743,2.917496,2.310406
5.521484,2.918945,2.311553
5.524211,2.920386,2.312694
5.526923,2.921819,2.313829
5.529621,2.923245,2.314958
5.532305,2.924664,2.316082
5.534975,2.926075,2.317199
5.537631,2.927478,2.318311
5.540273,2.928875,2.319416
5.542901,2.930264,2.320516
5.545516,2.931645,2.321610
5.548116,2.933020,2.322699
5.550703,2.934387,2.323782
5.553276,2.935747,2.324859
5.555836,2.937100,2.325930
5.558383,2.938445,2.326996
5.560916,2.939784,2.328056
5.563435,2.941116,2.329110
5.565942,2.942440,2.330159
5.568435,2.943758,2.331203
5.570915,2.945069,2.332241
5.573383,2.946373,2.333273
5.575837,2.947670,2.334301
5.578278,2.948960,2.335322
5.580707,2.950244,2.336339
5.583123,2.951520,2.337350
5.585526,2.952791,2.338356
5.587916,2.954054,2.339356
5.590294,2.955311,2.340351
5.592660,2.956561,2.341341
5.595013,2.957804,2.342326
5.597354,2.959042,2.343306
5.599682,2.960272,2.344280
5.601999,2.961496,2.345250
5.604303,2.962714,2.346214
5.606595,2.963925,2.347173
5.608875,2.965130,2.348128
5.611142,2.966329,2.349077
5.613399,2.967521,2.350021
5.615643,2.968707,2.350960
5.617875,2.969887,2.351895
5.620096,2.971061,2.352824
5.622305,2.972228,2.353749
5.624503,2.973389,2.354668
5.626688,2.974545,2.355583
5.628863,2.975694,2.356493
5.631026,2.976837,2.357398
5.633178,2.977974,2.358299
5.635318,2.979105,2.359195
5.637447,2.980231,2.360086
5.639565,2.981350,2.360972
5.641672,2.982464,2.361854
5.643768,2.983571,2.362731
5.645853,2.984673,2.363604
5.647927,2.985769,2.364472
5.649990,2.986859,2.365335
5.652042,2.987944,2.366194
5.654083,2.989023,2.367048
5.656114,2.990096,2.367898
5.658134,2.991163,2.368744
5.660143,2.992225,2.369585
5.662142,2.993282,2.370421
5.664130,2.994333,2.371253
5.666108,2.995378,2.372081
5.668076,2.996418,2.372905
5.670033,2.997452,2.373724
5.671980,2.998481,2.374539
5.673917,2.999505,2.375349
5.675843,3.000523,2.376156
5.677760,3.001536,2.376958
5.679666,3.002543,2.377755
5.681563,3.003545,2.378549
5.683449,3.004542,2.379339
5.685325,3.005534,2.380124
5.687192,3.006521,2.380905
5.689049,3.007502,2.381682
5.690896,3.008478,2.382455
5.692734,3.009449,2.383224
5.694561,3.010415,2.383989
5.696379,3.011376,2.384750
5.698188,3.012332,2.385507
5.699987,3.013283,2.386260
5.701777,3.014229,2.387009
5.703557,3.015169,2.387754
5.705328,3.016105,2.388496
5.707090,3.017036,2.389233
5.708842,3.017963,2.389966
5.710586,3.018884,2.390696
5.712320,3.019800,2.391422
5.714045,3.020712,2.392144
5.715760,3.021619,2.392862
5.717467,3.022521,2.393576
5.719165,3.023418,2.394287
5.720854,3.024311,2.394994
5.722534,3.025199,2.395697
5.724206,3.026082,2.396396
5.725868,3.026961,2.397092
5.727522,3.027835,2.397784
5.729167,3.028704,2.398473
5.730804,3.029569,2.399158
5.732432,3.030430,2.399839
5.734051,3.031285,2.400517
5.735662,3.032137,2.401191
5.737265,3.032984,2.401862
5.738859,3.033826,2.402529
5.740444,3.034664,2.403192
5.742022,3.035498,2.403853
5.743591,3.036327,2.404509
5.745151,3.037152,2.405163
5.746704,3.037972,2.405812
5.748249,3.038789,2.406459
5.749785,3.039601,2.407102
5.751313,3.040408,2.407741
5.752833,3.041212,2.408378
5.754346,3.042011,2.409011
5.755850,3.042806,2.409640
5.757347,3.043597,2.410266
5.758835,3.044384,2.410889
5.760316,3.045166,2.411509
5.761789,3.045945,2.412126
5.763254,3.046719,2.412739
5.764712,3.047489,2.413349
5.766162,3.048256,2.413956
5.767604,3.049018,2.414560
5.769039,3.049776,2.415160
5.770466,3.050530,2.415757
5.771886,3.051281,2.416351
5.773298,3.052027,2.416943
5.774703,3.052770,2.417531
5.776101,3.053508,2.418115
5.777491,3.054243,2.418697
5.778874,3.054974,2.419276
5.780249,3.055701,2.419852
5.781618,3.056424,2.420424
5.782979,3.057143,2.420994
5.784333,3.057859,2.421561
5.785680,3.058571,2.422125
5.787020,3.059279,2.422685
5.788352,3.059983,2.423243
5.789678,3.060684,2.423798
5.790997,3.061381,2.424350
5.792309,3.062074,2.424899
5.793614,3.062764,2.425445
5.794912,3.063450,2.425989
5.796204,3.064133,2.426529
5.797488,3.064812,2.427067
5.798766,3.065487,2.427602
5.800038,3.066159,2.428134
5.801302,3.066827,2.428663
5.802560,3.067492,2.429189
5.803811,3.068153,2.429713
5.805056,3.068811,2.430234
5.806294,3.069465,2.430752
5.807526,3.070116,2.431268
5.808751,3.070764,2.431780
5.809970,3.071408,2.432290
5.811182,3.072049,2.432798
5.812388,3.072686,2.433303
5.813588,3.073320,2.433805
5.814781,3.073951,2.434304
5.815968,3.074578,2.434801
5.817149,3.075202,2.435295
5.818324,3.075823,2.435787
5.819492,3.076441,2.436276
5.820655,3.077055,2.436762
5.821811,3.077666,2.437246
5.822961,3.078274,2.437728
5.824105,3.078879,2.438207
5.825243,3.079480,2.438683
5.826376,3.080078,2.439157
5.827502,3.080674,2.439628
5.828622,3.081266,2.440097
5.829737,3.081855,2.440563
5.830845,3.082441,2.441027
5.831948,3.083023,2.441489
5.833045,3.083603,2.441948
5.834136,3.084180,2.442405
5.835222,3.084754,2.442859
5.836302,3.085324,2.443311
5.837376,3.085892,2.443761
5.838444,3.086457,2.444208
5.839507,3.087018,2.444653
5.840565,3.087577,2.445095
5.841616,3.088133,2.445535
5.842663,3.088686,2.445973
5.843703,3.089236,2.446409
5.844739,3.089783,2.446842
5.845768,3.090327,2.447273
5.846793,3.090869,2.447702
5.847812,3.091407,2.448128
5.848826,3.091943,2.448553
5.849834,3.092476,2.448975
5.850837,3.093006,2.449394
5.851835,3.093534,2.449812
5.852828,3.094058,2.450227
5.853815,3.094580,2.450641
5.854797,3.095099,2.451052
5.855774,3.095615,2.451461
5.856746,3.096129,2.451867
5.857713,3.096640,2.452272
5.858675,3.097148,2.452675
5.859632,3.097654,2.453075
5.860583,3.098157,2.453473
5.861530,3.098657,2.453870
5.862472,3.099155,2.454264
5.863408,3.099650,2.454656
5.864340,3.100142,2.455046
5.865267,3.100632,2.455434
5.866189,3.101120,2.455820
5.867107,3.101604,2.456203
5.868019,3.102087,2.456585
5.868927,3.102566,2.456965
5.869829,3.103044,2.457343
5.870728,3.103518,2.457719
5.871621,3.103990,2.458093
5.872510,3.104460,2.458465
5.873394,3.104927,2.458835
5.874273,3.105392,2.459203
5.875148,3.105854,2.459569
5.876018,3.106314,2.459933
5.876884,3.106772,2.460296
5.877745,3.107227,2.460656
5.878602,3.107680,2.461014
5.879454,3.108130,2.461371
5.880301,3.108578,2.461726
5.881145,3.109024,2.462079
5.881983,3.109467,2.462430
5.882818,3.109908,2.462779
5.883648,3.110346,2.463126
5.884473,3.110783,2.463472
5.885295,3.111217,2.463816
5.886112,3.111649,2.464158
5.886924,3.112078,2.464498
5.887733,3.112505,2.464836
5.888537,3.112930,2.465173
5.889337,3.113353,2.465507
5.890133,3.113774,2.465840
5.890924,3.114192,2.466172
5.891711,3.114608,2.466501
5.892495,3.115022,2.466829
5.893274,3.115434,2.467155
5.894049,3.115843,2.467480
5.894820,3.116251,2.467802
5.895587,3.116656,2.468123
5.896350,3.117059,2.468443
5.897109,3.117461,2.468760
5.897864,3.117860,2.469076
5.898615,3.118256,2.469390
5.899362,3.118651,2.469703
5.900105,3.119044,2.470014
5.900844,3.119435,2.470323
5.901580,3.119823,2.470631
5.902311,3.120210,2.470937
5.903039,3.120594,2.471242
5.903762,3.120977,2.471545
5.904482,3.121357,2.471846
5.905199,3.121736,2.472146
5.905911,3.122113,2.472444
5.906620,3.122487,2.472741
5.907325,3.122860,2.473036
5.908026,3.123230,2.473329
5.908724,3.123599,2.473621
5.909418,3.123966,2.473912
5.910108,3.124331,2.474201
5.910795,3.124694,2.474488
5.911478,3.125055,2.474774
5.912158,3.125414,2.475058
5.912834,3.125771,2.475341
5.913506,3.126126,2.475623
5.914175,3.126480,2.475903
5.914840,3.126831,2.476181
5.915502,3.127181,2.476458
5.916160,3.127529,2.476734
5.916815,3.127875,2.477008
5.917467,3.128220,2.477280
5.918115,3.128562,2.477552
5.918760,3.128903,2.477821
5.919401,3.129242,2.478090
5.920039,3.129579,2.478357
5.920673,3.129914,2.478622
5.921305,3.130248,2.478887
5.921933,3.130580,2.479149
5.922557,3.130910,2.479411
5.923179,3.131238,2.479671
5.923797,3.131565,2.479930
5.924412,3.131890,2.480187
5.925023,3.132213,2.480443
5.925632,3.132535,2.480698
5.926237,3.132855,2.480951
5.926839,3.133173,2.481203
5.927438,3.133489,2.481453
5.928034,3.133804,2.481703
5.928626,3.134117,2.481951
5.929216,3.134429,2.482198
5.929802,3.134739,2.482443
5.930385,3.135047,2.482687
5.930966,3.135354,2.482930
5.931543,3.135659,2.483172
5.932117,3.135962,2.483412
5.932688,3.136264,2.483651
5.933256,3.136564,2.483889
5.933822,3.136863,2.484125
5.934384,3.137160,2.484361
5.934943,3.137456,2.484595
5.935500,3.137750,2.484828
5.936053,3.138042,2.485059
5.936603,3.138333,2.485290
5.937151,3.138623,2.485519
5.937696,3.138911,2.485747
5.938238,3.139197,2.485974
5.938777,3.139482,2.486199
5.939313,3.139765,2.486424
5.939846,3.140047,2.486647
5.940377,3.140328,2.486869
5.940905,3.140606,2.487090
5.941430,3.140884,2.487310
5.941952,3.141160,2.487528
5.942472,3.141435,2.487746
5.942989,3.141708,2.487962
5.943503,3.141979,2.488177
5.944014,3.142250,2.488391
5.944523,3.142519,2.488604
5.945029,3.142786,2.488816
5.945532,3.143052,2.489026
5.946033,3.143317,2.489236
5.946531,3.143580,2.489445
5.947027,3.143842,2.489652
5.947520,3.144102,2.489858
5.948010,3.144362,2.490063
5.948498,3.144619,2.490268
5.948983,3.144876,2.490471
5.949466,3.145131,2.490673
5.949946,3.145385,2.490874
5.950423,3.145637,2.491073
5.950898,3.145888,2.491272
5.951371,3.146138,2.491470
5.951841,3.146386,2.491667
5.952309,3.146633,2.491863
5.952774,3.146879,2.492057
5.953237,3.147124,2.492251
5.953697,3.147367,2.492444
5.954155,3.147609,2.492635
5.954610,3.147850,2.492826
5.955063,3.148089,2.493015
5.955514,3.148327,2.493204
5.955963,3.148564,2.493392
5.956409,3.148800,2.493578
5.956852,3.149035,2.493764
5.957294,3.149268,2.493949
5.957733,3.149500,2.494133
5.958169,3.149731,2.494315
5.958604,3.149960,2.494497
5.959036,3.150189,2.494678
5.959466,3.150416,2.494858
5.959893,3.150642,2.495037
5.960319,3.150867,2.495215
5.960742,3.151090,2.495392
5.961163,3.151313,2.495568
5.961581,3.151534,2.495743
5.961998,3.151754,2.495918
5.962412,3.151973,2.496091
5.962824,3.152191,2.496264
5.963234,3.152408,2.496435
5.963642,3.152623,2.496606
5.964048,3.152838,2.496776
5.964452,3.153051,2.496945
5.964853,3.153263,2.497113
5.965252,3.153474,2.497280
5.965650,3.153684,2.497446
5.966045,3.153893,2.497611
5.966438,3.154101,2.497776
5.966829,3.154307,2.497940
5.967218,3.154513,2.498102
5.967605,3.154717,2.498264
5.967990,3.154921,2.498425
5.968373,3.155123,2.498586
5.968753,3.155324,2.498745
5.969132,3.155525,2.498904
5.969509,3.155724,2.499061
5.969884,3.155922,2.499218
5.970257,3.156119,2.499374
5.970628,3.156315,2.499530
5.970997,3.156510,2.499684
5.971364,3.156704,2.499838
5.971729,3.156897,2.499990
5.972092,3.157089,2.500142
5.972454,3.157280,2.500294
5.972813,3.157470,2.500444
5.973171,3.157659,2.500594
5.973526,3.157847,2.500743
5.973880,3.158034,2.500891
5.974232,3.158220,2.501038
5.974582,3.158405,2.501185
5.974931,3.158589,2.501330
5.975277,3.158772,2.501475
5.975622,3.158954,2.501619
5.975964,3.159135,2.501763
5.976305,3.159316,2.501906
5.976645,3.159495,2.502048
5.976982,3.159673,2.502189
5.977318,3.159851,2.502329
5.977652,3.160027,2.502469
5.977984,3.160203,2.502608
5.978314,3.160377,2.502746
5.978643,3.160551,2.502884
5.978970,3.160724,2.503021
5.979295,3.160896,2.503157
5.979619,3.161067,2.503292
5.979940,3.161237,2.503427
5.980261,3.161406,2.503561
5.980579,3.161574,2.503694
5.980896,3.161742,2.503827
5.981211,3.161908,2.503959
5.981524,3.162074,2.504090
5.981836,3.162239,2.504220
5.982146,3.162402,2.504350
5.982455,3.162566,2.504479
5.982762,3.162728,2.504608
5.983067,3.162889,2.504736
5.983371,3.163050,2.504863
5.983673,3.163209,2.504989
5.983974,3.163368,2.505115
5.984273,3.163526,2.505240
5.984570,3.163683,2.505365
5.984866,3.163840,2.505488
5.985160,3.163995,2.505612
5.985453,3.164150,2.505734
5.985744,3.164304,2.505856
5.986034,3.164457,2.505977
5.986322,3.164609,2.506098
5.986609,3.164761,2.506218
5.986894,3.164911,2.506337
5.987177,3.165061,2.506456
5.987460,3.165210,2.506574
5.987740,3.165359,2.506691
5.988019,3.165506,2.506808
5.988297,3.165653,2.506924
5.988573,3.165799,2.507040
5.988848,3.165944,2.507155
5.989122,3.166089,2.507270
5.989394,3.166233,2.507383
5.989664,3.166376,2.507497
5.989933,3.166518,2.507609
5.990201,3.166659,2.507721
5.990467,3.166800,2.507833
5.990732,3.166940,2.507944
5.990996,3.167079,2.508054
5.991258,3.167218,2.508164
5.991518,3.167355,2.508273
5.991778,3.167493,2.508381
5.992036,3.167629,2.508489
5.992292,3.167765,2.508597
5.992548,3.167899,2.508703
