ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
27.652757,0.000000,-16.617507
27.653220,-0.001749,-16.616737
27.654099,-0.005147,-16.615273
27.655352,-0.010027,-16.613185
27.656940,-0.016238,-16.610536
27.658828,-0.023643,-16.607383
27.660985,-0.032120,-16.603777
27.663380,-0.041556,-16.599764
27.665989,-0.051850,-16.595387
27.668788,-0.062911,-16.590682
27.671754,-0.074657,-16.585685
27.674870,-0.087012,-16.580426
27.678117,-0.099910,-16.574932
27.681479,-0.113289,-16.569230
27.684943,-0.127094,-16.563342
27.688495,-0.141275,-16.557288
27.692124,-0.155788,-16.551088
27.695819,-0.170590,-16.544758
27.699571,-0.185646,-16.538313
27.703371,-0.200923,-16.531768
27.707212,-0.216390,-16.525135
27.711086,-0.232020,-16.518425
27.714988,-0.247789,-16.511649
27.718912,-0.263674,-16.504815
27.722852,-0.279657,-16.497932
27.726805,-0.295718,-16.491009
27.730765,-0.311841,-16.484050
27.734731,-0.328013,-16.477064
27.738697,-0.344219,-16.470054
27.742662,-0.360448,-16.463028
27.746623,-0.376689,-16.455988
27.750577,-0.392933,-16.448939
27.754522,-0.409170,-16.441885
27.758457,-0.425394,-16.434830
27.762379,-0.441597,-16.427776
27.766287,-0.457772,-16.420726
27.770181,-0.473915,-16.413683
27.774058,-0.490020,-16.406648
27.777918,-0.506082,-16.399624
27.781759,-0.522098,-16.392613
27.785582,-0.538063,-16.385617
27.789385,-0.553976,-16.378636
27.793167,-0.569832,-16.371672
27.796929,-0.585629,-16.364727
27.800669,-0.601365,-16.357801
27.804388,-0.617039,-16.350896
27.808084,-0.632647,-16.344012
27.811758,-0.648189,-16.337150
27.815410,-0.663663,-16.330310
27.819039,-0.679068,-16.323494
27.822644,-0.694403,-16.316702
27.826227,-0.709668,-16.309935
27.829786,-0.724860,-16.303192
27.833323,-0.739980,-16.296475
27.836836,-0.755028,-16.289783
27.840325,-0.770002,-16.283117
27.843792,-0.784902,-16.276477
27.847235,-0.799728,-16.269863
27.850655,-0.814480,-16.263277
27.854051,-0.829158,-16.256716
27.857425,-0.843761,-16.250183
27.860775,-0.858289,-16.243677
27.864103,-0.872743,-16.237198
27.867408,-0.887122,-16.230746
27.870690,-0.901427,-16.224321
27.873949,-0.915657,-16.217924
27.877185,-0.929813,-16.211554
27.880400,-0.943895,-16.205212
27.883592,-0.957903,-16.198897
27.886761,-0.971837,-16.192609
27.889909,-0.985697,-16.186349
27.893035,-0.999484,-16.180116
27.896139,-1.013198,-16.173910
27.899221,-1.026840,-16.167732
27.902282,-1.040408,-16.161581
27.905322,-1.053905,-16.155458
27.908340,-1.067329,-16.149362
27.911337,-1.080682,-16.143292
27.914314,-1.093964,-16.137250
27.917269,-1.107174,-16.131235
27.920204,-1.120314,-16.125247
27.923119,-1.133383,-16.119286
27.926013,-1.146382,-16.113352
27.928887,-1.159312,-16.107445
27.931741,-1.172172,-16.101564
27.934575,-1.184963,-16.095710
27.937390,-1.197685,-16.089882
27.940185,-1.210339,-16.084081
27.942960,-1.222925,-16.078307
27.945716,-1.235444,-16.072558
27.948453,-1.247895,-16.066836
27.951171,-1.260279,-16.061140
27.953870,-1.272596,-16.055471
27.956551,-1.284847,-16.049827
27.959213,-1.297032,-16.044209
27.961856,-1.309152,-16.038617
27.964481,-1.321206,-16.033050
27.967089,-1.333196,-16.027509
27.969678,-1.345120,-16.021994
27.972249,-1.356981,-16.016504
27.974802,-1.368778,-16.011040
27.977338,-1.380511,-16.005601
27.979856,-1.392181,-16.000187
27.982357,-1.403788,-15.994798
27.984841,-1.415333,-15.989434
27.987308,-1.426816,-15.984095
27.989758,-1.438237,-15.978781
27.992191,-1.449596,-15.973491
27.994608,-1.460894,-15.968226
27.997007,-1.472131,-15.962986
27.999391,-1.483308,-15.957770
28.001758,-1.494424,-15.952578
28.004109,-1.505481,-15.947411
28.006444,-1.516478,-15.942268
28.008763,-1.527416,-15.937149
28.011066,-1.538296,-15.932054
28.013354,-1.549116,-15.926983
28.015626,-1.559879,-15.921935
28.017882,-1.570583,-15.916911
28.020123,-1.581230,-15.911911
28.022349,-1.591820,-15.906935
28.024560,-1.602352,-15.901981
28.026756,-1.612828,-15.897051
28.028937,-1.623248,-15.892145
28.031103,-1.633612,-15.887261
28.033255,-1.643920,-15.882401
28.035392,-1.654172,-15.877563
28.037515,-1.664369,-15.872749
28.039623,-1.674512,-15.867957
28.041717,-1.684600,-15.863187
28.043798,-1.694634,-15.858441
28.045864,-1.704613,-15.853717
28.047916,-1.714540,-15.849015
28.049954,-1.724413,-15.844336
28.051979,-1.734232,-15.839678
28.053990,-1.743999,-15.835043
28.055988,-1.753714,-15.830430
28.057973,-1.763376,-15.825839
28.059944,-1.772987,-15.821270
28.061902,-1.782546,-15.816723
28.063847,-1.792053,-15.812197
28.065778,-1.801510,-15.807693
28.067697,-1.810916,-15.803210
28.069604,-1.820271,-15.798749
28.071497,-1.829576,-15.794309
28.073378,-1.838831,-15.789891
28.075247,-1.848036,-15.785493
28.077103,-1.857192,-15.781117
28.078947,-1.866299,-15.776761
28.080778,-1.875357,-15.772427
28.082598,-1.884366,-15.768113
28.084405,-1.893327,-15.763820
28.086201,-1.902240,-15.759547
28.087984,-1.911106,-15.755295
28.089756,-1.919923,-15.751064
28.091516,-1.928694,-15.746853
28.093265,-1.937417,-15.742662
28.095002,-1.946094,-15.738491
28.096727,-1.954724,-15.734341
28.098442,-1.963307,-15.730210
28.100145,-1.971845,-15.726100
28.101836,-1.980337,-15.722009
28.103517,-1.988784,-15.717938
28.105187,-1.997185,-15.713887
28.106846,-2.005541,-15.709855
28.108494,-2.013852,-15.705843
28.110131,-2.022119,-15.701850
28.111757,-2.030342,-15.697877
28.113373,-2.038521,-15.693922
28.114978,-2.046655,-15.689987
28.116573,-2.054747,-15.686071
28.118158,-2.062794,-15.682174
28.119732,-2.070799,-15.678296
28.121296,-2.078761,-15.674437
28.122850,-2.086680,-15.670597
28.124393,-2.094557,-15.666775
28.125927,-2.102392,-15.662972
28.127451,-2.110185,-15.659187
28.128965,-2.117936,-15.655421
28.130469,-2.125646,-15.651673
28.131963,-2.133314,-15.647944
28.133448,-2.140941,-15.644232
28.134923,-2.148528,-15.640539
28.136388,-2.156074,-15.636864
28.137844,-2.163579,-15.633207
28.139291,-2.171045,-15.629567
28.140729,-2.178470,-15.625945
28.142157,-2.185856,-15.622342
28.143576,-2.193203,-15.618755
28.144986,-2.200510,-15.615186
28.146387,-2.207778,-15.611635
28.147778,-2.215007,-15.608101
28.149161,-2.222197,-15.604585
28.150535,-2.229349,-15.601085
28.151901,-2.236463,-15.597603
28.153257,-2.243539,-15.594138
28.154605,-2.250577,-15.590690
28.155944,-2.257577,-15.587259
28.157275,-2.264540,-15.583845
28.158597,-2.271466,-15.580447
28.159911,-2.278355,-15.577067
28.161217,-2.285207,-15.573703
28.162514,-2.292022,-15.570355
28.163803,-2.298801,-15.567024
28.165084,-2.305544,-15.563709
28.166356,-2.312251,-15.560411
28.167621,-2.318922,-15.557129
28.168877,-2.325557,-15.553863
28.170126,-2.332157,-15.550613
28.171366,-2.338722,-15.547379
28.172599,-2.345251,-15.544162
28.173824,-2.351746,-15.540960
28.175042,-2.358206,-15.537774
28.176251,-2.364632,-15.534603
28.177453,-2.371023,-15.531449
28.178647,-2.377381,-15.528310
28.179834,-2.383704,-15.525186
28.181014,-2.389994,-15.522078
28.182186,-2.396250,-15.518985
28.183350,-2.402472,-15.515908
28.184508,-2.408662,-15.512846
28.185658,-2.414818,-15.509799
28.186800,-2.420942,-15.506767
28.187936,-2.427033,-15.503750
28.189065,-2.433092,-15.500749
28.190186,-2.439118,-15.497762
28.191301,-2.445112,-15.494790
28.192408,-2.451074,-15.491832
28.193509,-2.457005,-15.488890
28.194602,-2.462903,-15.485962
28.195689,-2.468771,-15.483048
28.196769,-2.474607,-15.480149
28.197843,-2.480412,-15.477265
28.198910,-2.486186,-15.474395
28.199970,-2.491929,-15.471539
28.201023,-2.497641,-15.468697
28.202070,-2.503324,-15.465870
28.203110,-2.508976,-15.463056
28.204144,-2.514597,-15.460257
28.205172,-2.520189,-15.457472
28.206193,-2.525751,-15.454700
28.207208,-2.531284,-15.451942
28.208217,-2.536787,-15.449198
28.209219,-2.542261,-15.446468
28.210215,-2.547705,-15.443752
28.211205,-2.553121,-15.441049
28.212189,-2.558507,-15.438359
28.213167,-2.563866,-15.435683
28.214139,-2.569195,-15.433020
28.215105,-2.574496,-15.430371
