ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
1.000000,1.000000,-10.780325
1.000291,0.999943,-10.780382
1.000851,0.999830,-10.780486
1.001656,0.816261,-10.780631
1.002703,0.727591,-10.780819
1.003970,0.654517,-10.781044
1.005441,0.588681,-10.781300
1.007099,0.529357,-10.781583
1.008929,0.475891,-10.781890
1.010918,0.427698,-10.782217
1.013052,0.384248,-10.782560
0.671449,0.345066,-10.782918
0.476480,0.309671,-10.783180
0.433098,0.277697,-10.783381
0.394404,0.248820,-10.783565
0.359928,0.222729,-10.783731
0.329249,0.199146,-10.783880
0.301987,0.177818,-10.784014
0.277801,0.158521,-10.784131
0.256382,0.141051,-10.784234
0.237454,0.125225,-10.784323
0.220765,0.110878,-10.784399
0.206093,0.097864,-10.784462
0.193234,0.086048,-10.784514
0.182005,0.075311,-10.784556
0.172244,0.065545,-10.784587
0.163802,0.056654,-10.784609
0.156547,0.048550,-10.784623
0.150357,0.041155,-10.784629
0.145127,0.034398,-10.784627
0.140758,0.028216,-10.784619
0.137163,0.022551,-10.784604
0.134263,0.017353,-10.784584
0.131989,0.012574,-10.784558
0.130275,0.008174,-10.784527
0.129064,0.004115,-10.784491
0.128305,0.000363,-10.784451
0.127952,-0.003112,-10.784408
0.127961,-0.006338,-10.784360
0.128296,-0.009339,-10.784309
0.128923,-0.012136,-10.784255
0.129811,-0.014751,-10.784197
0.130933,-0.017201,-10.784137
0.132263,-0.019501,-10.784075
0.133779,-0.021667,-10.784010
0.135462,-0.023712,-10.783942
0.137294,-0.025646,-10.783873
0.139258,-0.027482,-10.783801
0.141339,-0.029228,-10.783727
0.143524,-0.030892,-10.783652
0.145802,-0.032483,-10.783575
0.148161,-0.034008,-10.783496
0.150593,-0.035472,-10.783416
0.153089,-0.036882,-10.783335
0.155640,-0.038241,-10.783252
0.158240,-0.039556,-10.783167
0.160883,-0.040830,-10.783082
0.163563,-0.042067,-10.782995
