gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-0.049491,0.242692,0.052295
0.202343,0.415380,0.222219
0.148675,0.631031,0.274682
0.220537,0.790598,0.447867
0.282941,0.908115,0.515962
0.266752,1.122043,0.523090
0.390379,1.295538,0.649876
0.383655,1.318207,0.749324
0.438559,1.424813,0.712895
0.466993,1.548571,0.806909
0.429823,1.612761,0.789171
0.449217,1.728684,0.793753
0.601015,1.767603,0.907647
0.565371,1.795044,0.962584
0.603821,1.895414,0.871601
0.502050,1.945098,1.024589
0.623874,1.924799,0.951872
0.515126,2.025356,0.904164
0.625861,2.091400,0.959285
0.615779,2.052564,1.022132
0.615465,2.131111,0.981418
0.605597,2.076190,1.048581
0.602840,2.091361,1.080251
0.558919,2.032517,1.002312
0.624946,2.160213,1.028789
0.677724,2.138818,0.987526
0.709698,2.107658,1.014410
0.562782,2.149480,1.070971
0.508607,2.188408,1.062656
0.565116,2.217702,1.077615
0.649366,2.143084,1.125037
0.656537,2.076023,1.160887
0.609506,2.144407,1.077439
0.661258,2.161099,1.098097
0.603957,2.199345,0.991495
0.559973,2.106699,1.100556
0.613463,2.163320,1.011734
0.633754,2.174623,1.100763
0.626204,2.105126,1.083824
0.612437,2.066596,1.120243
0.581871,2.212133,1.038702
0.564084,2.027712,1.081692
0.622204,2.132311,0.996501
0.602969,2.076882,1.002125
0.560261,2.044707,1.033892
0.533593,2.104397,0.974362
0.552644,2.030725,0.976949
0.652473,2.056587,0.957130
0.686450,2.059796,1.049733
0.504129,1.987641,1.029843
0.516769,1.983425,0.978188
0.529861,1.977579,1.040972
0.518578,2.043790,0.953214
0.607866,2.039682,1.012397
0.577203,1.896266,0.869959
0.603905,1.975532,0.899734
0.535135,1.896987,0.970688
0.567016,2.018447,0.871757
0.592620,1.927518,0.911427
0.608953,1.963598,0.964821
0.634423,1.949164,0.926464
0.499561,1.943978,0.887436
0.460428,1.891943,0.912670
0.564211,1.896957,0.904279
0.563134,1.907807,0.831681
0.545862,1.923144,0.916484
0.570695,1.853661,0.934496
0.559938,1.860355,0.942427
0.516273,1.898407,0.872474
0.544435,1.867841,0.902517
0.523731,1.825848,0.866103
0.438179,1.897789,0.866638
0.554130,1.797725,0.900973
0.491453,1.756530,0.840450
0.488919,1.812921,0.890309
0.470319,1.708001,0.879027
0.504789,1.814727,0.857220
0.515936,1.814821,0.877231
0.525273,1.690013,0.823290
0.460565,1.820146,0.859114
0.553372,1.730113,0.840524
0.450355,1.716884,0.848443
0.433775,1.738801,0.820192
0.497679,1.751212,0.788302
0.512865,1.754521,0.840310
0.507899,1.748451,0.774136
0.498536,1.696330,0.823519
0.439752,1.653006,0.824651
0.440758,1.716133,0.827722
0.415764,1.622739,0.917564
0.523558,1.670975,0.804216
0.413360,1.689879,0.720132
0.475685,1.667986,0.836416
0.480160,1.628644,0.809213
0.406666,1.589999,0.820744
0.440434,1.618128,0.806816
0.407356,1.595413,0.804780
0.369095,1.653269,0.716438
0.419341,1.572428,0.674561
0.454914,1.621489,0.723035
0.430533,1.616033,0.677859
0.443625,1.576962,0.777872
0.454130,1.558085,0.871608
0.409873,1.557970,0.729712
0.492737,1.577911,0.750218
0.380325,1.484524,0.787482
0.338808,1.505280,0.730136
0.405619,1.420475,0.738840
0.382134,1.513426,0.797119
0.441329,1.537119,0.688788
0.400564,1.545065,0.692967
0.461632,1.531150,0.656416
0.415472,1.504047,0.735663
