ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
27.652757,0.000000,-16.617507
27.653455,-0.000782,-16.616346
27.654781,-0.002267,-16.614139
27.656671,-0.004383,-16.610992
27.659067,-0.007068,-16.607001
27.661917,-0.010261,-16.602251
27.665174,-0.013911,-16.596821
27.668795,-0.017970,-16.590780
27.672740,-0.022394,-16.584193
27.676976,-0.027144,-16.577117
27.681469,-0.032186,-16.569603
27.686192,-0.037486,-16.561699
27.691119,-0.043017,-16.553447
27.696225,-0.048752,-16.544886
27.701490,-0.054668,-16.536051
27.706895,-0.060743,-16.526972
27.712422,-0.066958,-16.517678
27.718056,-0.073296,-16.508195
27.723783,-0.079740,-16.498546
27.729589,-0.086278,-16.488753
27.735464,-0.092895,-16.478833
27.741397,-0.099580,-16.468804
27.747378,-0.106324,-16.458682
27.753400,-0.113115,-16.448480
27.759455,-0.119947,-16.438212
27.765535,-0.126811,-16.427888
27.771635,-0.133700,-16.417519
27.777749,-0.140608,-16.407114
27.783872,-0.147530,-16.396682
27.790000,-0.154461,-16.386230
27.796129,-0.161395,-16.375766
27.802254,-0.168329,-16.365294
27.808373,-0.175259,-16.354821
27.814483,-0.182182,-16.344352
27.820582,-0.189095,-16.333891
27.826666,-0.195995,-16.323442
27.832734,-0.202879,-16.313010
27.838784,-0.209747,-16.302596
27.844814,-0.216595,-16.292205
27.850823,-0.223422,-16.281839
27.856809,-0.230227,-16.271500
27.862771,-0.237008,-16.261190
27.868709,-0.243764,-16.250912
27.874621,-0.250493,-16.240667
27.880507,-0.257196,-16.230456
27.886365,-0.263871,-16.220281
27.892196,-0.270517,-16.210143
27.897998,-0.277133,-16.200043
27.903772,-0.283720,-16.189983
27.909516,-0.290276,-16.179962
27.915231,-0.296802,-16.169982
27.920916,-0.303297,-16.160043
27.926570,-0.309760,-16.150146
27.932195,-0.316191,-16.140292
27.937789,-0.322590,-16.130480
27.943353,-0.328957,-16.120711
27.948886,-0.335292,-16.110986
27.954388,-0.341594,-16.101305
27.959859,-0.347864,-16.091668
27.965300,-0.354102,-16.082074
