gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378123.452418,38.851609,-48.676131,-0.917709,2.216709,-2.286922
6378136.537754,39.534490,-59.187387,-0.820973,2.116492,-2.185629
6378126.399630,47.679128,-54.112587,-0.888285,2.188000,-2.299128
6378132.219365,48.423247,-55.898438,-0.926501,2.202090,-2.203926
6378126.851147,36.027009,-59.900399,-0.829734,2.211532,-2.344273
6378132.912451,41.519929,-69.657337,-0.954006,2.326581,-2.290847
6378124.095804,50.062249,-49.248656,-0.806291,2.204981,-2.253598
6378127.447350,52.812331,-78.430920,-0.839718,2.121467,-2.137667
6378126.210388,53.437839,-80.218609,-0.868545,2.047662,-2.441724
6378116.708527,50.665136,-67.603961,-0.772043,1.880367,-2.831614
6378117.690019,58.239679,-70.794935,-0.562254,1.593140,-3.195104
6378126.091372,65.000780,-69.343635,-0.265911,1.470906,-3.520954
6378126.602021,60.697976,-86.536128,0.210678,1.435167,-3.637946
6378125.056154,63.301486,-88.174622,0.613962,1.413733,-3.763699
6378126.260674,63.272812,-78.223055,1.085581,1.629258,-3.798315
6378120.482478,67.806914,-100.751099,1.455213,2.061166,-3.633755
6378123.302289,62.308633,-100.568494,1.789533,2.541671,-3.376086
6378124.203900,63.146224,-109.480182,1.996565,3.188291,-3.041791
6378134.414256,69.924354,-99.148177,1.362512,3.430845,-2.848780
6378123.691840,74.298248,-101.269867,1.134921,3.569954,-3.435000
6378118.981659,78.268927,-113.776240,0.857557,3.494741,-4.186970
6378129.071628,84.137321,-124.978445,1.042154,3.494976,-3.942387
6378140.504109,93.894198,-122.074170,0.981478,3.545369,-3.974902
6378130.645719,82.446934,-128.864249,1.082629,3.508769,-4.051414
6378130.177913,90.544705,-130.548162,1.019712,3.587175,-3.864889
6378134.069305,98.608803,-136.059559,1.186339,3.570725,-3.964897
6378131.470936,100.417276,-133.385283,1.141367,3.576088,-3.975482
6378130.370140,101.082126,-137.472605,1.040062,3.463716,-3.936867
6378139.739834,109.399637,-133.632045,1.077395,3.668245,-3.881428
6378133.658104,112.163083,-139.562234,1.230778,3.566032,-3.929987
6378140.177409,120.128754,-150.442874,1.297422,3.557741,-3.983609
6378146.304153,114.484931,-151.341907,1.142707,3.553044,-3.957973
6378149.024567,109.077183,-143.695024,1.225360,3.679465,-3.908760
6378142.539011,127.511595,-156.567970,0.967779,3.860529,-3.994438
6378145.828212,129.660910,-163.450077,0.529817,4.272769,-3.786418
6378142.354792,125.884043,-176.110958,0.094094,4.505642,-3.768198
6378138.187868,144.820619,-164.200452,-0.435420,4.850186,-3.705509
6378149.538967,145.513515,-171.325130,-1.008144,4.982261,-3.639695
6378143.157147,147.483728,-180.143642,-1.716248,5.149195,-3.596903
6378144.278360,143.903023,-177.265383,-2.415087,5.233241,-3.361793
6378140.854104,160.026253,-179.272819,-3.290868,5.145489,-3.206364
6378135.408318,170.842873,-190.691924,-4.033441,4.878672,-3.043811
6378135.655881,168.610274,-188.948557,-4.708598,4.611428,-2.813353
6378128.989152,170.796927,-199.314029,-5.656258,4.376566,-3.386456
6378116.599753,164.690713,-199.507662,-6.162919,4.010382,-4.137272
6378109.491422,177.057865,-198.368731,-6.276116,3.829205,-4.223231
6378106.671972,182.803031,-213.143035,-6.327382,3.688280,-4.112683
6378103.521295,182.009380,-211.496421,-6.345611,3.777167,-4.105145
6378095.138246,185.108854,-218.786459,-6.248717,3.805979,-4.113148
6378088.328526,187.245019,-215.485486,-6.411051,3.796826,-4.150858
6378084.641052,201.354647,-232.373238,-6.324546,3.822604,-4.118555
6378074.572451,207.433608,-213.642119,-6.343554,3.770647,-4.070748
6378072.875830,205.683788,-234.114164,-6.351441,3.807758,-4.110636
6378059.239025,209.376811,-232.739482,-6.297500,3.872702,-4.098516
6378052.916238,217.864925,-246.493424,-6.343589,3.729749,-4.047299
6378047.113260,217.844426,-242.263944,-6.320832,3.828966,-4.119520
6378048.217604,222.614267,-253.060474,-6.556928,3.817801,-3.752327
6378049.194194,214.650014,-254.055731,-7.408469,3.490539,-2.175561
6378030.534120,228.801285,-247.263710,-8.036204,2.890853,-0.601678
6378020.019159,221.142050,-252.906134,-8.202831,2.141800,1.379747
6378013.696797,236.299613,-243.368924,-7.920681,1.372914,2.935418
6378004.421245,233.077845,-236.684117,-7.375404,0.726435,4.377895
6377990.767987,238.470051,-229.853689,-6.599432,0.401996,5.819707
6377984.460572,231.877886,-243.563133,-5.581223,0.298013,6.853782
6377984.901731,234.969709,-231.739438,-4.689710,0.715710,7.570354
6377983.546700,236.990523,-216.894107,-4.103757,1.145173,8.005168
6377972.437905,238.795616,-204.855519,-3.401458,1.760787,8.315904
6377982.512579,242.724876,-199.551014,-2.453453,0.974081,9.124183
6377975.880301,232.462658,-199.691366,-1.842122,0.498705,9.753579
6377971.516498,236.887222,-179.557494,-1.615025,0.455089,9.765249
6377971.550269,230.217066,-176.834785,-1.400044,0.471655,9.781501
6377964.838077,242.703697,-154.126359,-1.351715,0.448482,9.798714
6377963.892444,241.186621,-150.568784,-1.245541,0.585331,9.833109
6377965.487704,245.654837,-154.777015,-1.215343,0.447848,9.711210
6377969.857187,241.400267,-134.469851,-1.213181,0.427584,9.822497
6377964.338253,245.405276,-133.620369,-1.279749,0.530765,9.714733
6377965.623605,245.219383,-125.289595,-1.125379,0.547527,9.827771
6377958.966768,239.122565,-97.494029,-1.270144,0.526232,9.803468
6377962.264691,242.611389,-85.533368,-1.175071,0.443530,9.816451
6377962.788595,255.888165,-87.434483,-1.184235,0.487964,9.852853
6377961.542773,248.875487,-76.301211,-1.175059,0.505463,9.805749
6377950.676872,240.215979,-67.512745,-0.485227,0.538839,9.941146
6377963.451199,252.496116,-57.790232,0.896278,0.802082,9.888529
6377953.183608,250.838706,-57.100867,2.113958,1.196034,9.683679
6377966.826508,245.817406,-45.547946,3.320527,1.751153,9.364915
6377957.288107,262.840860,-39.965173,4.384615,2.147420,8.864203
6377963.463629,260.134611,-11.721699,5.368124,2.850569,8.168767
6377967.616239,256.344133,-13.946796,6.228324,3.495684,7.412603
6377980.181191,269.628467,-10.800885,6.910632,4.160775,6.403315
6377980.514945,272.941519,3.268531,7.436158,4.877406,5.283623
6377998.700877,279.459055,17.345889,7.784808,5.693929,4.186683
