ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
1.000000,0.632644,-10.780325
1.000230,0.569077,-10.780331
1.000681,0.511521,-10.780341
1.001342,0.459332,-10.780354
1.002200,0.411931,-10.780371
1.003245,0.368797,-10.780389
1.004463,0.329447,-10.780415
1.005842,0.293456,-10.780459
1.007371,0.260482,-10.780522
1.009037,0.230218,-10.780605
1.010829,0.202388,-10.780708
1.012737,0.176745,-10.780829
1.008793,0.153068,-10.780967
0.459721,0.131154,-10.781119
0.417632,0.110632,-10.781129
0.380052,0.091513,-10.781130
0.346528,0.073653,-10.781123
0.316656,0.056926,-10.781107
0.290071,0.041219,-10.781083
0.266443,0.026429,-10.781050
0.245476,0.012466,-10.781009
0.226904,-0.000753,-10.780959
0.210486,-0.013302,-10.780902
0.196007,-0.025246,-10.780836
0.183271,-0.036643,-10.780763
0.172104,-0.047549,-10.780682
0.162347,-0.058009,-10.780594
0.153859,-0.068066,-10.780498
0.146512,-0.077759,-10.780394
0.140191,-0.087122,-10.780284
0.134791,-0.096186,-10.780166
0.130221,-0.104979,-10.780042
0.126395,-0.113525,-10.779911
0.123238,-0.121847,-10.779774
0.120682,-0.129965,-10.779630
0.118666,-0.137896,-10.779480
0.117135,-0.145658,-10.779323
0.116039,-0.153263,-10.779161
0.115332,-0.160726,-10.778993
0.114976,-0.168058,-10.778819
0.114934,-0.175270,-10.778639
0.115173,-0.182371,-10.778454
0.115663,-0.189369,-10.778263
0.116380,-0.196272,-10.778068
0.117297,-0.203088,-10.777867
0.118395,-0.209821,-10.777661
0.119654,-0.216478,-10.777450
0.121057,-0.223063,-10.777235
0.122588,-0.229582,-10.777014
0.124232,-0.236038,-10.776789
0.125978,-0.242434,-10.776560
0.127815,-0.248775,-10.776326
0.129730,-0.255062,-10.776088
0.131717,-0.261299,-10.775846
0.133766,-0.267488,-10.775599
0.135869,-0.273632,-10.775349
0.138021,-0.279731,-10.775095
0.140215,-0.285788,-10.774836
0.142446,-0.291805,-10.774574
0.144709,-0.297782,-10.774309
0.146999,-0.303722,-10.774039
0.149312,-0.309625,-10.773767
0.151646,-0.315492,-10.773490
0.153996,-0.321325,-10.773211
0.156360,-0.327124,-10.772928
0.158736,-0.332890,-10.772642
0.161121,-0.338624,-10.772352
0.163513,-0.344326,-10.772060
0.165910,-0.349998,-10.771765
0.168310,-0.355639,-10.771466
0.170713,-0.361251,-10.771165
0.173116,-0.366833,-10.770861
0.175518,-0.372386,-10.770554
0.177919,-0.377910,-10.770245
0.180317,-0.383407,-10.769933
