ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.002608,0.002071,0.002865
0.007562,0.006004,0.008594
0.014624,0.011611,0.017189
0.023581,0.018723,0.028648
0.034238,0.027185,0.042972
0.046420,0.036857,0.060161
0.059969,0.047615,0.080090
0.074741,0.059343,0.102477
0.090606,0.071940,0.127064
0.107447,0.085312,0.153619
0.125159,0.099374,0.181932
0.143644,0.114052,0.211812
0.162817,0.129275,0.243089
0.182599,0.144982,0.275606
0.202920,0.161116,0.309224
0.223715,0.177627,0.343816
0.244926,0.194468,0.379266
0.266502,0.211599,0.415472
0.288395,0.228982,0.452340
0.310562,0.246583,0.489785
0.332965,0.264370,0.527730
0.355570,0.282318,0.566107
0.378344,0.300400,0.604854
0.401259,0.318595,0.643913
0.424290,0.336881,0.683235
0.447414,0.355241,0.722773
0.470609,0.373658,0.762485
0.493858,0.392117,0.802336
0.517142,0.410605,0.842290
0.540448,0.429109,0.882318
0.563761,0.447619,0.922391
0.587068,0.466125,0.962487
0.610359,0.484618,1.002581
0.633624,0.503089,1.042655
0.656853,0.521533,1.082690
0.680039,0.539943,1.122671
0.703174,0.558312,1.162582
0.726252,0.576635,1.202411
0.749267,0.594909,1.242146
0.772213,0.613128,1.281776
0.795087,0.631290,1.321292
0.817884,0.649390,1.360686
0.840600,0.667426,1.399951
0.863232,0.685396,1.439079
0.885777,0.703296,1.478065
0.908233,0.721126,1.516903
0.930597,0.738883,1.555589
0.952867,0.756565,1.594119
0.975041,0.774171,1.632489
0.997119,0.791700,1.670695
1.019098,0.809151,1.708736
1.040977,0.826523,1.746608
1.062756,0.843816,1.784310
1.084434,0.861027,1.821840
1.106009,0.878158,1.859195
1.127482,0.895207,1.896376
1.148852,0.912175,1.933380
1.170118,0.929060,1.970208
1.191281,0.945862,2.006857
1.212339,0.962583,2.043328
1.233293,0.979220,2.079621
1.254144,0.995775,2.115735
1.274890,1.012247,2.151669
1.295531,1.028636,2.187424
