q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000025,0.000018,0.000023
1.000000,0.000075,0.000052,0.000066
1.000000,0.000150,0.000101,0.000128
1.000000,0.000250,0.000163,0.000206
1.000000,0.000375,0.000237,0.000299
1.000000,0.000525,0.000322,0.000405
1.000000,0.000699,0.000416,0.000523
0.999999,0.000894,0.000518,0.000652
0.999999,0.001108,0.000629,0.000790
0.999998,0.001340,0.000746,0.000937
0.999998,0.001587,0.000869,0.001091
0.999997,0.001847,0.000998,0.001252
0.999996,0.002120,0.001131,0.001418
0.999995,0.002403,0.001269,0.001590
0.999994,0.002696,0.001411,0.001767
0.999992,0.002997,0.001556,0.001948
0.999991,0.003306,0.001704,0.002132
0.999989,0.003621,0.001855,0.002319
0.999987,0.003942,0.002008,0.002509
0.999985,0.004268,0.002163,0.002701
0.999983,0.004599,0.002320,0.002895
0.999980,0.004933,0.002479,0.003091
0.999977,0.005270,0.002639,0.003288
0.999974,0.005609,0.002800,0.003486
0.999971,0.005951,0.002962,0.003685
0.999968,0.006295,0.003125,0.003885
0.999964,0.006640,0.003288,0.004085
0.999960,0.006987,0.003452,0.004286
0.999957,0.007334,0.003616,0.004486
0.999952,0.007682,0.003781,0.004687
0.999948,0.008030,0.003946,0.004888
0.999944,0.008378,0.004111,0.005089
0.999939,0.008726,0.004275,0.005289
0.999934,0.009074,0.004440,0.005489
0.999929,0.009422,0.004605,0.005689
0.999924,0.009769,0.004770,0.005888
0.999918,0.010115,0.004934,0.006086
0.999913,0.010461,0.005098,0.006284
0.999907,0.010805,0.005262,0.006482
0.999901,0.011149,0.005425,0.006678
0.999895,0.011492,0.005589,0.006874
0.999888,0.011833,0.005751,0.007069
0.999882,0.012173,0.005913,0.007264
0.999875,0.012512,0.006075,0.007457
0.999869,0.012850,0.006236,0.007650
0.999862,0.013187,0.006397,0.007842
0.999855,0.013522,0.006557,0.008032
0.999848,0.013855,0.006717,0.008222
0.999840,0.014187,0.006876,0.008411
0.999833,0.014518,0.007035,0.008600
0.999825,0.014847,0.007193,0.008787
0.999818,0.015175,0.007350,0.008973
0.999810,0.015501,0.007507,0.009158
0.999802,0.015826,0.007663,0.009342
0.999794,0.016149,0.007819,0.009526
0.999785,0.016470,0.007973,0.009708
0.999777,0.016790,0.008128,0.009889
0.999769,0.017108,0.008281,0.010070
0.999760,0.017425,0.008434,0.010249
0.999751,0.017740,0.008587,0.010428
0.999743,0.018053,0.008739,0.010605
0.999734,0.018365,0.008890,0.010782
0.999725,0.018676,0.009040,0.010957
0.999716,0.018984,0.009190,0.011132
0.999706,0.019291,0.009339,0.011305
