gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
0.302620,0.224749,0.200854
0.570471,0.469651,0.456294
0.870478,0.572981,0.713316
1.183649,0.681710,0.903849
1.457019,0.858028,1.037534
1.759320,0.982965,1.242265
1.954376,1.076370,1.306121
2.221274,1.124539,1.494631
2.568207,1.293990,1.645401
2.676570,1.303373,1.644467
2.802423,1.384342,1.800802
2.972625,1.555321,1.833320
3.102878,1.568036,1.863726
3.235616,1.585500,1.988708
3.305701,1.594871,2.039435
3.508538,1.694758,2.092836
3.549682,1.676093,2.124122
3.626624,1.747318,2.137823
3.670163,1.735366,2.173276
3.689360,1.861837,2.175120
3.718325,1.757124,2.235839
3.872479,1.814273,2.266988
3.771099,1.882467,2.301875
3.854987,1.803714,2.269076
3.988601,1.883432,2.285695
3.926820,1.873161,2.281374
3.981293,1.819048,2.271670
3.964345,1.869636,2.318652
3.968377,1.860785,2.280093
3.979375,1.822675,2.294203
3.911150,1.921923,2.230199
3.997703,1.908833,2.271355
3.925495,1.919567,2.279295
3.974905,1.863966,2.279070
3.996666,1.917792,2.344888
4.014174,1.892689,2.261539
3.869534,1.921678,2.265073
3.968767,1.845531,2.301577
3.894097,1.872360,2.233762
3.927930,1.845094,2.246587
3.935859,1.871014,2.292075
3.909926,1.848740,2.210765
3.907519,1.839578,2.223584
3.959473,1.836595,2.295650
3.943573,1.817906,2.131193
3.879057,1.820123,2.234777
3.792647,1.887665,2.136571
3.829775,1.867220,2.143193
3.826343,1.872960,2.169440
3.850162,1.821804,2.226502
3.772615,1.845429,2.132572
3.768708,1.798287,2.198917
3.737741,1.862493,2.158780
3.767990,1.869561,2.168549
3.720565,1.730520,2.108650
3.711165,1.762558,2.098173
3.702361,1.732302,2.036072
3.623062,1.790515,2.073336
3.592568,1.821380,2.070071
3.616328,1.680796,2.035976
3.671071,1.746195,1.944067
3.640954,1.842582,2.043115
3.455953,1.686682,2.016821
3.529106,1.723886,2.025613
3.463435,1.741968,2.024445
3.470001,1.663623,2.015750
3.483464,1.662431,1.937871
3.396259,1.608728,2.016836
3.432575,1.662505,1.964799
3.450768,1.706364,1.941332
3.402627,1.664270,1.917317
3.421839,1.680520,1.944720
3.400569,1.568288,1.943666
3.338533,1.614987,1.939135
3.259589,1.707302,1.891479
3.306446,1.568823,1.889904
3.329028,1.654098,1.818903
3.363142,1.560396,1.895742
3.308604,1.595533,1.813864
3.238941,1.630056,1.818735
3.187145,1.545927,1.837613
3.239625,1.647356,1.762833
3.226103,1.620426,1.756742
3.190070,1.606920,1.782391
3.182294,1.585631,1.810075
3.158930,1.556437,1.836851
3.070176,1.520373,1.730660
3.153926,1.562653,1.773550
3.083776,1.518323,1.750824
3.091714,1.529126,1.752545
3.080803,1.411218,1.748464
3.024311,1.530048,1.771836
3.013580,1.468333,1.673202
3.003054,1.539055,1.691159
2.957405,1.449524,1.661862
3.005862,1.443175,1.645748
2.944851,1.439660,1.692303
2.982618,1.491072,1.620764
2.951393,1.506853,1.651779
3.034548,1.451274,1.635480
2.889946,1.430235,1.570201
2.876831,1.456685,1.605674
2.864828,1.453764,1.590608
2.872621,1.469961,1.584600
2.828110,1.327545,1.627161
2.845994,1.415458,1.550656
2.704439,1.443948,1.582883
2.768496,1.376861,1.513702
2.792297,1.387203,1.624389
2.809237,1.350825,1.560662
2.776285,1.394230,1.561796
2.761476,1.371407,1.556149
2.747983,1.225785,1.430787
2.637284,1.361496,1.542497
2.695476,1.317924,1.449784
2.694937,1.367988,1.520893
2.654964,1.301190,1.478820
2.693987,1.308271,1.454281
2.612964,1.391174,1.483189
2.626012,1.361192,1.434554
2.665738,1.303632,1.472082
2.646412,1.285616,1.450956
2.553433,1.298219,1.457872
2.592600,1.277800,1.466351
2.611162,1.236330,1.371157
2.468460,1.323070,1.404622
2.519333,1.272227,1.443364
2.496775,1.238014,1.463427
2.484725,1.286404,1.375097
2.421792,1.264630,1.342218
2.484161,1.278850,1.325593
2.461940,1.249933,1.263618
2.424403,1.235687,1.381942
2.453583,1.235820,1.291498
2.450684,1.267686,1.353759
2.355682,1.214875,1.323588
2.355229,1.206035,1.338981
2.346826,1.176320,1.366284
2.343664,1.221910,1.226827
2.385798,1.237893,1.263182
2.332404,1.233144,1.284922
2.343254,1.255659,1.297433
2.312375,1.153194,1.271089
2.396922,1.239420,1.339984
2.324897,1.140885,1.259421
2.321851,1.124285,1.249830
2.240302,1.233938,1.296159
2.263218,1.174034,1.239171
2.210023,1.174154,1.235411
2.222986,1.157604,1.255837
2.209175,1.186833,1.193598
2.221097,1.132174,1.153883
2.167885,1.179239,1.180740
2.249073,1.121922,1.211422
2.212335,1.057411,1.204883
2.148688,1.187073,1.165151
2.135635,1.136284,1.110544
2.162863,1.092462,1.153842
2.162627,1.164344,1.144142
2.049038,1.094325,1.226761
2.115036,1.008594,1.123376
2.118683,1.078079,1.060889
2.144500,1.110751,1.114091
2.046721,1.073378,1.137069
2.077084,1.022167,1.111064
2.055056,1.069567,1.183993
2.140328,1.044985,1.177090
1.980453,1.065252,1.096564
2.019773,1.085582,1.151969
2.063182,1.023830,1.084215
1.989514,1.096890,1.090775
1.990426,1.023959,1.125383
2.027353,1.004995,1.128313
1.961117,1.061309,1.208669
1.936923,1.022007,1.065019
1.908197,1.050941,1.055640
1.974711,0.947659,1.019537
1.893064,1.014773,1.001095
1.896825,1.050066,1.061616
1.865322,0.916107,0.965216
1.876002,0.923710,1.100178
1.825851,1.019317,0.916269
1.884617,0.913577,1.073491
1.827861,0.948942,1.044434
1.806506,0.918250,0.984739
1.849413,0.912721,0.979082
1.835994,0.951114,1.026374
1.755963,0.966125,0.965275
1.744989,0.940050,1.016576
1.811554,0.919166,1.065957
1.786542,0.939336,1.060385
1.790265,0.931646,1.015409
1.824571,0.932389,0.902095
1.786014,0.898644,0.990957
1.744434,0.960354,0.968492
1.729368,0.909286,0.882003
1.640581,0.901645,0.910830
1.726170,0.939053,0.979665
1.717375,0.910081,0.994953
1.732784,0.917406,0.957755
1.670388,0.868828,0.864228
1.723625,0.822005,0.950273
1.686164,0.912887,0.889130
1.598742,0.940076,0.830164
1.642421,0.923275,0.826419
1.711108,0.907366,0.909972
1.607093,0.884903,0.878707
1.632808,0.900273,0.935401
1.560674,0.824495,0.925398
1.615996,0.840360,0.856480
1.573120,0.845801,0.877211
1.585423,0.895276,0.902988
1.586069,0.829420,0.814274
1.591855,0.798877,0.851625
1.524555,0.813686,0.832557
