ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378157.279190,170.502262,-118.603974,-3.189561,-2.241789,4.382122
6378154.551479,167.817200,-114.181652,-2.222794,-3.090315,4.449903
6378152.875724,164.429384,-109.728321,-1.098634,-3.637410,4.446316
6378152.146943,160.394701,-105.339043,-0.779433,-4.590778,4.308950
6378151.067834,155.295668,-101.100588,-1.384201,-5.599569,4.172333
6378149.571798,149.529713,-96.993893,-1.535204,-5.813171,4.044586
6378148.013981,143.692502,-92.992917,-1.577282,-5.857572,3.963523
6378146.423168,137.821136,-89.055336,-1.602435,-5.883102,3.915328
6378144.812681,131.930026,-85.155395,-1.617394,-5.897939,3.886751
6378143.190510,126.027407,-81.277756,-1.626267,-5.906618,3.869832
6378141.561414,120.118041,-77.413314,-1.631520,-5.911716,3.859824
6378139.928219,114.204708,-73.556677,-1.634628,-5.914716,3.853907
6378138.292601,108.289039,-69.704653,-1.636466,-5.916486,3.850410
6378136.655550,102.371991,-65.855356,-1.637552,-5.917530,3.848344
6378135.017653,96.454129,-62.007670,-1.638194,-5.918146,3.847123
6378133.379255,90.535787,-58.160936,-1.638573,-5.918510,3.846401
6378131.740561,84.617162,-54.314764,-1.638797,-5.918725,3.845975
6378130.367052,78.545047,-50.670921,-0.771026,-6.384973,3.177960
6378130.309796,71.942773,-48.074058,0.667286,-6.737944,1.991655
6378131.662375,65.235815,-46.682338,2.030497,-6.595794,0.784863
6378134.301510,58.892700,-46.466970,3.225186,-6.019581,-0.345590
6378138.023502,53.301577,-47.311702,4.185623,-5.106986,-1.323130
6378142.575320,48.741119,-49.036583,4.879731,-3.976719,-2.098040
6378147.688819,45.367819,-51.426713,5.309235,-2.751701,-2.650667
6378153.112295,43.219651,-54.262380,5.504271,-1.543595,-2.990957
6378158.634405,42.233593,-57.346981,5.513746,-0.440908,-3.154515
6378164.097126,42.272622,-60.529506,5.393403,0.497831,-3.195777
