mag_x (uT),mag_y (uT),mag_z (uT)
27.640098,-0.014804,-16.619601
27.662415,-0.000839,-16.627883
27.653934,-0.002812,-16.643348
27.642755,-0.006718,-16.635035
27.665977,0.005004,-16.593681
27.651201,-0.018608,-16.595305
27.668202,-0.010358,-16.585391
27.675428,-0.009626,-16.565395
27.676123,-0.039862,-16.570274
27.686131,-0.025927,-16.535515
27.709189,-0.053381,-16.546118
27.704840,-0.037352,-16.499455
27.723974,-0.047458,-16.513998
27.737554,-0.044925,-16.488910
27.739679,-0.053921,-16.476873
27.736384,-0.067290,-16.456144
27.770634,-0.060952,-16.434835
27.781180,-0.054339,-16.409526
27.785012,-0.085157,-16.391857
27.794855,-0.080649,-16.385541
27.814047,-0.086453,-16.347170
27.835353,-0.099170,-16.319223
27.835801,-0.081693,-16.304732
27.868458,-0.120976,-16.283262
27.855953,-0.129125,-16.266874
27.884407,-0.132197,-16.224891
27.897797,-0.122373,-16.219579
27.902642,-0.147749,-16.192855
27.934428,-0.141971,-16.171641
27.960970,-0.169951,-16.143836
27.950038,-0.164634,-16.103058
27.963044,-0.171226,-16.084248
27.974428,-0.167560,-16.045248
27.993376,-0.163810,-16.033014
28.009041,-0.191463,-16.027404
28.036585,-0.197692,-15.964659
28.031412,-0.197897,-15.947499
28.032756,-0.201085,-15.925846
28.048374,-0.204396,-15.906051
28.083818,-0.225289,-15.888311
28.096230,-0.229607,-15.863895
28.099845,-0.218492,-15.842699
28.135423,-0.234449,-15.803636
28.144340,-0.231117,-15.781766
28.146782,-0.259027,-15.771530
28.142562,-0.235354,-15.742106
28.181821,-0.257722,-15.704614
28.195484,-0.248980,-15.682901
28.198436,-0.274843,-15.671163
28.218656,-0.292283,-15.632793
28.231616,-0.289346,-15.627076
28.259835,-0.314687,-15.607162
28.264654,-0.300103,-15.571882
28.273283,-0.307171,-15.549681
28.279650,-0.315657,-15.530149
28.299805,-0.328590,-15.511283
28.335056,-0.321761,-15.485371
28.326360,-0.327818,-15.434147
28.340616,-0.348974,-15.425691
28.340416,-0.348944,-15.410649
28.353947,-0.349222,-15.362177
28.372142,-0.350899,-15.362425
28.365278,-0.369075,-15.345289
28.415921,-0.353018,-15.307889
28.414979,-0.360624,-15.292997
28.425919,-0.385352,-15.264141
28.440741,-0.370043,-15.247869
28.443583,-0.408330,-15.223628
28.467141,-0.395176,-15.208962
28.453881,-0.396396,-15.180811
28.475866,-0.403152,-15.140550
28.513276,-0.421593,-15.135302
28.487960,-0.429849,-15.098661
28.509406,-0.425981,-15.088072
28.521769,-0.410241,-15.067488
28.552891,-0.435038,-15.047351
28.552111,-0.433817,-15.025790
28.569117,-0.445470,-15.000787
28.563758,-0.446783,-14.977818
28.585093,-0.445730,-14.966529
28.590199,-0.459020,-14.932692
28.618006,-0.462240,-14.914313
28.595975,-0.472541,-14.898403
28.623044,-0.491127,-14.882338
28.643236,-0.470116,-14.855120
28.635918,-0.487615,-14.818533
28.663308,-0.476743,-14.825318
28.645047,-0.483321,-14.816466
28.660228,-0.513515,-14.765591
28.683492,-0.489718,-14.752352
28.692251,-0.493519,-14.729713
28.723989,-0.526933,-14.704042
28.717029,-0.533565,-14.685413
28.736328,-0.523004,-14.687575
28.735619,-0.519858,-14.650524
28.757684,-0.532811,-14.639574
28.741142,-0.536184,-14.614192
28.769404,-0.536664,-14.594443
28.780944,-0.526958,-14.589427
28.786202,-0.545483,-14.558233
28.803023,-0.553188,-14.520145
28.805404,-0.569016,-14.542065
28.822600,-0.553175,-14.492774
28.819614,-0.585220,-14.501175
28.837184,-0.574981,-14.472788
28.829211,-0.569432,-14.456615
28.855460,-0.579254,-14.420821
28.849341,-0.580657,-14.408587
28.878743,-0.576622,-14.380269
28.860360,-0.588377,-14.383530
28.889780,-0.596380,-14.353025
28.898872,-0.619317,-14.356163
28.894052,-0.608418,-14.332754
28.918860,-0.590336,-14.304368
28.921346,-0.629423,-14.279766
28.934522,-0.606782,-14.280556
28.952745,-0.609720,-14.232917
28.932108,-0.626357,-14.224596
28.957438,-0.621425,-14.198272
28.959330,-0.610410,-14.199389
28.976459,-0.649233,-14.174995
28.979629,-0.631744,-14.152845
28.994980,-0.635413,-14.130755
29.004611,-0.648373,-14.130871
28.976384,-0.666914,-14.097449
29.007477,-0.657231,-14.094445
29.024062,-0.670839,-14.074936
29.030832,-0.654031,-14.039214
29.015883,-0.668724,-14.047952
29.029958,-0.671354,-14.007340
29.047246,-0.674410,-13.997000
29.064775,-0.679932,-13.998121
29.095661,-0.675735,-13.983691
29.080130,-0.678924,-13.953798
29.083521,-0.673714,-13.942883
29.101639,-0.700356,-13.916888
29.098379,-0.699148,-13.906920
29.120668,-0.687077,-13.903754
29.129085,-0.684396,-13.885658
29.127706,-0.697982,-13.851609
29.142800,-0.700981,-13.846254
29.144411,-0.716896,-13.824846
29.138359,-0.724143,-13.819581
29.140598,-0.723184,-13.798324
29.157793,-0.727657,-13.795955
29.178361,-0.701543,-13.763042
29.187450,-0.734954,-13.753858
29.204776,-0.717561,-13.738994
29.178634,-0.716860,-13.727733
29.214580,-0.740905,-13.717675
29.183979,-0.742894,-13.700588
29.219551,-0.745339,-13.680343
29.219510,-0.725106,-13.671532
29.222482,-0.748946,-13.659817
29.235523,-0.757872,-13.634098
29.237413,-0.761409,-13.632046
29.231173,-0.770215,-13.600546
29.263406,-0.761610,-13.578275
29.249793,-0.752506,-13.575113
29.266279,-0.767777,-13.560667
29.277893,-0.781618,-13.546320
29.279781,-0.752717,-13.527103
29.287150,-0.774885,-13.550788
29.284773,-0.778942,-13.495652
29.286119,-0.782638,-13.471532
29.302118,-0.784308,-13.488078
29.300960,-0.785426,-13.461659
29.320103,-0.798755,-13.467157
29.322903,-0.809334,-13.421700
29.308490,-0.786424,-13.418642
29.332916,-0.794612,-13.397008
29.337858,-0.787530,-13.397956
29.336741,-0.800019,-13.400566
29.338660,-0.822362,-13.364860
29.365799,-0.799030,-13.326737
29.345966,-0.797738,-13.332079
29.372372,-0.806462,-13.320882
29.381388,-0.798249,-13.323772
29.374346,-0.829213,-13.290069
29.384891,-0.821839,-13.306684
29.399634,-0.825860,-13.293683
29.386559,-0.830951,-13.254720
29.396416,-0.841089,-13.247007
29.418685,-0.817797,-13.231577
29.414517,-0.841643,-13.215633
29.420241,-0.837471,-13.222021
29.396407,-0.842758,-13.192931
29.443486,-0.836267,-13.168686
29.444783,-0.839184,-13.177025
29.444728,-0.863849,-13.167565
29.444015,-0.862400,-13.144437
29.460827,-0.851869,-13.142261
29.449170,-0.855923,-13.129369
29.465304,-0.863002,-13.106341
29.473211,-0.854133,-13.110651
29.470568,-0.855806,-13.078349
29.486064,-0.872943,-13.082865
29.485200,-0.866580,-13.053481
29.484213,-0.894979,-13.053984
29.504244,-0.867917,-13.049968
29.494182,-0.859894,-13.035438
29.515498,-0.888175,-13.023194
29.524526,-0.873215,-13.002441
29.535162,-0.881529,-12.992094
29.526104,-0.870881,-12.981633
29.531898,-0.880697,-12.982467
29.528091,-0.881951,-12.960520
29.532540,-0.874984,-12.953907
29.537011,-0.895031,-12.952387
29.558138,-0.899384,-12.939946
29.546752,-0.910052,-12.932970
29.556747,-0.891451,-12.896165
29.549174,-0.905349,-12.884792
29.556691,-0.915681,-12.902938
29.562884,-0.903809,-12.860395
29.584302,-0.907521,-12.841751
29.581430,-0.900903,-12.853560
29.571165,-0.908403,-12.834058
29.582786,-0.908048,-12.852975
29.601906,-0.914570,-12.816506
29.617622,-0.933270,-12.808555
29.588207,-0.932886,-12.790774
29.602056,-0.936779,-12.797530
29.603212,-0.914646,-12.777271
29.598417,-0.928289,-12.765472
29.607499,-0.925096,-12.750915
29.627291,-0.953790,-12.750263
29.623999,-0.920413,-12.740565
29.627262,-0.934130,-12.734638
29.653880,-0.935656,-12.710302
29.654026,-0.941374,-12.726925
29.645721,-0.923649,-12.708576
29.641358,-0.957144,-12.696922
29.661723,-0.960458,-12.669418
29.657644,-0.944288,-12.659557
29.653887,-0.948725,-12.662119
29.666792,-0.952387,-12.651796
29.649596,-0.947872,-12.649052
29.681755,-0.946686,-12.633061
29.686306,-0.949154,-12.631126
29.686058,-0.962932,-12.607945
29.679884,-0.949695,-12.588281
29.681894,-0.966603,-12.570067
29.685536,-0.973067,-12.588683
29.693121,-0.963788,-12.563269
29.674829,-0.976087,-12.548929
29.719166,-0.959964,-12.554598
29.698945,-0.972572,-12.525703
29.709017,-0.961512,-12.524671
29.727383,-0.981186,-12.534574
29.717286,-0.974759,-12.514018
29.722527,-1.003935,-12.492831
29.721439,-0.981684,-12.493145
29.740574,-0.989130,-12.496013
29.749801,-0.989366,-12.472050
29.728361,-0.984325,-12.454620
29.723237,-0.974702,-12.457468
29.729555,-0.992114,-12.457352
29.751726,-1.012639,-12.438919
29.738210,-0.994648,-12.443161
29.758719,-0.982198,-12.422740
29.756268,-0.995225,-12.419596
29.746435,-1.007126,-12.398568
29.764630,-1.007136,-12.390741
29.770250,-0.984261,-12.387341
29.773230,-1.002078,-12.376424
29.785581,-1.006769,-12.362112
29.778051,-0.998147,-12.389659
29.783423,-1.012472,-12.358345
29.770605,-1.006247,-12.362984
29.810692,-1.017685,-12.334848
29.800257,-1.008501,-12.335969
29.801976,-1.018302,-12.345327
29.794185,-1.002767,-12.345921
29.804004,-1.019424,-12.334077
29.804003,-1.011523,-12.315371
29.826828,-1.004491,-12.305503
29.806711,-1.034345,-12.286334
29.810443,-1.011536,-12.282905
29.802122,-1.016663,-12.272253
29.826430,-1.013246,-12.257804
29.817539,-1.039019,-12.270837
29.832773,-1.032055,-12.257020
29.825817,-1.021691,-12.238404
29.830835,-1.024110,-12.218765
29.838314,-1.022760,-12.210941
29.849365,-1.050522,-12.213155
29.852645,-1.026274,-12.212515
