ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.000784,0.002865,0.001379
0.002274,0.008594,0.003998
0.004398,0.017189,0.007733
0.007092,0.028648,0.012468
0.010298,0.042972,0.018104
0.013962,0.060161,0.024545
0.018037,0.080214,0.031709
0.022479,0.103132,0.039520
0.027251,0.128916,0.047908
0.032316,0.157563,0.056813
0.037643,0.188960,0.066178
0.043203,0.222815,0.075952
0.048970,0.258865,0.086090
0.054920,0.296874,0.096550
0.061031,0.336625,0.107295
0.067286,0.377925,0.118290
0.073665,0.420599,0.129506
0.080155,0.464487,0.140914
0.086739,0.509447,0.152490
0.093406,0.555348,0.164211
0.100144,0.602074,0.176057
0.106943,0.649518,0.188009
0.113793,0.697586,0.200050
0.120685,0.746191,0.212167
0.127612,0.795254,0.224345
0.134566,0.844706,0.236571
0.141543,0.894482,0.248836
0.148535,0.944526,0.261129
0.155538,0.994786,0.273441
0.162548,1.045215,0.285764
0.169560,1.095770,0.298090
0.176570,1.146415,0.310414
0.183575,1.197114,0.322729
0.190572,1.247837,0.335031
0.197559,1.298556,0.347313
0.204532,1.349247,0.359573
0.211490,1.399886,0.371805
0.218431,1.450453,0.384008
0.225353,1.500931,0.396177
0.232255,1.551303,0.408310
0.239135,1.601555,0.420405
0.245991,1.651673,0.432459
0.252823,1.701646,0.444470
0.259630,1.751463,0.456437
0.266411,1.801115,0.468358
0.273165,1.850593,0.480231
0.279891,1.899891,0.492056
0.286589,1.949001,0.503831
0.293259,1.997918,0.515556
0.299899,2.046637,0.527230
0.306509,2.095153,0.538851
0.313090,2.143463,0.550420
0.319640,2.191561,0.561936
0.326160,2.239447,0.573398
0.332649,2.287117,0.584806
0.339107,2.334568,0.596160
0.345535,2.381800,0.607459
0.351931,2.428809,0.618704
0.358296,2.475596,0.629894
0.364629,2.522159,0.641028
0.370932,2.568496,0.652108
0.377203,2.614608,0.663133
0.383443,2.660494,0.674102
0.389651,2.706154,0.685016
0.395828,2.751586,0.695876
0.401974,2.796792,0.706680
0.408088,2.841772,0.717430
0.414172,2.886525,0.728125
0.420224,2.931051,0.738765
0.426246,2.975352,0.749351
0.432236,3.019428,0.759882
0.438196,3.063278,0.770360
0.444125,3.106905,0.780783
0.450023,3.150307,0.791153
0.455891,3.193487,0.801469
0.461729,3.236444,0.811731
0.467536,3.279179,0.821941
0.473313,3.321694,0.832097
0.479060,3.363989,0.842201
0.484778,3.406065,0.852252
0.490465,3.447922,0.862251
0.496123,3.489562,0.872197
0.501751,3.530986,0.882092
0.507350,3.572194,0.891936
0.512920,3.613188,0.901727
0.518461,3.653968,0.911468
0.523973,3.694535,0.921158
0.529456,3.734891,0.930798
0.534910,3.775036,0.940386
0.540336,3.814971,0.949925
0.545734,3.854698,0.959414
0.551103,3.894217,0.968853
0.556444,3.933530,0.978243
0.561757,3.972636,0.987584
0.567042,4.011538,0.996875
0.572300,4.050237,1.006118
0.577530,4.088733,1.015313
0.582733,4.127027,1.024460
0.587908,4.165121,1.033558
0.593056,4.203015,1.042609
0.598178,4.240711,1.051612
