ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.276804,0.812267,-10.780325
0.249107,0.730941,-10.780305
0.224167,0.657644,-10.780269
0.201713,0.591572,-10.780224
0.181500,0.532000,-10.780172
0.163308,0.478276,-10.780117
0.146938,0.429813,-10.780060
0.132215,0.386082,-10.780003
0.118997,0.346602,-10.779948
0.107141,0.310945,-10.779894
0.096515,0.278726,-10.779843
0.087003,0.249600,-10.779794
0.078496,0.223256,-10.779749
0.070897,0.199414,-10.779706
0.064118,0.177824,-10.779667
0.058079,0.158260,-10.779631
0.052707,0.140518,-10.779597
0.047937,0.124417,-10.779566
0.043710,0.109791,-10.779538
0.039972,0.096493,-10.779513
0.036675,0.084391,-10.779489
0.033775,0.073364,-10.779468
0.031233,0.063306,-10.779448
0.029013,0.054120,-10.779430
0.027083,0.045719,-10.779414
0.025414,0.038024,-10.779399
0.023980,0.030966,-10.779385
0.022758,0.024482,-10.779373
0.021725,0.018513,-10.779361
0.020864,0.013009,-10.779351
0.020157,0.007925,-10.779341
0.019587,0.003217,-10.779332
0.019142,-0.001149,-10.779323
0.018808,-0.005210,-10.779315
0.018575,-0.008993,-10.779307
0.018431,-0.012527,-10.779300
0.018368,-0.015837,-10.779293
0.018377,-0.018943,-10.779287
0.018451,-0.021866,-10.779280
0.018583,-0.024624,-10.779274
0.018767,-0.027232,-10.779268
0.018997,-0.029706,-10.779262
0.019269,-0.032057,-10.779256
0.019578,-0.034298,-10.779250
0.019920,-0.036439,-10.779244
0.020291,-0.038490,-10.779238
0.020689,-0.040458,-10.779232
0.021110,-0.042353,-10.779226
0.021552,-0.044180,-10.779220
0.022012,-0.045945,-10.779214
0.022489,-0.047656,-10.779208
0.022980,-0.049315,-10.779202
0.023483,-0.050929,-10.779195
0.023997,-0.052500,-10.779189
0.024521,-0.054033,-10.779182
0.025054,-0.055531,-10.779176
0.025593,-0.056997,-10.779169
0.026139,-0.058434,-10.779162
0.026691,-0.059843,-10.779155
0.027247,-0.061228,-10.779147
0.027806,-0.062589,-10.779140
0.028369,-0.063930,-10.779133
0.028934,-0.065251,-10.779125
0.029502,-0.066554,-10.779117
0.030071,-0.067840,-10.779109
0.030641,-0.069110,-10.779101
0.031211,-0.070366,-10.779093
0.031782,-0.071608,-10.779085
0.032353,-0.072837,-10.779076
0.032924,-0.074055,-10.779068
0.033494,-0.075260,-10.779059
0.034064,-0.076455,-10.779050
0.034633,-0.077640,-10.779041
0.035201,-0.078815,-10.779032
0.035767,-0.079981,-10.779023
0.036332,-0.081138,-10.779014
0.036896,-0.082287,-10.779004
0.037458,-0.083428,-10.778994
0.038018,-0.084560,-10.778985
0.038577,-0.085686,-10.778975
0.039133,-0.086804,-10.778965
0.039688,-0.087915,-10.778955
0.040241,-0.089019,-10.778944
0.040791,-0.090117,-10.778934
0.041340,-0.091208,-10.778924
0.041886,-0.092293,-10.778913
0.042430,-0.093372,-10.778902
0.042972,-0.094445,-10.778892
0.043512,-0.095512,-10.778881
0.044049,-0.096574,-10.778870
0.044585,-0.097629,-10.778859
0.045118,-0.098679,-10.778848
0.045648,-0.099724,-10.778836
0.046176,-0.100763,-10.778825
0.046702,-0.101797,-10.778813
0.047226,-0.102826,-10.778802
0.047747,-0.103849,-10.778790
0.048266,-0.104868,-10.778779
0.048783,-0.105881,-10.778767
0.049297,-0.106889,-10.778755
0.049809,-0.107893,-10.778743
0.050318,-0.108891,-10.778731
0.050825,-0.109885,-10.778719
0.051330,-0.110873,-10.778707
0.051833,-0.111857,-10.778694
0.052333,-0.112836,-10.778682
0.052831,-0.113811,-10.778670
0.053327,-0.114780,-10.778657
0.053820,-0.115746,-10.778644
