gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378089.660522,69.416800,-103.930253,-0.889183,0.362751,-5.599180
6378093.507180,78.528175,-101.924812,-0.790042,0.369489,-5.393556
6378083.239520,72.714965,-106.080866,-0.860692,0.373284,-5.557081
6378087.352925,76.873637,-107.033540,-0.801925,0.271947,-5.552089
6378091.734978,74.277943,-120.548567,-0.821487,0.502350,-5.484729
6378087.636298,74.097298,-117.557199,-0.774056,0.530822,-5.603309
6378084.134731,75.240991,-139.865237,-0.829197,0.348709,-5.472337
6378075.360583,85.109176,-132.513681,-0.705119,0.349071,-5.594755
6378082.313083,81.242989,-137.284470,-0.042946,0.164144,-5.632955
6378092.838781,70.620933,-148.347174,1.018278,-0.058243,-5.651414
6378087.351333,72.111273,-140.309794,2.192251,-0.045531,-5.256937
6378087.363789,82.149093,-147.148297,3.433852,0.213828,-4.560683
6378096.698407,76.731107,-158.999131,4.392622,0.707113,-3.792876
6378100.486869,83.621405,-165.039888,5.149303,1.389142,-2.652684
6378101.784886,86.926138,-166.313818,5.242692,2.352244,-1.471049
6378112.267823,87.210852,-162.883187,5.153575,3.025160,-0.112155
6378105.797118,89.230812,-157.629300,4.545448,3.828953,1.376072
6378121.406554,88.603722,-160.211182,3.409573,4.218212,2.670851
6378116.395623,103.608231,-163.259550,2.922257,5.039668,2.867106
6378116.480809,96.616966,-148.181157,2.967724,5.825557,2.310948
6378133.839308,116.059178,-151.089546,2.853777,5.954374,2.120105
6378126.074638,107.701757,-147.020298,2.598371,6.055030,2.155068
6378145.707554,120.438227,-148.427274,2.481105,6.233169,2.227006
6378132.329551,127.991565,-146.705378,2.418509,6.226011,2.159921
6378140.706225,137.985551,-146.084046,2.402420,6.285113,2.216253
6378142.857193,133.802860,-144.113187,2.397301,6.106182,2.141705
6378134.244349,148.840075,-142.580318,2.399660,6.293381,2.180006
6378148.232416,154.222398,-126.749343,2.354183,6.123601,2.233090
6378146.094506,156.384333,-142.238962,2.377325,6.266635,2.264759
6378141.750277,154.094001,-131.462904,2.384782,6.238253,2.284516
6378152.830347,175.034162,-131.744886,2.353256,6.359740,2.274518
6378150.139759,177.390137,-122.094999,2.395363,6.257934,2.209402
6378165.712705,194.491752,-132.907688,2.347908,6.162948,2.177008
6378157.863324,193.929532,-127.754791,0.940450,6.473250,2.902644
6378164.533476,192.075308,-112.443581,-0.690638,6.207859,3.632179
6378153.732945,202.832518,-134.216891,-2.526930,5.509524,4.182488
6378156.082856,210.338219,-118.759625,-3.956088,4.326381,4.765992
6378153.923976,215.001011,-115.247575,-4.996819,2.531962,5.076169
6378141.272721,210.930478,-97.129681,-5.660863,0.701091,5.212047
6378129.587810,207.139633,-91.603224,-5.762885,-1.317984,5.293081
6378138.007909,212.941460,-98.686734,-5.097057,-3.271379,5.092422
6378133.339166,195.113294,-76.913357,-3.920466,-5.185040,4.765315
6378117.690725,202.321088,-85.220817,-2.208081,-6.656090,4.293013
6378123.655917,188.973880,-73.201376,-2.461481,-7.239250,3.840568
6378108.796651,174.553177,-79.785358,-3.374796,-7.543570,3.825931
6378112.046689,173.775378,-70.506848,-3.411639,-7.612148,3.746110
6378107.525492,174.192671,-58.461410,-3.338231,-7.703854,3.742337
6378126.913031,160.275603,-55.811613,-3.203604,-7.717426,3.712744
6378100.930879,144.689797,-52.515413,-3.227691,-7.636111,3.720168
6378106.782845,151.146594,-49.956769,-3.236827,-7.814797,3.605731
6378094.364962,130.452795,-55.815707,-3.247385,-7.938377,3.675397
6378095.081898,134.353586,-42.914079,-3.247459,-7.707065,3.579707
6378088.527379,121.858990,-54.484520,-3.134793,-7.751598,3.612579
6378089.387826,112.439321,-52.256015,-3.188664,-7.802875,3.609386
6378088.218987,89.540555,-30.617579,-3.078175,-7.735169,3.677328
6378086.873882,96.013534,-33.948423,-3.074192,-7.770789,3.665251
6378080.073921,89.693924,-48.466100,-2.394210,-8.361019,3.202408
6378076.117264,86.608703,-16.352205,-1.206346,-9.057760,2.570830
6378074.022415,75.640658,-10.917035,0.196722,-9.540049,1.580860
6378080.137414,65.373110,-34.006401,1.463397,-9.769049,0.545471
6378080.342880,57.158514,-22.085020,2.603692,-9.697224,-0.476648
6378087.685954,39.281168,-36.750634,3.710026,-9.475542,-1.712865
6378077.632649,41.206782,-21.467216,4.699208,-8.871141,-2.942722
6378105.823365,25.361018,-22.992069,5.447020,-8.169666,-4.217861
6378093.168402,16.348159,-38.074994,6.017578,-7.231621,-5.468103
6378109.859406,7.987219,-42.197888,6.302149,-6.149495,-6.761440
