ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378137.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6378137.055765,0.091847,-0.494878,0.046400,0.113259,-0.999575
6378137.076610,0.222512,-1.985290,-0.005273,0.147972,-1.910102
6378137.060970,0.376567,-3.894843,-0.024572,0.159175,-1.909051
6378137.030181,0.539177,-5.803511,-0.036129,0.165521,-1.908327
6378136.990349,0.706671,-7.711591,-0.043010,0.169173,-1.907864
6378136.945141,0.876990,-9.619301,-0.047093,0.171297,-1.907578
6378136.896747,1.048957,-11.526786,-0.049511,0.172540,-1.907405
6378136.846465,1.221891,-13.434136,-0.050942,0.173271,-1.907301
6378136.795068,1.395394,-15.341403,-0.051788,0.173700,-1.907239
6378136.743011,1.569231,-17.248623,-0.052288,0.173954,-1.907202
6378136.690564,1.743265,-19.155813,-0.052583,0.174104,-1.907181
6378136.637887,1.917416,-21.062987,-0.052758,0.174192,-1.907168
6378136.585074,2.091636,-22.970151,-0.052861,0.174244,-1.907160
6378136.534351,2.275110,-24.871450,-0.035886,0.249583,-1.858715
6378136.519436,2.684348,-26.614327,-0.004946,0.567320,-1.617520
6378136.505138,3.393280,-28.097754,-0.031674,0.845714,-1.341854
6378136.444850,4.357255,-29.293326,-0.093486,1.076467,-1.043474
6378136.314409,5.528599,-30.184025,-0.168754,1.260844,-0.733958
6378136.109603,6.864563,-30.764575,-0.239625,1.407213,-0.425165
6378135.841372,8.333469,-31.041570,-0.293965,1.529025,-0.128930
6378135.529461,9.918612,-31.033308,-0.326486,1.642364,0.143234
6378135.195368,11.619595,-30.769314,-0.339000,1.763327,0.380435
6378134.855489,13.451083,-30.289589,-0.339799,1.905533,0.572667
6378134.453916,15.481404,-29.643075,-0.727902,2.341651,0.647589
6378133.205717,18.012815,-29.256950,-1.768431,2.501925,0.183160
6378131.328318,20.484290,-29.126597,-1.904912,2.454306,0.104817
6378129.407562,22.926838,-29.038556,-1.934279,2.432372,0.073653
6378127.464008,25.352073,-28.974847,-1.951481,2.419085,0.055184
6378125.507079,27.766875,-28.925550,-1.961590,2.411120,0.044253
6378123.542282,30.175441,-28.884778,-1.967543,2.406375,0.037788
6378121.572848,32.580299,-28.849048,-1.971053,2.403557,0.033967
6378119.600678,34.982957,-28.816298,-1.973125,2.401888,0.031708
6378117.626895,37.384313,-28.785309,-1.974348,2.400900,0.030374
6378115.652158,39.784899,-28.755360,-1.975070,2.400316,0.029585
6378113.676859,42.185029,-28.726026,-1.975496,2.399970,0.029119
6378111.701227,44.584889,-28.697055,-1.975748,2.399766,0.028844
6378109.725398,46.984591,-28.668298,-1.975897,2.399646,0.028681
6378107.749558,49.384902,-28.640380,-1.973646,2.415314,0.012577
6378105.797554,51.916638,-28.768186,-1.924980,2.651406,-0.295434
6378103.908396,54.672684,-29.266691,-1.847315,2.853062,-0.724589
6378102.113903,57.596071,-30.247764,-1.733759,2.979674,-1.259013
6378100.454914,60.595597,-31.807085,-1.573943,2.999392,-1.877476
6378098.983542,63.551064,-34.013808,-1.355879,2.886655,-2.548253
6378097.764124,66.321037,-36.900808,-1.067363,2.625082,-3.230762
6378096.872631,68.753210,-40.456968,-0.697641,2.209741,-3.878014
6378096.394331,70.696644,-44.622277,-0.239203,1.648583,-4.439736
6378096.419673,72.014950,-49.286287,0.310478,0.962874,-4.865961
6378097.029138,72.611059,-54.288302,0.787985,0.389212,-5.079347
6378097.421528,73.112341,-59.291838,0.002367,0.492757,-5.099056
