ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.009999,0.010001,-0.010000
0.019994,0.020004,-0.020002
0.029982,0.030012,-0.030006
0.039960,0.040026,-0.040014
0.049925,0.050048,-0.050027
0.059875,0.060079,-0.060046
0.069806,0.070121,-0.070072
0.079717,0.080175,-0.080107
0.089605,0.090241,-0.090152
0.095425,0.100310,-0.100198
0.100399,0.110386,-0.110249
0.104832,0.120470,-0.120305
0.108773,0.130561,-0.130366
0.112268,0.140659,-0.140431
0.115383,0.145725,-0.150506
0.118142,0.149594,-0.160586
0.120576,0.153093,-0.170670
0.122715,0.156258,-0.180758
0.124585,0.159123,-0.190849
0.126214,0.161719,-0.200943
0.127622,0.164072,-0.211039
0.128830,0.166207,-0.221137
0.129856,0.168146,-0.231237
0.130716,0.169908,-0.241338
0.131426,0.171511,-0.251440
0.131999,0.172971,-0.261542
0.132446,0.174303,-0.271645
0.132779,0.175519,-0.281748
0.133007,0.176631,-0.291851
0.133139,0.177650,-0.301954
0.133183,0.178584,-0.312056
0.133147,0.179443,-0.322158
0.133036,0.180234,-0.332260
0.132857,0.180964,-0.342361
0.132614,0.181639,-0.352461
0.132313,0.182264,-0.362560
0.131958,0.182845,-0.372658
0.131553,0.183386,-0.382755
0.131101,0.183891,-0.392851
0.130606,0.184364,-0.402946
0.130070,0.184808,-0.413039
0.129496,0.185226,-0.423132
0.128886,0.185621,-0.433223
0.128242,0.185995,-0.443312
0.127567,0.186349,-0.453401
0.126862,0.186687,-0.463488
0.126128,0.187010,-0.473573
0.125368,0.187319,-0.483658
0.124582,0.187615,-0.493740
0.123771,0.187901,-0.503822
0.122937,0.188177,-0.513901
0.122081,0.188444,-0.523980
0.121203,0.188703,-0.534056
0.120305,0.188955,-0.544132
0.119387,0.189200,-0.554205
0.118450,0.189440,-0.564278
0.117494,0.189674,-0.574348
0.116520,0.189904,-0.584417
0.115528,0.190130,-0.594485
0.114520,0.190352,-0.604551
0.113495,0.190570,-0.614615
0.112454,0.190786,-0.624678
0.111397,0.190998,-0.634740
0.110325,0.191209,-0.644799
0.109238,0.191417,-0.654857
0.108136,0.191623,-0.664914
0.107019,0.191827,-0.674969
0.105889,0.192030,-0.685022
0.104744,0.192231,-0.695074
0.103586,0.192431,-0.705124
0.102415,0.192630,-0.715172
0.101230,0.192827,-0.725219
0.100032,0.193024,-0.735264
0.098822,0.193219,-0.745308
0.097598,0.193414,-0.755350
0.096363,0.193608,-0.765390
0.095115,0.193801,-0.775429
0.093854,0.193993,-0.785466
0.092582,0.194185,-0.795501
0.091298,0.194376,-0.805535
0.090002,0.194566,-0.815567
0.088695,0.194756,-0.825598
0.087376,0.194946,-0.835627
0.086046,0.195135,-0.845654
0.084705,0.195323,-0.855680
0.083352,0.195511,-0.865704
0.081989,0.195698,-0.875726
0.080615,0.195885,-0.885747
0.079230,0.196072,-0.895766
0.077834,0.196258,-0.905784
0.076428,0.196443,-0.915800
0.075012,0.196628,-0.925814
0.073585,0.196813,-0.935827
0.072148,0.196997,-0.945838
0.070701,0.197181,-0.955847
0.069244,0.197364,-0.965855
0.067777,0.197547,-0.975861
0.066300,0.197729,-0.985866
0.064814,0.197911,-0.995869
0.063318,0.198092,-1.005870
0.061812,0.198273,-1.015870
0.060297,0.198454,-1.025868
0.058773,0.198634,-1.035865
0.057239,0.198813,-1.045860
0.055696,0.198992,-1.055853
0.054144,0.199170,-1.065845
0.052584,0.199348,-1.075835
0.051014,0.199526,-1.085824
0.049435,0.199703,-1.095811
0.047848,0.199879,-1.105797
0.046252,0.200055,-1.115780
0.044647,0.200230,-1.125763
0.043034,0.200405,-1.135743
0.041412,0.200579,-1.145723
0.039782,0.200752,-1.155700
0.038144,0.200925,-1.165676
0.036498,0.201098,-1.175651
0.034844,0.201270,-1.185624
0.033181,0.201441,-1.195595
0.031511,0.201612,-1.205565
0.029832,0.201782,-1.215534
0.028146,0.201951,-1.225500
0.026452,0.202120,-1.235466
0.024751,0.202288,-1.245429
0.023042,0.202456,-1.255392
0.021325,0.202623,-1.265353
0.019601,0.202789,-1.275312
0.017870,0.202955,-1.285270
0.016131,0.203120,-1.295226
0.014385,0.203285,-1.305181
0.012632,0.203448,-1.315134
0.010872,0.203612,-1.325086
0.009105,0.203774,-1.335036
0.007330,0.203936,-1.344985
0.005549,0.204097,-1.354932
0.003761,0.204258,-1.364878
0.001967,0.204418,-1.374823
0.000165,0.204577,-1.384766
-0.001643,0.204735,-1.394707
-0.003457,0.204893,-1.404648
-0.005278,0.205050,-1.414586
-0.007105,0.205207,-1.424524
-0.008939,0.205363,-1.434460
-0.010779,0.205518,-1.444394
-0.012626,0.205672,-1.454327
-0.014478,0.205826,-1.464259
-0.016337,0.205979,-1.474189
-0.018202,0.206131,-1.484118
-0.020072,0.206283,-1.494046
-0.021949,0.206434,-1.503972
-0.023832,0.206584,-1.513897
-0.025720,0.206734,-1.523820
-0.027614,0.206883,-1.533742
-0.029514,0.207031,-1.543663
-0.031419,0.207178,-1.553582
-0.033330,0.207325,-1.563500
-0.035247,0.207471,-1.573417
-0.037169,0.207616,-1.583333
-0.039097,0.207761,-1.593247
-0.041029,0.207905,-1.603159
-0.042968,0.208048,-1.613071
-0.044911,0.208191,-1.622981
-0.046860,0.208332,-1.632890
-0.048813,0.208473,-1.642798
-0.050772,0.208614,-1.652704
-0.052736,0.208753,-1.662609
-0.054705,0.208892,-1.672513
-0.056679,0.209031,-1.682415
-0.058658,0.209168,-1.692317
-0.060641,0.209305,-1.702217
-0.062630,0.209441,-1.712116
-0.064623,0.209577,-1.722013
-0.066620,0.209711,-1.731910
-0.068623,0.209845,-1.741805
-0.070630,0.209979,-1.751699
-0.072641,0.210111,-1.761591
-0.074657,0.210243,-1.771483
-0.076678,0.210374,-1.781373
-0.078703,0.210505,-1.791263
-0.080732,0.210635,-1.801151
-0.082765,0.210764,-1.811037
-0.084803,0.210892,-1.820923
-0.086845,0.211020,-1.830808
-0.088891,0.211147,-1.840691
-0.090929,0.211272,-1.850472
-0.091779,0.211304,-1.850427
-0.092623,0.211336,-1.850381
-0.093464,0.211366,-1.850335
-0.094299,0.211396,-1.850289
-0.095131,0.211426,-1.850243
-0.095958,0.211455,-1.850197
-0.096781,0.211483,-1.850151
-0.097599,0.211511,-1.850105
-0.098413,0.211538,-1.850059
-0.099223,0.211564,-1.850013
-0.100029,0.211590,-1.849966
-0.100830,0.211616,-1.849920
-0.101627,0.211641,-1.849873
-0.102420,0.211665,-1.849827
-0.103209,0.211689,-1.849780
-0.103994,0.211712,-1.849734
-0.104774,0.211735,-1.849687
-0.105551,0.211757,-1.849640
-0.106323,0.211779,-1.849594
-0.107092,0.211800,-1.849547
-0.107856,0.211821,-1.849500
-0.108616,0.211841,-1.849453
-0.109372,0.211861,-1.849406
-0.110125,0.211881,-1.849359
-0.110873,0.211900,-1.849313
-0.111617,0.211918,-1.849266
-0.112358,0.211936,-1.849219
-0.113094,0.211953,-1.849172
-0.113827,0.211971,-1.849125
-0.114556,0.211987,-1.849078
-0.115281,0.212003,-1.849031
-0.116002,0.212019,-1.848984
-0.116720,0.212035,-1.848937
-0.117433,0.212050,-1.848890
-0.118143,0.212064,-1.848844
-0.118849,0.212078,-1.848797
-0.119552,0.212092,-1.848750
-0.120250,0.212105,-1.848703
-0.120945,0.212118,-1.848656
-0.121637,0.212131,-1.848609
-0.122325,0.212143,-1.848562
-0.123009,0.212155,-1.848516
-0.123689,0.212167,-1.848469
-0.124366,0.212178,-1.848422
-0.125040,0.212189,-1.848376
-0.125710,0.212199,-1.848329
-0.126376,0.212209,-1.848282
-0.127039,0.212219,-1.848236
-0.127698,0.212228,-1.848189
-0.128354,0.212237,-1.848143
-0.129006,0.212246,-1.848096
-0.129655,0.212255,-1.848050
-0.130301,0.212263,-1.848004
-0.130943,0.212271,-1.847957
-0.131582,0.212278,-1.847911
-0.132217,0.212285,-1.847865
-0.132849,0.212292,-1.847819
-0.133478,0.212299,-1.847773
-0.134103,0.212305,-1.847727
-0.134726,0.212311,-1.847681
-0.135345,0.212317,-1.847635
-0.135960,0.212323,-1.847589
-0.136573,0.212328,-1.847543
-0.137182,0.212333,-1.847498
-0.137788,0.212338,-1.847452
-0.138390,0.212342,-1.847406
-0.138990,0.212346,-1.847361
-0.139586,0.212350,-1.847315
-0.140180,0.212354,-1.847270
-0.140770,0.212357,-1.847225
-0.141357,0.212360,-1.847180
-0.141941,0.212363,-1.847135
-0.142522,0.212366,-1.847089
-0.143099,0.212369,-1.847045
-0.143674,0.212371,-1.847000
-0.144246,0.212373,-1.846955
-0.144815,0.212375,-1.846910
-0.145381,0.212376,-1.846866
-0.145943,0.212378,-1.846821
-0.146503,0.212379,-1.846776
-0.147060,0.212380,-1.846732
-0.147614,0.212381,-1.846688
-0.148165,0.212381,-1.846644
-0.148713,0.212381,-1.846600
-0.149258,0.212382,-1.846556
-0.149801,0.212382,-1.846512
-0.150340,0.212381,-1.846468
-0.150877,0.212381,-1.846424
-0.151410,0.212380,-1.846380
-0.151941,0.212380,-1.846337
-0.152470,0.212379,-1.846293
-0.152995,0.212378,-1.846250
-0.153518,0.212376,-1.846207
-0.154038,0.212375,-1.846164
-0.154555,0.212373,-1.846121
-0.155069,0.212372,-1.846078
-0.155581,0.212370,-1.846035
-0.156090,0.212367,-1.845992
-0.156596,0.212365,-1.845950
-0.157100,0.212363,-1.845907
-0.157601,0.212360,-1.845865
-0.158099,0.212358,-1.845822
-0.158595,0.212355,-1.845780
-0.159088,0.212352,-1.845738
-0.159579,0.212349,-1.845696
-0.160067,0.212345,-1.845654
-0.160552,0.212342,-1.845612
-0.161035,0.212338,-1.845571
-0.161515,0.212335,-1.845529
-0.161993,0.212331,-1.845488
-0.162468,0.212327,-1.845446
-0.162941,0.212323,-1.845405
-0.163411,0.212319,-1.845364
-0.163879,0.212314,-1.845323
-0.164345,0.212310,-1.845282
-0.164807,0.212306,-1.845242
-0.165268,0.212301,-1.845201
-0.165726,0.212296,-1.845160
-0.166181,0.212291,-1.845120
-0.166635,0.212286,-1.845080
-0.167085,0.212281,-1.845039
-0.167534,0.212276,-1.844999
-0.167980,0.212271,-1.844959
-0.168424,0.212265,-1.844920
-0.168865,0.212260,-1.844880
-0.169304,0.212254,-1.844840
-0.169741,0.212249,-1.844801
-0.170175,0.212243,-1.844761
-0.170607,0.212237,-1.844722
