ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378137.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6378137.103232,0.168496,-0.498349,0.063318,0.198092,-1.005870
6378137.081041,0.374471,-1.986355,-0.103209,0.211689,-1.849780
6378136.944893,0.586695,-3.833857,-0.164345,0.212310,-1.845282
6378136.761123,0.798660,-5.677316,-0.200397,0.211542,-1.841804
6378136.549271,1.009770,-7.517877,-0.221659,0.210694,-1.839464
6378136.320853,1.220128,-9.356549,-0.234205,0.210056,-1.837982
6378136.082659,1.429958,-11.194042,-0.241610,0.209631,-1.837071
6378135.838693,1.639446,-13.030818,-0.245983,0.209363,-1.836521
6378135.591319,1.848721,-14.867162,-0.248566,0.209199,-1.836192
6378135.341931,2.057868,-16.703249,-0.250092,0.209100,-1.835996
6378135.091354,2.266936,-18.539182,-0.250993,0.209041,-1.835880
6378134.840075,2.475959,-20.375025,-0.251525,0.209006,-1.835811
6378134.588380,2.684954,-22.210815,-0.251839,0.208985,-1.835771
6378134.336441,2.893932,-24.046572,-0.252025,0.208973,-1.835746
6378134.084307,3.102944,-25.882283,-0.255587,0.211999,-1.833754
6378133.709820,3.407559,-27.641176,-0.507654,0.397036,-1.667616
6378133.073880,3.874076,-29.204283,-0.762897,0.527165,-1.450526
6378132.197423,4.443423,-30.535548,-0.985424,0.605165,-1.206544
6378131.120348,5.072866,-31.616894,-1.162317,0.650409,-0.953704
6378129.890798,5.739575,-32.448753,-1.290038,0.682714,-0.710803
6378128.556207,6.439287,-33.050236,-1.373327,0.718829,-0.496193
6378127.156081,7.181811,-33.458102,-1.422897,0.769733,-0.326617
6378125.717512,7.984395,-33.724605,-1.452335,0.839114,-0.216121
6378124.253980,8.864255,-33.914325,-1.474720,0.923233,-0.175144
6378122.766260,9.831630,-34.101203,-1.556800,1.009158,-0.260456
6378120.753562,10.621597,-34.756948,-2.460901,0.517009,-0.793307
6378118.048132,10.973873,-35.552505,-2.758299,0.300063,-0.796403
6378115.288511,11.257676,-36.350239,-2.760617,0.269847,-0.799180
6378112.527357,11.517861,-37.150748,-2.761567,0.251896,-0.801752
6378109.765558,11.764025,-37.953473,-2.761981,0.241250,-0.803596
6378107.003469,12.001880,-38.757709,-2.762175,0.234945,-0.804798
6378104.241241,12.234817,-39.562909,-2.762271,0.231215,-0.805548
6378101.478943,12.464844,-40.368702,-2.762322,0.229009,-0.806004
6378098.716606,12.693150,-41.174854,-2.762349,0.227705,-0.806279
6378095.954248,12.920441,-41.981221,-2.762365,0.226935,-0.806443
