ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378093.191879,13.147130,-42.787716,-2.762374,0.226479,-0.806540
6378090.429502,13.373464,-43.594287,-2.762379,0.226210,-0.806598
6378087.667121,13.599589,-44.400904,-2.762382,0.226051,-0.806632
6378084.904739,13.825590,-45.207547,-2.762384,0.225957,-0.806652
6378082.142355,14.051522,-46.014207,-2.761999,0.227159,-0.807004
6378079.453240,14.452751,-46.900557,-2.587100,0.587062,-1.009067
6378077.006775,15.178946,-48.090118,-2.282444,0.839831,-1.397493
6378074.926226,16.068726,-49.722804,-1.853205,0.907651,-1.880107
6378073.337999,16.929709,-51.842439,-1.296596,0.782408,-2.353313
6378072.367314,17.581837,-54.386767,-0.619206,0.497138,-2.711548
6378072.125099,17.896793,-57.194401,0.155787,0.121204,-2.865134
6378072.688934,17.828895,-60.028666,0.984252,-0.251768,-2.755713
6378074.081704,17.431166,-62.614638,1.801153,-0.521061,-2.366819
6378076.252808,16.852942,-64.683598,2.525668,-0.598064,-1.727845
6378079.066850,16.318782,-66.018012,3.065556,-0.414477,-0.942015
6378082.051540,15.975937,-67.352426,2.939261,-0.479995,-1.714793
6378084.972887,15.300456,-69.451628,2.908098,-0.881660,-2.499955
6378087.887766,14.293583,-72.193157,2.938728,-1.026499,-2.782214
6378090.847449,13.278177,-74.957122,2.977549,-1.005807,-2.748289
6378093.837231,12.279097,-77.694547,3.000230,-0.993284,-2.728103
6378096.844636,11.289849,-80.416202,3.013540,-0.985781,-2.716128
6378099.862397,10.306473,-83.128510,3.021372,-0.981312,-2.709036
6378102.886257,9.326589,-85.835286,3.025988,-0.978659,-2.704840
6378105.913712,8.348776,-88.538790,3.028711,-0.977087,-2.702359
6378108.943289,7.372190,-91.240360,3.030319,-0.976157,-2.700893
6378111.974119,6.396328,-93.940787,3.031268,-0.975608,-2.700027
6378115.005688,5.420896,-96.640537,3.031828,-0.975282,-2.699515
6378118.037695,4.445717,-99.339889,3.032159,-0.975090,-2.699212
6378121.070879,3.470834,-102.038115,3.057289,-0.970962,-2.674827
6378124.360012,2.556612,-104.468368,3.525434,-0.836260,-2.160657
6378128.091672,1.832135,-106.349367,3.926926,-0.592941,-1.589959
6378132.177698,1.401204,-107.645641,4.230574,-0.249541,-0.993854
6378136.512865,1.359165,-108.340504,4.421880,0.183713,-0.390046
6378140.978772,1.789252,-108.435145,4.489124,0.692857,0.203495
6378145.446921,2.759085,-107.948652,4.423958,1.260682,0.769034
6378149.782336,4.317713,-106.917521,4.221875,1.867349,1.289576
6378153.847577,6.493341,-105.394680,3.882542,2.491112,1.749341
6378157.507018,9.291811,-103.448055,3.409978,3.109115,2.134200
6378160.639293,12.694431,-101.155689,2.976973,3.657619,2.491323
6378164.042452,16.277256,-98.620280,3.827203,3.509684,2.435456
6378168.274122,19.719858,-96.293679,4.475325,3.413252,2.260168
6378172.728671,23.158616,-94.031200,4.436678,3.460538,2.264453
6378177.152938,26.634107,-91.765390,4.413610,3.488276,2.266972
6378181.559168,30.131176,-89.497618,4.399900,3.504593,2.268456
6378185.954691,33.640950,-87.228691,4.391772,3.514209,2.269331
6378190.343872,37.158214,-84.959082,4.386960,3.519881,2.269847
6378194.729298,40.679899,-82.689071,4.384114,3.523229,2.270152
6378199.112506,44.204192,-80.418822,4.382431,3.525206,2.270332
6378203.494401,47.730027,-78.148432,4.381436,3.526373,2.270438
6378207.875521,51.256771,-75.877960,4.380849,3.527063,2.270501
6378212.256182,54.784053,-73.607439,4.380501,3.527470,2.270538
6378216.472426,58.495619,-71.275811,3.872230,4.074545,2.448239
6378219.908496,62.942796,-68.722931,2.964887,4.804997,2.644353
6378222.365221,68.049159,-66.019870,1.917532,5.386024,2.746722
6378223.719756,73.650551,-63.262837,0.765982,5.789242,2.750710
6378223.888123,79.558700,-60.551662,-0.448113,5.995113,2.653741
6378222.829990,85.570676,-57.987706,-1.679469,5.994118,2.455364
6378220.551103,91.479273,-55.671711,-2.881623,5.787388,2.157287
6378217.103200,97.083731,-53.701646,-4.009492,5.386735,1.763364
6378212.581392,102.200170,-52.170583,-5.021859,4.814069,1.279544
6378207.119128,106.671160,-51.164649,-5.883680,4.100227,0.713771
6378201.064091,110.772527,-50.656012,-6.087883,4.341678,0.516256
6378194.972324,115.417999,-49.997075,-6.092928,4.974490,0.824521
6378188.836756,120.434770,-49.178345,-6.185486,4.971920,0.761341
6378182.616836,125.369949,-48.460572,-6.249098,4.903649,0.680341
6378176.347955,130.251785,-47.806179,-6.285715,4.863133,0.632129
6378170.050748,135.101995,-47.189451,-6.307011,4.839136,0.603524
6378163.737017,139.933485,-46.595050,-6.319474,4.824939,0.586582
6378157.413597,144.753902,-46.013866,-6.326795,4.816545,0.576559
6378151.084478,149.567775,-45.440499,-6.331106,4.811583,0.570632
6378144.752003,154.377778,-44.871753,-6.333648,4.808651,0.567129
6378138.417546,159.185496,-44.305739,-6.335148,4.806919,0.565059
6378132.081921,163.991863,-43.741339,-6.336034,4.805895,0.563836
6378125.745605,168.797433,-43.177892,-6.336557,4.805290,0.563113
6378119.408882,173.602531,-42.615009,-6.336866,4.804933,0.562686
6378112.886521,178.191541,-42.136716,-6.832251,4.207806,0.329649
6378105.761427,181.968936,-41.974669,-7.402111,3.327570,-0.013477
6378098.131496,184.838099,-42.168735,-7.839627,2.394405,-0.382476
6378090.131347,186.756839,-42.743696,-8.140835,1.430063,-0.775119
6378081.897704,187.704813,-43.722024,-8.305526,0.456397,-1.189008
6378073.565664,187.683317,-45.123708,-8.337177,-0.505288,-1.621576
6378065.265088,186.714415,-46.966095,-8.242786,-1.434873,-2.070109
6378057.117206,184.839453,-49.263747,-8.032587,-2.314023,-2.531753
6378049.231564,182.117010,-52.028313,-7.719675,-3.126723,-3.003531
6378041.703393,178.620333,-55.268408,-7.319522,-3.859741,-3.482361
