accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
0.991339,1.006147,-10.774105
1.004435,0.999704,-10.771464
0.996576,1.006623,-10.790816
1.006389,1.000058,-10.778644
1.004579,0.995674,-10.780997
1.005171,1.001393,-10.781756
1.003199,0.990796,-10.781870
1.008343,0.994552,-10.776298
1.002774,1.003969,-10.780774
0.612330,1.002236,-10.787411
0.526702,0.996686,-10.786362
0.486063,1.005558,-10.777981
0.441620,0.996078,-10.788715
0.403117,0.992514,-10.784292
0.370997,0.494178,-10.792207
0.344075,0.370398,-10.780200
0.310706,0.337456,-10.779513
0.297651,0.295268,-10.789947
0.273210,0.263904,-10.787859
0.259471,0.244732,-10.785546
0.246244,0.204044,-10.783334
0.240357,0.199247,-10.784245
0.237332,0.161919,-10.785011
0.223677,0.153166,-10.789368
0.217204,0.130244,-10.801026
0.210538,0.103879,-10.787342
0.210883,0.087881,-10.783731
0.198770,0.091248,-10.792212
0.208556,0.072746,-10.787220
0.196200,0.060930,-10.792823
0.204483,0.059138,-10.782675
0.210992,0.049237,-10.786250
0.205581,0.038414,-10.793473
0.209889,0.031053,-10.784955
0.206509,0.027873,-10.787425
0.213105,0.015114,-10.793667
0.212565,0.018210,-10.782067
0.220279,0.008221,-10.791609
0.241311,-0.002003,-10.792030
0.243542,-0.004620,-10.787543
0.246520,-0.003480,-10.782610
0.248829,-0.010466,-10.791767
0.257721,-0.005871,-10.783604
0.255333,-0.019882,-10.789328
0.264116,-0.024955,-10.780812
0.276897,-0.015869,-10.797466
0.277812,-0.022557,-10.788413
0.284582,-0.022416,-10.782685
0.299702,-0.035229,-10.789391
0.301487,-0.038947,-10.777591
0.307689,-0.035492,-10.782452
0.308747,-0.036364,-10.794000
0.317376,-0.036224,-10.779419
0.328376,-0.046232,-10.785259
0.336060,-0.041927,-10.784124
0.339105,-0.050378,-10.777096
0.338272,-0.052371,-10.783729
0.344425,-0.050395,-10.786183
0.369521,-0.054180,-10.787716
0.360681,-0.053205,-10.782377
0.382289,-0.052597,-10.782984
0.386369,-0.053453,-10.779294
0.384618,-0.045742,-10.775500
0.397863,-0.058255,-10.777722
0.409454,-0.059175,-10.782801
0.408924,-0.061460,-10.775437
0.422888,-0.065096,-10.770202
0.426926,-0.070000,-10.773429
0.429991,-0.064619,-10.783926
0.445264,-0.072026,-10.774781
0.442823,-0.069466,-10.770754
0.460326,-0.072082,-10.777083
0.458678,-0.079218,-10.776525
0.468294,-0.074474,-10.779043
0.475315,-0.068892,-10.766906
0.475386,-0.076747,-10.772550
0.486546,-0.080572,-10.772917
0.499005,-0.068356,-10.772828
0.510424,-0.083127,-10.773586
0.511968,-0.078515,-10.767689
0.510996,-0.076565,-10.772473
0.516629,-0.079274,-10.771456
0.526074,-0.091749,-10.775193
0.537748,-0.080392,-10.775056
0.541755,-0.081647,-10.774745
0.545450,-0.087151,-10.773265
0.552656,-0.082195,-10.762267
0.555794,-0.084873,-10.777448
0.570387,-0.087790,-10.767980
0.579935,-0.101398,-10.771027
0.583813,-0.093050,-10.762299
0.590737,-0.094594,-10.769861
0.602155,-0.098652,-10.764071
0.595053,-0.097383,-10.763242
0.608690,-0.100796,-10.770841
0.623339,-0.110951,-10.770036
0.625519,-0.098062,-10.758576
0.623207,-0.088891,-10.761201
0.627134,-0.102224,-10.759126
0.644651,-0.093314,-10.765250
0.638588,-0.102738,-10.757242
0.657865,-0.100889,-10.761045
0.659661,-0.109068,-10.769872
0.664202,-0.106998,-10.755873
0.668927,-0.103243,-10.767802
0.672118,-0.115554,-10.769129
0.680754,-0.106243,-10.749844
0.695272,-0.106629,-10.754395
0.701402,-0.102170,-10.756283
0.699962,-0.111105,-10.757303
0.707475,-0.116636,-10.766180
0.711747,-0.110843,-10.753794
0.711659,-0.120744,-10.748074
0.728568,-0.118353,-10.759889
0.734623,-0.117426,-10.755300
0.726864,-0.124356,-10.752959
0.745954,-0.120923,-10.757047
0.756230,-0.111823,-10.748796
0.756601,-0.123845,-10.757131
0.757407,-0.123901,-10.745125
0.768263,-0.128151,-10.748113
0.771243,-0.126598,-10.753906
0.771403,-0.123783,-10.750053
0.777376,-0.129756,-10.752862
0.782576,-0.131768,-10.755729
0.789030,-0.130698,-10.752247
0.800178,-0.128784,-10.746515
