ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
1.000000,0.794807,-10.780325
1.000311,0.715036,-10.780346
1.000953,0.642902,-10.780407
1.001944,0.577633,-10.780527
1.003299,0.518535,-10.780720
1.005029,0.464982,-10.780997
1.007144,0.416416,-10.781365
1.009681,0.372330,-10.781793
1.012606,0.332272,-10.782276
1.015886,0.295835,-10.782805
0.572394,0.262652,-10.783374
0.506002,0.232228,-10.783740
0.461914,0.204393,-10.784071
0.422897,0.178892,-10.784373
0.388446,0.155489,-10.784647
0.358107,0.133971,-10.784890
0.331468,0.114149,-10.785104
0.308159,0.095852,-10.785288
0.287848,0.078927,-10.785443
0.270235,0.063238,-10.785570
0.255048,0.048659,-10.785670
0.242044,0.035082,-10.785745
0.231004,0.022406,-10.785795
0.221729,0.010542,-10.785821
0.214042,-0.000590,-10.785825
0.207782,-0.011062,-10.785807
0.202805,-0.020939,-10.785770
0.198980,-0.030280,-10.785713
0.196190,-0.039136,-10.785638
0.194329,-0.047555,-10.785546
0.193302,-0.055578,-10.785438
0.193023,-0.063244,-10.785314
0.193416,-0.070587,-10.785176
0.194410,-0.077638,-10.785024
0.195943,-0.084423,-10.784858
0.197958,-0.090968,-10.784681
0.200405,-0.097295,-10.784491
0.203238,-0.103424,-10.784290
0.206416,-0.109373,-10.784078
0.209901,-0.115158,-10.783856
0.213660,-0.120794,-10.783624
0.217664,-0.126294,-10.783383
0.221884,-0.131669,-10.783132
0.226297,-0.136931,-10.782874
0.230881,-0.142088,-10.782606
0.235616,-0.147149,-10.782331
0.240483,-0.152123,-10.782049
0.245467,-0.157015,-10.781759
0.250555,-0.161833,-10.781461
0.255731,-0.166581,-10.781157
0.260986,-0.171265,-10.780847
0.266308,-0.175889,-10.780530
0.271688,-0.180458,-10.780207
0.277117,-0.184975,-10.779878
0.282588,-0.189443,-10.779544
0.288094,-0.193866,-10.779203
0.293629,-0.198246,-10.778858
0.299187,-0.202585,-10.778507
0.304764,-0.206886,-10.778151
0.310353,-0.211151,-10.777791
0.315953,-0.215381,-10.777425
0.321559,-0.219579,-10.777055
0.327167,-0.223745,-10.776680
0.332775,-0.227881,-10.776301
0.338381,-0.231988,-10.775918
0.343981,-0.236068,-10.775530
0.349575,-0.240120,-10.775139
0.355159,-0.244147,-10.774743
0.360732,-0.248148,-10.774344
0.366294,-0.252125,-10.773941
0.371841,-0.256079,-10.773534
0.377374,-0.260009,-10.773124
0.382892,-0.263916,-10.772711
0.388392,-0.267802,-10.772294
0.393875,-0.271665,-10.771873
0.399339,-0.275508,-10.771450
0.404784,-0.279329,-10.771024
0.410210,-0.283131,-10.770594
0.415616,-0.286912,-10.770162
0.421001,-0.290673,-10.769727
0.426365,-0.294415,-10.769288
0.431707,-0.298137,-10.768848
0.437028,-0.301840,-10.768404
0.442328,-0.305524,-10.767958
0.447605,-0.309190,-10.767510
0.452860,-0.312837,-10.767059
0.458092,-0.316466,-10.766606
0.463302,-0.320077,-10.766150
0.468489,-0.323670,-10.765693
0.473653,-0.327245,-10.765233
0.478795,-0.330802,-10.764771
0.483913,-0.334342,-10.764307
0.489009,-0.337865,-10.763840
0.494082,-0.341370,-10.763373
0.499132,-0.344858,-10.762903
0.504159,-0.348329,-10.762431
0.509163,-0.351783,-10.761958
0.514144,-0.355221,-10.761483
0.519102,-0.358641,-10.761006
0.524037,-0.362045,-10.760527
0.528950,-0.365433,-10.760048
0.533840,-0.368804,-10.759566
0.538707,-0.372158,-10.759083
0.543552,-0.375497,-10.758599
0.548374,-0.378819,-10.758114
0.553173,-0.382125,-10.757627
0.557951,-0.385415,-10.757139
0.562706,-0.388690,-10.756650
0.567438,-0.391948,-10.756159
0.572149,-0.395191,-10.755668
0.576837,-0.398418,-10.755175
0.581504,-0.401629,-10.754682
0.586148,-0.404825,-10.754187
0.590771,-0.408005,-10.753692
0.595372,-0.411171,-10.753195
0.599952,-0.414320,-10.752698
0.604509,-0.417455,-10.752200
0.609046,-0.420574,-10.751701
0.613561,-0.423679,-10.751202
0.618055,-0.426768,-10.750702
0.622527,-0.429842,-10.750201
0.626979,-0.432902,-10.749699
0.631409,-0.435947,-10.749198
0.635819,-0.438977,-10.748695
0.640208,-0.441992,-10.748192
0.644576,-0.444993,-10.747689
0.648924,-0.447979,-10.747185
0.653251,-0.450951,-10.746680
0.657557,-0.453908,-10.746176
0.661844,-0.456852,-10.745671
0.666110,-0.459780,-10.745166
0.670356,-0.462695,-10.744660
0.674582,-0.465596,-10.744155
0.678788,-0.468482,-10.743649
0.682974,-0.471355,-10.743143
0.687140,-0.474213,-10.742636
0.691287,-0.477058,-10.742130
0.695414,-0.479889,-10.741624
0.699521,-0.482706,-10.741117
0.703610,-0.485510,-10.740611
0.707679,-0.488300,-10.740105
0.711728,-0.491076,-10.739598
0.715759,-0.493839,-10.739092
0.719770,-0.496589,-10.738586
0.723763,-0.499325,-10.738080
0.727737,-0.502048,-10.737574
0.731691,-0.504758,-10.737068
0.735628,-0.507455,-10.736563
0.739545,-0.510138,-10.736057
0.743445,-0.512809,-10.735552
0.747325,-0.515466,-10.735048
0.751188,-0.518111,-10.734543
0.755032,-0.520742,-10.734039
0.758858,-0.523361,-10.733535
0.762666,-0.525967,-10.733032
0.766456,-0.528561,-10.732529
0.770228,-0.531142,-10.732026
0.773982,-0.533710,-10.731524
0.777718,-0.536266,-10.731022
0.781437,-0.538810,-10.730521
0.785139,-0.541341,-10.730020
0.788822,-0.543859,-10.729520
0.792489,-0.546366,-10.729020
0.796138,-0.548860,-10.728521
0.799770,-0.551342,-10.728022
0.803384,-0.553812,-10.727524
0.806982,-0.556270,-10.727027
0.810563,-0.558716,-10.726530
0.814126,-0.561151,-10.726034
0.817673,-0.563573,-10.725539
0.821203,-0.565983,-10.725044
0.824717,-0.568382,-10.724550
0.828214,-0.570769,-10.724057
0.831694,-0.573145,-10.723564
0.835158,-0.575508,-10.723072
0.838605,-0.577861,-10.722581
0.842037,-0.580202,-10.722091
0.845452,-0.582531,-10.721601
0.848850,-0.584849,-10.721112
0.852233,-0.587156,-10.720624
0.855600,-0.589451,-10.720137
0.858951,-0.591736,-10.719651
0.862286,-0.594009,-10.719166
0.865606,-0.596271,-10.718681
0.868909,-0.598522,-10.718198
0.872198,-0.600762,-10.717715
0.875470,-0.602991,-10.717233
0.878727,-0.605210,-10.716752
0.881969,-0.607417,-10.716272
0.885195,-0.609614,-10.715793
0.888407,-0.611800,-10.715315
0.891603,-0.613975,-10.532663
0.894845,-0.616176,-9.714362
0.898348,-0.618528,-9.713887
0.901832,-0.620868,-9.713413
0.905297,-0.623195,-9.712940
0.908745,-0.625509,-9.712468
0.912174,-0.627811,-9.711997
0.915585,-0.630100,-9.711527
0.918978,-0.632377,-9.711058
0.922354,-0.634641,-9.710590
0.925712,-0.636894,-9.710123
0.929052,-0.639134,-9.709658
0.932374,-0.641362,-9.709193
0.935680,-0.643578,-9.708730
0.938967,-0.645782,-9.708267
0.942238,-0.647974,-9.707806
0.945491,-0.650154,-9.707346
0.948727,-0.652322,-9.706887
0.951946,-0.654479,-9.706429
0.955149,-0.656624,-9.705972
0.958334,-0.658757,-9.705517
0.961503,-0.660879,-9.705062
0.964655,-0.662990,-9.704609
0.967790,-0.665089,-9.704157
0.970909,-0.667176,-9.703706
0.974012,-0.669253,-9.703256
0.977098,-0.671318,-9.702808
0.980168,-0.673372,-9.702361
0.983222,-0.675415,-9.701914
0.986260,-0.677447,-9.701470
0.989281,-0.679467,-9.701026
0.992287,-0.681477,-9.700583
0.995278,-0.683477,-9.700142
0.998252,-0.685465,-9.699702
1.001211,-0.687443,-9.699264
1.004154,-0.689409,-9.698826
1.007082,-0.691366,-9.698390
1.009994,-0.693312,-9.697955
1.012891,-0.695247,-9.697521
1.015773,-0.697172,-9.697089
1.018640,-0.699086,-9.696657
1.021492,-0.700990,-9.696227
1.024328,-0.702884,-9.695799
1.027150,-0.704768,-9.695371
1.029957,-0.706641,-9.694945
1.032749,-0.708504,-9.694521
1.035527,-0.710358,-9.694097
1.038289,-0.712201,-9.693675
1.041038,-0.714034,-9.693254
1.043772,-0.715858,-9.692834
1.046491,-0.717672,-9.692416
1.049196,-0.719475,-9.691999
1.051887,-0.721270,-9.691583
1.054564,-0.723054,-9.691168
1.057227,-0.724829,-9.690755
1.059876,-0.726594,-9.690344
1.062511,-0.728350,-9.689933
1.065132,-0.730096,-9.689524
1.067739,-0.731833,-9.689116
1.070332,-0.733561,-9.688709
1.072912,-0.735279,-9.688304
1.075479,-0.736988,-9.687900
1.078031,-0.738688,-9.687498
1.080571,-0.740379,-9.687096
1.083097,-0.742060,-9.686696
1.085610,-0.743733,-9.686298
1.088109,-0.745396,-9.685901
1.090596,-0.747051,-9.685505
1.093069,-0.748697,-9.685110
1.095529,-0.750334,-9.684717
1.097977,-0.751962,-9.684325
1.100411,-0.753581,-9.683934
1.102833,-0.755191,-9.683545
1.105242,-0.756793,-9.683157
1.107638,-0.758387,-9.682770
1.110022,-0.759971,-9.682385
1.112393,-0.761547,-9.682001
1.114752,-0.763115,-9.681618
1.117098,-0.764674,-9.681237
1.119432,-0.766225,-9.680857
1.121754,-0.767768,-9.680479
1.124064,-0.769302,-9.680101
1.126361,-0.770828,-9.679725
1.128646,-0.772346,-9.679351
1.130919,-0.773856,-9.678978
1.133181,-0.775357,-9.678606
1.135430,-0.776851,-9.678235
1.137668,-0.778336,-9.677866
1.139894,-0.779814,-9.677498
1.142108,-0.781283,-9.677131
1.144310,-0.782745,-9.676766
1.146501,-0.784199,-9.676402
1.148681,-0.785645,-9.676040
1.150849,-0.787083,-9.675678
1.153005,-0.788513,-9.675318
1.155150,-0.789936,-9.674960
1.157284,-0.791352,-9.674603
1.159407,-0.792759,-9.674247
1.161518,-0.794159,-9.673892
1.163619,-0.795552,-9.673539
1.165708,-0.796937,-9.673187
1.167787,-0.798314,-9.672836
1.169854,-0.799685,-9.672487
1.171911,-0.801048,-9.672139
1.173957,-0.802403,-9.671792
1.175992,-0.803752,-9.671447
1.178016,-0.805093,-9.671103
1.180030,-0.806427,-9.670760
1.182033,-0.807753,-9.670418
1.184025,-0.809073,-9.670078
1.186007,-0.810386,-9.669739
1.187979,-0.811691,-9.669402
1.189940,-0.812990,-9.669066
1.191891,-0.814281,-9.668731
1.193832,-0.815566,-9.668397
1.195763,-0.816844,-9.668065
1.197683,-0.818115,-9.667734
1.199593,-0.819379,-9.667404
1.201494,-0.820636,-9.667076
1.203384,-0.821887,-9.666748
1.205264,-0.823131,-9.666423
1.207135,-0.824368,-9.666098
1.208995,-0.825598,-9.665775
1.210846,-0.826823,-9.665453
1.212687,-0.828040,-9.665132
1.214518,-0.829251,-9.664813
1.216340,-0.830455,-9.664494
1.218152,-0.831653,-9.664177
1.219955,-0.832845,-9.663862
1.221748,-0.834030,-9.663547
1.223532,-0.835209,-9.663234
1.225306,-0.836382,-9.662922
1.227072,-0.837548,-9.662612
1.228827,-0.838708,-9.662302
1.230574,-0.839862,-9.661994
1.232311,-0.841010,-9.661687
1.234039,-0.842151,-9.661382
1.235759,-0.843287,-9.661078
1.237469,-0.844416,-9.660774
1.239170,-0.845540,-9.660473
1.240862,-0.846657,-9.660172
1.242545,-0.847768,-9.659872
1.244220,-0.848874,-9.659574
1.245885,-0.849973,-9.659277
1.247542,-0.851067,-9.658982
1.249190,-0.852155,-9.658687
1.250830,-0.853237,-9.658394
1.252461,-0.854313,-9.658102
1.254083,-0.855383,-9.657811
1.255697,-0.856448,-9.657521
1.257302,-0.857507,-9.657233
1.258899,-0.858561,-9.656946
1.260487,-0.859608,-9.656660
1.262067,-0.860650,-9.656375
1.263639,-0.861687,-9.656091
1.265203,-0.862718,-9.655809
1.266758,-0.863744,-9.655527
1.268305,-0.864764,-9.655247
1.269844,-0.865778,-9.654968
1.271375,-0.866788,-9.654691
1.272898,-0.867791,-9.654414
1.274413,-0.868790,-9.654139
1.275920,-0.869783,-9.653865
1.277419,-0.870771,-9.653592
1.278910,-0.871753,-9.653320
1.280393,-0.872731,-9.653049
1.281868,-0.873703,-9.652780
1.283336,-0.874670,-9.652511
1.284796,-0.875631,-9.652244
1.286248,-0.876588,-9.651978
1.287693,-0.877540,-9.651713
1.289130,-0.878486,-9.651449
1.290560,-0.879427,-9.651186
1.291982,-0.880364,-9.650925
1.293396,-0.881295,-9.650664
1.294803,-0.882222,-9.650405
1.296203,-0.883143,-9.650147
1.297595,-0.884060,-9.649890
1.298980,-0.884971,-9.649634
1.300358,-0.885878,-9.649379
1.301728,-0.886780,-9.649125
1.303092,-0.887677,-9.648873
1.304448,-0.888570,-9.648621
1.305797,-0.889457,-9.648371
1.307139,-0.890340,-9.648122
1.308474,-0.891218,-9.647873
1.309801,-0.892092,-9.647626
1.311122,-0.892961,-9.647380
1.312436,-0.893825,-9.647135
1.313743,-0.894685,-9.646891
1.315043,-0.895540,-9.646649
1.316337,-0.896390,-9.646407
1.317623,-0.897236,-9.646166
1.318903,-0.898078,-9.645927
1.320176,-0.898915,-9.645688
1.321442,-0.899747,-9.645451
1.322702,-0.900575,-9.645214
1.323955,-0.901399,-9.644979
1.325201,-0.902218,-9.644744
1.326441,-0.903033,-9.644511
1.327675,-0.903844,-9.644279
1.328902,-0.904650,-9.644048
1.330122,-0.905452,-9.643818
1.331336,-0.906250,-9.643588
1.332544,-0.907043,-9.643360
1.333745,-0.907832,-9.643133
1.334940,-0.908617,-9.642907
1.336129,-0.909398,-9.642682
1.337311,-0.910175,-9.642458
1.338488,-0.910948,-9.642235
1.339658,-0.911716,-9.642013
1.340822,-0.912480,-9.641792
1.341979,-0.913241,-9.641572
1.343131,-0.913997,-9.641353
1.344277,-0.914749,-9.641135
1.345416,-0.915498,-9.640918
1.346550,-0.916242,-9.640702
1.347678,-0.916982,-9.640486
1.348800,-0.917718,-9.640272
1.349915,-0.918451,-9.640059
1.351025,-0.919179,-9.639847
1.352130,-0.919904,-9.639636
1.353228,-0.920625,-9.639426
1.354321,-0.921342,-9.639216
1.355407,-0.922055,-9.639008
1.356489,-0.922765,-9.638800
1.357564,-0.923470,-9.638594
1.358634,-0.924172,-9.638389
1.359698,-0.924870,-9.638184
1.360757,-0.925565,-9.637980
1.361810,-0.926255,-9.637778
1.362857,-0.926943,-9.637576
1.363899,-0.927626,-9.637375
1.364936,-0.928306,-9.637175
1.365967,-0.928982,-9.636976
1.366992,-0.929655,-9.636778
1.368013,-0.930324,-9.636581
1.369028,-0.930989,-9.636385
1.370037,-0.931651,-9.636189
1.371041,-0.932309,-9.635995
1.372040,-0.932964,-9.635801
1.373034,-0.933616,-9.635609
1.374023,-0.934264,-9.635417
1.375006,-0.934908,-9.635226
1.375984,-0.935549,-9.635036
1.376957,-0.936187,-9.634847
1.377925,-0.936821,-9.634659
1.378888,-0.937452,-9.634472
1.379845,-0.938080,-9.634285
1.380798,-0.938704,-9.634100
1.381746,-0.939325,-9.633915
1.382689,-0.939943,-9.633731
1.383626,-0.940557,-9.633548
1.384559,-0.941168,-9.633366
1.385487,-0.941776,-9.633185
1.386410,-0.942381,-9.633004
1.387328,-0.942982,-9.632824
1.388242,-0.943581,-9.632646
1.389150,-0.944176,-9.632468
1.390054,-0.944768,-9.632291
1.390953,-0.945356,-9.632114
1.391848,-0.945942,-9.631939
1.392737,-0.946525,-9.631764
1.393622,-0.947104,-9.631591
1.394503,-0.947681,-9.631418
1.395378,-0.948254,-9.631246
1.396249,-0.948824,-9.631074
1.397116,-0.949391,-9.630904
1.397978,-0.949956,-9.630734
1.398835,-0.950517,-9.630565
1.399688,-0.951075,-9.630397
1.400537,-0.951631,-9.630230
1.401381,-0.952183,-9.630063
1.402220,-0.952732,-9.629897
1.403055,-0.953279,-9.629732
1.403886,-0.953823,-9.629568
1.404712,-0.954363,-9.629405
1.405534,-0.954901,-9.629242
1.406352,-0.955436,-9.629080
1.407166,-0.955969,-9.628919
