ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
27.652757,0.000000,-16.617507
27.653069,-0.002213,-16.616988
27.653661,-0.006640,-16.616001
27.654505,-0.013230,-16.614592
27.655575,-0.021790,-16.612803
27.656846,-0.032120,-16.610670
27.658297,-0.044035,-16.608227
27.659908,-0.057372,-16.605503
27.661661,-0.071980,-16.602525
27.663540,-0.087725,-16.599318
27.665531,-0.104484,-16.595903
27.667620,-0.122147,-16.592299
27.669796,-0.140614,-16.588525
27.672046,-0.159794,-16.584596
27.674363,-0.179606,-16.580528
27.676736,-0.199977,-16.576332
27.679158,-0.220838,-16.572023
27.681622,-0.242131,-16.567609
27.684122,-0.263801,-16.563101
27.686650,-0.285798,-16.558509
27.689203,-0.308078,-16.553840
27.691776,-0.330601,-16.549101
27.694364,-0.353331,-16.544300
27.696963,-0.376234,-16.539443
27.699571,-0.399283,-16.534535
27.702184,-0.422449,-16.529582
27.704799,-0.445710,-16.524587
27.707414,-0.469042,-16.519556
27.710027,-0.492428,-16.514492
27.712635,-0.515848,-16.509399
27.715238,-0.539288,-16.504281
27.717833,-0.562734,-16.499139
27.720419,-0.586171,-16.493977
27.722995,-0.609590,-16.488798
27.725560,-0.632978,-16.483603
27.728113,-0.656328,-16.478395
27.730652,-0.679631,-16.473176
27.733178,-0.702879,-16.467947
27.735690,-0.726066,-16.462711
27.738187,-0.749185,-16.457467
27.740668,-0.772232,-16.452219
27.743133,-0.795201,-16.446967
27.745582,-0.818088,-16.441712
27.748015,-0.840890,-16.436456
27.750431,-0.863602,-16.431199
27.752829,-0.886223,-16.425943
27.755211,-0.908750,-16.420687
27.757575,-0.931179,-16.415434
27.759921,-0.953510,-16.410183
27.762250,-0.975740,-16.404936
27.764561,-0.997867,-16.399692
27.766855,-1.019892,-16.394453
27.769131,-1.041811,-16.389220
27.771389,-1.063625,-16.383991
27.773629,-1.085333,-16.378769
27.775852,-1.106933,-16.373554
27.778057,-1.128426,-16.368345
27.780245,-1.149810,-16.363143
27.782415,-1.171086,-16.357949
27.784567,-1.192254,-16.352763
27.786703,-1.213312,-16.347585
27.788821,-1.234262,-16.342416
27.790921,-1.255103,-16.337256
27.793005,-1.275834,-16.332104
27.795072,-1.296457,-16.326962
27.797122,-1.316971,-16.321830
27.799155,-1.337377,-16.316707
27.801171,-1.357674,-16.311595
27.803171,-1.377863,-16.306492
27.805154,-1.397944,-16.301400
27.807122,-1.417919,-16.296319
27.809073,-1.437785,-16.291248
27.811008,-1.457546,-16.286188
27.812927,-1.477199,-16.281139
27.814830,-1.496747,-16.276102
27.816718,-1.516190,-16.271076
27.818590,-1.535527,-16.266061
27.820446,-1.554760,-16.261058
27.822288,-1.573888,-16.256066
27.824114,-1.592913,-16.251087
27.825925,-1.611835,-16.246119
27.827722,-1.630654,-16.241163
27.829503,-1.649370,-16.236220
27.831270,-1.667985,-16.231289
27.833023,-1.686499,-16.226370
27.834761,-1.704912,-16.221464
27.836484,-1.723224,-16.216570
27.838194,-1.741437,-16.211689
27.839890,-1.759550,-16.206821
27.841571,-1.777565,-16.201965
27.843239,-1.795482,-16.197123
27.844894,-1.813301,-16.192293
27.846534,-1.831023,-16.187476
27.848162,-1.848648,-16.182673
27.849776,-1.866177,-16.177883
27.851377,-1.883610,-16.173106
27.852964,-1.900948,-16.168342
27.854539,-1.918191,-16.163592
27.856101,-1.935341,-16.158855
27.857651,-1.952397,-16.154131
27.859187,-1.969359,-16.149422
27.860712,-1.986230,-16.144725
27.862223,-2.003008,-16.140043
27.863723,-2.019694,-16.135374
27.865210,-2.036290,-16.130719
27.866686,-2.052795,-16.126077
27.868149,-2.069209,-16.121450
27.869601,-2.085535,-16.116836
27.871041,-2.101771,-16.112237
27.872469,-2.117918,-16.107651
27.873886,-2.133978,-16.103079
27.875291,-2.149949,-16.098521
27.876685,-2.165834,-16.093978
27.878067,-2.181632,-16.089448
27.879439,-2.197344,-16.084933
27.880800,-2.212970,-16.080432
27.882149,-2.228511,-16.075945
27.883488,-2.243967,-16.071472
27.884816,-2.259339,-16.067013
27.886134,-2.274628,-16.062569
27.887441,-2.289832,-16.058139
27.888737,-2.304954,-16.053724
27.890023,-2.319994,-16.049322
27.891299,-2.334951,-16.044935
27.892565,-2.349827,-16.040563
27.893820,-2.364622,-16.036205
27.895066,-2.379337,-16.031861
27.896302,-2.393971,-16.027532
27.897527,-2.408525,-16.023217
27.898743,-2.423001,-16.018917
27.899950,-2.437397,-16.014631
27.901147,-2.451715,-16.010359
27.902334,-2.465955,-16.006103
27.903512,-2.480118,-16.001860
27.904681,-2.494203,-15.997632
27.905840,-2.508212,-15.993419
27.906991,-2.522145,-15.989220
27.908132,-2.536001,-15.985036
27.909264,-2.549783,-15.980866
27.910388,-2.563489,-15.976711
27.911502,-2.577121,-15.972570
27.912608,-2.590679,-15.968444
27.913705,-2.604163,-15.964333
27.914793,-2.617573,-15.960236
27.915873,-2.630911,-15.956153
27.916945,-2.644176,-15.952086
27.918008,-2.657370,-15.948032
27.919063,-2.670491,-15.943993
27.920109,-2.683541,-15.939969
27.921148,-2.696521,-15.935959
27.922178,-2.709429,-15.931964
27.923200,-2.722268,-15.927984
27.924214,-2.735037,-15.924017
27.925221,-2.747736,-15.920066
27.926219,-2.760367,-15.916129
27.927210,-2.772929,-15.912206
27.928193,-2.785423,-15.908298
27.929169,-2.797849,-15.904404
27.930137,-2.810208,-15.900525
27.931098,-2.822499,-15.896660
27.932051,-2.834724,-15.892810
27.932996,-2.846882,-15.888974
27.933935,-2.858975,-15.885152
27.934866,-2.871002,-15.881345
27.935790,-2.882964,-15.877552
27.936707,-2.894860,-15.873774
27.937617,-2.906693,-15.870010
