gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378130.770962,20.718117,-114.810628,1.952071,-1.021604,-4.644873
6378131.049988,26.731554,-110.450390,1.873317,-0.882501,-4.784008
6378131.365213,20.951710,-118.562977,1.915845,-0.926519,-4.808962
6378145.576696,23.613103,-123.554319,1.741142,-0.986879,-4.777273
6378137.839206,13.274160,-143.543151,1.846365,-0.827207,-4.813470
6378143.489609,20.431637,-137.916477,1.809402,-0.840413,-4.792691
6378147.465859,7.415467,-153.083311,1.768560,-0.866602,-4.912302
6378149.956063,14.105865,-153.210534,1.725769,-0.738306,-4.847757
6378146.494311,14.069893,-148.639381,1.828036,-0.806042,-4.883256
6378159.662390,10.901918,-142.149755,1.849015,-0.913516,-4.904314
6378149.124718,14.766847,-164.943912,1.867191,-0.909452,-4.799272
6378164.676889,9.587024,-151.934281,2.185158,-0.947357,-4.740784
6378162.646517,12.051405,-163.806762,2.683521,-1.024498,-4.508255
6378161.439989,9.070016,-170.471662,3.152030,-1.007631,-4.117263
6378164.058750,22.602566,-176.019314,3.631729,-1.126395,-3.920524
6378173.601193,9.782020,-184.163069,4.104110,-1.064101,-3.602186
6378166.260569,9.833224,-176.773422,4.500954,-1.092318,-3.229480
6378166.409291,7.708288,-181.089295,4.925074,-1.007232,-2.818355
6378179.903338,-0.919633,-181.865643,5.176541,-1.067365,-2.328335
6378185.973488,-2.172287,-187.371251,5.410345,-1.136421,-1.953833
6378197.792464,3.211910,-210.391001,5.674053,-1.049239,-1.486574
6378194.960077,-4.381806,-189.950016,6.483796,-0.613889,-1.689975
6378205.492806,10.822421,-198.161784,7.026490,0.061731,-2.357523
6378208.384015,15.305049,-213.302746,6.983486,0.173348,-2.308085
6378223.439712,14.849043,-202.689693,7.102999,0.200745,-2.304466
6378225.077391,3.854076,-218.064443,7.028365,0.294219,-2.221047
6378234.968062,4.524889,-215.551179,7.069725,0.272268,-2.293364
6378234.025951,16.448134,-203.936344,7.048225,0.272121,-2.270177
6378252.752771,-1.018881,-216.711003,7.090721,0.342893,-2.187017
6378258.414320,0.159617,-214.299122,6.984633,0.419063,-2.226563
6378266.330350,4.595276,-208.490637,7.113982,0.331936,-2.284291
6378269.817063,2.029255,-206.961732,7.071829,0.275084,-2.121836
6378271.091536,-0.440029,-222.493649,7.001476,0.299714,-2.215513
6378284.529686,0.599025,-220.727138,7.145952,0.428463,-2.205206
6378284.728412,-5.232568,-225.270160,7.079723,0.290463,-2.129729
6378292.869047,13.260490,-230.961902,7.328507,0.496983,-1.081869
6378314.669758,-3.498592,-226.412958,7.314353,0.672810,-0.056354
6378309.887144,6.040558,-219.293098,7.381340,0.939003,0.926965
6378327.625541,4.994189,-215.785356,7.097672,1.257732,2.148796
6378329.209195,14.928174,-219.513099,6.683856,1.573334,3.048001
6378330.347430,16.283066,-225.711474,6.189289,1.787482,3.862745
6378339.618027,6.885094,-222.440258,5.522653,1.955494,4.706547
6378336.899671,16.222498,-206.398616,4.762763,2.285246,5.520216
6378338.096912,17.013179,-202.435195,3.941210,2.372648,6.250352
6378357.087046,21.404543,-185.390760,2.939632,2.640008,6.626196
6378366.254253,20.959087,-188.809694,2.717085,3.818460,6.869802
6378361.337949,27.513174,-182.549731,2.578411,4.512841,7.153820
6378356.398234,34.841943,-175.343844,2.405540,4.612749,7.045831
6378364.828587,36.389883,-171.047781,2.172427,4.576583,7.038258
6378360.522773,44.174943,-159.829548,2.098014,4.634332,7.046900
6378364.066831,48.523183,-154.643712,2.122572,4.615860,7.058782
6378372.767899,49.341525,-150.516546,1.972215,4.610162,7.081379
6378369.684564,51.022862,-144.268083,2.080312,4.582200,7.195196
6378370.217614,67.375048,-140.468937,2.061232,4.593749,7.083270
6378373.006018,66.193290,-136.470886,2.029856,4.671280,7.048642
6378375.786240,67.433212,-119.947502,2.049725,4.687364,7.104942
6378374.784440,73.792239,-120.491449,2.073504,4.700281,7.171040
6378379.167012,79.881986,-103.210641,2.040796,4.684718,7.184682
6378385.541944,81.856610,-92.683883,2.082366,4.609887,7.134191
6378385.347441,87.235980,-106.452563,1.493224,4.671089,7.142527
6378378.026172,97.409392,-85.061209,0.019953,4.780833,7.315529
6378385.411380,100.455815,-74.626152,-1.497774,4.770610,7.324526
6378380.264484,107.493908,-55.232374,-2.897920,4.565206,7.151882
6378383.515458,106.746476,-63.345722,-4.283286,4.157916,6.795878
6378363.995504,116.637246,-49.910203,-5.470724,3.548302,6.320482
6378365.940346,118.555419,-45.094823,-6.620875,2.893322,5.715342
6378364.441957,122.179745,-48.255576,-7.453903,1.946011,4.993049
6378353.343567,122.815486,-39.902576,-8.318865,1.273284,4.131236
6378337.921678,117.794645,-32.848051,-8.917515,0.318768,3.282314
