gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378137.355020,1.670267,-1.232536,0.083434,-0.006450,-0.057195
6378132.040602,-13.015062,5.038930,0.231797,0.236604,-1.054804
6378139.648567,-0.524728,-15.729821,0.058066,0.256598,-1.834167
6378138.574289,4.286154,-7.053374,0.118424,0.378464,-1.830334
6378144.351406,11.888169,-6.832991,-0.044270,0.421861,-1.815320
6378135.312340,2.381804,-6.098893,-0.023076,0.338770,-1.807452
6378133.060274,0.271279,-7.130472,-0.008802,0.508717,-1.881118
6378134.053149,-3.105816,-4.005725,0.048976,0.429621,-1.827036
6378139.431523,9.381424,-10.909660,0.070958,0.447549,-1.861315
6378131.508715,-2.152092,-16.713183,0.073408,0.396087,-1.753408
6378145.255750,5.575387,-17.032943,0.089492,0.448065,-1.819310
6378139.447204,9.068792,-3.959321,0.165856,0.452776,-1.818034
6378136.578138,-4.022393,-21.044196,0.049815,0.385544,-1.801608
6378140.854216,11.926383,-10.275157,-0.034845,0.407730,-1.842290
6378142.350674,2.484663,-29.136311,0.067965,0.425268,-1.907482
6378134.967999,5.635749,-42.653411,-0.153564,0.601841,-1.703672
6378132.533395,3.049325,-40.661308,-0.242429,0.891761,-1.380619
6378138.976653,3.217583,-30.939404,-0.367903,0.972698,-1.173582
6378139.801123,17.938471,-23.096130,-0.285918,1.129862,-0.887425
6378138.818049,4.058615,-28.311307,-0.242235,1.112853,-0.864061
6378139.800359,16.624356,-24.536713,0.016787,1.112366,-0.890484
6378127.513749,9.775691,-29.007434,0.104178,1.126544,-0.994056
6378133.157236,19.026049,-21.041470,0.146077,0.994153,-1.188421
6378128.812445,9.933327,-23.299142,0.097333,0.705698,-1.418724
6378137.255108,10.160720,-52.202325,0.053174,0.371331,-1.691911
6378148.038111,21.594487,-36.008692,-0.378561,0.730714,-2.343525
6378137.306294,17.276291,-30.953782,-0.595923,1.362860,-2.524407
6378141.657557,6.806128,-35.550414,-0.560396,1.408732,-2.477609
6378135.343194,13.970336,-52.394392,-0.544876,1.293801,-2.612440
6378134.660430,12.721339,-50.119781,-0.540897,1.204858,-2.490047
6378134.006740,14.535336,-36.615091,-0.708929,1.260047,-2.494221
6378140.801511,26.810322,-52.890055,-0.641891,1.252226,-2.477479
6378134.644663,23.023876,-54.514611,-0.544920,1.355387,-2.449012
6378145.219912,20.066481,-42.875098,-0.598356,1.280929,-2.555331
6378125.983939,29.874214,-53.473572,-0.628371,1.247720,-2.535809
6378126.612346,26.465801,-65.268243,-0.622763,1.248520,-2.543305
6378120.699412,32.060077,-69.532273,-0.547596,1.257273,-2.443574
6378134.374122,31.168635,-62.489595,-0.665657,1.256030,-2.454779
6378127.931455,31.861144,-79.762955,-0.645222,1.247940,-2.535667
6378130.137346,34.993711,-78.398822,-0.674292,1.215434,-2.502814
6378117.099501,36.857567,-77.789486,-0.781826,0.897306,-2.767841
6378127.013989,30.827765,-78.631591,-0.789772,0.419054,-2.940865
6378129.425290,25.253039,-71.906995,-0.787726,-0.039451,-3.052505
6378122.677235,36.536170,-87.686583,-0.553819,-0.449603,-3.187409
6378120.903860,29.252139,-87.778470,-0.143375,-1.058683,-3.219430
6378129.713184,37.210175,-97.289376,0.095978,-1.313457,-3.243253
6378129.535298,37.110155,-89.039544,0.722226,-1.669660,-3.203520
6378131.517250,29.692653,-91.509490,1.326094,-1.834349,-3.069881
6378135.030343,26.660090,-100.620418,2.003434,-1.929394,-2.733106
6378134.215189,34.354160,-96.006414,2.433500,-1.463414,-2.696874
6378128.170080,25.019723,-110.632137,2.136061,-1.232638,-3.625677
