ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378157.823836,11.983214,-168.106004,2.696300,-0.968142,-4.487940
6378160.760158,10.994951,-172.466650,3.177385,-1.007229,-4.223720
6378164.165771,9.972195,-176.542771,3.634042,-1.037042,-3.918961
6378168.014531,8.924149,-180.295302,4.062863,-1.057779,-3.576702
6378172.277073,7.859653,-183.688387,4.460829,-1.069971,-3.200312
6378176.921225,6.786861,-186.689678,4.825357,-1.074457,-2.793438
6378181.912465,5.712950,-189.270590,5.154340,-1.072353,-2.359948
6378187.214415,4.643854,-191.406494,5.446182,-1.065018,-1.903880
6378192.789362,3.584049,-193.076859,5.699822,-1.054009,-1.429380
6378198.895344,2.632434,-194.578635,6.487276,-0.679591,-1.764632
6378205.630751,2.315962,-196.638018,6.984419,0.046904,-2.361594
6378212.647847,2.449272,-198.995111,7.027133,0.185551,-2.326678
6378219.681091,2.670181,-201.300025,7.038360,0.251148,-2.286236
6378226.722851,2.942138,-203.573335,7.044631,0.289764,-2.262226
6378233.769418,3.244167,-205.827900,7.048211,0.312528,-2.248001
6378240.818747,3.563931,-208.071368,7.050282,0.325959,-2.239583
6378247.869681,3.894162,-210.308270,7.051491,0.333888,-2.234605
6378254.921554,4.230572,-212.541290,7.052199,0.338570,-2.231662
6378261.973978,4.570632,-214.772016,7.052616,0.341336,-2.229924
6378269.026726,4.912847,-217.001386,7.052861,0.342969,-2.228896
6378276.079665,5.256336,-219.229954,7.053006,0.343934,-2.228289
6378283.132718,5.600577,-221.458050,7.053092,0.344504,-2.227930
6378290.187372,5.945909,-223.680878,7.079900,0.356318,-2.139982
6378297.389564,6.375393,-225.328155,7.306140,0.514454,-1.125418
6378304.748050,6.988414,-225.933471,7.385987,0.720349,-0.073052
6378312.109841,7.825284,-225.485180,7.310956,0.960455,0.978118
6378319.319995,8.913907,-223.995263,7.081598,1.221794,2.006430
6378326.226116,10.268604,-221.496893,6.702489,1.490258,2.991275
6378332.682346,11.889264,-218.043087,6.182139,1.751189,3.913682
6378338.553192,13.761098,-213.704803,5.532755,1.989985,4.756840
6378343.717053,15.854981,-208.568559,4.769877,2.192683,5.506539
6378348.069319,18.128372,-202.733639,3.911884,2.346510,6.151530
6378351.520991,20.542798,-196.309746,2.958883,2.643131,6.669785
6378354.311816,23.724828,-189.515105,2.682637,3.718256,6.898921
6378356.949688,27.929369,-182.543319,2.561939,4.519497,7.026346
6378359.394528,32.476940,-175.493712,2.344348,4.571873,7.068305
6378361.669359,37.065852,-168.413850,2.215234,4.603591,7.089331
6378363.843425,41.679662,-161.318457,2.138787,4.622591,7.100434
6378365.957859,46.308341,-154.214709,2.093570,4.633905,7.106533
6378368.037031,50.945861,-147.106312,2.066839,4.640619,7.109976
6378370.095361,55.588622,-139.995268,2.051041,4.644597,7.111953
6378372.141373,60.234487,-132.882695,2.041706,4.646950,7.113102
6378374.180108,64.882187,-125.769231,2.036190,4.648342,7.113773
6378376.214543,69.530972,-118.655245,2.032931,4.649165,7.114168
6378378.246437,74.180399,-111.540952,2.031006,4.649651,7.114400
6378380.276830,78.830204,-104.426479,2.029869,4.649938,7.114537
6378382.306337,83.480234,-97.311898,2.029197,4.650108,7.114618
6378384.218733,88.146288,-90.171530,1.460600,4.723398,7.234310
6378384.964390,92.921994,-82.838307,0.010102,4.803815,7.403018
6378384.249621,97.702084,-75.427513,-1.452576,4.729135,7.388271
6378382.084171,102.328432,-68.119567,-2.883938,4.494579,7.197201
6378378.519743,106.641915,-61.085150,-4.243299,4.102888,6.841966
6378373.646979,110.489636,-54.480681,-5.493771,3.563729,6.338832
6378367.590925,113.731453,-48.444652,-6.603698,2.892831,5.707260
6378360.505219,116.245496,-43.094917,-7.547773,2.110858,4.968915
6378352.565349,117.932466,-38.527000,-8.307760,1.242092,4.146636
6378343.961388,118.718560,-34.813419,-8.872812,0.313027,3.263431
