ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378137.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6378137.145271,0.158941,-0.492375,0.149706,0.210010,-0.993971
6378137.273238,0.420204,-1.966413,0.106914,0.309149,-1.833430
6378137.370184,0.748123,-3.797098,0.088241,0.343895,-1.828228
6378137.452238,1.102925,-5.623517,0.076697,0.364106,-1.824832
6378137.525177,1.473408,-7.447214,0.069702,0.375933,-1.822713
6378137.592624,1.853086,-9.269235,0.065509,0.382879,-1.821423
6378137.656789,2.238169,-11.090240,0.063011,0.386969,-1.820646
6378137.719001,2.626437,-12.910637,0.061528,0.389380,-1.820183
6378137.780056,3.016583,-14.730672,0.060649,0.390803,-1.819907
6378137.840425,3.407838,-16.550491,0.060129,0.391642,-1.819744
6378137.900389,3.799748,-18.370183,0.059822,0.392138,-1.819648
6378137.960112,4.192044,-20.189800,0.059640,0.392431,-1.819590
6378138.019694,4.584568,-22.009372,0.059532,0.392604,-1.819557
6378138.079192,4.977228,-23.828918,0.059469,0.392706,-1.819537
6378138.092139,5.430452,-25.607306,-0.084905,0.581154,-1.683584
6378137.917481,6.137347,-27.167722,-0.250582,0.822733,-1.430909
6378137.625384,7.050783,-28.472636,-0.317332,0.995141,-1.181196
6378137.315242,8.106152,-29.549863,-0.288083,1.107235,-0.983672
6378137.072826,9.245895,-30.472078,-0.186533,1.163533,-0.877270
6378136.952545,10.413549,-31.342556,-0.050487,1.161385,-0.883047
6378136.967699,11.546303,-32.274769,0.077214,1.090907,-0.999661
6378137.090232,12.568920,-33.369306,0.158263,0.937767,-1.202675
6378137.259473,13.391644,-34.692065,0.167014,0.688242,-1.447799
6378137.397630,13.913827,-36.257453,0.095586,0.335385,-1.677552
6378137.302200,14.296325,-38.237187,-0.352515,0.687955,-2.335666
6378136.795189,15.398036,-40.647087,-0.608173,1.363258,-2.464108
6378136.184313,16.743241,-43.120405,-0.613046,1.329624,-2.481219
6378135.569930,18.061988,-45.607084,-0.615477,1.309390,-2.491357
6378134.953755,19.364879,-48.101670,-0.616753,1.297311,-2.497353
6378134.336623,20.658327,-50.600932,-0.617450,1.290133,-2.500897
6378133.718961,21.946168,-53.102957,-0.617842,1.285877,-2.502991
6378133.100997,23.230689,-55.606614,-0.618067,1.283358,-2.504228
6378132.482860,24.513244,-58.111236,-0.618197,1.281868,-2.504959
6378131.864622,25.794637,-60.616428,-0.618273,1.280987,-2.505391
6378131.246325,27.075344,-63.121957,-0.618318,1.280466,-2.505646
6378130.627993,28.355644,-65.627684,-0.618344,1.280158,-2.505797
6378130.009641,29.635704,-68.133529,-0.618359,1.279977,-2.505886
6378129.391277,30.915623,-70.639443,-0.618368,1.279869,-2.505939
6378128.770925,32.191373,-73.148353,-0.641050,1.232274,-2.540063
6378128.066523,33.252891,-75.797507,-0.759000,0.873659,-2.758502
6378127.279466,33.921746,-78.654676,-0.800669,0.450933,-2.952406
6378126.498331,34.145065,-81.687927,-0.742838,-0.013910,-3.108411
6378125.831467,33.893638,-84.853938,-0.568775,-0.493572,-3.215727
6378125.400157,33.168826,-88.099151,-0.269844,-0.954507,-3.264753
6378125.329374,32.007581,-91.361163,0.152291,-1.359556,-3.247478
6378125.736749,30.484430,-94.570490,0.684367,-1.671336,-3.157824
6378126.720805,28.709830,-97.652641,1.301406,-1.856055,-2.991913
6378128.349715,26.824674,-100.530416,1.967881,-1.887320,-2.748248
6378130.636605,25.025163,-103.147621,2.452500,-1.470700,-2.637404
6378132.946816,23.731829,-106.271350,2.188620,-1.173943,-3.635657
6378135.017148,22.671551,-110.399733,1.950398,-0.944037,-4.626992
6378136.916238,21.768402,-115.191648,1.878063,-0.894746,-4.816092
6378138.782002,20.876930,-120.013118,1.855229,-0.888656,-4.826060
6378140.629961,19.990231,-124.842324,1.841733,-0.885019,-4.831894
6378142.467399,19.106376,-129.676065,1.833758,-0.882856,-4.835321
6378144.298619,18.224211,-134.512473,1.829046,-0.881573,-4.837339
6378146.126166,17.343047,-139.350454,1.826263,-0.880814,-4.838529
6378147.951542,16.462475,-144.189361,1.824618,-0.880365,-4.839231
6378149.775637,15.582253,-149.028816,1.823646,-0.880099,-4.839646
6378151.598974,14.702239,-153.868594,1.823072,-0.879942,-4.839891
6378153.421863,13.822347,-158.708563,1.822733,-0.879849,-4.840035
6378155.379371,12.927754,-163.502751,2.194535,-0.919931,-4.708952
